,WasherDryer,TumbleDryer,DishWasher,WashingMachine,BaseLoad,P_EV,P_WB
2024-01-03 17:45:00,0.7920347860576631,0.001,0.0,0.20731554370726968,2.0710521973529143,0.0,4.666666666666667
2024-01-03 18:00:00,0.7920347860576631,0.001,0.0,0.8902552693618025,0.34058553068624764,0.0,0.0
2024-01-03 18:15:00,0.001,0.001,0.0,0.42325419234686357,0.4044886963359374,0.0,0.0
2024-01-03 18:30:00,0.001,0.001,0.0,0.1434758900354722,1.043775939725588,0.0,0.0
2024-01-03 18:45:00,0.001,0.001,0.0,0.24618820814434933,1.465109273058921,0.0,0.0
2024-01-03 19:00:00,0.001,0.001,0.0,0.67508669111518,2.44485854060795,0.0,4.0
2024-01-03 19:15:00,0.001,0.001,0.0,0.10709226375653774,0.9672037423726735,0.0,0.0
2024-01-03 19:30:00,0.001,0.001,0.0,0.21072525923273164,0.4375237423726735,0.0,0.0
2024-01-03 19:45:00,0.001,0.001,0.0,0.9959464484620395,0.5399904090393401,0.0,0.0
2024-01-03 20:00:00,0.001,0.001,0.0,1.1512204811753755,0.5170411414903116,0.0,2.6666666666666665
2024-01-03 20:15:00,0.001,0.001,0.0,0.15392557377093488,0.7605426063922545,0.0,1.6666666666666667
2024-01-03 20:30:00,0.001,0.001,0.0,0.17367506367595334,0.3480759397255878,0.0,0.0
2024-01-03 20:45:00,0.001,0.001,0.0,0.3801110704258784,0.7033426063922545,0.0,1.6666666666666667
2024-01-03 21:00:00,0.001,0.001,0.0,0.5023107880546561,0.5960321669216716,0.0,2.0
2024-01-03 21:15:00,0.001,0.001,0.0,0.001,0.5388570757060068,0.0,0.0
2024-01-03 21:30:00,0.001,0.001,0.0,0.001,0.6275237423726735,0.0,0.0
2024-01-03 21:45:00,0.001,0.001,0.0,0.001,1.0127973686863954,0.0,0.6666666666666666
2024-01-03 22:00:00,0.001,0.001,0.0,0.001,0.8625699437934953,0.0,3.0
2024-01-03 22:15:00,0.001,0.001,0.0,0.001,1.202409273058921,0.0,0.0
2024-01-03 22:30:00,0.001,0.001,0.0,0.001,1.4206759397255877,0.0,0.0
2024-01-03 22:45:00,0.001,0.001,0.0,0.001,0.6364092730589211,0.0,0.0
2024-01-03 23:00:00,0.001,0.001,0.0,0.001,0.4170759397255878,0.0,0.0
2024-01-03 23:15:00,0.001,0.001,0.0,0.001,0.6860023134118659,0.0,0.0
2024-01-03 23:30:00,0.001,0.001,0.0,0.001,0.22549944074256467,0.0,2.3333333333333335
2024-01-03 23:45:00,0.001,0.001,0.0,0.001,0.2270759397255878,0.0,0.0
2024-01-04 00:00:00,0.001,0.001,0.0,0.001,0.2270759397255878,0.0,0.0
2024-01-04 00:15:00,0.001,0.001,0.0,0.001,0.32734927305892114,0.0,0.0
2024-01-04 00:30:00,0.001,0.001,0.0,0.001,0.39212869633593744,0.0,2.0
