,WasherDryer,TumbleDryer,BaseLoad,P_WB
2024-01-01 00:00:00,0.001,0.001,0.36482374237267357,0.0
2024-01-01 00:15:00,0.001,0.001,0.13682374237267353,2.4
2024-01-01 00:30:00,0.001,0.001,0.0608237423726735,2.8
2024-01-01 00:45:00,0.001,0.001,0.057670744406627235,0.0
2024-01-01 01:00:00,0.001,0.001,0.07424175788233144,0.0
2024-01-01 01:15:00,0.001,0.001,0.11855219735291429,0.0
2024-01-01 01:30:00,0.001,0.001,0.46055219735291425,0.0
2024-01-01 01:45:00,0.001,0.001,0.1945521973529143,0.0
2024-01-01 02:00:00,0.001,0.001,0.07634523770585906,0.0
2024-01-01 02:15:00,0.001,0.001,0.049,0.6
2024-01-01 02:30:00,0.001,0.001,0.049,1.6
2024-01-01 02:45:00,0.001,0.001,0.049,0.0
2024-01-01 03:00:00,0.001,0.001,0.353,1.6
2024-01-01 03:15:00,0.001,0.001,0.277,3.0
2024-01-01 03:30:00,0.001,0.001,0.049,3.0
2024-01-01 03:45:00,0.001,0.001,0.049,1.0
2024-01-01 04:00:00,0.001,0.001,0.049,2.8
2024-01-01 04:15:00,0.001,0.001,0.049,0.8
2024-01-01 04:30:00,0.001,0.001,0.239,0.0
2024-01-01 04:45:00,0.001,0.001,0.391,0.0
2024-01-01 05:00:00,0.001,0.001,0.049,2.4
2024-01-01 05:15:00,0.001,0.001,0.049,1.4
2024-01-01 05:30:00,0.001,0.001,0.049,2.4
2024-01-01 05:45:00,0.001,0.001,0.049,1.2
2024-01-01 06:00:00,0.001,0.001,0.4548666666666667,0.0
2024-01-01 06:15:00,0.001,0.001,0.4862666666666666,0.0
2024-01-01 06:30:00,0.001,0.001,0.6707333333333333,0.6
2024-01-01 06:45:00,0.001,0.001,0.049,3.0
2024-01-01 07:00:00,0.001,0.001,0.049,0.6
2024-01-01 07:15:00,0.001,0.001,0.05246666666666667,3.0
2024-01-01 07:30:00,0.001,0.001,0.17600000000000002,2.6
2024-01-01 07:45:00,0.001,0.001,0.6898,0.0
2024-01-01 08:00:00,0.001,0.001,0.252,0.0
2024-01-01 08:15:00,0.001,0.001,0.0594,0.0
2024-01-01 08:30:00,0.001,0.001,0.049,2.2
2024-01-01 08:45:00,0.001,0.001,0.049,1.6
2024-01-01 09:00:00,0.001,0.001,0.13766666666666666,2.2
2024-01-01 09:15:00,0.001,0.001,0.2502666666666667,1.6
2024-01-01 09:30:00,0.001,0.001,0.23933333333333331,2.6
2024-01-01 09:45:00,0.001,0.001,0.13799999999999998,2.2
2024-01-01 10:00:00,0.001,0.001,0.0714589938981388,2.6
2024-01-01 10:15:00,0.001,0.001,0.0608237423726735,0.0
2024-01-01 10:30:00,0.001,0.001,0.12415707570600684,0.0
2024-01-01 10:45:00,0.001,0.001,0.2508237423726735,0.0
2024-01-01 11:00:00,0.001,0.001,0.17088249491511567,0.0
2024-01-01 11:15:00,0.001,0.001,0.21366666666666667,0.0
2024-01-01 11:30:00,0.001,0.001,0.049,2.2
2024-01-01 11:45:00,0.001,0.001,0.049,0.0
2024-01-01 12:00:00,0.001,0.001,0.087,0.0
2024-01-01 12:15:00,0.001,0.001,0.239,0.0
2024-01-01 12:30:00,0.001,0.001,0.13766666666666666,2.0
2024-01-01 12:45:00,0.001,0.001,0.20099999999999998,1.8
2024-01-01 13:00:00,0.001,0.001,0.11233333333333334,1.6
2024-01-01 13:15:00,0.001,0.001,0.049,1.8
2024-01-01 13:30:00,0.001,0.001,0.06166666666666667,0.2
2024-01-01 13:45:00,0.001,0.001,0.239,3.0
2024-01-01 14:00:00,0.001,0.001,0.6960666666666667,1.8
2024-01-01 14:15:00,0.001,0.001,0.11233333333333334,0.0
2024-01-01 14:30:00,0.001,0.001,0.6684863312993795,0.0
2024-01-01 14:45:00,0.001,0.001,0.1818237423726735,1.2
2024-01-01 15:00:00,0.001,0.001,0.1818237423726735,0.8
2024-01-01 15:15:00,0.001,0.001,0.3686904090393402,0.0
2024-01-01 15:30:00,0.001,0.001,0.3906237423726735,0.0
2024-01-01 15:45:00,0.001,0.001,0.2788275787569374,0.0
2024-01-01 16:00:00,0.001,0.001,0.37921886401958094,0.0
2024-01-01 16:15:00,0.001,0.001,0.26001886401958096,0.2
2024-01-01 16:30:00,0.001,0.001,0.2015521973529143,2.2
2024-01-01 16:45:00,0.001,0.001,0.30515219735291427,0.0
2024-01-01 17:00:00,0.001,0.001,0.24521886401958098,0.0
2024-01-01 17:15:00,0.001,0.001,0.1843701464901943,0.0
2024-01-01 17:30:00,0.001,0.001,0.5395243587646933,0.0
2024-01-01 17:45:00,0.001,0.001,0.22421886401958097,1.4
2024-01-01 18:00:00,0.001,0.001,0.0935521973529143,1.2
2024-01-01 18:15:00,0.001,0.001,0.2288896084262082,0.0
2024-01-01 18:30:00,0.05373565240384421,0.001,0.2953759397255878,0.0
2024-01-01 18:45:00,0.7920347860576631,0.001,0.6258217274510888,0.0
2024-01-01 19:00:00,0.7920347860576631,0.001,0.18675707570600683,3.0
2024-01-01 19:15:00,0.7920347860576631,0.001,0.4905570757060068,1.4
2024-01-01 19:30:00,0.7920347860576631,0.001,0.34082374237267354,0.0
2024-01-01 19:45:00,0.7920347860576631,0.001,0.4293988335883382,0.0
2024-01-01 20:00:00,0.7920347860576631,0.001,0.9241759397255879,0.0
2024-01-01 20:15:00,0.7920347860576631,0.001,0.3597092730589211,2.8
2024-01-01 20:30:00,0.7920347860576631,0.001,0.8658661074092314,3.0
2024-01-01 20:45:00,0.7920347860576631,0.001,0.41121886401958097,3.0
2024-01-01 21:00:00,0.7920347860576631,0.001,0.44921886401958094,0.8
2024-01-01 21:15:00,0.7920347860576631,0.001,0.38723766166678397,0.0
