,WasherDryer,DishWasher,WashingMachine,BaseLoad,P_HP
2024-01-01 00:00:00,0.001,0.0,0.001,0.08233333333333334,0.0
2024-01-01 00:15:00,0.001,0.0,0.001,0.053,0.0
2024-01-01 00:30:00,0.001,0.0,0.001,0.06351739911763811,0.0
2024-01-01 00:45:00,0.001,0.0,0.001,0.08455219735291429,0.0
2024-01-01 01:00:00,0.001,0.0,0.001,0.08455219735291429,0.0
2024-01-01 01:15:00,0.001,0.0,0.001,0.15788553068624764,0.0
2024-01-01 01:30:00,0.001,0.0,0.001,0.1505521973529143,0.0
2024-01-01 01:45:00,0.001,0.0,0.001,0.07193131841174857,0.0
2024-01-01 02:00:00,0.001,0.0,0.001,0.053,0.0
2024-01-01 02:15:00,0.001,0.0,0.001,0.053,0.0
2024-01-01 02:30:00,0.001,0.0,0.001,0.053,1.4666666666666666
2024-01-01 02:45:00,0.001,0.0,0.001,0.08966666666666666,1.4666666666666666
2024-01-01 03:00:00,0.001,0.0,0.001,0.15566666666666668,0.0
2024-01-01 03:15:00,0.001,0.0,0.001,0.053,0.0
2024-01-01 03:30:00,0.001,0.0,0.001,0.053,0.0
2024-01-01 03:45:00,0.001,0.0,0.001,0.053,0.0
2024-01-01 04:00:00,0.001,0.0,0.001,0.053,0.0
2024-01-01 04:15:00,0.001,0.0,0.001,0.053,0.0
2024-01-01 04:30:00,0.001,0.0,0.001,0.5628,0.0
2024-01-01 04:45:00,0.001,0.0,0.001,0.6154,0.0
2024-01-01 05:00:00,0.001,0.0,0.001,0.053,0.0
2024-01-01 05:15:00,0.001,0.0,0.001,0.053,0.0
2024-01-01 05:30:00,0.001,0.0,0.001,0.053,0.0
2024-01-01 05:45:00,0.001,0.0,0.001,0.053,0.0
2024-01-01 06:00:00,0.001,0.0,0.001,0.12633333333333333,0.0
2024-01-01 06:15:00,0.001,0.0,0.001,0.11900000000000001,1.6
2024-01-01 06:30:00,0.001,0.0,0.001,0.053,2.0
