,TumbleDryer,DishWasher,BaseLoad,P_HP
2024-01-01 00:00:00,0.001,0.0,0.18724724338965038,0.0
2024-01-01 00:15:00,0.001,0.0,0.3952237423726735,0.0
2024-01-01 00:30:00,0.001,0.0,0.5571570757060068,1.2
2024-01-01 00:45:00,0.001,0.0,0.3371570757060069,1.4
2024-01-01 01:00:00,0.001,0.0,0.3078237423726735,0.0
2024-01-01 01:15:00,0.001,0.0,0.33953333333333335,0.0
2024-01-01 01:30:00,0.001,0.0,0.2782666666666667,0.0
2024-01-01 01:45:00,0.001,0.0,0.2843333333333333,0.0
2024-01-01 02:00:00,0.001,0.0,0.219,0.0
2024-01-01 02:15:00,0.001,0.0,0.08966666666666666,2.6
2024-01-01 02:30:00,0.001,0.0,0.053,0.0
2024-01-01 02:45:00,0.001,0.0,0.053,0.0
2024-01-01 03:00:00,0.001,0.0,0.30133333333333334,0.0
2024-01-01 03:15:00,0.001,0.0,0.34400000000000003,0.0
2024-01-01 03:30:00,0.001,0.0,0.14833333333333334,0.0
2024-01-01 03:45:00,0.001,0.0,0.097,0.0
2024-01-01 04:00:00,0.001,0.0,0.053,0.4
2024-01-01 04:15:00,0.001,0.0,0.053,3.0
2024-01-01 04:30:00,0.001,0.0,0.8380666666666666,0.4
2024-01-01 04:45:00,0.001,0.0,0.3093333333333333,0.0
2024-01-01 05:00:00,0.001,0.0,0.17200000000000001,0.0
2024-01-01 05:15:00,0.001,0.0,0.10433333333333333,0.0
2024-01-01 05:30:00,0.001,0.0,0.31953333333333334,0.0
2024-01-01 05:45:00,0.001,0.0,0.39553333333333335,0.0
2024-01-01 06:00:00,0.001,0.0,0.243,1.0
2024-01-01 06:15:00,0.001,0.0,0.22299999999999998,1.6
2024-01-01 06:30:00,0.001,0.0,0.23700000000000002,0.0
2024-01-01 06:45:00,0.001,0.0,0.11166666666666666,0.0
2024-01-01 07:00:00,0.001,0.0,0.053,0.0
2024-01-01 07:15:00,0.001,0.0,0.205,0.0
2024-01-01 07:30:00,0.001,0.0,2.591333333333333,0.0
2024-01-01 07:45:00,0.001,0.0,0.4452,0.0
2024-01-01 08:00:00,0.001,0.0,0.30657509121566473,1.0
2024-01-01 08:15:00,0.001,0.0,0.17121886401958097,1.6
2024-01-01 08:30:00,0.001,0.0,0.655618864019581,0.0
2024-01-01 08:45:00,0.001,0.0,0.27455219735291425,0.0
2024-01-01 09:00:00,0.001,0.0,0.1352646517450819,0.0
2024-01-01 09:15:00,0.001,0.0,0.10179999999999999,0.0
2024-01-01 09:30:00,0.001,0.0,0.396,0.0
2024-01-01 09:45:00,0.001,0.0,0.3413333333333333,0.0
2024-01-01 10:00:00,0.001,0.0,0.289,0.0
2024-01-01 10:15:00,0.001,0.0,0.3641570757060068,1.6
2024-01-01 10:30:00,0.001,0.0,0.09735707570600685,0.8
2024-01-01 10:45:00,0.001,0.0,0.0648237423726735,0.0
2024-01-01 11:00:00,0.001,0.0,0.20615707570600686,0.0
2024-01-01 11:15:00,0.001,0.0,0.3004904090393402,0.0
2024-01-01 11:30:00,0.001,0.0,0.5963805767229837,0.0
2024-01-01 11:45:00,0.001,0.0,1.4023333333333334,0.0
2024-01-01 12:00:00,0.001,0.0,1.0514,0.0
2024-01-01 12:15:00,0.001,0.0,1.18158,0.0
2024-01-01 12:30:00,0.001,0.0,1.5298333333333332,0.0
2024-01-01 12:45:00,0.001,0.0,0.5077,2.2
2024-01-01 13:00:00,0.001,0.0,0.9944333333333333,0.2
2024-01-01 13:15:00,0.001,0.0,0.6138333333333333,0.0
2024-01-01 13:30:00,0.001,0.0,0.7014333333333334,0.0
2024-01-01 13:45:00,0.001,0.0,0.4201,0.0
2024-01-01 14:00:00,0.001,0.0,0.35369999999999996,0.0
2024-01-01 14:15:00,0.4021083233660059,0.0,0.685096163615736,0.0
2024-01-01 14:30:00,1.8406756085268738,0.0,2.217457075706007,0.0
2024-01-01 14:45:00,1.876675357220152,0.0,1.0522570757060068,0.0
2024-01-01 15:00:00,1.0562196165049882,0.0,0.4125237423726735,0.0
2024-01-01 15:15:00,0.06286884372561481,0.0,0.7880570757060068,1.6
2024-01-01 15:30:00,0.001,0.0,0.38909616361573607,0.8
2024-01-01 15:45:00,0.001,0.0,0.6230333333333334,0.0
2024-01-01 16:00:00,0.001,0.0,1.9353666666666667,0.0
2024-01-01 16:15:00,0.001,0.0,1.8740333333333332,0.0
2024-01-01 16:30:00,0.001,0.0,0.20170000000000002,0.0
2024-01-01 16:45:00,0.001,0.0,0.20170000000000002,0.0
2024-01-01 17:00:00,0.001,0.0,0.3384961636157361,0.0
2024-01-01 17:15:00,0.001,0.0,0.48785707570600684,0.0
2024-01-01 17:30:00,0.001,0.0,0.3522570757060068,0.0
2024-01-01 17:45:00,0.001,0.0,0.48091476780403347,2.4
2024-01-01 18:00:00,0.001,0.0,0.3530759397255878,0.0
2024-01-01 18:15:00,0.001,0.0,0.3530759397255878,0.0
2024-01-01 18:30:00,0.001,0.0,1.016809273058921,0.0
2024-01-01 18:45:00,0.001,0.0,1.17049152661834,0.0
2024-01-01 19:00:00,0.001,0.0,0.5016104394705828,0.0
2024-01-01 19:15:00,0.001,0.0,0.9888999999999999,0.0
2024-01-01 19:30:00,0.001,0.0,2.9965354928811623,0.0
2024-01-01 19:45:00,0.001,0.0,3.7557237423726737,0.0
2024-01-01 20:00:00,0.001,0.0,1.1507356467451992,1.6
2024-01-01 20:15:00,0.001,0.0,0.6234092730589211,0.8
2024-01-01 20:30:00,0.001,0.0,1.0358092730589212,0.0
2024-01-01 20:45:00,0.001,0.0,0.6017426063922545,0.0
2024-01-01 21:00:00,0.001,0.0,0.622409273058921,0.0
2024-01-01 21:15:00,0.001,0.0,0.6377111912510531,0.0
2024-01-01 21:30:00,0.001,0.0,0.4677210235674095,0.0
2024-01-01 21:45:00,0.001,0.0,0.8379759397255878,0.0
2024-01-01 22:00:00,0.001,0.0,0.3648426063922544,0.0
2024-01-01 22:15:00,0.001,0.0,0.46902927305892106,0.0
2024-01-01 22:30:00,0.001,0.0,0.47312260639225445,0.0
2024-01-01 22:45:00,0.001,0.0,0.4422147678040335,0.0
2024-01-01 23:00:00,0.001,0.0,0.26388143447070017,0.0
2024-01-01 23:15:00,0.001,0.0,0.34229502763531705,0.0
2024-01-01 23:30:00,0.001,0.0,0.3705855306862477,0.0
2024-01-01 23:45:00,0.001,0.0,0.34125219735291434,2.4
2024-01-02 00:00:00,0.001,0.0,0.5792521973529143,0.0
