,BaseLoad,P_EV,P_HP,P_WB
2024-01-02 09:15:00,0.172,0.0,0.0,3.0
2024-01-02 09:30:00,0.48306666666666664,0.0,0.0,3.0
2024-01-02 09:45:00,0.06572435876469335,0.0,0.0,3.0
2024-01-02 10:00:00,1.9492188640195809,0.0,0.0,3.0
2024-01-02 10:15:00,1.225218864019581,0.0,0.0,3.0
2024-01-02 10:30:00,0.27255219735291425,0.0,0.0,3.0
2024-01-02 10:45:00,0.13321886401958097,0.0,0.0,3.0
2024-01-02 11:00:00,0.4508,0.0,0.0,3.0
2024-01-02 11:15:00,0.051,0.0,0.0,3.0
2024-01-02 11:30:00,0.051,0.0,0.0,0.4
2024-01-02 11:45:00,0.20663333333333334,0.0,0.0,0.6
2024-01-02 12:00:00,0.3640333333333333,0.0,0.0,1.6
2024-01-02 12:15:00,0.3260333333333333,0.0,0.0,0.0
2024-01-02 12:30:00,0.1937942454236041,0.0,0.0,0.0
2024-01-02 12:45:00,0.1985237423726735,0.0,0.0,0.0
2024-01-02 13:00:00,1.1180620204314773,0.0,0.0,1.2
2024-01-02 13:15:00,0.37527593972558776,6.066666666666666,0.0,0.4
2024-01-02 13:30:00,1.2270759397255877,7.0,0.0,0.8
2024-01-02 13:45:00,1.4577346922680299,7.0,0.0,0.0
2024-01-02 14:00:00,0.48369536300260413,7.0,0.0,0.0
2024-01-02 14:15:00,0.32373070201972876,7.0,0.0,0.0
2024-01-02 14:30:00,0.33565707570600684,7.0,0.0,0.0
2024-01-02 14:45:00,0.8848570757060068,7.0,0.5333333333333333,0.0
2024-01-02 15:00:00,0.3195237423726735,0.4666666666666667,2.6666666666666665,0.0
2024-01-02 15:15:00,0.6199237423726736,0.0,0.0,0.6
2024-01-02 15:30:00,0.4406726625987592,0.0,0.0,0.6
2024-01-02 15:45:00,0.25709388886286777,0.0,0.0,0.0
2024-01-02 16:00:00,0.3510759397255878,0.0,0.0,0.0
2024-01-02 16:15:00,0.3510759397255878,0.0,0.0,0.0
2024-01-02 16:30:00,0.3510759397255878,0.0,0.0,0.0
2024-01-02 16:45:00,0.45240927305892115,0.0,0.0,0.0
2024-01-02 17:00:00,0.5219737801777592,0.0,0.0,1.4
2024-01-02 17:15:00,0.3042064427765184,0.0,0.0,1.6
2024-01-02 17:30:00,0.6151759397255879,0.0,0.0,0.0
2024-01-02 17:45:00,0.29604260639225444,0.0,0.0,0.0
2024-01-02 18:00:00,0.3321689800785325,0.0,0.0,0.0
2024-01-02 18:15:00,0.31749040903934017,0.0,0.0,0.0
2024-01-02 18:30:00,0.49403549288116194,0.0,0.0,0.0
2024-01-02 18:45:00,0.43565158096089446,0.0,0.0,1.0
2024-01-02 19:00:00,0.23150927305892113,0.0,0.0,1.2
2024-01-02 19:15:00,0.6151759397255879,0.0,0.0,0.4
2024-01-02 19:30:00,0.3283092730589211,0.0,0.0,1.0
2024-01-02 19:45:00,0.7361759397255878,0.0,0.0,0.0
2024-01-02 20:00:00,0.4503759397255877,0.0,0.0,0.0
2024-01-02 20:15:00,0.5263759397255877,0.0,0.0,0.0
2024-01-02 20:30:00,0.34904260639225443,0.0,0.0,0.0
2024-01-02 20:45:00,0.3725626063922544,0.0,0.0,0.0
2024-01-02 21:00:00,1.8047426063922545,0.0,0.0,0.2
2024-01-02 21:15:00,0.5603959397255878,0.0,0.0,1.6
2024-01-02 21:30:00,1.0304759397255878,0.0,0.0,0.0
2024-01-02 21:45:00,0.6620759397255878,3.2666666666666666,1.0666666666666667,0.6
2024-01-02 22:00:00,0.661729273058921,7.0,2.1333333333333333,1.4
2024-01-02 22:15:00,1.4028391265687268,7.0,0.0,0.2
2024-01-02 22:30:00,0.6053426063922545,1.8666666666666667,0.0,1.4
2024-01-02 22:45:00,0.5603959397255878,0.0,0.0,0.0
2024-01-02 23:00:00,1.004355939725588,0.0,0.0,0.0
2024-01-02 23:15:00,0.5987426063922545,0.0,0.0,3.0
2024-01-02 23:30:00,0.6620759397255878,0.0,0.0,3.0
2024-01-02 23:45:00,0.46997245990206016,0.0,0.0,1.6
2024-01-03 00:00:00,0.35985707570600683,0.0,0.0,1.0
2024-01-03 00:15:00,0.7193237423726735,0.0,0.0,2.0
2024-01-03 00:30:00,0.3195237423726735,0.0,0.0,2.0
2024-01-03 00:45:00,0.24459040903934018,0.0,0.0,2.4
2024-01-03 01:00:00,0.3885237423726735,0.0,0.0,3.0
2024-01-03 01:15:00,0.2871904090393402,0.0,0.0,1.4
2024-01-03 01:30:00,0.18906474847453467,0.0,0.0,0.0
2024-01-03 01:45:00,0.2028333333333333,0.0,0.0,2.2
2024-01-03 02:00:00,0.6170333333333333,0.0,0.0,1.4
2024-01-03 02:15:00,0.172,0.0,0.0,1.8
2024-01-03 02:30:00,0.31133333333333335,0.0,0.0,1.6
2024-01-03 02:45:00,0.34933333333333333,0.0,0.0,0.0
2024-01-03 03:00:00,0.12359999999999999,0.0,0.0,0.0
2024-01-03 03:15:00,0.051,0.0,0.0,1.0
2024-01-03 03:30:00,0.5840666666666666,0.0,0.0,0.0
2024-01-03 03:45:00,0.051,0.0,0.0,0.0
2024-01-03 04:00:00,0.10166666666666666,0.0,0.0,0.0
2024-01-03 04:15:00,0.241,0.0,0.0,0.0
2024-01-03 04:30:00,0.127,0.0,1.3333333333333333,0.8
2024-01-03 04:45:00,0.055729496949069396,0.0,1.8666666666666667,0.2
2024-01-03 05:00:00,0.0628237423726735,7.0,0.0,0.0
2024-01-03 05:15:00,0.0628237423726735,7.0,0.0,0.0
2024-01-03 05:30:00,0.8624237423726735,7.0,0.0,0.0
2024-01-03 05:45:00,0.7478904090393402,3.2666666666666666,0.0,1.4
2024-01-03 06:00:00,0.6201961636157362,0.0,0.0,1.4
2024-01-03 06:15:00,0.5840666666666666,0.0,0.0,0.0
2024-01-03 06:30:00,0.4508,0.0,0.0,2.8
2024-01-03 06:45:00,0.051,0.0,0.0,3.0
2024-01-03 07:00:00,0.051,0.0,0.0,3.0
2024-01-03 07:15:00,0.11433333333333333,0.0,0.0,0.0
2024-01-03 07:30:00,0.6408,0.0,0.0,0.0
2024-01-03 07:45:00,0.11433333333333333,0.0,0.0,0.0
2024-01-03 08:00:00,0.5840666666666666,0.0,0.0,0.0
2024-01-03 08:15:00,0.5840666666666666,0.0,0.0,0.0
2024-01-03 08:30:00,0.051,0.0,0.0,0.0
2024-01-03 08:45:00,0.5840666666666666,0.0,0.0,0.6
2024-01-03 09:00:00,0.21566666666666665,0.0,0.0,3.0
2024-01-03 09:15:00,0.20299999999999999,0.0,0.0,0.2
2024-01-03 09:30:00,0.051,0.0,0.0,2.8
2024-01-03 09:45:00,0.051,0.0,0.0,0.0
2024-01-03 10:00:00,0.06203549288116194,0.0,0.0,0.0
2024-01-03 10:15:00,0.0628237423726735,0.0,0.0,0.0
2024-01-03 10:30:00,0.1388237423726735,0.0,0.0,0.0
2024-01-03 10:45:00,0.2528237423726735,0.0,0.0,0.0
2024-01-03 11:00:00,0.11349040903934018,0.0,0.5333333333333333,1.2
2024-01-03 11:15:00,0.4166585406079497,0.0,2.6666666666666665,0.0
