,WasherDryer,WashingMachine,BaseLoad,P_HP,P_WB
2024-01-02 14:30:00,0.001,0.001,0.17748824949151157,2.1333333333333333,0.0
2024-01-02 14:45:00,0.001,0.001,0.2147,0.0,0.0
2024-01-02 15:00:00,0.001,0.001,0.36669999999999997,0.0,0.0
2024-01-02 15:15:00,0.001,0.001,0.22736666666666666,0.0,0.0
2024-01-02 15:30:00,0.001,0.001,0.1767,0.0,0.0
2024-01-02 15:45:00,0.001,0.001,0.1767,0.0,0.0
2024-01-02 16:00:00,0.001,0.001,0.1767,0.0,0.0
2024-01-02 16:15:00,0.001,0.001,0.36669999999999997,0.0,0.0
2024-01-02 16:30:00,0.001,0.001,0.2677314151412013,0.0,0.0
2024-01-02 16:45:00,0.001,0.001,0.1885237423726735,1.6,0.0
2024-01-02 17:00:00,0.001,0.001,0.1885237423726735,2.6666666666666665,1.6
2024-01-02 17:15:00,0.001,0.001,0.1885237423726735,0.0,3.0
2024-01-02 17:30:00,0.001,0.001,0.3405237423726735,0.0,3.0
2024-01-02 17:45:00,0.001,0.001,0.3096726625987592,0.0,1.2
2024-01-02 18:00:00,0.001,0.001,0.24929999999999997,0.0,0.0
2024-01-02 18:15:00,0.001,0.001,0.29769999999999996,0.0,0.0
2024-01-02 18:30:00,0.001,0.001,0.29769999999999996,0.0,0.0
2024-01-02 18:45:00,0.001,0.001,0.41169999999999995,0.0,0.0
2024-01-02 19:00:00,0.001,0.001,0.46236666666666665,0.0,0.4
2024-01-02 19:15:00,0.001,0.001,0.2654333333333333,0.0,1.8
2024-01-02 19:30:00,0.001,0.001,0.27349999999999997,4.0,0.0
2024-01-02 19:45:00,0.001,0.001,0.8615217274510888,0.26666666666666666,0.0
2024-01-02 20:00:00,0.001,0.001,0.41707593972558776,0.0,0.0
2024-01-02 20:15:00,0.001,0.001,1.4639426063922547,0.0,0.0
2024-01-02 20:30:00,0.001,0.001,0.7535426063922545,0.0,0.0
2024-01-02 20:45:00,0.001,0.001,0.3410759397255878,0.0,2.8
2024-01-02 21:00:00,0.001,0.001,0.1657959397255878,0.0,3.0
2024-01-02 21:15:00,0.001,0.001,0.2191759397255878,0.0,1.6
2024-01-02 21:30:00,0.001,0.001,0.39537593972558777,0.0,3.0
2024-01-02 21:45:00,0.001,0.001,0.25604260639225446,0.0,2.6
2024-01-02 22:00:00,0.001,0.001,0.30488927305892116,0.26666666666666666,0.0
2024-01-02 22:15:00,0.001,0.001,0.989754356900743,0.0,0.0
2024-01-02 22:30:00,0.001,0.001,1.464318864019581,0.0,2.6
2024-01-02 22:45:00,0.001,0.001,0.9155237423726735,0.0,1.6
2024-01-02 23:00:00,0.001,0.001,0.4002938888628678,0.0,2.0
2024-01-02 23:15:00,0.001,0.001,0.3410759397255878,0.0,0.2
2024-01-02 23:30:00,0.001,0.001,0.7408759397255877,0.0,0.0
2024-01-02 23:45:00,0.001,0.001,0.3410759397255878,0.0,0.0
2024-01-03 00:00:00,0.001,0.001,0.4930759397255878,0.0,0.0
2024-01-03 00:15:00,0.001,0.001,0.4677426063922544,0.0,1.6
2024-01-03 00:30:00,0.001,0.001,0.3300404468444259,0.0,2.8
2024-01-03 00:45:00,0.001,0.001,0.27278553068624767,0.0,0.0
2024-01-03 01:00:00,0.001,0.001,0.20825219735291428,0.0,2.2
2024-01-03 01:15:00,0.001,0.001,0.5740611719215543,0.0,3.0
2024-01-03 01:30:00,0.001,0.001,0.6079,0.0,3.0
2024-01-03 01:45:00,0.001,0.001,0.1767,0.0,0.0
2024-01-03 02:00:00,0.001,0.001,0.5764999999999999,0.0,0.0
2024-01-03 02:15:00,0.001,0.001,0.1767,0.0,0.0
2024-01-03 02:30:00,0.001,0.001,0.2527,0.0,0.0
2024-01-03 02:45:00,0.001,0.001,0.36669999999999997,0.0,0.0
2024-01-03 03:00:00,0.001,0.001,0.18936666666666666,2.4,0.0
2024-01-03 03:15:00,0.001,0.001,0.09528,0.8,0.0
2024-01-03 03:30:00,0.001,0.001,0.041,0.0,0.0
2024-01-03 03:45:00,0.001,0.001,0.079,0.0,0.0
2024-01-03 04:00:00,0.001,0.001,0.8973333333333334,1.3333333333333333,0.0
2024-01-03 04:15:00,0.001,0.001,0.7579999999999999,4.0,0.0
2024-01-03 04:30:00,0.001,0.001,0.041,4.0,0.2
2024-01-03 04:45:00,0.001,0.001,0.4408,0.0,2.8
2024-01-03 05:00:00,0.001,0.001,0.041,0.0,1.4
2024-01-03 05:15:00,0.001,0.001,0.231,0.0,1.6
2024-01-03 05:30:00,0.001,0.001,0.12966666666666668,0.0,0.0
2024-01-03 05:45:00,0.001,0.001,0.041,0.0,0.0
2024-01-03 06:00:00,0.001,0.001,0.041,0.8,0.0
2024-01-03 06:15:00,0.001,0.001,0.041,3.466666666666667,1.6
2024-01-03 06:30:00,0.001,0.001,0.193,0.0,0.6
2024-01-03 06:45:00,0.001,0.001,0.7007333333333334,0.0,2.2
2024-01-03 07:00:00,0.001,0.001,0.041,0.0,1.0
2024-01-03 07:15:00,0.001,0.001,0.041,0.0,1.0
2024-01-03 07:30:00,0.001,0.001,0.041,0.0,2.4
2024-01-03 07:45:00,0.001,0.001,0.155,0.0,0.0
2024-01-03 08:00:00,0.001,0.001,0.20566666666666666,2.933333333333333,0.0
2024-01-03 08:15:00,0.001,0.001,0.041,0.26666666666666666,0.0
2024-01-03 08:30:00,0.001,0.001,0.041,0.0,0.0
2024-01-03 08:45:00,0.001,0.001,0.12166666666666667,0.0,3.0
2024-01-03 09:00:00,0.001,0.001,0.7710666666666667,0.0,0.8
2024-01-03 09:15:00,0.001,0.001,0.8850666666666667,0.26666666666666666,0.0
2024-01-03 09:30:00,0.001,0.001,0.18371333333333334,4.0,0.0
2024-01-03 09:45:00,0.001,0.001,0.6974999999999999,0.0,1.8
2024-01-03 10:00:00,0.001,0.001,0.7259,0.0,2.4
2024-01-03 10:15:00,0.001,0.001,0.2147,0.0,0.0
2024-01-03 10:30:00,0.001,0.001,0.36669999999999997,0.0,0.0
2024-01-03 10:45:00,0.001,0.001,0.22736666666666666,0.0,0.0
2024-01-03 11:00:00,0.001,0.001,0.2896333333333333,0.0,0.0
2024-01-03 11:15:00,0.001,0.001,0.29769999999999996,0.8,0.0
2024-01-03 11:30:00,0.001,0.001,0.8496979850784153,3.466666666666667,0.0
2024-01-03 11:45:00,0.001,0.001,1.1848521973529145,0.0,2.6
2024-01-03 12:00:00,0.001,0.001,1.665918864019581,0.0,1.2
2024-01-03 12:15:00,0.001,0.001,0.9812521973529142,0.0,0.0
2024-01-03 12:30:00,0.001,0.001,0.20825219735291428,0.0,0.0
2024-01-03 12:45:00,0.001,0.001,0.7118701464901942,0.0,0.0
2024-01-03 13:00:00,0.001,0.001,0.7285,0.0,1.0
2024-01-03 13:15:00,0.001,0.001,0.3033666666666666,0.5333333333333333,3.0
2024-01-03 13:30:00,0.001,0.001,0.1767,3.7333333333333334,0.8
2024-01-03 13:45:00,0.001,0.001,0.1767,0.0,3.0
2024-01-03 14:00:00,0.001,0.001,0.1893208789411657,0.0,0.0
2024-01-03 14:15:00,0.001,0.001,0.855318864019581,0.0,0.0
2024-01-03 14:30:00,0.001,0.001,0.37291886401958096,0.0,2.6
2024-01-03 14:45:00,0.001,0.001,0.7413188640195809,0.0,0.6
2024-01-03 15:00:00,0.001,0.001,0.20825219735291428,0.0,0.0
2024-01-03 15:15:00,0.001,0.001,0.29594377280391615,0.0,0.0
2024-01-03 15:30:00,0.001,0.001,0.2937507324509714,4.0,0.0
2024-01-03 15:45:00,0.001,0.001,0.5192521973529143,0.26666666666666666,0.0
2024-01-03 16:00:00,0.001,0.001,0.341918864019581,0.0,2.6
2024-01-03 16:15:00,0.001,0.001,0.9786521973529143,0.0,2.6
2024-01-03 16:30:00,0.001,0.001,1.5772521973529143,0.0,0.0
2024-01-03 16:45:00,0.001,0.001,1.6068382780588037,0.0,0.0
2024-01-03 17:00:00,0.001,0.001,0.5709,0.0,1.0
2024-01-03 17:15:00,0.001,0.001,0.3483666666666666,0.0,2.0
2024-01-03 17:30:00,0.001,0.001,0.3582491615817823,3.7333333333333334,0.0
2024-01-03 17:45:00,0.001,0.001,2.194834181843256,0.5333333333333333,2.4
2024-01-03 18:00:00,0.001,0.001,1.4281426063922544,0.0,1.4
2024-01-03 18:15:00,0.001,0.001,0.797609273058921,0.0,2.2
2024-01-03 18:30:00,0.001,0.001,0.9628092730589212,0.0,0.0
2024-01-03 18:45:00,0.001,0.001,0.9979502791607824,0.0,3.0
2024-01-03 19:00:00,0.001,0.001,0.8670483609686503,0.0,3.0
2024-01-03 19:15:00,0.001,0.001,0.3410759397255878,0.0,3.0
2024-01-03 19:30:00,0.001,0.001,0.8928759397255879,3.466666666666667,0.2
2024-01-03 19:45:00,0.001,0.001,0.4677426063922544,0.8,0.0
2024-01-03 20:00:00,0.001,0.001,0.3410759397255878,0.0,0.0
2024-01-03 20:15:00,0.001,0.001,0.2926759397255878,0.0,0.0
2024-01-03 20:30:00,0.001,0.001,0.8864092730589211,0.0,0.6
2024-01-03 20:45:00,0.001,0.001,0.3986092730589211,0.0,1.4
2024-01-03 21:00:00,0.001,0.001,0.5057426063922544,0.0,0.8
2024-01-03 21:15:00,0.001,0.001,0.7408759397255877,0.0,3.0
2024-01-03 21:30:00,0.001,0.26363128216839854,0.3410759397255878,2.933333333333333,0.2
2024-01-03 21:45:00,0.001,0.7436336351440518,0.3410759397255878,0.0,0.0
2024-01-03 22:00:00,0.001,0.2826405353025357,0.40094260639225443,0.0,0.8
2024-01-03 22:15:00,0.001,0.1689496523931228,0.5310759397255878,0.0,3.0
2024-01-03 22:30:00,0.001,0.7807637708025397,0.35374260639225447,0.0,3.0
2024-01-03 22:45:00,0.001,1.0150271335698655,0.3410759397255878,0.0,1.6
2024-01-03 23:00:00,0.001,0.09172141308187193,0.3410759397255878,0.0,0.8
2024-01-03 23:15:00,0.001,0.18717346828462636,0.3790759397255878,0.0,1.8
2024-01-03 23:30:00,0.001,0.5005186376610626,0.764300848509923,0.0,3.0
2024-01-03 23:45:00,0.001,0.5840444887283177,0.6105904090393401,0.0,0.4
2024-01-04 00:00:00,0.001,0.001,0.3095237423726735,0.0,2.2
2024-01-04 00:15:00,0.001,0.001,0.3095237423726735,0.0,1.4
2024-01-04 00:30:00,0.001,0.001,0.3095237423726735,0.0,2.8
2024-01-04 00:45:00,0.001,0.001,0.47295899389813884,0.0,0.2
2024-01-04 01:00:00,0.001,0.001,0.26536666666666664,0.0,0.0
2024-01-04 01:15:00,0.001,0.001,0.1767,0.0,0.0
2024-01-04 01:30:00,0.001,0.001,0.1767,0.0,0.0
2024-01-04 01:45:00,0.001,0.001,0.1767,0.0,0.0
2024-01-04 02:00:00,0.001,0.001,0.32869999999999994,0.0,2.0
2024-01-04 02:15:00,0.001,0.001,0.24003999999999998,0.0,0.0
2024-01-04 02:30:00,0.001,0.001,0.041,0.0,2.0
2024-01-04 02:45:00,0.001,0.001,0.041,0.0,0.0
2024-01-04 03:00:00,0.001,0.001,0.041,0.0,0.0
2024-01-04 03:15:00,0.001,0.001,0.155,0.0,0.0
2024-01-04 03:30:00,0.001,0.001,0.20566666666666666,0.8,0.0
2024-01-04 03:45:00,0.001,0.001,0.041,0.8,3.0
2024-01-04 04:00:00,0.001,0.001,0.041,0.26666666666666666,0.2
2024-01-04 04:15:00,0.001,0.001,0.4408,2.4,0.0
2024-01-04 04:30:00,0.001,0.001,0.2502666666666667,4.0,1.2
2024-01-04 04:45:00,0.001,0.001,0.231,2.1333333333333333,3.0
2024-01-04 05:00:00,0.001,0.001,0.05366666666666667,0.0,0.2
2024-01-04 05:15:00,0.001,0.001,0.4408,0.0,0.0
2024-01-04 05:30:00,0.001,0.001,0.17426666666666665,0.0,0.0
2024-01-04 05:45:00,0.001,0.001,0.079,0.0,0.0
2024-01-04 06:00:00,0.001,0.001,0.231,0.0,1.0
2024-01-04 06:15:00,0.001,0.001,0.09166666666666666,1.8666666666666667,2.8
2024-01-04 06:30:00,0.001,0.001,0.041,1.3333333333333333,0.0
2024-01-04 06:45:00,0.001,0.09392164779051025,0.041,0.0,0.0
2024-01-04 07:00:00,0.001,0.2165984273480836,0.041,0.26666666666666666,0.0
2024-01-04 07:15:00,0.001,1.1430523432723534,0.231,4.0,0.0
2024-01-04 07:30:00,0.001,0.1447400146355617,0.19025710613724953,2.6666666666666665,0.0
2024-01-04 07:45:00,0.001,0.1411019904780345,0.20825219735291428,0.0,0.0
2024-01-04 08:00:00,0.001,0.2720530160899676,0.6080521973529142,0.0,2.2
2024-01-04 08:15:00,0.001,0.6309848638715755,0.20825219735291428,0.0,0.4
2024-01-04 08:30:00,0.001,0.12937987831482983,0.36025219735291436,0.0,0.0
2024-01-04 08:45:00,0.001,0.27823892558351815,0.334918864019581,2.4,0.0
2024-01-04 09:00:00,0.001,0.001,0.18301043947058285,2.1333333333333333,0.0
2024-01-04 09:15:00,0.001,0.001,0.1767,0.0,1.4
2024-01-04 09:30:00,0.001,0.11168793632775932,0.18721739911763807,0.0,0.6
2024-01-04 09:45:00,0.001,0.19883213881083456,0.855318864019581,0.0,1.4
2024-01-04 10:00:00,0.001,1.1919111899081825,0.37291886401958096,0.0,1.6
2024-01-04 10:15:00,0.001,0.10943051901756166,0.6080521973529142,1.3333333333333333,0.0
2024-01-04 10:30:00,0.001,0.17218476076597364,0.20825219735291428,3.2,1.6
2024-01-04 10:45:00,0.001,0.35116374390942556,0.19563131841174858,0.0,1.8
2024-01-04 11:00:00,0.001,0.5287194589028279,1.1860333333333333,0.0,0.0
2024-01-04 11:15:00,0.001,0.12049328674879728,2.100033333333333,0.0,0.0
2024-01-04 11:30:00,0.001,0.29288461440607627,0.18936666666666666,0.0,0.0
2024-01-04 11:45:00,0.001,1.8736703260242642,0.1767,0.0,0.0
2024-01-04 12:00:00,0.001,0.20474016831201747,0.1767,3.2,1.0
2024-01-04 12:15:00,0.001,0.16744607592559418,0.2147,1.3333333333333333,3.0
2024-01-04 12:30:00,0.001,0.2434875653999393,0.36669999999999997,0.0,3.0
2024-01-04 12:45:00,0.001,0.6674238354129497,0.22736666666666666,0.0,2.2
2024-01-04 13:00:00,0.001,0.07106131879829929,0.1767,0.0,0.0
2024-01-04 13:15:00,0.001,0.001,0.1767,0.0,0.0
2024-01-04 13:30:00,0.001,0.001,0.8488844131072476,0.26666666666666666,0.0
2024-01-04 13:45:00,0.001,0.001,1.84519040903934,4.0,0.0
2024-01-04 14:00:00,0.001,0.001,0.27719040903934017,0.26666666666666666,0.0
2024-01-04 14:15:00,0.001,0.001,0.1885237423726735,0.0,2.4
2024-01-04 14:30:00,0.001,0.001,1.2549237423726738,0.0,2.6
2024-01-04 14:45:00,0.001,0.001,1.8482218122248857,0.0,0.0
2024-01-04 15:00:00,0.001,0.0320847911347406,0.34555219735291426,0.0,0.0
2024-01-04 15:15:00,0.001,0.17024573764765996,0.32021886401958094,1.0666666666666667,0.0
2024-01-04 15:30:00,0.001,0.6549454171780517,0.19355219735291432,3.466666666666667,0.0
2024-01-04 15:45:00,0.001,0.6899985656358884,0.7266188640195811,0.0,0.0
2024-01-04 16:00:00,0.001,0.14051531329240405,0.12411739911763811,0.0,0.0
2024-01-04 16:15:00,0.001,0.26725347411247097,0.155,0.0,3.0
2024-01-04 16:30:00,0.001,0.6694765650804625,0.20566666666666666,0.0,1.0
2024-01-04 16:45:00,0.001,0.09643487810921333,0.041,0.0,0.0
2024-01-04 17:00:00,0.001,0.16095998638317108,0.041,1.8666666666666667,0.0
2024-01-04 17:15:00,0.001,0.6840029394128664,0.17426666666666665,2.6666666666666665,0.0
2024-01-04 17:30:00,0.001,1.519195949822883,0.40173333333333333,0.0,0.0
2024-01-04 17:45:00,0.001,0.13219224463900603,0.322,0.0,0.0
2024-01-04 18:00:00,0.001,0.1423001883100892,0.14466666666666667,0.0,2.4
2024-01-04 18:15:00,0.001,0.06410902943106121,0.132,0.0,1.2
2024-01-04 18:30:00,0.001,0.001,0.132,0.0,0.0
2024-01-04 18:45:00,0.001,0.001,0.12753333333333333,2.4,0.0
