,DishWasher,BaseLoad,P_EV,P_HP,P_WB
2024-01-01 00:00:00,0.0,0.10766666666666667,0.0,0.0,0.0
2024-01-01 00:15:00,0.0,0.19166666666666668,0.0,0.0,0.0
2024-01-01 00:30:00,0.0,0.141,0.0,2.1333333333333333,0.0
2024-01-01 00:45:00,0.0,0.16633333333333333,0.0,0.0,0.0
2024-01-01 01:00:00,0.0,0.027,0.0,0.0,0.0
2024-01-01 01:15:00,0.0,0.04900000000000001,0.0,0.0,0.0
2024-01-01 01:30:00,0.0,0.12966666666666668,0.0,0.0,0.0
2024-01-01 01:45:00,0.0,0.179,0.0,0.0,0.0
2024-01-01 02:00:00,0.0,0.15366666666666667,0.0,2.1333333333333333,0.0
2024-01-01 02:15:00,0.0,0.052333333333333336,0.0,0.0,0.0
2024-01-01 02:30:00,0.0,0.141,0.0,0.0,0.0
2024-01-01 02:45:00,0.0,0.027,0.0,0.0,0.0
2024-01-01 03:00:00,0.0,0.137,0.0,0.0,0.0
2024-01-01 03:15:00,0.0,0.181,0.0,0.0,0.0
2024-01-01 03:30:00,0.0,0.16633333333333333,0.0,0.0,0.0
2024-01-01 03:45:00,0.0,0.027,0.0,2.1333333333333333,0.0
2024-01-01 04:00:00,0.0,0.11566666666666665,0.0,0.0,0.0
2024-01-01 04:15:00,0.0,0.07766666666666668,0.0,0.0,0.0
2024-01-01 04:30:00,0.0,0.115,0.0,0.0,0.0
2024-01-01 04:45:00,0.0,0.19033333333333333,0.0,0.0,0.0
2024-01-01 05:00:00,0.0,0.179,0.0,0.0,0.0
2024-01-01 05:15:00,0.0,0.027,0.0,0.0,0.0
2024-01-01 05:30:00,0.0,0.027,0.0,0.0,0.0
2024-01-01 05:45:00,0.0,0.16633333333333333,0.0,0.0,0.0
2024-01-01 06:00:00,0.0,0.093,0.0,0.0,0.0
2024-01-01 06:15:00,0.0,0.1996666666666667,0.0,2.1333333333333333,0.0
2024-01-01 06:30:00,0.0,0.19166666666666668,0.0,0.26666666666666666,0.0
2024-01-01 06:45:00,0.0,0.027,0.0,0.0,0.0
2024-01-01 07:00:00,0.0,0.027,0.0,0.0,0.0
2024-01-01 07:15:00,0.0,0.052333333333333336,0.0,0.0,0.0
2024-01-01 07:30:00,0.0,0.185,0.0,0.0,0.0
2024-01-01 07:45:00,0.0,0.20900000000000002,0.0,0.0,0.0
2024-01-01 08:00:00,0.0,0.20433333333333334,0.0,0.0,0.0
2024-01-01 08:15:00,0.0,0.027,0.0,0.0,0.0
2024-01-01 08:30:00,0.0,0.027,0.0,0.0,0.0
2024-01-01 08:45:00,0.0,0.027,0.0,1.0666666666666667,0.0
2024-01-01 09:00:00,0.0,0.13766666666666666,0.0,1.0666666666666667,0.0
2024-01-01 09:15:00,0.0,0.269,0.0,0.0,0.0
2024-01-01 09:30:00,0.0,0.217,0.0,0.0,0.0
2024-01-01 09:45:00,0.0,0.027,0.0,0.0,0.0
2024-01-01 10:00:00,0.0,0.027,0.0,0.0,0.0
2024-01-01 10:15:00,0.0,0.027,0.0,0.0,0.0
2024-01-01 10:30:00,0.0,0.027,0.0,0.0,0.0
2024-01-01 10:45:00,0.0,0.35233333333333333,0.0,0.0,0.0
2024-01-01 11:00:00,0.0,0.23166666666666666,0.0,0.0,0.0
2024-01-01 11:15:00,0.0,0.03966666666666666,0.0,0.0,0.0
2024-01-01 11:30:00,0.0,0.027,0.0,0.0,0.0
2024-01-01 11:45:00,0.0,0.027,0.0,0.0,0.0
2024-01-01 12:00:00,0.0,0.027,0.0,0.8,0.0
2024-01-01 12:15:00,0.0,0.2036666666666667,0.0,1.0666666666666667,0.0
2024-01-01 12:30:00,0.0,0.36766666666666664,0.0,0.0,0.0
2024-01-01 12:45:00,0.0,0.052333333333333336,0.0,0.0,0.0
2024-01-01 13:00:00,0.0,0.027,0.0,0.0,0.0
2024-01-01 13:15:00,0.0,0.027,0.0,0.0,0.2
2024-01-01 13:30:00,0.0,0.027,0.0,0.0,1.5
2024-01-01 13:45:00,0.0,0.1436666666666667,0.0,0.0,1.1
2024-01-01 14:00:00,0.0,0.36433333333333334,0.0,0.0,1.5
2024-01-01 14:15:00,0.0,0.11566666666666665,0.0,0.0,1.5
2024-01-01 14:30:00,0.0,0.027,3.6666666666666665,0.0,1.5
2024-01-01 14:45:00,0.0,0.027,11.0,0.0,1.5
2024-01-01 15:00:00,0.0,0.027,11.0,0.0,1.5
2024-01-01 15:15:00,0.0,0.109,11.0,0.0,1.5
2024-01-01 15:30:00,0.0,0.29766666666666663,11.0,1.8666666666666667,1.5
2024-01-01 15:45:00,0.0,0.217,0.0,0.0,1.5
2024-01-01 16:00:00,0.0,0.027,0.0,0.0,1.5
2024-01-01 16:15:00,0.0,0.027,0.0,0.0,1.5
2024-01-01 16:30:00,0.0,0.027,0.0,0.0,1.5
2024-01-01 16:45:00,0.0,0.07433333333333333,0.0,0.0,1.5
2024-01-01 17:00:00,0.0,0.31966666666666665,0.0,0.0,0.7
2024-01-01 17:15:00,0.0,0.11566666666666665,0.0,0.0,0.0
2024-01-01 17:30:00,0.0,0.141,0.0,0.0,0.0
2024-01-01 17:45:00,0.0,0.027,0.0,0.0,0.0
2024-01-01 18:00:00,0.0,0.027,0.0,0.0,0.0
2024-01-01 18:15:00,0.0,0.03966666666666666,2.933333333333333,0.0,0.0
2024-01-01 18:30:00,0.0,0.327,0.0,1.8666666666666667,0.0
2024-01-01 18:45:00,0.0,0.11766666666666667,0.0,0.0,0.0
2024-01-01 19:00:00,0.0,0.11566666666666665,0.0,0.0,0.0
2024-01-01 19:15:00,0.0,0.07766666666666668,0.0,0.0,0.0
2024-01-01 19:30:00,0.0,0.027,0.0,0.0,0.0
2024-01-01 19:45:00,0.0,0.027,0.0,0.0,0.0
2024-01-01 20:00:00,0.0,0.305,0.0,0.0,0.0
2024-01-01 20:15:00,0.0,0.15233333333333335,0.0,0.0,0.0
2024-01-01 20:30:00,0.0,0.027,0.0,0.0,0.0
2024-01-01 20:45:00,0.0,0.16633333333333333,0.0,0.0,0.0
