,WasherDryer,TumbleDryer,DishWasher,WashingMachine,BaseLoad,P_WB
2024-01-01 00:00:00,0.001,0.001,0.0,0.001,0.046,0.0
2024-01-01 00:15:00,0.001,0.001,0.0,0.001,0.046,0.0
2024-01-01 00:30:00,0.001,0.001,0.0,0.001,0.046,0.0
2024-01-01 00:45:00,0.001,0.001,0.0,0.001,0.13466666666666666,0.0
2024-01-01 01:00:00,0.001,0.001,0.0,0.001,0.23600000000000002,0.0
2024-01-01 01:15:00,0.001,0.001,0.0,0.001,0.084,0.0
2024-01-01 01:30:00,0.001,0.001,0.0,0.001,0.046,0.0
2024-01-01 01:45:00,0.001,0.001,0.0,0.001,0.046,0.0
2024-01-01 02:00:00,0.001,0.001,0.0,0.001,0.09666666666666666,0.0
2024-01-01 02:15:00,0.001,0.001,0.0,0.001,0.23600000000000002,0.0
2024-01-01 02:30:00,0.001,0.001,0.0,0.001,0.12199999999999998,0.0
2024-01-01 02:45:00,0.001,0.001,0.0,0.001,0.046,0.0
2024-01-01 03:00:00,0.001,0.001,0.0,0.001,0.046,0.0
2024-01-01 03:15:00,0.001,0.001,0.0,0.001,0.058666666666666666,0.0
2024-01-01 03:30:00,0.001,0.001,0.0,0.001,0.23600000000000002,0.0
2024-01-01 03:45:00,0.001,0.001,0.0,0.001,0.16,0.0
2024-01-01 04:00:00,0.001,0.001,0.0,0.001,0.046,0.0
2024-01-01 04:15:00,0.001,0.001,0.0,0.001,0.046,1.2
2024-01-01 04:30:00,0.001,0.001,0.0,0.001,0.046,2.8
2024-01-01 04:45:00,0.001,0.001,0.0,0.001,0.21066666666666664,0.0
2024-01-01 05:00:00,0.001,0.001,0.0,0.001,0.19799999999999998,0.0
2024-01-01 05:15:00,0.001,0.001,0.0,0.001,0.046,0.0
2024-01-01 05:30:00,0.001,0.001,0.0,0.001,0.046,0.0
2024-01-01 05:45:00,0.001,0.001,0.0,0.001,0.046,2.6
2024-01-01 06:00:00,0.001,0.001,0.0,0.001,0.5724666666666667,2.0
2024-01-01 06:15:00,0.001,0.001,0.0,0.001,0.2675521973529143,2.2
2024-01-01 06:30:00,0.001,0.001,0.0,0.001,0.07755219735291431,3.0
2024-01-01 06:45:00,0.001,0.001,0.0,0.001,0.07755219735291431,0.2
2024-01-01 07:00:00,0.001,0.001,0.0,0.001,0.07755219735291431,0.0
2024-01-01 07:15:00,0.001,0.001,0.0,0.001,0.14097710613724954,3.0
2024-01-01 07:30:00,0.001,0.001,0.0,0.001,0.23600000000000002,0.8
2024-01-01 07:45:00,0.001,0.001,0.0,0.001,0.084,0.0
2024-01-01 08:00:00,0.001,0.001,0.0,0.001,0.046,0.0
2024-01-01 08:15:00,0.001,0.001,0.0,0.001,0.046,0.0
2024-01-01 08:30:00,0.001,0.001,0.0,0.001,0.09666666666666666,0.0
2024-01-01 08:45:00,0.001,0.001,0.0,0.001,0.23600000000000002,0.0
2024-01-01 09:00:00,0.001,0.001,0.0,0.001,0.12199999999999998,0.0
2024-01-01 09:15:00,0.001,0.001,0.0,0.001,0.046,0.0
2024-01-01 09:30:00,0.001,0.001,0.0,0.001,0.046,0.0
2024-01-01 09:45:00,0.001,0.001,0.0,0.001,0.058666666666666666,0.0
2024-01-01 10:00:00,0.001,0.001,0.0,0.001,0.23600000000000002,0.0
2024-01-01 10:15:00,0.001,0.001,0.0,0.001,0.19226666666666667,2.6
2024-01-01 10:30:00,0.001,0.001,0.0,0.001,0.167,1.8
2024-01-01 10:45:00,0.001,0.001,0.0,0.001,0.167,0.4
2024-01-01 11:00:00,0.001,0.001,0.0,0.001,0.167,3.0
2024-01-01 11:15:00,0.001,0.001,0.0,0.001,0.33166666666666667,0.4
2024-01-01 11:30:00,0.001,0.001,0.0,0.001,0.2786666666666667,1.6
2024-01-01 11:45:00,0.001,0.001,0.0,0.001,0.046,3.0
2024-01-01 12:00:00,0.001,0.001,0.0,0.001,0.046,1.0
2024-01-01 12:15:00,0.001,0.001,0.0,0.001,0.046,0.0
2024-01-01 12:30:00,0.001,0.001,0.0,0.001,0.17266666666666666,2.2
2024-01-01 12:45:00,0.001,0.001,0.0,0.001,0.6357999999999999,2.0
2024-01-01 13:00:00,0.001,0.001,0.0,0.001,0.0702,0.0
2024-01-01 13:15:00,0.001,0.001,0.0,0.001,0.167,2.0
2024-01-01 13:30:00,0.001,0.001,0.0,0.001,0.7000666666666666,2.0
2024-01-01 13:45:00,0.001,0.001,0.0,0.001,0.25566666666666665,0.0
2024-01-01 14:00:00,0.001,0.001,0.0,0.001,0.357,0.0
2024-01-01 14:15:00,0.001,0.001,0.0,0.001,0.7380666666666666,1.0
2024-01-01 14:30:00,0.001,0.001,0.0,0.001,0.09440000000000001,2.4
2024-01-01 14:45:00,0.001,0.001,0.0,0.001,0.046,3.0
2024-01-01 15:00:00,0.001,0.001,0.0,0.001,0.09666666666666666,3.0
2024-01-01 15:15:00,0.001,0.001,0.0,0.001,0.7690666666666667,0.4
2024-01-01 15:30:00,0.001,0.001,0.0,0.001,0.12199999999999998,0.0
2024-01-01 15:45:00,0.001,0.001,0.0,0.001,0.046,0.0
2024-01-01 16:00:00,0.001,0.001,0.0,0.001,0.5790666666666666,0.0
2024-01-01 16:15:00,0.001,0.001,0.0,0.001,0.058666666666666666,0.0
2024-01-01 16:30:00,0.001,0.001,0.0,0.001,0.23600000000000002,0.0
2024-01-01 16:45:00,0.001,0.001,0.0,0.001,0.16,0.0
2024-01-01 17:00:00,0.001,0.001,0.0,0.001,0.046,2.8
2024-01-01 17:15:00,0.001,0.001,0.0,0.001,0.046,1.4
2024-01-01 17:30:00,0.001,0.001,0.0,0.001,0.046,0.0
2024-01-01 17:45:00,0.001,0.001,0.0,0.001,0.6104666666666667,0.0
2024-01-01 18:00:00,0.001,0.001,0.0,0.001,0.5977999999999999,0.0
2024-01-01 18:15:00,0.001,0.001,0.0,0.001,0.07124175788233145,0.4
2024-01-01 18:30:00,0.001,0.001,0.0,0.001,0.1743521973529143,1.8
2024-01-01 18:45:00,0.001,0.001,0.0,0.001,0.1985521973529143,0.0
2024-01-01 19:00:00,0.001,0.001,0.0,0.001,0.32521886401958094,0.0
2024-01-01 19:15:00,0.001,0.001,0.0,0.001,0.37382783858822094,1.4
2024-01-01 19:30:00,0.001,0.001,1.0503333333333333,0.001,0.30269999999999997,0.0
2024-01-01 19:45:00,0.001,0.001,1.9501333333333333,0.001,0.22203333333333333,0.0
2024-01-01 20:00:00,0.001,0.001,1.2004666666666666,0.001,0.1817,1.2
2024-01-01 20:15:00,0.001,0.001,0.4508,0.001,0.27036666666666664,0.0
2024-01-01 20:30:00,0.001,0.001,0.0002,0.001,0.3717,0.0
2024-01-01 20:45:00,0.001,0.001,0.0,0.001,0.2197,0.0
2024-01-01 21:00:00,0.001,0.001,0.0,0.001,0.1817,2.0
2024-01-01 21:15:00,0.001,0.001,0.0,0.001,0.1817,0.0
2024-01-01 21:30:00,0.001,0.001,0.0,0.001,0.23236666666666667,0.0
2024-01-01 21:45:00,0.001,0.001,0.0,0.001,0.3717,0.0
2024-01-01 22:00:00,0.001,0.001,0.0,0.001,0.2577,0.0
2024-01-01 22:15:00,0.001,0.001,0.0,0.001,0.1817,0.0
2024-01-01 22:30:00,0.001,0.001,0.0,0.001,0.1817,0.0
2024-01-01 22:45:00,0.001,0.001,0.0,0.001,0.19436666666666666,0.0
2024-01-01 23:00:00,0.001,0.001,0.0,0.001,0.3717,0.0
2024-01-01 23:15:00,0.001,0.001,0.0,0.001,0.29569999999999996,0.0
2024-01-01 23:30:00,0.001,0.001,0.0,0.001,0.1817,0.0
2024-01-01 23:45:00,0.001,0.001,0.0,0.001,0.1817,0.0
2024-01-02 00:00:00,0.001,0.001,0.0,0.001,0.1817,0.0
2024-01-02 00:15:00,0.001,0.001,0.0,0.001,0.2468533333333333,0.0
2024-01-02 00:30:00,0.001,0.001,0.0,0.001,0.19799999999999998,0.0
2024-01-02 00:45:00,0.001,0.001,0.0,0.001,0.046,0.0
2024-01-02 01:00:00,0.001,0.001,0.0,0.001,0.046,0.0
2024-01-02 01:15:00,0.001,0.001,0.0,0.001,0.046,0.0
2024-01-02 01:30:00,0.001,0.001,0.0,0.001,0.17266666666666666,0.0
2024-01-02 01:45:00,0.001,0.001,0.0,0.001,0.23600000000000002,0.0
2024-01-02 02:00:00,0.001,0.001,0.0,0.001,0.046,0.0
2024-01-02 02:15:00,0.001,0.001,0.0,0.001,0.046,0.0
2024-01-02 02:30:00,0.001,0.001,0.0,0.001,0.046,0.0
2024-01-02 02:45:00,0.001,0.001,0.0,0.001,0.13466666666666666,0.0
2024-01-02 03:00:00,0.001,0.001,0.0,0.001,0.23600000000000002,0.0
2024-01-02 03:15:00,0.001,0.001,0.0,0.001,0.084,0.0
2024-01-02 03:30:00,0.001,0.001,0.0,0.001,0.046,0.0
2024-01-02 03:45:00,0.001,0.001,0.0,0.001,0.046,0.0
2024-01-02 04:00:00,0.001,0.001,0.0,0.001,0.09666666666666666,0.0
2024-01-02 04:15:00,0.001,0.001,0.0,0.001,0.23600000000000002,0.0
2024-01-02 04:30:00,0.001,0.001,0.0,0.001,0.12199999999999998,0.0
2024-01-02 04:45:00,0.001,0.001,0.0,0.001,0.046,0.0
2024-01-02 05:00:00,0.001,0.001,0.0,0.001,0.046,0.0
2024-01-02 05:15:00,0.001,0.001,0.0,0.001,0.058666666666666666,0.0
2024-01-02 05:30:00,0.001,0.001,0.0,0.001,0.23600000000000002,0.0
2024-01-02 05:45:00,0.001,0.001,0.0,0.001,0.16,0.0
2024-01-02 06:00:00,0.001,0.001,0.0,0.001,0.046,0.0
2024-01-02 06:15:00,0.001,0.001,0.0,0.001,0.046,0.0
2024-01-02 06:30:00,0.001,0.001,0.0,0.001,0.046,0.0
2024-01-02 06:45:00,0.001,0.001,0.0,0.001,0.21066666666666664,0.0
2024-01-02 07:00:00,0.001,0.001,0.0,0.001,0.19799999999999998,0.0
2024-01-02 07:15:00,0.001,0.001,0.0,0.001,0.046,0.0
2024-01-02 07:30:00,0.001,0.001,0.0,0.001,0.046,1.0
2024-01-02 07:45:00,0.001,0.001,0.0,0.001,0.11053333333333334,0.0
2024-01-02 08:00:00,0.001,0.001,0.0,0.001,0.2936666666666667,2.6
2024-01-02 08:15:00,0.001,0.001,0.0,0.001,0.36566666666666664,1.0
2024-01-02 08:30:00,0.001,0.001,0.0,0.001,0.18,1.6
2024-01-02 08:45:00,0.001,0.001,0.0,0.001,0.1558,0.0
2024-01-02 09:00:00,0.001,0.001,0.0,0.001,0.059000000000000004,0.0
2024-01-02 09:15:00,0.001,0.001,0.0,0.001,0.14506666666666668,2.0
2024-01-02 09:30:00,0.001,0.001,0.0,0.001,0.23600000000000002,2.2
2024-01-02 09:45:00,0.001,0.001,0.0,0.001,0.084,0.0
2024-01-02 10:00:00,0.001,0.001,0.0,0.001,0.15086666666666665,0.8
2024-01-02 10:15:00,0.001,0.001,0.0,0.001,0.167,1.2
2024-01-02 10:30:00,0.001,0.001,0.0,0.001,0.21766666666666667,0.0
2024-01-02 10:45:00,0.001,0.001,0.0,0.001,0.357,1.2
2024-01-02 11:00:00,0.001,0.001,0.0,0.001,0.21939999999999998,3.0
2024-01-02 11:15:00,0.001,0.001,0.0,0.001,0.17389333333333334,3.0
2024-01-02 11:30:00,0.001,0.001,0.0,0.001,0.8487666666666666,3.0
2024-01-02 11:45:00,0.001,0.001,0.0,0.001,0.32576666666666665,3.0
2024-01-02 12:00:00,0.001,0.001,0.0,0.001,0.49269999999999997,3.0
2024-01-02 12:15:00,0.001,0.001,0.0,0.001,0.41669999999999996,3.0
2024-01-02 12:30:00,0.001,0.001,0.0,0.001,0.27849999999999997,3.0
2024-01-02 12:45:00,0.001,0.001,0.0,0.001,0.4646333333333333,3.0
2024-01-02 13:00:00,0.001,0.001,0.0,0.001,2.3036999999999996,3.0
2024-01-02 13:15:00,0.001,0.001,0.0,0.001,1.342939329265426,3.0
2024-01-02 13:30:00,0.001,0.001,0.0,0.001,0.3455237423726735,3.0
2024-01-02 13:45:00,0.1064713048076884,0.001,0.0,0.001,0.1935237423726735,3.0
2024-01-02 14:00:00,0.7920347860576631,0.001,0.0,0.001,0.1935237423726735,3.0
2024-01-02 14:15:00,0.7920347860576631,0.001,0.0,0.001,0.7265904090393402,3.0
2024-01-02 14:30:00,0.7920347860576631,0.001,0.0,0.001,0.31073141514120134,3.0
2024-01-02 14:45:00,0.7920347860576631,0.001,0.0,0.001,0.3717,3.0
2024-01-02 15:00:00,0.7920347860576631,0.001,0.0,0.001,0.1817,2.8
2024-01-02 15:15:00,0.7920347860576631,0.001,0.0,0.001,0.24551886401958095,0.0
2024-01-02 15:30:00,0.7920347860576631,0.001,0.0,0.001,0.33425219735291434,0.0
2024-01-02 15:45:00,0.7920347860576631,0.001,0.0,0.001,0.422918864019581,0.0
2024-01-02 16:00:00,0.7920347860576631,0.001,0.0,0.001,0.4971121973529143,0.4
2024-01-02 16:15:00,0.7920347860576631,0.001,0.0,0.001,0.23024175788233145,3.0
2024-01-02 16:30:00,0.7920347860576631,0.001,0.0,0.001,0.0702,2.6
2024-01-02 16:45:00,0.7920347860576631,0.001,0.0,0.001,0.046,2.6
2024-01-02 17:00:00,0.264678262019221,0.001,0.0,0.001,0.09666666666666666,2.0
2024-01-02 17:15:00,0.001,0.001,0.0,0.001,0.23600000000000002,2.2
2024-01-02 17:30:00,0.001,0.001,0.0,0.001,0.12199999999999998,1.2
2024-01-02 17:45:00,0.001,0.001,0.0,0.001,0.046,0.0
2024-01-02 18:00:00,0.001,0.001,0.0,0.001,0.04810347982352762,0.0
2024-01-02 18:15:00,0.001,0.001,0.0,0.001,0.09021886401958097,2.4
2024-01-02 18:30:00,0.001,0.001,0.0,0.001,0.2675521973529143,0.2
2024-01-02 18:45:00,0.001,0.001,0.0,0.001,0.20195219735291428,0.2
2024-01-02 19:00:00,0.001,0.001,0.0,0.001,0.11475219735291432,1.2
2024-01-02 19:15:00,0.001,0.001,0.0,0.001,2.044308424548998,0.0
2024-01-02 19:30:00,0.001,0.001,0.0,0.001,1.7676855306862478,2.0
2024-01-02 19:45:00,0.001,0.001,0.0,0.001,1.450018864019581,0.8
2024-01-02 20:00:00,0.001,0.001,0.0,0.001,1.5985521973529144,0.0
2024-01-02 20:15:00,0.001,0.001,0.0,0.001,0.6145521973529143,0.0
2024-01-02 20:30:00,0.001,0.001,0.0,0.001,0.19644871752938667,0.0
2024-01-02 20:45:00,0.001,0.001,0.0,0.001,0.046,0.0
2024-01-02 21:00:00,0.001,0.001,0.0,0.001,0.17266666666666666,0.0
2024-01-02 21:15:00,0.001,0.001,0.0,0.001,0.26039932926542586,0.0
2024-01-02 21:30:00,0.001,0.001,0.0,0.001,0.1935237423726735,0.0
2024-01-02 21:45:00,0.001,0.001,0.0,0.001,0.2124550607844221,1.8
2024-01-02 22:00:00,0.001,0.001,0.0,0.001,0.22507593972558781,0.0
2024-01-02 22:15:00,0.001,0.001,0.0,0.001,0.3137426063922545,0.0
