,Occupancy,EV_plugged,EV_arrival,EV_departure,SoC_ref_EV,SoC_arr_EV,T_set_HP,T_ref_HP,T_wall_HP,T_out_HP,P_loss_HP
2024-07-29 00:00:00,2.0,0,0,0,0.0,0.0,20.5,20.5,19.009165,17.51833,0.26912411934997466
2024-07-29 00:01:00,2.0,0,0,0,0.0,0.0,20.5,20.4981946236156,19.00984714125035,17.51833,0.26912411934997466
2024-07-29 00:02:00,2.0,0,0,0,0.0,0.0,20.5,20.49639215238023,19.01052589554302,17.51833,0.26912411934997466
2024-07-29 00:03:00,2.0,0,0,0,0.0,0.0,20.5,20.494592579001594,19.011201272624003,17.51833,0.26912411934997466
2024-07-29 00:04:00,2.0,0,0,0,0.0,0.0,20.5,20.492795896207106,19.01187328221251,17.51833,0.26912411934997466
2024-07-29 00:05:00,2.0,0,0,0,0.0,0.0,20.5,20.49100209674387,19.012541934001007,17.51833,0.26912411934997466
2024-07-29 00:06:00,2.0,0,0,0,0.0,0.0,20.5,20.489211173378596,19.013207237655323,17.51833,0.26912411934997466
2024-07-29 00:07:00,2.0,0,0,0,0.0,0.0,20.5,20.48742311889757,19.0138692028147,17.51833,0.26912411934997466
2024-07-29 00:08:00,2.0,0,0,0,0.0,0.0,20.5,20.485637926106588,19.014527839091876,17.51833,0.26912411934997466
2024-07-29 00:09:00,2.0,0,0,0,0.0,0.0,20.5,20.483855587830902,19.015183156073157,17.51833,0.26912411934997466
2024-07-29 00:10:00,2.0,0,0,0,0.0,0.0,20.5,20.482076096915176,19.015835163318485,17.51833,0.26912411934997466
2024-07-29 00:11:00,2.0,0,0,0,0.0,0.0,20.5,20.480299446223423,19.01648387036151,17.51833,0.26912411934997466
2024-07-29 00:12:00,2.0,0,0,0,0.0,0.0,20.5,20.47852562863896,19.017129286709665,17.51833,0.26912411934997466
2024-07-29 00:13:00,2.0,0,0,0,0.0,0.0,20.5,20.476754637064342,19.01777142184424,17.51833,0.26912411934997466
2024-07-29 00:14:00,2.0,0,0,0,0.0,0.0,20.5,20.474986464421335,19.018410285220455,17.51833,0.26912411934997466
2024-07-29 00:15:00,2.0,0,0,0,0.0,0.0,20.5,20.473221103650836,19.019045886267513,17.51833,0.26912411934997466
2024-07-29 00:16:00,2.0,0,0,0,0.0,0.0,20.5,20.47145854771284,19.019678234388696,17.51833,0.26912411934997466
2024-07-29 00:17:00,2.0,0,0,0,0.0,0.0,20.5,20.46969878958637,19.02030733896142,17.51833,0.26912411934997466
2024-07-29 00:18:00,2.0,0,0,0,0.0,0.0,20.5,20.46794182226945,19.02093320933731,17.51833,0.26912411934997466
2024-07-29 00:19:00,2.0,0,0,0,0.0,0.0,20.5,20.466187638779022,19.02155585484228,17.51833,0.26912411934997466
2024-07-29 00:20:00,2.0,0,0,0,0.0,0.0,20.5,20.464436232150927,19.022175284776583,17.51833,0.26912411934997466
