,Occupancy,T_set_HP,T_ref_HP,T_wall_HP,T_out_HP,P_loss_HP
2024-07-29 00:00:00,2.0,14.5,14.5,16.009165,17.51833,0.3498941800506978
2024-07-29 00:01:00,2.0,14.5,14.502220827921978,16.00807307267255,17.51833,0.3498941800506978
2024-07-29 00:02:00,2.0,14.5,14.504436929883703,16.00698666721552,17.51833,0.3498941800506978
2024-07-29 00:03:00,2.0,14.5,14.50664832043217,16.00590576502617,17.51833,0.3498941800506978
2024-07-29 00:04:00,2.0,14.5,14.508855014067343,16.004830347562443,17.51833,0.3498941800506978
2024-07-29 00:05:00,2.0,14.5,14.511057025242309,16.003760396342795,17.51833,0.3498941800506978
2024-07-29 00:06:00,2.0,14.5,14.513254368363423,16.002695892945994,17.51833,0.3498941800506978
2024-07-29 00:07:00,2.0,14.5,14.515447057790473,16.00163681901091,17.51833,0.3498941800506978
2024-07-29 00:08:00,2.0,14.5,14.517635107836817,16.00058315623633,17.51833,0.3498941800506978
2024-07-29 00:09:00,2.0,14.5,14.519818532769545,15.999534886380774,17.51833,0.3498941800506978
2024-07-29 00:10:00,2.0,14.5,14.521997346809622,15.998491991262274,17.51833,0.3498941800506978
2024-07-29 00:11:00,2.0,14.5,14.524171564132043,15.9974544527582,17.51833,0.3498941800506978
2024-07-29 00:12:00,2.0,14.5,14.52634119886598,15.996422252805065,17.51833,0.3498941800506978
2024-07-29 00:13:00,2.0,14.5,14.528506265094931,15.995395373398326,17.51833,0.3498941800506978
2024-07-29 00:14:00,2.0,14.5,14.530666776856867,15.994373796592196,17.51833,0.3498941800506978
2024-07-29 00:15:00,2.0,14.5,14.532822748144381,15.993357504499455,17.51833,0.3498941800506978
2024-07-29 00:16:00,2.0,14.5,14.53497419290484,15.992346479291255,17.51833,0.3498941800506978
2024-07-29 00:17:00,2.0,14.5,14.537121125040526,15.991340703196935,17.51833,0.3498941800506978
2024-07-29 00:18:00,2.0,14.5,14.539263558408782,15.990340158503825,17.51833,0.3498941800506978
2024-07-29 00:19:00,2.0,14.5,14.541401506822163,15.989344827557066,17.51833,0.3498941800506978
2024-07-29 00:20:00,2.0,14.5,14.54353498404858,15.988354692759414,17.51833,0.3498941800506978
2024-07-29 00:21:00,2.0,14.5,14.545664003811442,15.987369736571058,17.51833,0.3498941800506978
2024-07-29 00:22:00,2.0,14.5,14.547788579789803,15.986389941509431,17.51833,0.3498941800506978
2024-07-29 00:23:00,2.0,14.5,14.549908725618504,15.985415290149023,17.51833,0.3498941800506978
2024-07-29 00:24:00,2.0,14.5,14.552024454888324,15.984445765121198,17.51833,0.3498941800506978
2024-07-29 00:25:00,2.0,14.5,14.554135781146112,15.983481349114005,17.51833,0.3498941800506978
2024-07-29 00:26:00,2.0,14.5,14.55624271789494,15.982522024871997,17.51833,0.3498941800506978
2024-07-29 00:27:00,2.0,14.5,14.558345278594237,15.981567775196048,17.51833,0.3498941800506978
2024-07-29 00:28:00,2.0,14.5,14.560443476659938,15.980618582943164,17.51833,0.3498941800506978
2024-07-29 00:29:00,2.0,14.5,14.56253732546462,15.979674431026309,17.51833,0.3498941800506978
2024-07-29 00:30:00,2.0,14.5,14.564626838337643,15.978735302414215,17.51833,0.3498941800506978
2024-07-29 00:31:00,2.0,14.5,14.566712028565297,15.977801180131205,17.51833,0.3498941800506978
2024-07-29 00:32:00,2.0,14.5,14.56879290939093,15.976872047257014,17.51833,0.3498941800506978
2024-07-29 00:33:00,2.0,14.5,14.570869494015103,15.975947886926601,17.51833,0.3498941800506978
2024-07-29 00:34:00,2.0,14.5,14.572941795595714,15.975028682329977,17.51833,0.3498941800506978
2024-07-29 00:35:00,2.0,14.5,14.575009827248149,15.974114416712023,17.51833,0.3498941800506978
2024-07-29 00:36:00,2.0,14.5,14.57707360204541,15.973205073372311,17.51833,0.3498941800506978
2024-07-29 00:37:00,2.0,14.5,14.579133133018258,15.972300635664928,17.51833,0.3498941800506978
2024-07-29 00:38:00,2.0,14.5,14.581188433155354,15.971401086998295,17.51833,0.3498941800506978
2024-07-29 00:39:00,2.0,14.5,14.583239515403386,15.970506410834997,17.51833,0.3498941800506978
2024-07-29 00:40:00,2.0,14.5,14.585286392667212,15.969616590691599,17.51833,0.3498941800506978
2024-07-29 00:41:00,2.0,14.5,14.587329077809997,15.968731610138475,17.51833,0.3498941800506978
2024-07-29 00:42:00,2.0,14.5,14.589367583653342,15.967851452799632,17.51833,0.3498941800506978
2024-07-29 00:43:00,2.0,14.5,14.591401922977427,15.966976102352534,17.51833,0.3498941800506978
2024-07-29 00:44:00,2.0,14.5,14.59343210852114,15.966105542527933,17.51833,0.3498941800506978
2024-07-29 00:45:00,2.0,14.5,14.595458152982214,15.96523975710969,17.51833,0.3498941800506978
2024-07-29 00:46:00,2.0,14.5,14.59748006901736,15.964378729934602,17.51833,0.3498941800506978
2024-07-29 00:47:00,2.0,14.5,14.599497869242398,15.963522444892236,17.51833,0.3498941800506978
2024-07-29 00:48:00,2.0,14.5,14.601511566232395,15.962670885924753,17.51833,0.3498941800506978
2024-07-29 00:49:00,2.0,14.5,14.60352117252179,15.961824037026737,17.51833,0.3498941800506978
2024-07-29 00:50:00,2.0,14.5,14.605526700604532,15.960981882245026,17.51833,0.3498941800506978
2024-07-29 00:51:00,2.0,14.5,14.607528162934212,15.96014440567854,17.51833,0.3498941800506978
2024-07-29 00:52:00,2.0,14.5,14.609525571924191,15.95931159147811,17.51833,0.3498941800506978
2024-07-29 00:53:00,2.0,14.5,14.611518939947732,15.958483423846317,17.51833,0.3498941800506978
2024-07-29 00:54:00,2.0,14.5,14.613508279338129,15.957659887037314,17.51833,0.3498941800506978
2024-07-29 00:55:00,2.0,14.5,14.615493602388838,15.956840965356665,17.51833,0.3498941800506978
2024-07-29 00:56:00,2.0,14.5,14.617474921353606,15.956026643161175,17.51833,0.3498941800506978
2024-07-29 00:57:00,2.0,14.5,14.619452248446605,15.955216904858723,17.51833,0.3498941800506978
2024-07-29 00:58:00,2.0,14.5,14.621425595842547,15.954411734908097,17.51833,0.3498941800506978
2024-07-29 00:59:00,2.0,14.5,14.623394975676831,15.953611117818829,17.51833,0.3498941800506978
2024-07-29 01:00:00,2.0,14.5,14.625360400045654,15.952815038151028,16.86,0.3498941800506978
2024-07-29 01:01:00,2.0,14.5,14.627299617203933,15.951556415146337,16.86,0.3498941800506978
2024-07-29 01:02:00,2.0,14.5,14.629234279257632,15.950303267604243,16.86,0.3498941800506978
2024-07-29 01:03:00,2.0,14.5,14.631164400442948,15.949055577266257,16.86,0.3498941800506978
2024-07-29 01:04:00,2.0,14.5,14.633089994949975,15.947813325933415,16.86,0.3498941800506978
2024-07-29 01:05:00,2.0,14.5,14.635011076922856,15.946576495466072,16.86,0.3498941800506978
2024-07-29 01:06:00,2.0,14.5,14.636927660459932,15.945345067783718,16.86,0.3498941800506978
2024-07-29 01:07:00,2.0,14.5,14.63883975961389,15.944119024864781,16.86,0.3498941800506978
2024-07-29 01:08:00,2.0,14.5,14.640747388391915,15.942898348746441,16.86,0.3498941800506978
2024-07-29 01:09:00,2.0,14.5,14.642650560755829,15.941683021524431,16.86,0.3498941800506978
2024-07-29 01:10:00,2.0,14.5,14.64454929062225,15.940473025352855,16.86,0.3498941800506978
2024-07-29 01:11:00,2.0,14.5,14.646443591862727,15.939268342443988,16.86,0.3498941800506978
2024-07-29 01:12:00,2.0,14.5,14.6483334783039,15.938068955068097,16.86,0.3498941800506978
2024-07-29 01:13:00,2.0,14.5,14.650218963727635,15.936874845553247,16.86,0.3498941800506978
2024-07-29 01:14:00,2.0,14.5,14.652100061871172,15.935685996285113,16.86,0.3498941800506978
2024-07-29 01:15:00,2.0,14.5,14.653976786427272,15.934502389706795,16.86,0.3498941800506978
2024-07-29 01:16:00,2.0,14.5,14.655849151044361,15.933324008318632,16.86,0.3498941800506978
2024-07-29 01:17:00,2.0,14.5,14.657717169326675,15.932150834678009,16.86,0.3498941800506978
2024-07-29 01:18:00,2.0,14.5,14.659580854834402,15.930982851399177,16.86,0.3498941800506978
2024-07-29 01:19:00,2.0,14.5,14.661440221083826,15.92982004115307,16.86,0.3498941800506978
2024-07-29 01:20:00,2.0,14.5,14.663295281547468,15.928662386667117,16.86,0.3498941800506978
2024-07-29 01:21:00,2.0,14.5,14.66514604965423,15.927509870725057,16.86,0.3498941800506978
2024-07-29 01:22:00,2.0,14.5,14.666992538789536,15.92636247616676,16.86,0.3498941800506978
2024-07-29 01:23:00,2.0,14.5,14.668834762295475,15.925220185888044,16.86,0.3498941800506978
2024-07-29 01:24:00,2.0,14.5,14.67067273347094,15.924082982840487,16.86,0.3498941800506978
2024-07-29 01:25:00,2.0,14.5,14.672506465571772,15.92295085003125,16.86,0.3498941800506978
2024-07-29 01:26:00,2.0,14.5,14.674335971810889,15.921823770522904,16.86,0.3498941800506978
2024-07-29 01:27:00,2.0,14.5,14.676161265358441,15.920701727433233,16.86,0.3498941800506978
2024-07-29 01:28:00,2.0,14.5,14.67798235934194,15.919584703935069,16.86,0.3498941800506978
2024-07-29 01:29:00,2.0,14.5,14.679799266846395,15.918472683256105,16.86,0.3498941800506978
2024-07-29 01:30:00,2.0,14.5,14.681612000914459,15.91736564867872,16.86,0.3498941800506978
2024-07-29 01:31:00,2.0,14.5,14.683420574546565,15.9162635835398,16.86,0.3498941800506978
2024-07-29 01:32:00,2.0,14.5,14.685225000701056,15.91516647123056,16.86,0.3498941800506978
