,Occupancy,EV_plugged,EV_arrival,EV_departure,SoC_ref_EV,SoC_arr_EV,T_set_HP,T_ref_HP,T_wall_HP,T_out_HP,P_loss_HP
2024-07-29 00:00:00,2.0,0,0,0,0.0,0.0,15.0,15.0,16.259165,17.51833,0.1961299718165867
2024-07-29 00:01:00,2.0,0,0,0,0.0,0.0,15.0,15.001314624408053,16.25833068758533,17.51833,0.1961299718165867
2024-07-29 00:02:00,2.0,0,0,0,0.0,0.0,15.0,15.002627160398166,16.257498717007078,17.51833,0.1961299718165867
2024-07-29 00:03:00,2.0,0,0,0,0.0,0.0,15.0,15.003937612243487,16.25666908324596,17.51833,0.1961299718165867
2024-07-29 00:04:00,2.0,0,0,0,0.0,0.0,15.0,15.005245984208203,16.255841781293267,17.51833,0.1961299718165867
2024-07-29 00:05:00,2.0,0,0,0,0.0,0.0,15.0,15.006552280547567,16.255016806150827,17.51833,0.1961299718165867
2024-07-29 00:06:00,2.0,0,0,0,0.0,0.0,15.0,15.007856505507906,16.25419415283098,17.51833,0.1961299718165867
2024-07-29 00:07:00,2.0,0,0,0,0.0,0.0,15.0,15.009158663326652,16.25337381635656,17.51833,0.1961299718165867
2024-07-29 00:08:00,2.0,0,0,0,0.0,0.0,15.0,15.01045875823235,16.25255579176088,17.51833,0.1961299718165867
2024-07-29 00:09:00,2.0,0,0,0,0.0,0.0,15.0,15.011756794444684,16.2517400740877,17.51833,0.1961299718165867
2024-07-29 00:10:00,2.0,0,0,0,0.0,0.0,15.0,15.013052776174494,16.250926658391204,17.51833,0.1961299718165867
2024-07-29 00:11:00,2.0,0,0,0,0.0,0.0,15.0,15.01434670762379,16.250115539735987,17.51833,0.1961299718165867
2024-07-29 00:12:00,2.0,0,0,0,0.0,0.0,15.0,15.015638592985779,16.24930671319703,17.51833,0.1961299718165867
2024-07-29 00:13:00,2.0,0,0,0,0.0,0.0,15.0,15.016928436444873,16.248500173859675,17.51833,0.1961299718165867
2024-07-29 00:14:00,2.0,0,0,0,0.0,0.0,15.0,15.018216242176717,16.247695916819605,17.51833,0.1961299718165867
2024-07-29 00:15:00,2.0,0,0,0,0.0,0.0,15.0,15.0195020143482,16.246893937182822,17.51833,0.1961299718165867
2024-07-29 00:16:00,2.0,0,0,0,0.0,0.0,15.0,15.020785757117482,16.246094230065626,17.51833,0.1961299718165867
2024-07-29 00:17:00,2.0,0,0,0,0.0,0.0,15.0,15.022067474634003,16.245296790594594,17.51833,0.1961299718165867
2024-07-29 00:18:00,2.0,0,0,0,0.0,0.0,15.0,15.023347171038507,16.244501613906554,17.51833,0.1961299718165867
2024-07-29 00:19:00,2.0,0,0,0,0.0,0.0,15.0,15.02462485046306,16.243708695148573,17.51833,0.1961299718165867
2024-07-29 00:20:00,2.0,0,0,0,0.0,0.0,15.0,15.025900517031063,16.242918029477924,17.51833,0.1961299718165867
2024-07-29 00:21:00,2.0,0,0,0,0.0,0.0,15.0,15.02717417485728,16.242129612062072,17.51833,0.1961299718165867
2024-07-29 00:22:00,2.0,0,0,0,0.0,0.0,15.0,15.028445828047845,16.241343438078655,17.51833,0.1961299718165867
2024-07-29 00:23:00,2.0,0,0,0,0.0,0.0,15.0,15.029715480700288,16.24055950271545,17.51833,0.1961299718165867
2024-07-29 00:24:00,2.0,0,0,0,0.0,0.0,15.0,15.03098313690355,16.239777801170362,17.51833,0.1961299718165867
