,Occupancy,EV_plugged,EV_arrival,EV_departure,SoC_ref_EV,SoC_arr_EV,T_set_HP,T_ref_HP,T_wall_HP,T_out_HP,P_loss_HP
2024-07-29 00:00:00,2.0,0,0,0,0.0,0.0,20.5,20.5,19.009165,17.51833,0.29049067738924617
2024-07-29 00:01:00,2.0,0,0,0,0.0,0.0,20.5,20.497697253165825,19.010448400953447,17.51833,0.29049067738924617
2024-07-29 00:02:00,2.0,0,0,0,0.0,0.0,20.5,20.495399800091537,19.01172565681869,17.51833,0.29049067738924617
2024-07-29 00:03:00,2.0,0,0,0,0.0,0.0,20.5,20.49310762399485,19.012996788485108,17.51833,0.29049067738924617
2024-07-29 00:04:00,2.0,0,0,0,0.0,0.0,20.5,20.49082070814871,19.01426181677288,17.51833,0.29049067738924617
2024-07-29 00:05:00,2.0,0,0,0,0.0,0.0,20.5,20.48853903588112,19.015520762433205,17.51833,0.29049067738924617
2024-07-29 00:06:00,2.0,0,0,0,0.0,0.0,20.5,20.486262590574956,19.01677364614854,17.51833,0.29049067738924617
2024-07-29 00:07:00,2.0,0,0,0,0.0,0.0,20.5,20.483991355667783,19.018020488532816,17.51833,0.29049067738924617
2024-07-29 00:08:00,2.0,0,0,0,0.0,0.0,20.5,20.481725314651676,19.01926131013167,17.51833,0.29049067738924617
2024-07-29 00:09:00,2.0,0,0,0,0.0,0.0,20.5,20.47946445107304,19.02049613142268,17.51833,0.29049067738924617
2024-07-29 00:10:00,2.0,0,0,0,0.0,0.0,20.5,20.47720874853243,19.021724972815566,17.51833,0.29049067738924617
2024-07-29 00:11:00,2.0,0,0,0,0.0,0.0,20.5,20.47495819068438,19.02294785465244,17.51833,0.29049067738924617
2024-07-29 00:12:00,2.0,0,0,0,0.0,0.0,20.5,20.472712761237204,19.024164797208012,17.51833,0.29049067738924617
2024-07-29 00:13:00,2.0,0,0,0,0.0,0.0,20.5,20.470472443952847,19.025375820689828,17.51833,0.29049067738924617
2024-07-29 00:14:00,2.0,0,0,0,0.0,0.0,20.5,20.46823722264668,19.02658094523847,17.51833,0.29049067738924617
