,Occupancy,T_set_HP,T_ref_HP,T_wall_HP,T_out_HP,P_loss_HP
2024-07-29 00:00:00,2.0,14.5,14.5,16.009165,17.51833,0.15595530194745136
2024-07-29 00:01:00,2.0,14.5,14.501382970394399,16.00836430024714,17.51833,0.15595530194745136
2024-07-29 00:02:00,2.0,14.5,14.502764088797932,16.007565687620282,17.51833,0.15595530194745136
2024-07-29 00:03:00,2.0,14.5,14.50414335851929,16.006769158154476,17.51833,0.15595530194745136
2024-07-29 00:04:00,2.0,14.5,14.505520782861065,16.005974707892136,17.51833,0.15595530194745136
2024-07-29 00:05:00,2.0,14.5,14.506896365119754,16.00518233288301,17.51833,0.15595530194745136
2024-07-29 00:06:00,2.0,14.5,14.50827010858577,16.004392029184178,17.51833,0.15595530194745136
2024-07-29 00:07:00,2.0,14.5,14.509642016543458,16.003603792860037,17.51833,0.15595530194745136
2024-07-29 00:08:00,2.0,14.5,14.511012092271105,16.002817619982288,17.51833,0.15595530194745136
2024-07-29 00:09:00,2.0,14.5,14.51238033904095,16.00203350662991,17.51833,0.15595530194745136
2024-07-29 00:10:00,2.0,14.5,14.513746760119194,16.001251448889168,17.51833,0.15595530194745136
2024-07-29 00:11:00,2.0,14.5,14.515111358766012,16.00047144285358,17.51833,0.15595530194745136
2024-07-29 00:12:00,2.0,14.5,14.516474138235568,15.999693484623917,17.51833,0.15595530194745136
2024-07-29 00:13:00,2.0,14.5,14.51783510177602,15.99891757030818,17.51833,0.15595530194745136
2024-07-29 00:14:00,2.0,14.5,14.519194252629536,15.998143696021593,17.51833,0.15595530194745136
2024-07-29 00:15:00,2.0,14.5,14.5205515940323,15.997371857886588,17.51833,0.15595530194745136
2024-07-29 00:16:00,2.0,14.5,14.521907129214531,15.99660205203279,17.51833,0.15595530194745136
2024-07-29 00:17:00,2.0,14.5,14.523260861400484,15.995834274597005,17.51833,0.15595530194745136
2024-07-29 00:18:00,2.0,14.5,14.52461279380847,15.995068521723205,17.51833,0.15595530194745136
2024-07-29 00:19:00,2.0,14.5,14.525962929650863,15.99430478956252,17.51833,0.15595530194745136
2024-07-29 00:20:00,2.0,14.5,14.527311272134106,15.993543074273218,17.51833,0.15595530194745136
2024-07-29 00:21:00,2.0,14.5,14.528657824458737,15.992783372020694,17.51833,0.15595530194745136
2024-07-29 00:22:00,2.0,14.5,14.53000258981938,15.992025678977463,17.51833,0.15595530194745136
2024-07-29 00:23:00,2.0,14.5,14.531345571404772,15.991269991323133,17.51833,0.15595530194745136
2024-07-29 00:24:00,2.0,14.5,14.532686772397767,15.990516305244407,17.51833,0.15595530194745136
2024-07-29 00:25:00,2.0,14.5,14.534026195975347,15.989764616935062,17.51833,0.15595530194745136
2024-07-29 00:26:00,2.0,14.5,14.535363845308632,15.989014922595935,17.51833,0.15595530194745136
2024-07-29 00:27:00,2.0,14.5,14.536699723562897,15.988267218434911,17.51833,0.15595530194745136
2024-07-29 00:28:00,2.0,14.5,14.538033833897575,15.987521500666917,17.51833,0.15595530194745136
2024-07-29 00:29:00,2.0,14.5,14.539366179466272,15.986777765513896,17.51833,0.15595530194745136
2024-07-29 00:30:00,2.0,14.5,14.540696763416777,15.986036009204804,17.51833,0.15595530194745136
2024-07-29 00:31:00,2.0,14.5,14.542025588891073,15.985296227975594,17.51833,0.15595530194745136
2024-07-29 00:32:00,2.0,14.5,14.543352659025349,15.984558418069202,17.51833,0.15595530194745136
2024-07-29 00:33:00,2.0,14.5,14.544677976950004,15.983822575735536,17.51833,0.15595530194745136
2024-07-29 00:34:00,2.0,14.5,14.546001545789668,15.98308869723146,17.51833,0.15595530194745136
2024-07-29 00:35:00,2.0,14.5,14.547323368663207,15.982356778820789,17.51833,0.15595530194745136
2024-07-29 00:36:00,2.0,14.5,14.548643448683732,15.981626816774261,17.51833,0.15595530194745136
2024-07-29 00:37:00,2.0,14.5,14.549961788958614,15.980898807369542,17.51833,0.15595530194745136
2024-07-29 00:38:00,2.0,14.5,14.55127839258949,15.980172746891201,17.51833,0.15595530194745136
2024-07-29 00:39:00,2.0,14.5,14.552593262672277,15.979448631630701,17.51833,0.15595530194745136
2024-07-29 00:40:00,2.0,14.5,14.553906402297184,15.978726457886388,17.51833,0.15595530194745136
2024-07-29 00:41:00,2.0,14.5,14.555217814548719,15.978006221963476,17.51833,0.15595530194745136
2024-07-29 00:42:00,2.0,14.5,14.556527502505698,15.977287920174032,17.51833,0.15595530194745136
2024-07-29 00:43:00,2.0,14.5,14.557835469241263,15.976571548836967,17.51833,0.15595530194745136
2024-07-29 00:44:00,2.0,14.5,14.559141717822886,15.975857104278026,17.51833,0.15595530194745136
2024-07-29 00:45:00,2.0,14.5,14.56044625131238,15.975144582829767,17.51833,0.15595530194745136
2024-07-29 00:46:00,2.0,14.5,14.561749072765911,15.974433980831556,17.51833,0.15595530194745136
2024-07-29 00:47:00,2.0,14.5,14.56305018523401,15.97372529462955,17.51833,0.15595530194745136
2024-07-29 00:48:00,2.0,14.5,14.56434959176158,15.973018520576687,17.51833,0.15595530194745136
