,Occupancy,EV_plugged,EV_arrival,EV_departure,SoC_ref_EV,SoC_arr_EV,T_set_HP,T_ref_HP,T_wall_HP,T_out_HP,P_loss_HP,P_use_WB,P_loss_WB,T_set_WB,T_ref_WB,Water_use
2024-07-29 00:00:00,2.0,0,0,0,0.0,0.0,15.0,15.0,16.259165,17.51833,0.1207206943173148,0.0,0.076,60.0,60.0,0.0
2024-07-29 00:01:00,2.0,0,0,0,0.0,0.0,15.0,15.001631586031893,16.258164072221383,17.51833,0.1207206943173148,0.0,0.07597821309125656,60.0,59.98910654562828,0.0
2024-07-29 00:02:00,2.0,0,0,0,0.0,0.0,15.0,15.003259978253054,16.257166781321917,17.51833,0.1207206943173148,0.0,0.07595643242816304,60.0,59.97821621408152,0.0
2024-07-29 00:03:00,2.0,0,0,0,0.0,0.0,15.0,15.004885184888405,16.256173117422946,17.51833,0.1207206943173148,0.0,0.07593465800892898,60.0,59.96732900446449,0.0
2024-07-29 00:04:00,2.0,0,0,0,0.0,0.0,15.0,15.006507214141086,16.255183070672096,17.51833,0.1207206943173148,0.0,0.07591288983176445,60.0,59.95644491588222,0.0
2024-07-29 00:05:00,2.0,0,0,0,0.0,0.0,15.0,15.008126074192509,16.25419663124321,17.51833,0.1207206943173148,0.0,0.07589112789488005,60.0,59.94556394744002,0.0
2024-07-29 00:06:00,2.0,0,0,0,0.0,0.0,15.0,15.009741773202416,16.25321378933627,17.51833,0.1207206943173148,0.0,0.07586937219648687,60.0,59.93468609824343,0.0
2024-07-29 00:07:00,2.0,0,0,0,0.0,0.0,15.0,15.01135431930894,16.252234535177344,17.51833,0.1207206943173148,0.0,0.07584762273479652,60.0,59.92381136739826,0.0
2024-07-29 00:08:00,2.0,0,0,0,0.0,0.0,15.0,15.012963720628656,16.25125885901849,17.51833,0.1207206943173148,0.0,0.07582587950802114,60.0,59.912939754010566,0.0
2024-07-29 00:09:00,2.0,0,0,0,0.0,0.0,15.0,15.01456998525665,16.25028675113771,17.51833,0.1207206943173148,0.0,0.07580414251437335,60.0,59.90207125718668,0.0
2024-07-29 00:10:00,2.0,0,0,0,0.0,0.0,15.0,15.01617312126656,16.249318201838882,17.51833,0.1207206943173148,0.0,0.07578241175206632,60.0,59.89120587603316,0.0
2024-07-29 00:11:00,2.0,0,0,0,0.0,0.0,15.0,15.017773136710645,16.248353201451668,17.51833,0.1207206943173148,1.92556,0.0757606872193137,60.0,59.88034360965685,1.0
2024-07-29 00:12:00,2.0,0,0,0,0.0,0.0,15.0,15.019370039619837,16.24739174033147,17.51833,0.1207206943173148,0.0,0.07518696891432966,60.0,59.59348445716483,0.0
2024-07-29 00:13:00,2.0,0,0,0,0.0,0.0,15.0,15.0209638380038,16.246433808859344,17.51833,0.1207206943173148,0.0,0.07516541507708713,60.0,59.582707538543566,0.0
