,Occupancy,EV_plugged,EV_arrival,EV_departure,SoC_ref_EV,SoC_arr_EV,T_set_HP,T_ref_HP,T_wall_HP,T_out_HP,P_loss_HP
2024-07-29 00:00:00,2.0,0,0,0,0.0,0.0,15.0,15.0,16.259165,17.51833,0.11190782287279254
2024-07-29 00:01:00,2.0,0,0,0,0.0,0.0,15.0,15.00107891151406,16.258574730701145,17.51833,0.11190782287279254
2024-07-29 00:02:00,2.0,0,0,0,0.0,0.0,15.0,15.0021564951119,16.25798596442281,17.51833,0.11190782287279254
2024-07-29 00:03:00,2.0,0,0,0,0.0,0.0,15.0,15.003232753022939,16.257398698455805,17.51833,0.11190782287279254
2024-07-29 00:04:00,2.0,0,0,0,0.0,0.0,15.0,15.004307687472716,16.25681293009569,17.51833,0.11190782287279254
2024-07-29 00:05:00,2.0,0,0,0,0.0,0.0,15.0,15.005381300682888,16.256228656642776,17.51833,0.11190782287279254
2024-07-29 00:06:00,2.0,0,0,0,0.0,0.0,15.0,15.006453594871243,16.255645875402102,17.51833,0.11190782287279254
2024-07-29 00:07:00,2.0,0,0,0,0.0,0.0,15.0,15.0075245722517,16.255064583683442,17.51833,0.11190782287279254
2024-07-29 00:08:00,2.0,0,0,0,0.0,0.0,15.0,15.008594235034323,16.254484778801295,17.51833,0.11190782287279254
2024-07-29 00:09:00,2.0,0,0,0,0.0,0.0,15.0,15.009662585425325,16.253906458074866,17.51833,0.11190782287279254
2024-07-29 00:10:00,2.0,0,0,0,0.0,0.0,15.0,15.010729625627071,16.253329618828065,17.51833,0.11190782287279254
2024-07-29 00:11:00,2.0,0,0,0,0.0,0.0,15.0,15.011795357838093,16.2527542583895,17.51833,0.11190782287279254
2024-07-29 00:12:00,2.0,0,0,0,0.0,0.0,15.0,15.012859784253084,16.252180374092468,17.51833,0.11190782287279254
2024-07-29 00:13:00,2.0,0,0,0,0.0,0.0,15.0,15.013922907062922,16.251607963274942,17.51833,0.11190782287279254
2024-07-29 00:14:00,2.0,0,0,0,0.0,0.0,15.0,15.01498472845466,16.251037023279572,17.51833,0.11190782287279254
2024-07-29 00:15:00,2.0,0,0,0,0.0,0.0,15.0,15.016045250611542,16.250467551453664,17.51833,0.11190782287279254
2024-07-29 00:16:00,2.0,0,0,0,0.0,0.0,15.0,15.017104475713008,16.249899545149184,17.51833,0.11190782287279254
2024-07-29 00:17:00,2.0,0,0,0,0.0,0.0,15.0,15.0181624059347,16.249333001722743,17.51833,0.11190782287279254
2024-07-29 00:18:00,2.0,0,0,0,0.0,0.0,15.0,15.019219043448468,16.248767918535595,17.51833,0.11190782287279254
2024-07-29 00:19:00,2.0,0,0,0,0.0,0.0,15.0,15.020274390422378,16.24820429295362,17.51833,0.11190782287279254
2024-07-29 00:20:00,2.0,0,0,0,0.0,0.0,15.0,15.021328449020716,16.247642122347322,17.51833,0.11190782287279254
2024-07-29 00:21:00,2.0,0,0,0,0.0,0.0,15.0,15.022381221404002,16.24708140409182,17.51833,0.11190782287279254
2024-07-29 00:22:00,2.0,0,0,0,0.0,0.0,15.0,15.023432709728985,16.246522135566835,17.51833,0.11190782287279254
