,Occupancy,EV_plugged,EV_arrival,EV_departure,SoC_ref_EV,SoC_arr_EV,T_set_HP,T_ref_HP,T_wall_HP,T_out_HP,P_loss_HP,P_use_WB,P_loss_WB,T_set_WB,T_ref_WB,Water_use
2024-07-29 00:00:00,2.0,0,0,0,0.0,0.0,15.5,15.5,16.509165,17.51833,0.4582547700082193,0.0,0.076,60.0,60.0,0.0
2024-07-29 00:01:00,2.0,0,0,0,0.0,0.0,15.5,15.502706349320139,16.507623896981073,17.51833,0.4582547700082193,0.0,0.0759891065456283,60.0,59.994553272814144,0.0
2024-07-29 00:02:00,2.0,0,0,0,0.0,0.0,15.5,15.505401505688363,16.506095885189627,17.51833,0.4582547700082193,0.0,0.07597821465266906,60.0,59.989107326334526,0.0
2024-07-29 00:03:00,2.0,0,0,0,0.0,0.0,15.5,15.508085532952503,16.50458088489467,17.51833,0.4582547700082193,0.0,0.07596732432089849,60.0,59.98366216044924,0.0
2024-07-29 00:04:00,2.0,0,0,0,0.0,0.0,15.5,15.510758494582968,16.503078816839277,17.51833,0.4582547700082193,0.0,0.07595643555009282,60.0,59.97821777504641,0.0
2024-07-29 00:05:00,2.0,0,0,0,0.0,0.0,15.5,15.513420453674993,16.50158960223778,17.51833,0.4582547700082193,0.0,0.07594554834002831,60.0,59.972774170014155,0.0
2024-07-29 00:06:00,2.0,0,0,0,0.0,0.0,15.5,15.516071472950856,16.50011316277295,17.51833,0.4582547700082193,0.0,0.07593466269048124,60.0,59.96733134524062,0.0
2024-07-29 00:07:00,2.0,0,0,0,0.0,0.0,15.5,15.518711614762093,16.498649420593257,17.51833,0.4582547700082193,0.0,0.07592377860122795,60.0,59.961889300613976,0.0
2024-07-29 00:08:00,2.0,0,0,0,0.0,0.0,15.5,15.5213409410917,16.497198298310057,17.51833,0.4582547700082193,0.0,0.0759128960720448,60.0,59.956448036022394,0.0
2024-07-29 00:09:00,2.0,0,0,0,0.0,0.0,15.5,15.523959513556308,16.495759718994886,17.51833,0.4582547700082193,0.0,0.07590201510270814,60.0,59.95100755135407,0.0
2024-07-29 00:10:00,2.0,0,0,0,0.0,0.0,15.5,15.526567393408369,16.494333606176713,17.51833,0.4582547700082193,0.0,0.07589113569299441,60.0,59.945567846497205,0.0
2024-07-29 00:11:00,2.0,0,0,0,0.0,0.0,15.5,15.529164641538307,16.492919883839228,17.51833,0.4582547700082193,0.0,0.07588025784268009,60.0,59.94012892134004,0.0
2024-07-29 00:12:00,2.0,0,0,0,0.0,0.0,15.5,15.531751318476665,16.49151847641814,17.51833,0.4582547700082193,0.0,0.07586938155154162,60.0,59.93469077577081,0.0
2024-07-29 00:13:00,2.0,0,0,0,0.0,0.0,15.5,15.534327484396247,16.4901293087985,17.51833,0.4582547700082193,0.0,0.07585850681935555,60.0,59.92925340967777,0.0
2024-07-29 00:14:00,2.0,0,0,0,0.0,0.0,15.5,15.536893199114227,16.48875230631204,17.51833,0.4582547700082193,0.0,0.0758476336458984,60.0,59.9238168229492,0.0
2024-07-29 00:15:00,2.0,0,0,0,0.0,0.0,15.5,15.539448522094268,16.487387394734508,17.51833,0.4582547700082193,0.0,0.07583676203094676,60.0,59.91838101547338,0.0
2024-07-29 00:16:00,2.0,0,0,0,0.0,0.0,15.5,15.541993512448617,16.486034500283044,17.51833,0.4582547700082193,0.0,0.07582589197427726,60.0,59.91294598713863,0.0
2024-07-29 00:17:00,2.0,0,0,0,0.0,0.0,15.5,15.544528228940182,16.48469354961356,17.51833,0.4582547700082193,0.0,0.07581502347566652,60.0,59.907511737833254,0.0
2024-07-29 00:18:00,2.0,0,0,0,0.0,0.0,15.5,15.547052729984614,16.483364469818135,17.51833,0.4582547700082193,0.0,0.07580415653489121,60.0,59.9020782674456,0.0
2024-07-29 00:19:00,2.0,0,0,0,0.0,0.0,15.5,15.549567073652359,16.482047188422424,17.51833,0.4582547700082193,0.0,0.07579329115172806,60.0,59.89664557586403,0.0
2024-07-29 00:20:00,2.0,0,0,0,0.0,0.0,15.5,15.552071317670704,16.480741633383094,17.51833,0.4582547700082193,0.0,0.0757824273259538,60.0,59.8912136629769,0.0
2024-07-29 00:21:00,2.0,0,0,0,0.0,0.0,15.5,15.55456551942582,16.47944773308526,17.51833,0.4582547700082193,0.0,0.07577156505734521,60.0,59.88578252867261,0.0
2024-07-29 00:22:00,2.0,0,0,0,0.0,0.0,15.5,15.557049735964778,16.47816541633994,17.51833,0.4582547700082193,0.0,0.0757607043456791,60.0,59.880352172839544,0.0
2024-07-29 00:23:00,2.0,0,0,0,0.0,0.0,15.5,15.559524023997561,16.476894612381543,17.51833,0.4582547700082193,0.0,0.07574984519073226,60.0,59.87492259536613,0.0
2024-07-29 00:24:00,2.0,0,0,0,0.0,0.0,15.5,15.561988439899064,16.47563525086533,17.51833,0.4582547700082193,0.0,0.0757389875922816,60.0,59.8694937961408,0.0
2024-07-29 00:25:00,2.0,0,0,0,0.0,0.0,15.5,15.564443039711081,16.474387261864944,17.51833,0.4582547700082193,0.0,0.07572813155010402,60.0,59.86406577505201,0.0
2024-07-29 00:26:00,2.0,0,0,0,0.0,0.0,15.5,15.566887879144282,16.473150575869912,17.51833,0.4582547700082193,0.0,0.07571727706397643,60.0,59.85863853198822,0.0
2024-07-29 00:27:00,2.0,0,0,0,0.0,0.0,15.5,15.569323013580172,16.471925123783183,17.51833,0.4582547700082193,0.0,0.07570642413367583,60.0,59.85321206683791,0.0
2024-07-29 00:28:00,2.0,0,0,0,0.0,0.0,15.5,15.571748498073049,16.470710836918677,17.51833,0.4582547700082193,0.0,0.07569557275897917,60.0,59.847786379489584,0.0
2024-07-29 00:29:00,2.0,0,0,0,0.0,0.0,15.5,15.574164387351937,16.469507646998835,17.51833,0.4582547700082193,1.92556,0.07568472293966351,60.0,59.84236146983175,1.0
2024-07-29 00:30:00,2.0,0,0,0,0.0,0.0,15.5,15.576570735822521,16.46831548615221,17.51833,0.4582547700082193,1.92556,0.07539787467550588,60.0,59.69893733775294,1.0
2024-07-29 00:31:00,2.0,0,0,0,0.0,0.0,15.5,15.578967597569063,16.467134286911048,17.51833,0.4582547700082193,0.0,0.07511106752672295,60.0,59.555533763361474,0.0
2024-07-29 00:32:00,2.0,0,0,0,0.0,0.0,15.5,15.581355026356308,16.46596398220889,17.51833,0.4582547700082193,0.0,0.07510030148742146,60.0,59.55015074371073,0.0
2024-07-29 00:33:00,2.0,0,0,0,0.0,0.0,15.5,15.583733075631375,16.464804505378208,17.51833,0.4582547700082193,0.0,0.07508953699126941,60.0,59.544768495634706,0.0
2024-07-29 00:34:00,2.0,0,0,0,0.0,0.0,15.5,15.586101798525648,16.463655790148014,17.51833,0.4582547700082193,0.0,0.07507877403804562,60.0,59.53938701902281,0.0
2024-07-29 00:35:00,2.0,0,0,0,0.0,0.0,15.5,15.58846124785664,16.462517770641526,17.51833,0.4582547700082193,0.0,0.07506801262752895,60.0,59.53400631376447,0.0
2024-07-29 00:36:00,2.0,0,0,0,0.0,0.0,15.5,15.590811476129861,16.46139038137382,17.51833,0.4582547700082193,0.0,0.07505725275949825,60.0,59.52862637974912,0.0
2024-07-29 00:37:00,2.0,0,0,0,0.0,0.0,15.5,15.593152535540664,16.460273557249508,17.51833,0.4582547700082193,0.0,0.07504649443373242,60.0,59.52324721686621,0.0
2024-07-29 00:38:00,2.0,0,0,0,0.0,0.0,15.5,15.595484477976084,16.45916723356042,17.51833,0.4582547700082193,0.0,0.07503573765001044,60.0,59.517868825005216,0.0
2024-07-29 00:39:00,2.0,0,0,0,0.0,0.0,15.5,15.597807355016672,16.458071345983324,17.51833,0.4582547700082193,0.0,0.07502498240811124,60.0,59.51249120405562,0.0
2024-07-29 00:40:00,2.0,0,0,0,0.0,0.0,15.5,15.600121217938305,16.456985830577615,17.51833,0.4582547700082193,0.0,0.07501422870781385,60.0,59.50711435390693,0.0
2024-07-29 00:41:00,2.0,0,0,0,0.0,0.0,15.5,15.602426117713998,16.45591062378307,17.51833,0.4582547700082193,0.0,0.07500347654889732,60.0,59.501738274448655,0.0
2024-07-29 00:42:00,2.0,0,0,0,0.0,0.0,15.5,15.604722105015695,16.454845662417572,17.51833,0.4582547700082193,0.0,0.07499272593114066,60.0,59.49636296557033,0.0
2024-07-29 00:43:00,2.0,0,0,0,0.0,0.0,15.5,15.607009230216061,16.453790883674884,17.51833,0.4582547700082193,0.0,0.07498197685432301,60.0,59.490988427161504,0.0
2024-07-29 00:44:00,2.0,0,0,0,0.0,0.0,15.5,15.60928754339025,16.452746225122407,17.51833,0.4582547700082193,0.0,0.07497122931822349,60.0,59.48561465911175,0.0
2024-07-29 00:45:00,2.0,0,0,0,0.0,0.0,15.5,15.611557094317673,16.45171162469896,17.51833,0.4582547700082193,0.0,0.07496048332262126,60.0,59.48024166131063,0.0
2024-07-29 00:46:00,2.0,0,0,0,0.0,0.0,15.5,15.613817932483752,16.450687020712586,17.51833,0.4582547700082193,0.0,0.07494973886729552,60.0,59.474869433647754,0.0
2024-07-29 00:47:00,2.0,0,0,0,0.0,0.0,15.5,15.61607010708166,16.449672351838355,17.51833,0.4582547700082193,0.0,0.07493899595202547,60.0,59.46949797601273,0.0
2024-07-29 00:48:00,2.0,0,0,0,0.0,0.0,15.5,15.618313667014057,16.448667557116195,17.51833,0.4582547700082193,0.0,0.07492825457659039,60.0,59.464127288295195,0.0
2024-07-29 00:49:00,2.0,0,0,0,0.0,0.0,15.5,15.620548660894812,16.447672575948708,17.51833,0.4582547700082193,0.0,0.07491751474076958,60.0,59.45875737038479,0.0
2024-07-29 00:50:00,2.0,0,0,0,0.0,0.0,15.5,15.622775137050715,16.44668734809904,17.51833,0.4582547700082193,0.0,0.07490677644434234,60.0,59.453388222171164,0.0
2024-07-29 00:51:00,2.0,0,0,0,0.0,0.0,15.5,15.624993143523179,16.445711813688725,17.51833,0.4582547700082193,1.92556,0.07489603968708801,60.0,59.448019843544,1.0
2024-07-29 00:52:00,2.0,0,0,0,0.0,0.0,15.5,15.627202728069935,16.444745913195568,17.51833,0.4582547700082193,0.0,0.074609304468786,60.0,59.304652234393,0.0
2024-07-29 00:53:00,2.0,0,0,0,0.0,0.0,15.5,15.62940393816671,16.44378958745153,17.51833,0.4582547700082193,0.0,0.07459861034965526,60.0,59.29930517482763,0.0
2024-07-29 00:54:00,2.0,0,0,0,0.0,0.0,15.5,15.631596821008902,16.44284277764062,17.51833,0.4582547700082193,0.0,0.0745879177633653,60.0,59.29395888168265,0.0
2024-07-29 00:55:00,2.0,0,0,0,0.0,0.0,15.5,15.63378142351324,16.441905425296817,17.51833,0.4582547700082193,0.0,0.0745772267096964,60.0,59.288613354848195,0.0
2024-07-29 00:56:00,2.0,0,0,0,0.0,0.0,15.5,15.635957792319438,16.44097747230198,17.51833,0.4582547700082193,0.0,0.07456653718842889,60.0,59.28326859421444,0.0
2024-07-29 00:57:00,2.0,0,0,0,0.0,0.0,15.5,15.638125973791839,16.4400588608838,17.51833,0.4582547700082193,0.0,0.0745558491993431,60.0,59.27792459967155,0.0
2024-07-29 00:58:00,2.0,0,0,0,0.0,0.0,15.5,15.640286014021044,16.439149533613726,17.51833,0.4582547700082193,0.0,0.07454516274221945,60.0,59.27258137110972,0.0
2024-07-29 00:59:00,2.0,0,0,0,0.0,0.0,15.5,15.64243795882554,16.43824943340495,17.51833,0.4582547700082193,0.0,0.07453447781683833,60.0,59.267238908419166,0.0
2024-07-29 01:00:00,2.0,0,0,0,0.0,0.0,15.5,15.644581853753309,16.437358503510357,16.86,0.4582547700082193,0.0,0.07452379442298022,60.0,59.26189721149011,0.0
2024-07-29 01:01:00,2.0,0,0,0,0.0,0.0,15.5,15.646695254953555,16.435725513512693,16.86,0.4582547700082193,0.0,0.07451311256042556,60.0,59.25655628021278,0.0
2024-07-29 01:02:00,2.0,0,0,0,0.0,0.0,15.5,15.64879879295532,16.434104382688666,16.86,0.4582547700082193,0.0,0.07450243222895488,60.0,59.25121611447744,0.0
2024-07-29 01:03:00,2.0,0,0,0,0.0,0.0,15.5,15.650892524865858,16.432495039548346,16.86,0.4582547700082193,0.0,0.07449175342834871,60.0,59.24587671417436,0.0
2024-07-29 01:04:00,2.0,0,0,0,0.0,0.0,15.5,15.652976507454383,16.430897413026496,16.86,0.4582547700082193,0.0,0.07448107615838766,60.0,59.240538079193826,0.0
2024-07-29 01:05:00,2.0,0,0,0,0.0,0.0,15.5,15.655050797154084,16.42931143248005,16.86,0.4582547700082193,0.0,0.07447040041885229,60.0,59.23520020942615,0.0
2024-07-29 01:06:00,2.0,0,0,0,0.0,0.0,15.5,15.657115450064115,16.42773702768559,16.86,0.4582547700082193,0.0,0.07445972620952326,60.0,59.229863104761634,0.0
2024-07-29 01:07:00,2.0,0,0,0,0.0,0.0,15.5,15.659170521951577,16.426174128836887,16.86,0.4582547700082193,0.0,0.07444905353018125,60.0,59.22452676509062,0.0
2024-07-29 01:08:00,2.0,0,0,0,0.0,0.0,15.5,15.661216068253484,16.4246226665424,16.86,0.4582547700082193,0.0,0.07443838238060693,60.0,59.21919119030346,0.0
2024-07-29 01:09:00,2.0,0,0,0,0.0,0.0,15.5,15.663252144078726,16.42308257182283,16.86,0.4582547700082193,0.0,0.07442771276058104,60.0,59.213856380290515,0.0
2024-07-29 01:10:00,2.0,0,0,0,0.0,0.0,15.5,15.66527880421001,16.421553776108667,16.86,0.4582547700082193,0.0,0.07441704466988433,60.0,59.20852233494217,0.0
2024-07-29 01:11:00,2.0,0,0,0,0.0,0.0,15.5,15.667296103105796,16.42003621123776,16.86,0.4582547700082193,11.553360000000001,0.07440637810829763,60.0,59.203189054148815,6.0
2024-07-29 01:12:00,2.0,0,0,0,0.0,0.0,15.5,15.669304094902225,16.41852980945291,16.86,0.4582547700082193,11.553360000000001,0.07273971307560174,60.0,58.36985653780087,6.0
2024-07-29 01:13:00,2.0,0,0,0,0.0,0.0,15.5,15.671302833415023,16.41703450339945,16.86,0.4582547700082193,0.0,0.07128828932313033,60.0,57.644144661565164,0.0
2024-07-29 01:14:00,2.0,0,0,0,0.0,0.0,15.5,15.673292372141406,16.415550226122868,16.86,0.4582547700082193,0.0,0.07149307361037498,60.0,57.74653680518749,0.0
2024-07-29 01:15:00,2.0,0,0,0,0.0,0.0,15.5,15.675272764261967,16.414076911066434,16.86,0.4582547700082193,0.0,0.071697828544879,60.0,57.848914272439494,0.0
2024-07-29 01:16:00,2.0,0,0,0,0.0,0.0,15.5,15.677244062642556,16.412614492068833,16.86,0.4582547700082193,0.0,0.07190255413084963,60.0,57.95127706542481,0.0
2024-07-29 01:17:00,2.0,0,0,0,0.0,0.0,15.5,15.679206319836148,16.411162903361827,16.86,0.4582547700082193,0.0,0.07210725037249355,60.0,58.05362518624678,0.0
2024-07-29 01:18:00,2.0,0,0,0,0.0,0.0,15.5,15.681159588084691,16.409722079567914,16.86,0.4582547700082193,0.0,0.07231191727401685,60.0,58.155958637008425,0.0
2024-07-29 01:19:00,2.0,0,0,0,0.0,0.0,15.5,15.68310391932096,16.408291955698015,16.86,0.4582547700082193,0.0,0.07251655483962498,60.0,58.25827741981249,0.0
2024-07-29 01:20:00,2.0,0,0,0,0.0,0.0,15.5,15.685039365170386,16.406872467149174,16.86,0.4582547700082193,1.92556,0.07272116307352278,60.0,58.36058153676139,1.0
2024-07-29 01:21:00,2.0,0,0,0,0.0,0.0,15.5,15.686965976952878,16.405463549702255,16.86,0.4582547700082193,1.92556,0.07264974197991453,60.0,58.32487098995726,1.0
