,Occupancy,P_use_WB,P_loss_WB,T_set_WB,T_ref_WB,Water_use
2024-07-29 00:00:00,2.0,0.0,0.076,60.0,60.0,0.0
2024-07-29 00:01:00,2.0,0.0,0.07599128523650263,60.0,59.99564261825132,0.0
2024-07-29 00:02:00,2.0,0.0,0.07598257147230925,60.0,59.99128573615462,0.0
2024-07-29 00:03:00,2.0,0.0,0.07597385870730526,60.0,59.98692935365263,0.0
2024-07-29 00:04:00,2.0,0.0,0.07596514694137609,60.0,59.982573470688045,0.0
2024-07-29 00:05:00,2.0,0.0,0.07595643617440717,60.0,59.97821808720359,0.0
2024-07-29 00:06:00,2.0,0.0,0.07594772640628397,60.0,59.97386320314199,0.0
2024-07-29 00:07:00,2.0,0.0,0.07593901763689195,60.0,59.96950881844597,0.0
2024-07-29 00:08:00,2.0,0.0,0.07593030986611657,60.0,59.96515493305829,0.0
2024-07-29 00:09:00,2.0,0.0,0.07592160309384334,60.0,59.96080154692167,0.0
2024-07-29 00:10:00,2.0,0.0,0.07591289731995776,60.0,59.95644865997888,0.0
2024-07-29 00:11:00,2.0,0.0,0.07590419254434536,60.0,59.952096272172675,0.0
2024-07-29 00:12:00,2.0,0.0,0.07589548876689163,60.0,59.947744383445816,0.0
2024-07-29 00:13:00,2.0,0.0,0.07588678598748215,60.0,59.94339299374107,0.0
2024-07-29 00:14:00,2.0,0.0,0.07587808420600246,60.0,59.93904210300123,0.0
2024-07-29 00:15:00,2.0,0.0,0.07586938342233814,60.0,59.934691711169066,0.0
2024-07-29 00:16:00,2.0,0.0,0.07586068363637474,60.0,59.93034181818737,0.0
2024-07-29 00:17:00,2.0,0.0,0.0758519848479979,60.0,59.92599242399895,0.0
2024-07-29 00:18:00,2.0,0.0,0.07584328705709321,60.0,59.9216435285466,0.0
2024-07-29 00:19:00,2.0,0.0,0.07583459026354629,60.0,59.917295131773145,0.0
2024-07-29 00:20:00,2.0,0.0,0.07582589446724278,60.0,59.91294723362139,0.0
2024-07-29 00:21:00,2.0,0.0,0.07581719966806831,60.0,59.908599834034156,0.0
2024-07-29 00:22:00,2.0,0.0,0.07580850586590858,60.0,59.904252932954286,0.0
2024-07-29 00:23:00,2.0,0.0,0.07579981306064923,60.0,59.899906530324614,0.0
2024-07-29 00:24:00,2.0,0.0,0.07579112125217596,60.0,59.89556062608798,0.0
2024-07-29 00:25:00,2.0,0.0,0.07578243044037447,60.0,59.891215220187235,0.0
2024-07-29 00:26:00,2.0,0.0,0.07577374062513047,60.0,59.886870312565236,0.0
2024-07-29 00:27:00,2.0,0.0,0.0757650518063297,60.0,59.88252590316485,0.0
2024-07-29 00:28:00,2.0,0.0,0.07575636398385788,60.0,59.87818199192894,0.0
2024-07-29 00:29:00,2.0,0.0,0.07574767715760078,60.0,59.87383857880039,0.0
2024-07-29 00:30:00,2.0,0.0,0.07573899132744416,60.0,59.86949566372208,0.0
2024-07-29 00:31:00,2.0,0.0,0.0757303064932738,60.0,59.86515324663689,0.0
2024-07-29 00:32:00,2.0,0.0,0.07572162265497547,60.0,59.86081132748773,0.0
2024-07-29 00:33:00,2.0,0.0,0.075712939812435,60.0,59.8564699062175,0.0
2024-07-29 00:34:00,2.0,0.0,0.0757042579655382,60.0,59.8521289827691,0.0
2024-07-29 00:35:00,2.0,0.0,0.07569557711417092,60.0,59.84778855708546,0.0
2024-07-29 00:36:00,2.0,0.0,0.07568689725821898,60.0,59.84344862910949,0.0
2024-07-29 00:37:00,2.0,0.0,0.07567821839756825,60.0,59.83910919878412,0.0
2024-07-29 00:38:00,2.0,0.0,0.07566954053210459,60.0,59.834770266052296,0.0
2024-07-29 00:39:00,2.0,0.0,0.0756608636617139,60.0,59.83043183085695,0.0
2024-07-29 00:40:00,2.0,0.0,0.07565218778628209,60.0,59.82609389314104,0.0
2024-07-29 00:41:00,2.0,0.0,0.07564351290569503,60.0,59.82175645284752,0.0
2024-07-29 00:42:00,2.0,0.0,0.07563483901983867,60.0,59.81741950991933,0.0
2024-07-29 00:43:00,2.0,0.0,0.07562616612859895,60.0,59.81308306429947,0.0
2024-07-29 00:44:00,2.0,0.0,0.07561749423186179,60.0,59.80874711593089,0.0
2024-07-29 00:45:00,2.0,0.0,0.07560882332951317,60.0,59.804411664756586,0.0
2024-07-29 00:46:00,2.0,0.0,0.07560015342143908,60.0,59.80007671071954,0.0
2024-07-29 00:47:00,2.0,0.0,0.07559148450752548,60.0,59.79574225376274,0.0
2024-07-29 00:48:00,2.0,0.0,0.0755828165876584,60.0,59.7914082938292,0.0
2024-07-29 00:49:00,2.0,0.0,0.07557414966172384,60.0,59.78707483086192,0.0
2024-07-29 00:50:00,2.0,0.0,0.07556548372960782,60.0,59.78274186480391,0.0
2024-07-29 00:51:00,2.0,0.0,0.0755568187911964,60.0,59.778409395598196,0.0
2024-07-29 00:52:00,2.0,0.0,0.07554815484637561,60.0,59.774077423187805,0.0
2024-07-29 00:53:00,2.0,0.0,0.07553949189503155,60.0,59.76974594751577,0.0
2024-07-29 00:54:00,2.0,0.0,0.07553082993705028,60.0,59.765414968525135,0.0
2024-07-29 00:55:00,2.0,0.0,0.0755221689723179,60.0,59.76108448615894,0.0
2024-07-29 00:56:00,2.0,0.0,0.07551350900072049,60.0,59.756754500360245,0.0
2024-07-29 00:57:00,2.0,0.0,0.0755048500221442,60.0,59.7524250110721,0.0
2024-07-29 00:58:00,2.0,0.0,0.07549619203647515,60.0,59.748096018237575,0.0
2024-07-29 00:59:00,2.0,0.0,0.0754875350435995,60.0,59.74376752179975,0.0
2024-07-29 01:00:00,2.0,0.0,0.07547887904340338,60.0,59.73943952170169,0.0
2024-07-29 01:01:00,2.0,0.0,0.07547022403577298,60.0,59.73511201788649,0.0
2024-07-29 01:02:00,2.0,0.0,0.07546157002059449,60.0,59.73078501029725,0.0
2024-07-29 01:03:00,2.0,0.0,0.0754529169977541,60.0,59.72645849887705,0.0
2024-07-29 01:04:00,2.0,0.0,0.07544426496713803,60.0,59.72213248356901,0.0
2024-07-29 01:05:00,2.0,0.0,0.07543561392863248,60.0,59.71780696431624,0.0
2024-07-29 01:06:00,2.0,0.0,0.07542696388212371,60.0,59.71348194106185,0.0
2024-07-29 01:07:00,2.0,0.0,0.07541831482749795,60.0,59.70915741374897,0.0
2024-07-29 01:08:00,2.0,0.0,0.07540966676464146,60.0,59.70483338232073,0.0
2024-07-29 01:09:00,2.0,0.0,0.07540101969344054,60.0,59.70050984672027,0.0
2024-07-29 01:10:00,2.0,0.0,0.07539237361378147,60.0,59.696186806890736,0.0
2024-07-29 01:11:00,2.0,0.0,0.07538372852555056,60.0,59.691864262775276,0.0
2024-07-29 01:12:00,2.0,0.0,0.0753750844286341,60.0,59.68754221431705,0.0
2024-07-29 01:13:00,2.0,0.0,0.07536644132291843,60.0,59.68322066145922,0.0
2024-07-29 01:14:00,2.0,0.0,0.0753577992082899,60.0,59.67889960414495,0.0
2024-07-29 01:15:00,2.0,0.0,0.07534915808463487,60.0,59.67457904231743,0.0
2024-07-29 01:16:00,2.0,0.0,0.07534051795183969,60.0,59.67025897591984,0.0
2024-07-29 01:17:00,2.0,0.0,0.07533187880979074,60.0,59.66593940489537,0.0
2024-07-29 01:18:00,2.0,0.0,0.07532324065837442,60.0,59.66162032918721,0.0
2024-07-29 01:19:00,2.0,0.0,0.07531460349747714,60.0,59.65730174873857,0.0
2024-07-29 01:20:00,2.0,0.0,0.07530596732698532,60.0,59.652983663492655,0.0
2024-07-29 01:21:00,2.0,0.0,0.07529733214678537,60.0,59.64866607339268,0.0
2024-07-29 01:22:00,2.0,0.0,0.07528869795676375,60.0,59.64434897838188,0.0
2024-07-29 01:23:00,2.0,0.0,0.07528006475680694,60.0,59.64003237840347,0.0
2024-07-29 01:24:00,2.0,0.0,0.07527143254680138,60.0,59.63571627340069,0.0
2024-07-29 01:25:00,2.0,0.0,0.07526280132663357,60.0,59.63140066331678,0.0
2024-07-29 01:26:00,2.0,0.0,0.07525417109619,60.0,59.627085548094996,0.0
2024-07-29 01:27:00,2.0,0.0,0.07524554185535717,60.0,59.62277092767859,0.0
2024-07-29 01:28:00,2.0,0.0,0.07523691360402164,60.0,59.61845680201082,0.0
2024-07-29 01:29:00,2.0,0.0,0.0752282863420699,60.0,59.614143171034954,0.0
2024-07-29 01:30:00,2.0,0.0,0.07521966006938854,60.0,59.60983003469427,0.0
2024-07-29 01:31:00,2.0,0.0,0.0752110347858641,60.0,59.60551739293205,0.0
2024-07-29 01:32:00,2.0,0.0,0.07520241049138317,60.0,59.60120524569158,0.0
2024-07-29 01:33:00,2.0,0.0,0.0751937871858323,60.0,59.59689359291615,0.0
2024-07-29 01:34:00,2.0,0.0,0.07518516486909815,60.0,59.59258243454907,0.0
2024-07-29 01:35:00,2.0,0.0,0.07517654354106729,60.0,59.588271770533645,0.0
2024-07-29 01:36:00,2.0,0.0,0.07516792320162637,60.0,59.58396160081318,0.0
2024-07-29 01:37:00,2.0,0.0,0.07515930385066201,60.0,59.57965192533101,0.0
2024-07-29 01:38:00,2.0,0.0,0.07515068548806089,60.0,59.57534274403044,0.0
2024-07-29 01:39:00,2.0,0.0,0.07514206811370966,60.0,59.57103405685483,0.0
2024-07-29 01:40:00,2.0,0.0,0.07513345172749498,60.0,59.56672586374749,0.0
2024-07-29 01:41:00,2.0,0.0,0.0751248363293036,60.0,59.562418164651795,0.0
2024-07-29 01:42:00,2.0,0.0,0.07511622191902217,60.0,59.55811095951108,0.0
2024-07-29 01:43:00,2.0,0.0,0.07510760849653743,60.0,59.55380424826871,0.0
2024-07-29 01:44:00,2.0,0.0,0.0750989960617361,60.0,59.54949803086805,0.0
2024-07-29 01:45:00,2.0,0.0,0.07509038461450494,60.0,59.54519230725247,0.0
2024-07-29 01:46:00,2.0,0.0,0.0750817741547307,60.0,59.540887077365355,0.0
2024-07-29 01:47:00,2.0,0.0,0.07507316468230016,60.0,59.53658234115008,0.0
2024-07-29 01:48:00,2.0,0.0,0.07506455619710009,60.0,59.532278098550044,0.0
2024-07-29 01:49:00,2.0,0.0,0.0750559486990173,60.0,59.527974349508646,0.0
2024-07-29 01:50:00,2.0,0.0,0.07504734218793857,60.0,59.523671093969284,0.0
2024-07-29 01:51:00,2.0,0.0,0.07503873666375076,60.0,59.51936833187538,0.0
2024-07-29 01:52:00,2.0,0.0,0.07503013212634067,60.0,59.51506606317034,0.0
2024-07-29 01:53:00,2.0,0.0,0.07502152857559519,60.0,59.51076428779759,0.0
2024-07-29 01:54:00,2.0,0.0,0.07501292601140114,60.0,59.50646300570057,0.0
2024-07-29 01:55:00,2.0,0.0,0.07500432443364541,60.0,59.502162216822704,0.0
2024-07-29 01:56:00,2.0,0.0,0.07499572384221488,60.0,59.49786192110744,0.0
2024-07-29 01:57:00,2.0,0.0,0.07498712423699648,60.0,59.49356211849824,0.0
2024-07-29 01:58:00,2.0,0.0,0.0749785256178771,60.0,59.48926280893855,0.0
2024-07-29 01:59:00,2.0,0.0,0.07496992798474367,60.0,59.48496399237183,0.0
2024-07-29 02:00:00,2.0,0.0,0.0749613313374831,60.0,59.48066566874155,0.0
2024-07-29 02:01:00,2.0,0.0,0.07495273567598239,60.0,59.47636783799119,0.0
2024-07-29 02:02:00,2.0,0.0,0.07494414100012847,60.0,59.472070500064234,0.0
2024-07-29 02:03:00,2.0,0.0,0.07493554730980834,60.0,59.46777365490417,0.0
2024-07-29 02:04:00,2.0,0.0,0.07492695460490899,60.0,59.46347730245449,0.0
2024-07-29 02:05:00,2.0,0.0,0.0749183628853174,60.0,59.4591814426587,0.0
2024-07-29 02:06:00,2.0,0.0,0.07490977215092062,60.0,59.45488607546031,0.0
2024-07-29 02:07:00,2.0,0.0,0.07490118240160565,60.0,59.450591200802826,0.0
