,Occupancy,EV_plugged,EV_arrival,EV_departure,SoC_ref_EV,SoC_arr_EV,T_set_HP,T_ref_HP,T_wall_HP,T_out_HP,P_loss_HP
2024-07-29 00:00:00,2.0,0,0,0,0.0,0.0,15.5,15.5,16.509165,17.51833,0.23487147256584864
2024-07-29 00:01:00,2.0,0,0,0,0.0,0.0,15.5,15.501019088204215,16.50855357383114,17.51833,0.23487147256584864
2024-07-29 00:02:00,2.0,0,0,0,0.0,0.0,15.5,15.50203660588351,16.507943933017245,17.51833,0.23487147256584864
2024-07-29 00:03:00,2.0,0,0,0,0.0,0.0,15.5,15.503052556252431,16.50733607369631,17.51833,0.23487147256584864
2024-07-29 00:04:00,2.0,0,0,0,0.0,0.0,15.5,15.504066942518744,16.506729992014517,17.51833,0.23487147256584864
2024-07-29 00:05:00,2.0,0,0,0,0.0,0.0,15.5,15.505079767883455,16.506125684126197,17.51833,0.23487147256584864
2024-07-29 00:06:00,2.0,0,0,0,0.0,0.0,15.5,15.506091035540827,16.505523146193838,17.51833,0.23487147256584864
2024-07-29 00:07:00,2.0,0,0,0,0.0,0.0,15.5,15.507100748678386,16.504922374388045,17.51833,0.23487147256584864
2024-07-29 00:08:00,2.0,0,0,0,0.0,0.0,15.5,15.508108910476944,16.504323364887533,17.51833,0.23487147256584864
2024-07-29 00:09:00,2.0,0,0,0,0.0,0.0,15.5,15.509115524110605,16.503726113879118,17.51833,0.23487147256584864
2024-07-29 00:10:00,2.0,0,0,0,0.0,0.0,15.5,15.510120592746787,16.50313061755768,17.51833,0.23487147256584864
2024-07-29 00:11:00,2.0,0,0,0,0.0,0.0,15.5,15.511124119546231,16.502536872126164,17.51833,0.23487147256584864
2024-07-29 00:12:00,2.0,0,0,0,0.0,0.0,15.5,15.512126107663017,16.501944873795555,17.51833,0.23487147256584864
2024-07-29 00:13:00,2.0,0,0,0,0.0,0.0,15.5,15.513126560244574,16.501354618784863,17.51833,0.23487147256584864
2024-07-29 00:14:00,2.0,0,0,0,0.0,0.0,15.5,15.514125480431703,16.5007661033211,17.51833,0.23487147256584864
2024-07-29 00:15:00,2.0,0,0,0,0.0,0.0,15.5,15.515122871358582,16.500179323639276,17.51833,0.23487147256584864
2024-07-29 00:16:00,2.0,0,0,0,0.0,0.0,15.5,15.516118736152784,16.499594275982364,17.51833,0.23487147256584864
2024-07-29 00:17:00,2.0,0,0,0,0.0,0.0,15.5,15.517113077935292,16.499010956601303,17.51833,0.23487147256584864
2024-07-29 00:18:00,2.0,0,0,0,0.0,0.0,15.5,15.51810589982051,16.49842936175497,17.51833,0.23487147256584864
2024-07-29 00:19:00,2.0,0,0,0,0.0,0.0,15.5,15.51909720491628,16.49784948771016,17.51833,0.23487147256584864
2024-07-29 00:20:00,2.0,0,0,0,0.0,0.0,15.5,15.520086996323892,16.49727133074158,17.51833,0.23487147256584864
2024-07-29 00:21:00,2.0,0,0,0,0.0,0.0,15.5,15.521075277138102,16.496694887131824,17.51833,0.23487147256584864
2024-07-29 00:22:00,2.0,0,0,0,0.0,0.0,15.5,15.522062050447145,16.496120153171354,17.51833,0.23487147256584864
2024-07-29 00:23:00,2.0,0,0,0,0.0,0.0,15.5,15.523047319332743,16.4955471251585,17.51833,0.23487147256584864
2024-07-29 00:24:00,2.0,0,0,0,0.0,0.0,15.5,15.524031086870128,16.494975799399416,17.51833,0.23487147256584864
2024-07-29 00:25:00,2.0,0,0,0,0.0,0.0,15.5,15.52501335612805,16.49440617220809,17.51833,0.23487147256584864
2024-07-29 00:26:00,2.0,0,0,0,0.0,0.0,15.5,15.52599413016879,16.493838239906314,17.51833,0.23487147256584864
2024-07-29 00:27:00,2.0,0,0,0,0.0,0.0,15.5,15.526973412048179,16.49327199882367,17.51833,0.23487147256584864
2024-07-29 00:28:00,2.0,0,0,0,0.0,0.0,15.5,15.527951204815603,16.49270744529751,17.51833,0.23487147256584864
2024-07-29 00:29:00,2.0,0,0,0,0.0,0.0,15.5,15.528927511514027,16.492144575672945,17.51833,0.23487147256584864
2024-07-29 00:30:00,2.0,0,0,0,0.0,0.0,15.5,15.529902335180001,16.49158338630283,17.51833,0.23487147256584864
2024-07-29 00:31:00,2.0,0,0,0,0.0,0.0,15.5,15.530875678843676,16.491023873547736,17.51833,0.23487147256584864
2024-07-29 00:32:00,1.0,0,0,0,0.0,0.0,21.5,15.531847545528818,16.490466033775952,17.51833,0.23487147256584864
