,Occupancy,EV_plugged,EV_arrival,EV_departure,SoC_ref_EV,SoC_arr_EV,T_set_HP,T_ref_HP,T_wall_HP,T_out_HP,P_loss_HP,P_use_WB,P_loss_WB,T_set_WB,T_ref_WB,Water_use
2024-07-29 00:00:00,2.0,0,0,0,0.0,0.0,11.0,11.0,14.259165,17.51833,0.1501527487558501,0.0,0.076,60.0,60.0,0.0
2024-07-29 00:01:00,2.0,0,0,0,0.0,0.0,11.0,11.002243575512432,14.258015613637403,17.51833,0.1501527487558501,0.0,0.07599128523650263,60.0,59.99564261825132,0.0
2024-07-29 00:02:00,2.0,0,0,0,0.0,0.0,11.0,11.00448505115391,14.256868562582731,17.51833,0.1501527487558501,0.0,0.07598257147230925,60.0,59.99128573615462,0.0
2024-07-29 00:03:00,2.0,0,0,0,0.0,0.0,11.0,11.006724429626084,14.255723843574545,17.51833,0.1501527487558501,0.0,0.07597385870730526,60.0,59.98692935365263,0.0
2024-07-29 00:04:00,2.0,0,0,0,0.0,0.0,11.0,11.00896171362698,14.254581453355822,17.51833,0.1501527487558501,0.0,0.07596514694137609,60.0,59.982573470688045,0.0
2024-07-29 00:05:00,2.0,0,0,0,0.0,0.0,11.0,11.011196905851003,14.253441388673949,17.51833,0.1501527487558501,0.0,0.07595643617440717,60.0,59.97821808720359,0.0
2024-07-29 00:06:00,2.0,0,0,0,0.0,0.0,11.0,11.01343000898894,14.252303646280716,17.51833,0.1501527487558501,0.0,0.07594772640628397,60.0,59.97386320314199,0.0
2024-07-29 00:07:00,2.0,0,0,0,0.0,0.0,11.0,11.015661025727972,14.251168222932309,17.51833,0.1501527487558501,0.0,0.07593901763689195,60.0,59.96950881844597,0.0
2024-07-29 00:08:00,2.0,0,0,0,0.0,0.0,11.0,11.017889958751667,14.25003511538931,17.51833,0.1501527487558501,0.0,0.07593030986611657,60.0,59.96515493305829,0.0
2024-07-29 00:09:00,2.0,0,0,0,0.0,0.0,11.0,11.020116810739994,14.248904320416681,17.51833,0.1501527487558501,0.0,0.07592160309384334,60.0,59.96080154692167,0.0
2024-07-29 00:10:00,2.0,0,0,0,0.0,0.0,11.0,11.022341584369325,14.24777583478377,17.51833,0.1501527487558501,0.0,0.07591289731995776,60.0,59.95644865997888,0.0
2024-07-29 00:11:00,2.0,0,0,0,0.0,0.0,11.0,11.024564282312442,14.246649655264294,17.51833,0.1501527487558501,0.0,0.07590419254434536,60.0,59.952096272172675,0.0
2024-07-29 00:12:00,2.0,0,0,0,0.0,0.0,11.0,11.026784907238534,14.24552577863634,17.51833,0.1501527487558501,0.0,0.07589548876689163,60.0,59.947744383445816,0.0
2024-07-29 00:13:00,2.0,0,0,0,0.0,0.0,11.0,11.029003461813215,14.244404201682359,17.51833,0.1501527487558501,0.0,0.07588678598748215,60.0,59.94339299374107,0.0
2024-07-29 00:14:00,2.0,0,0,0,0.0,0.0,11.0,11.031219948698517,14.243284921189154,17.51833,0.1501527487558501,0.0,0.07587808420600246,60.0,59.93904210300123,0.0
