,Occupancy,T_set_HP,T_ref_HP,T_wall_HP,T_out_HP,P_loss_HP,P_use_WB,P_loss_WB,T_set_WB,T_ref_WB,Water_use
2024-07-29 00:00:00,1.0,20.0,20.0,18.759165,17.51833,0.32716308122986587,0.0,0.076,60.0,60.0,0.0
2024-07-29 00:01:00,2.0,11.0,19.998578913652505,18.76008632725023,17.51833,0.32716308122986587,0.0,0.07599128523650263,60.0,59.99564261825132,0.0
2024-07-29 00:02:00,2.0,11.0,19.99716038050343,18.761004774882725,17.51833,0.32716308122986587,0.0,0.07598257147230925,60.0,59.99128573615462,0.0
2024-07-29 00:03:00,2.0,11.0,19.995744394660548,18.76192034983577,17.51833,0.32716308122986587,0.0,0.07597385870730526,60.0,59.98692935365263,0.0
2024-07-29 00:04:00,2.0,11.0,19.994330950245544,18.76283305903122,17.51833,0.32716308122986587,0.0,0.07596514694137609,60.0,59.982573470688045,0.0
2024-07-29 00:05:00,2.0,11.0,19.992920041393983,18.763742909374535,17.51833,0.32716308122986587,0.0,0.07595643617440717,60.0,59.97821808720359,0.0
2024-07-29 00:06:00,2.0,11.0,19.991511662255267,18.764649907754823,17.51833,0.32716308122986587,0.0,0.07594772640628397,60.0,59.97386320314199,0.0
2024-07-29 00:07:00,2.0,11.0,19.990105806992613,18.76555406104487,17.51833,0.32716308122986587,0.0,0.07593901763689195,60.0,59.96950881844597,0.0
2024-07-29 00:08:00,2.0,11.0,19.98870246978302,18.76645537610118,17.51833,0.32716308122986587,0.0,0.07593030986611657,60.0,59.96515493305829,0.0
2024-07-29 00:09:00,2.0,11.0,19.987301644817233,18.767353859764025,17.51833,0.32716308122986587,0.0,0.07592160309384334,60.0,59.96080154692167,0.0
2024-07-29 00:10:00,2.0,11.0,19.985903326299702,18.76824951885747,17.51833,0.32716308122986587,0.0,0.07591289731995776,60.0,59.95644865997888,0.0
2024-07-29 00:11:00,2.0,11.0,19.98450750844857,18.769142360189413,17.51833,0.32716308122986587,0.0,0.07590419254434536,60.0,59.952096272172675,0.0
2024-07-29 00:12:00,2.0,11.0,19.983114185495623,18.77003239055163,17.51833,0.32716308122986587,0.0,0.07589548876689163,60.0,59.947744383445816,0.0
2024-07-29 00:13:00,2.0,11.0,19.981723351686266,18.77091961671981,17.51833,0.32716308122986587,0.0,0.07588678598748215,60.0,59.94339299374107,0.0
2024-07-29 00:14:00,2.0,11.0,19.980335001279485,18.77180404545359,17.51833,0.32716308122986587,0.0,0.07587808420600246,60.0,59.93904210300123,0.0
2024-07-29 00:15:00,2.0,11.0,19.97894912854782,18.772685683496597,17.51833,0.32716308122986587,0.0,0.07586938342233814,60.0,59.934691711169066,0.0
2024-07-29 00:16:00,2.0,11.0,19.977565727777336,18.77356453757649,17.51833,0.32716308122986587,0.0,0.07586068363637474,60.0,59.93034181818737,0.0
2024-07-29 00:17:00,2.0,11.0,19.976184793267578,18.774440614404984,17.51833,0.32716308122986587,0.0,0.0758519848479979,60.0,59.92599242399895,0.0
2024-07-29 00:18:00,2.0,11.0,19.974806319331556,18.775313920677895,17.51833,0.32716308122986587,0.0,0.07584328705709321,60.0,59.9216435285466,0.0
2024-07-29 00:19:00,2.0,11.0,19.9734303002957,18.77618446307519,17.51833,0.32716308122986587,0.0,0.07583459026354629,60.0,59.917295131773145,0.0
2024-07-29 00:20:00,2.0,11.0,19.972056730499833,18.777052248261,17.51833,0.32716308122986587,0.0,0.07582589446724278,60.0,59.91294723362139,0.0
2024-07-29 00:21:00,2.0,11.0,19.970685604297138,18.777917282883678,17.51833,0.32716308122986587,0.0,0.07581719966806831,60.0,59.908599834034156,0.0
2024-07-29 00:22:00,2.0,11.0,19.969316916054133,18.778779573575825,17.51833,0.32716308122986587,0.0,0.07580850586590858,60.0,59.904252932954286,0.0
