,Occupancy,EV_plugged,EV_arrival,EV_departure,SoC_ref_EV,SoC_arr_EV,T_set_HP,T_ref_HP,T_wall_HP,T_out_HP,P_loss_HP
2024-07-29 00:00:00,2.0,0,0,0,0.0,0.0,15.5,15.5,16.509165,17.51833,0.12797892906014036
2024-07-29 00:01:00,2.0,0,0,0,0.0,0.0,15.5,15.500866169739773,16.508690414308248,17.51833,0.12797892906014036
2024-07-29 00:02:00,2.0,0,0,0,0.0,0.0,15.5,15.501731270909795,16.50821703805822,17.51833,0.12797892906014036
2024-07-29 00:03:00,2.0,0,0,0,0.0,0.0,15.5,15.502595305307368,16.507744869066467,17.51833,0.12797892906014036
2024-07-29 00:04:00,2.0,0,0,0,0.0,0.0,15.5,15.503458274726654,16.507273905153376,17.51833,0.12797892906014036
2024-07-29 00:05:00,2.0,0,0,0,0.0,0.0,15.5,15.504320180958684,16.50680414414316,17.51833,0.12797892906014036
2024-07-29 00:06:00,2.0,0,0,0,0.0,0.0,15.5,15.505181025791362,16.506335583863866,17.51833,0.12797892906014036
2024-07-29 00:07:00,2.0,0,0,0,0.0,0.0,15.5,15.506040811009472,16.50586822214735,17.51833,0.12797892906014036
2024-07-29 00:08:00,2.0,0,0,0,0.0,0.0,15.5,15.50689953839468,16.505402056829283,17.51833,0.12797892906014036
2024-07-29 00:09:00,2.0,0,0,0,0.0,0.0,15.5,15.507757209725547,16.50493708574914,17.51833,0.12797892906014036
2024-07-29 00:10:00,2.0,0,0,0,0.0,0.0,15.5,15.508613826777523,16.5044733067502,17.51833,0.12797892906014036
2024-07-29 00:11:00,2.0,0,0,0,0.0,0.0,15.5,15.509469391322963,16.504010717679517,17.51833,0.12797892906014036
2024-07-29 00:12:00,2.0,0,0,0,0.0,0.0,15.5,15.510323905131125,16.503549316387943,17.51833,0.12797892906014036
2024-07-29 00:13:00,2.0,0,0,0,0.0,0.0,15.5,15.51117736996818,16.503089100730104,17.51833,0.12797892906014036
2024-07-29 00:14:00,2.0,0,0,0,0.0,0.0,15.5,15.512029787597218,16.502630068564397,17.51833,0.12797892906014036
2024-07-29 00:15:00,2.0,0,0,0,0.0,0.0,15.5,15.512881159778248,16.50217221775298,17.51833,0.12797892906014036
2024-07-29 00:16:00,2.0,0,0,0,0.0,0.0,15.5,15.51373148826821,16.501715546161776,17.51833,0.12797892906014036
2024-07-29 00:17:00,2.0,0,0,0,0.0,0.0,15.5,15.514580774820974,16.501260051660452,17.51833,0.12797892906014036
2024-07-29 00:18:00,2.0,0,0,0,0.0,0.0,15.5,15.515429021187352,16.500805732122423,17.51833,0.12797892906014036
2024-07-29 00:19:00,2.0,0,0,0,0.0,0.0,15.5,15.516276229115094,16.500352585424842,17.51833,0.12797892906014036
2024-07-29 00:20:00,2.0,0,0,0,0.0,0.0,15.5,15.517122400348908,16.499900609448595,17.51833,0.12797892906014036
2024-07-29 00:21:00,2.0,0,0,0,0.0,0.0,15.5,15.517967536630449,16.499449802078292,17.51833,0.12797892906014036
2024-07-29 00:22:00,2.0,0,0,0,0.0,0.0,15.5,15.518811639698335,16.49900016120226,17.51833,0.12797892906014036
2024-07-29 00:23:00,2.0,0,0,0,0.0,0.0,15.5,15.51965471128815,16.49855168471254,17.51833,0.12797892906014036
2024-07-29 00:24:00,2.0,0,0,0,0.0,0.0,15.5,15.520496753132447,16.49810437050488,17.51833,0.12797892906014036
2024-07-29 00:25:00,2.0,0,0,0,0.0,0.0,15.5,15.521337766960755,16.49765821647872,17.51833,0.12797892906014036
2024-07-29 00:26:00,2.0,0,0,0,0.0,0.0,15.5,15.522177754499586,16.497213220537194,17.51833,0.12797892906014036
2024-07-29 00:27:00,2.0,0,0,0,0.0,0.0,15.5,15.523016717472435,16.496769380587132,17.51833,0.12797892906014036
2024-07-29 00:28:00,2.0,0,0,0,0.0,0.0,15.5,15.523854657599793,16.496326694539036,17.51833,0.12797892906014036
2024-07-29 00:29:00,2.0,0,0,0,0.0,0.0,15.5,15.524691576599144,16.49588516030708,17.51833,0.12797892906014036
2024-07-29 00:30:00,2.0,0,0,0,0.0,0.0,15.5,15.525527476184978,16.495444775809105,17.51833,0.12797892906014036
2024-07-29 00:31:00,2.0,0,0,0,0.0,0.0,15.5,15.52636235806879,16.495005538966616,17.51833,0.12797892906014036
2024-07-29 00:32:00,2.0,0,0,0,0.0,0.0,15.5,15.527196223959088,16.494567447704767,17.51833,0.12797892906014036
2024-07-29 00:33:00,2.0,0,0,0,0.0,0.0,15.5,15.528029075561399,16.494130499952366,17.51833,0.12797892906014036
2024-07-29 00:34:00,2.0,0,0,0,0.0,0.0,15.5,15.528860914578274,16.493694693641853,17.51833,0.12797892906014036
2024-07-29 00:35:00,2.0,0,0,0,0.0,0.0,15.5,15.529691742709291,16.49326002670931,17.51833,0.12797892906014036
2024-07-29 00:36:00,2.0,0,0,0,0.0,0.0,15.5,15.53052156165106,16.49282649709445,17.51833,0.12797892906014036
2024-07-29 00:37:00,2.0,0,0,0,0.0,0.0,15.5,15.531350373097233,16.49239410274059,17.51833,0.12797892906014036
2024-07-29 00:38:00,2.0,0,0,0,0.0,0.0,15.5,15.532178178738505,16.491962841594685,17.51833,0.12797892906014036
2024-07-29 00:39:00,2.0,0,0,0,0.0,0.0,15.5,15.53300498026262,16.491532711607288,17.51833,0.12797892906014036
2024-07-29 00:40:00,2.0,0,0,0,0.0,0.0,15.5,15.533830779354375,16.491103710732556,17.51833,0.12797892906014036
2024-07-29 00:41:00,2.0,0,0,0,0.0,0.0,15.5,15.534655577695629,16.490675836928244,17.51833,0.12797892906014036
2024-07-29 00:42:00,2.0,0,0,0,0.0,0.0,15.5,15.535479376965306,16.490249088155693,17.51833,0.12797892906014036
2024-07-29 00:43:00,2.0,0,0,0,0.0,0.0,15.5,15.536302178839398,16.48982346237983,17.51833,0.12797892906014036
2024-07-29 00:44:00,2.0,0,0,0,0.0,0.0,15.5,15.53712398499097,16.48939895756917,17.51833,0.12797892906014036
2024-07-29 00:45:00,2.0,0,0,0,0.0,0.0,15.5,15.537944797090173,16.48897557169578,17.51833,0.12797892906014036
2024-07-29 00:46:00,2.0,0,0,0,0.0,0.0,15.5,15.538764616804238,16.488553302735305,17.51833,0.12797892906014036
2024-07-29 00:47:00,2.0,0,0,0,0.0,0.0,15.5,15.53958344579749,16.488132148666946,17.51833,0.12797892906014036
2024-07-29 00:48:00,2.0,0,0,0,0.0,0.0,15.5,15.540401285731345,16.48771210747346,17.51833,0.12797892906014036
2024-07-29 00:49:00,2.0,0,0,0,0.0,0.0,15.5,15.541218138264325,16.487293177141144,17.51833,0.12797892906014036
2024-07-29 00:50:00,2.0,0,0,0,0.0,0.0,15.5,15.542034005052052,16.48687535565984,17.51833,0.12797892906014036
2024-07-29 00:51:00,2.0,0,0,0,0.0,0.0,15.5,15.542848887747263,16.486458641022924,17.51833,0.12797892906014036
2024-07-29 00:52:00,2.0,0,0,0,0.0,0.0,15.5,15.54366278799981,16.486043031227297,17.51833,0.12797892906014036
2024-07-29 00:53:00,2.0,0,0,0,0.0,0.0,15.5,15.544475707456664,16.48562852427338,17.51833,0.12797892906014036
2024-07-29 00:54:00,2.0,0,0,0,0.0,0.0,15.5,15.545287647761922,16.48521511816512,17.51833,0.12797892906014036
2024-07-29 00:55:00,2.0,0,0,0,0.0,0.0,15.5,15.546098610556815,16.484802810909958,17.51833,0.12797892906014036
2024-07-29 00:56:00,2.0,0,0,0,0.0,0.0,15.5,15.546908597479705,16.484391600518848,17.51833,0.12797892906014036
2024-07-29 00:57:00,2.0,0,0,0,0.0,0.0,15.5,15.547717610166098,16.48398148500624,17.51833,0.12797892906014036
2024-07-29 00:58:00,2.0,0,0,0,0.0,0.0,15.5,15.548525650248646,16.483572462390075,17.51833,0.12797892906014036
2024-07-29 00:59:00,2.0,0,0,0,0.0,0.0,15.5,15.549332719357151,16.483164530691774,17.51833,0.12797892906014036
2024-07-29 01:00:00,2.0,0,0,0,0.0,0.0,15.5,15.550138819118573,16.482757687936243,16.86,0.12797892906014036
2024-07-29 01:01:00,2.0,0,0,0,0.0,0.0,15.5,15.550914139604867,16.482141988954208,16.86,0.12797892906014036
2024-07-29 01:02:00,2.0,0,0,0,0.0,0.0,15.5,15.551688357045872,16.481527584082592,16.86,0.12797892906014036
2024-07-29 01:03:00,2.0,0,0,0,0.0,0.0,15.5,15.55246147333192,16.480914471016913,16.86,0.12797892906014036
2024-07-29 01:04:00,2.0,0,0,0,0.0,0.0,15.5,15.55323349035004,16.480302647456742,16.86,0.12797892906014036
2024-07-29 01:05:00,2.0,0,0,0,0.0,0.0,15.5,15.554004409983957,16.47969211110568,16.86,0.12797892906014036
2024-07-29 01:06:00,2.0,0,0,0,0.0,0.0,15.5,15.554774234114104,16.47908285967137,16.86,0.12797892906014036
2024-07-29 01:07:00,2.0,0,0,0,0.0,0.0,15.5,15.555542964617624,16.478474890865463,16.86,0.12797892906014036
2024-07-29 01:08:00,2.0,0,0,0,0.0,0.0,15.5,15.556310603368376,16.47786820240364,16.86,0.12797892906014036
2024-07-29 01:09:00,2.0,0,0,0,0.0,0.0,15.5,15.557077152236944,16.477262792005593,16.86,0.12797892906014036
2024-07-29 01:10:00,2.0,0,0,0,0.0,0.0,15.5,15.55784261309064,16.47665865739501,16.86,0.12797892906014036
2024-07-29 01:11:00,2.0,0,0,0,0.0,0.0,15.5,15.55860698779351,16.476055796299576,16.86,0.12797892906014036
2024-07-29 01:12:00,2.0,0,0,0,0.0,0.0,15.5,15.55937027820634,16.475454206450966,16.86,0.12797892906014036
2024-07-29 01:13:00,2.0,0,0,0,0.0,0.0,15.5,15.56013248618666,16.47485388558484,16.86,0.12797892906014036
2024-07-29 01:14:00,2.0,0,0,0,0.0,0.0,15.5,15.560893613588755,16.474254831440827,16.86,0.12797892906014036
2024-07-29 01:15:00,2.0,0,0,0,0.0,0.0,15.5,15.561653662263662,16.473657041762532,16.86,0.12797892906014036
2024-07-29 01:16:00,2.0,0,0,0,0.0,0.0,15.5,15.562412634059188,16.47306051429751,16.86,0.12797892906014036
2024-07-29 01:17:00,2.0,0,0,0,0.0,0.0,15.5,15.5631705308199,16.472465246797285,16.86,0.12797892906014036
2024-07-29 01:18:00,2.0,0,0,0,0.0,0.0,15.5,15.563927354387143,16.471871237017314,16.86,0.12797892906014036
2024-07-29 01:19:00,2.0,0,0,0,0.0,0.0,15.5,15.564683106599045,16.471278482717,16.86,0.12797892906014036
2024-07-29 01:20:00,2.0,0,0,0,0.0,0.0,15.5,15.565437789290515,16.470686981659682,16.86,0.12797892906014036
2024-07-29 01:21:00,2.0,0,0,0,0.0,0.0,15.5,15.566191404293253,16.470096731612625,16.86,0.12797892906014036
2024-07-29 01:22:00,2.0,0,0,0,0.0,0.0,15.5,15.566943953435757,16.469507730347008,16.86,0.12797892906014036
2024-07-29 01:23:00,2.0,0,0,0,0.0,0.0,15.5,15.56769543854333,16.468919975637924,16.86,0.12797892906014036
2024-07-29 01:24:00,2.0,0,0,0,0.0,0.0,15.5,15.568445861438077,16.46833346526438,16.86,0.12797892906014036
2024-07-29 01:25:00,2.0,0,0,0,0.0,0.0,15.5,15.569195223938921,16.46774819700927,16.86,0.12797892906014036
2024-07-29 01:26:00,2.0,0,0,0,0.0,0.0,15.5,15.569943527861602,16.467164168659394,16.86,0.12797892906014036
2024-07-29 01:27:00,2.0,0,0,0,0.0,0.0,15.5,15.570690775018685,16.466581378005422,16.86,0.12797892906014036
2024-07-29 01:28:00,2.0,0,0,0,0.0,0.0,15.5,15.571436967219565,16.465999822841916,16.86,0.12797892906014036
2024-07-29 01:29:00,2.0,0,0,0,0.0,0.0,15.5,15.572182106270473,16.4654195009673,16.86,0.12797892906014036
