,Occupancy,EV_plugged,EV_arrival,EV_departure,SoC_ref_EV,SoC_arr_EV,T_set_HP,T_ref_HP,T_wall_HP,T_out_HP,P_loss_HP
2024-07-29 00:00:00,2.0,0,0,0,0.0,0.0,15.5,15.5,16.509165,17.51833,0.6357605929712229
2024-07-29 00:01:00,2.0,0,0,0,0.0,0.0,15.5,15.503188261032864,16.507112824446178,17.51833,0.6357605929712229
2024-07-29 00:02:00,2.0,0,0,0,0.0,0.0,15.5,15.506360257567707,16.505079484107103,17.51833,0.6357605929712229
2024-07-29 00:03:00,2.0,0,0,0,0.0,0.0,15.5,15.509516098338304,16.50306484711872,17.51833,0.6357605929712229
2024-07-29 00:04:00,2.0,0,0,0,0.0,0.0,15.5,15.512655891333209,16.50106878252395,17.51833,0.6357605929712229
2024-07-29 00:05:00,2.0,0,0,0,0.0,0.0,15.5,15.515779743800861,16.49909116026647,17.51833,0.6357605929712229
2024-07-29 00:06:00,2.0,0,0,0,0.0,0.0,15.5,15.518887762254677,16.497131851184506,17.51833,0.6357605929712229
2024-07-29 00:07:00,2.0,0,0,0,0.0,0.0,15.5,15.521980052478092,16.495190727004708,17.51833,0.6357605929712229
2024-07-29 00:08:00,2.0,0,0,0,0.0,0.0,15.5,15.525056719529575,16.49326766033603,17.51833,0.6357605929712229
2024-07-29 00:09:00,2.0,0,0,0,0.0,0.0,15.5,15.528117867747607,16.49136252466369,17.51833,0.6357605929712229
2024-07-29 00:10:00,2.0,0,0,0,0.0,0.0,15.5,15.531163600755622,16.489475194343125,17.51833,0.6357605929712229
2024-07-29 00:11:00,2.0,0,0,0,0.0,0.0,15.5,15.534194021466924,16.487605544594043,17.51833,0.6357605929712229
2024-07-29 00:12:00,2.0,0,0,0,0.0,0.0,15.5,15.537209232089555,16.485753451494457,17.51833,0.6357605929712229
2024-07-29 00:13:00,2.0,0,0,0,0.0,0.0,15.5,15.540209334131147,16.483918791974816,17.51833,0.6357605929712229
2024-07-29 00:14:00,2.0,0,0,0,0.0,0.0,15.5,15.543194428403721,16.482101443812127,17.51833,0.6357605929712229
2024-07-29 00:15:00,2.0,0,0,0,0.0,0.0,15.5,15.546164615028475,16.480301285624158,17.51833,0.6357605929712229
