,TumbleDryer,WashingMachine,BaseLoad,P_EV,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.001,0.6422448525778305,0.0,2.9,1.65
2024-01-01 01:00:00,0.001,0.001,0.13611886401958095,0.0,3.0,3.0
2024-01-01 02:00:00,0.001,0.001,0.11866666666666667,0.0,3.0,3.0
2024-01-01 03:00:00,0.001,0.001,0.16616666666666668,0.0,3.0,3.0
2024-01-01 04:00:00,0.001,0.001,0.08383333333333334,0.0,3.0,3.0
2024-01-01 05:00:00,0.001,0.001,0.13133333333333333,0.0,3.0,3.0
2024-01-01 06:00:00,0.001,0.001,0.16433333333333333,2.3833333333333333,3.0,3.0
2024-01-01 07:00:00,0.001,0.001,0.20626666666666668,0.18333333333333332,3.0,3.0
2024-01-01 08:00:00,0.001,0.001,0.27726666666666666,0.0,3.0,3.0
2024-01-01 09:00:00,0.001,0.001,0.16066666666666668,0.0,3.0,3.0
2024-01-01 10:00:00,0.001,0.3832083101360996,0.064,0.0,3.0,3.0
2024-01-01 11:00:00,0.001,0.293416343844781,0.2899333333333333,0.0,3.0,3.0
2024-01-01 12:00:00,0.001,0.6214447503857581,0.157,1.4666666666666666,3.0,3.0
2024-01-01 13:00:00,0.001,0.2521282222378687,0.15811666666666666,0.0,3.0,3.0
2024-01-01 14:00:00,0.001,0.3258182161564819,0.27564999999999995,0.0,3.0,3.0
2024-01-01 15:00:00,0.001,0.5152960026453844,0.18321762783821335,0.0,3.0,3.0
2024-01-01 16:00:00,0.001,0.31391178548223186,0.07832792080005996,1.2833333333333334,3.0,3.0
2024-01-01 17:00:00,0.001,0.001,0.8488540777399606,0.0,3.0,3.0
2024-01-01 18:00:00,0.001,0.001,0.8264510797739143,0.0,3.0,3.0
2024-01-01 19:00:00,0.001,0.001,0.941722231181485,0.0,3.0,3.0
2024-01-01 20:00:00,0.001,0.001,0.3158347526069541,0.0,3.0,3.0
2024-01-01 21:00:00,0.001,0.001,0.48410045810207414,0.0,3.0,3.0
2024-01-01 22:00:00,0.001,0.001,0.4568021973529143,0.0,3.0,3.0
2024-01-01 23:00:00,0.001,0.001,0.18817138267156192,0.0,3.0,3.0
