,TumbleDryer,WashingMachine,BaseLoad,P_EV,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.001,0.11308333333333334,0.0,2.9,0.0
2024-01-01 01:00:00,0.001,0.001,0.1438333333333333,0.0,3.0,0.0
2024-01-01 02:00:00,0.001,0.001,0.17550000000000002,0.0,3.0,1.35
2024-01-01 03:00:00,0.001,0.001,0.25176666666666664,0.0,3.0,3.0
2024-01-01 04:00:00,0.001,0.001,0.11775,0.0,3.0,3.0
2024-01-01 05:00:00,0.001,0.001,0.16774999999999998,0.0,3.0,3.0
2024-01-01 06:00:00,0.001,0.001,0.8255333333333333,0.0,3.0,3.0
2024-01-01 07:00:00,0.001,0.001,0.2691166666666666,0.0,3.0,3.0
2024-01-01 08:00:00,0.001,0.001,0.16774999999999998,0.0,3.0,3.0
2024-01-01 09:00:00,0.001,0.001,0.06075,6.416666666666667,3.0,3.0
2024-01-01 10:00:00,0.001,0.001,0.17550000000000002,0.18333333333333332,3.0,3.0
2024-01-01 11:00:00,0.001,0.001,0.3087666666666667,0.9166666666666666,3.0,3.0
2024-01-01 12:00:00,0.001,0.001,0.33271666666666666,0.9166666666666666,3.0,3.0
2024-01-01 13:00:00,0.001,0.001,0.5930666666666667,0.0,3.0,3.0
2024-01-01 14:00:00,0.001,0.001,0.8168166666666666,0.0,3.0,3.0
2024-01-01 15:00:00,0.001,0.001,0.12516666666666668,0.0,3.0,3.0
2024-01-01 16:00:00,0.001,0.001,0.29910000000000003,0.7333333333333333,3.0,3.0
2024-01-01 17:00:00,0.001,0.001,0.9921303109509563,0.0,3.0,3.0
2024-01-01 18:00:00,0.001,0.001,0.5582896084262081,0.0,3.0,3.0
2024-01-01 19:00:00,0.001,0.001,0.5924210235674096,0.0,3.0,3.0
2024-01-01 20:00:00,0.001,0.001,1.1790426063922546,0.0,3.0,3.0
2024-01-01 21:00:00,0.001,0.001,0.5297767364363726,0.0,3.0,3.0
2024-01-01 22:00:00,1.3058750133209862,0.001,0.6051625241618734,0.0,3.0,3.0
2024-01-01 23:00:00,0.002829015841353909,0.001,0.488492266892548,0.0,3.0,3.0
