,TumbleDryer,DishWasher,WashingMachine,BaseLoad,P_WB
2024-01-01 00:00:00,0.001,0.0,0.001,0.23193333333333335,0.0
2024-01-01 00:15:00,0.001,0.0,0.001,0.4467999999999999,0.0
2024-01-01 00:30:00,0.001,0.0,0.001,0.047,0.0
2024-01-01 00:45:00,0.001,0.0,0.001,0.06899999999999999,0.0
2024-01-01 01:00:00,0.001,0.0,0.001,0.166,0.0
2024-01-01 01:15:00,0.001,0.0,0.001,0.202,0.0
2024-01-01 01:30:00,0.001,0.0,0.001,0.078,0.0
2024-01-01 01:45:00,0.001,0.0,0.001,0.047,0.0
2024-01-01 02:00:00,0.001,0.0,0.001,0.091,0.0
2024-01-01 02:15:00,0.001,0.0,0.001,0.113,1.3333333333333333
2024-01-01 02:30:00,0.001,0.0,0.001,0.09866666666666667,0.6666666666666666
2024-01-01 02:45:00,0.001,0.0,0.001,0.202,0.3333333333333333
2024-01-01 03:00:00,0.001,0.0,0.001,0.05733333333333333,0.3333333333333333
2024-01-01 03:15:00,0.001,0.0,0.001,0.113,0.0
2024-01-01 03:30:00,0.001,0.0,0.001,0.091,0.0
2024-01-01 03:45:00,0.001,0.0,0.001,0.047,0.0
2024-01-01 04:00:00,0.001,0.0,0.001,0.11933333333333333,0.0
2024-01-01 04:15:00,0.001,0.0,0.001,0.19166666666666668,0.3333333333333333
2024-01-01 04:30:00,0.001,0.0,0.001,0.13499999999999998,0.0
2024-01-01 04:45:00,0.001,0.0,0.001,0.06899999999999999,0.0
2024-01-01 05:00:00,0.001,0.0,0.001,0.047,0.0
2024-01-01 05:15:00,0.001,0.0,0.001,0.047,0.3333333333333333
2024-01-01 05:30:00,0.001,0.0,0.001,0.14,0.0
2024-01-01 05:45:00,0.001,0.0,0.001,0.28099999999999997,0.0
2024-01-01 06:00:00,0.001,0.0,0.001,0.047,0.0
2024-01-01 06:15:00,0.001,0.0,0.001,0.047,0.0
2024-01-01 06:30:00,0.001,0.0,0.001,0.047,0.3333333333333333
2024-01-01 06:45:00,0.001,0.0,0.001,0.06899999999999999,0.0
2024-01-01 07:00:00,0.001,0.0,0.001,0.24866666666666667,0.0
2024-01-01 07:15:00,0.001,0.0,0.001,0.15033333333333335,0.0
2024-01-01 07:30:00,0.001,0.0,0.001,0.047,0.3333333333333333
2024-01-01 07:45:00,0.001,0.0,0.001,0.047,0.0
2024-01-01 08:00:00,0.001,0.0,0.001,0.091,0.0
2024-01-01 08:15:00,0.001,0.0,0.001,0.113,0.0
2024-01-01 08:30:00,0.001,0.0,0.001,0.18133333333333335,0.0
2024-01-01 08:45:00,0.001,0.0,0.001,0.12966666666666668,0.3333333333333333
2024-01-01 09:00:00,0.001,0.0,0.001,0.047,0.0
2024-01-01 09:15:00,0.001,0.0,0.001,0.113,0.0
2024-01-01 09:30:00,0.001,0.0,0.001,0.091,0.0
2024-01-01 09:45:00,0.001,0.0,0.001,0.047,0.3333333333333333
2024-01-01 10:00:00,0.001,0.0,0.001,0.202,0.0
2024-01-01 10:15:00,0.001,0.0,0.001,0.109,0.0
2024-01-01 10:30:00,0.001,0.0,0.001,0.13499999999999998,0.0
2024-01-01 10:45:00,0.001,0.0,0.001,0.06899999999999999,0.0
2024-01-01 11:00:00,0.001,0.0,0.001,0.047,0.3333333333333333
2024-01-01 11:15:00,0.001,0.0,0.001,0.06766666666666668,0.3333333333333333
2024-01-01 11:30:00,0.001,0.0,0.001,0.202,0.0
2024-01-01 11:45:00,0.001,0.0,0.001,0.19833333333333333,0.3333333333333333
2024-01-01 12:00:00,0.001,0.0,0.001,0.05724724338965037,0.0
2024-01-01 12:15:00,0.001,0.0,0.001,0.0588237423726735,1.0
2024-01-01 12:30:00,0.001,0.0,0.001,0.0588237423726735,0.3333333333333333
2024-01-01 12:45:00,0.001,0.0,0.001,0.12215707570600684,0.6666666666666666
2024-01-01 13:00:00,0.001,0.0,0.001,0.7016237423726736,4.333333333333333
2024-01-01 13:15:00,0.001,0.0,0.001,0.0739726625987592,0.0
2024-01-01 13:30:00,0.001,0.0,0.001,0.17233333333333334,0.3333333333333333
2024-01-01 13:45:00,0.001,0.0,0.001,0.181,0.3333333333333333
2024-01-01 14:00:00,0.001,0.0,0.001,0.225,0.3333333333333333
2024-01-01 14:15:00,0.001,0.0,0.001,0.309,0.0
2024-01-01 14:30:00,0.001,0.0,0.001,0.5936,0.3333333333333333
2024-01-01 14:45:00,0.001,0.0,0.001,0.3135333333333333,0.0
2024-01-01 15:00:00,0.001,0.0,0.001,0.047,0.3333333333333333
2024-01-01 15:15:00,0.001,0.0,0.001,0.113,0.0
2024-01-01 15:30:00,0.001,0.0,0.001,0.091,0.0
2024-01-01 15:45:00,0.001,0.0,0.001,0.12966666666666668,0.0
2024-01-01 16:00:00,0.001,0.0,0.001,0.18133333333333335,0.0
2024-01-01 16:15:00,0.001,0.0,0.001,0.047,0.3333333333333333
2024-01-01 16:30:00,0.001,0.0,0.001,0.13499999999999998,0.0
2024-01-01 16:45:00,0.001,0.0,0.001,0.06899999999999999,0.3333333333333333
2024-01-01 17:00:00,0.001,0.0,0.001,0.047,1.0
2024-01-01 17:15:00,0.001,0.0,0.001,0.1534863312993796,0.3333333333333333
2024-01-01 17:30:00,0.001,0.0,0.001,0.17249040903934015,0.0
2024-01-01 17:45:00,0.001,0.0,0.001,0.16882374237267353,0.3333333333333333
2024-01-01 18:00:00,0.001,0.0,0.001,0.07775506078442208,0.0
2024-01-01 18:15:00,0.001,0.0,0.001,0.0903759397255878,0.0
2024-01-01 18:30:00,0.001,0.0,0.001,0.1413248599516735,1.6666666666666667
2024-01-01 18:45:00,0.001,0.0,0.001,0.3636455306862476,2.3333333333333335
2024-01-01 19:00:00,0.001,0.0,0.001,0.5272876902340763,0.3333333333333333
2024-01-01 19:15:00,0.001,0.0,0.001,1.2622759397255878,0.0
2024-01-01 19:30:00,0.001,0.0,0.001,1.5950759397255878,2.6666666666666665
2024-01-01 19:45:00,0.001,0.0,0.001,0.5134759397255878,2.0
2024-01-01 20:00:00,0.001,0.0,0.001,0.39627593972558783,0.0
