,TumbleDryer,WashingMachine,BaseLoad,P_WB
2024-01-01 00:00:00,0.001,0.001,0.048,0.0
2024-01-01 00:15:00,0.001,0.001,0.048,0.0
2024-01-01 00:30:00,0.001,0.001,0.16199999999999998,0.0
2024-01-01 00:45:00,0.001,0.001,0.17466666666666666,0.0
2024-01-01 01:00:00,0.001,0.001,0.048,0.0
2024-01-01 01:15:00,0.001,0.001,0.048,0.0
2024-01-01 01:30:00,0.001,0.001,0.048,0.0
2024-01-01 01:45:00,0.001,0.001,0.11133333333333333,0.0
2024-01-01 02:00:00,0.001,0.001,0.22533333333333333,0.0
2024-01-01 02:15:00,0.001,0.001,0.048,0.0
2024-01-01 02:30:00,0.001,0.001,0.048,0.0
2024-01-01 02:45:00,0.001,0.001,0.048,0.0
2024-01-01 03:00:00,0.001,0.001,0.06066666666666667,0.1
2024-01-01 03:15:00,0.001,0.001,0.238,0.1
2024-01-01 03:30:00,0.001,0.001,0.08600000000000001,0.0
2024-01-01 03:45:00,0.001,0.001,0.048,0.1
2024-01-01 04:00:00,0.001,0.001,0.048,0.1
2024-01-01 04:15:00,0.001,0.001,0.048,0.3
2024-01-01 04:30:00,0.001,0.001,0.2,0.1
2024-01-01 04:45:00,0.001,0.001,0.5364666666666668,0.5
2024-01-01 05:00:00,0.001,0.001,0.048,0.7
2024-01-01 05:15:00,0.001,0.001,0.048,0.0
2024-01-01 05:30:00,0.001,0.001,0.048,0.4
2024-01-01 05:45:00,0.001,0.001,0.14933333333333332,0.0
2024-01-01 06:00:00,0.001,0.001,0.18733333333333332,0.2
2024-01-01 06:15:00,0.001,0.001,0.048,0.1
2024-01-01 06:30:00,0.001,0.001,0.048,0.1
2024-01-01 06:45:00,0.001,0.001,0.048,0.5
2024-01-01 07:00:00,0.001,0.001,0.6412666666666667,0.8
2024-01-01 07:15:00,0.001,0.001,0.251,0.2
2024-01-01 07:30:00,0.001,0.001,0.061000000000000006,0.7
2024-01-01 07:45:00,0.001,0.001,0.061000000000000006,0.5
2024-01-01 08:00:00,0.001,0.001,0.05146666666666667,1.1
2024-01-01 08:15:00,0.001,0.001,0.048,0.8
2024-01-01 08:30:00,0.001,0.001,0.238,0.1
2024-01-01 08:45:00,0.001,0.001,0.09866666666666667,1.0
2024-01-01 09:00:00,0.001,0.001,0.048,0.8
2024-01-01 09:15:00,0.001,0.001,0.048,1.1
2024-01-01 09:30:00,0.001,0.001,0.1812666666666667,0.2
2024-01-01 09:45:00,0.001,0.001,0.5871333333333334,0.3
2024-01-01 10:00:00,0.001,0.001,0.14933333333333332,0.4
2024-01-01 10:15:00,0.001,0.001,0.048,0.3
2024-01-01 10:30:00,0.001,0.001,0.048,0.2
2024-01-01 10:45:00,0.001,0.001,0.048,0.6
2024-01-01 11:00:00,0.001,0.001,0.13666666666666666,0.2
2024-01-01 11:15:00,0.001,0.001,0.2,0.2
2024-01-01 11:30:00,0.001,0.001,0.048,0.8
2024-01-01 11:45:00,0.001,0.001,0.048,0.4
2024-01-01 12:00:00,0.001,0.001,0.048,0.6
2024-01-01 12:15:00,0.001,0.001,0.08600000000000001,0.0
2024-01-01 12:30:00,0.001,0.001,0.238,0.1
2024-01-01 12:45:00,0.001,0.001,0.06066666666666667,1.4
2024-01-01 13:00:00,0.001,0.001,0.048,0.4
2024-01-01 13:15:00,0.001,0.001,0.048,0.2
2024-01-01 13:30:00,0.001,0.001,0.048,0.2
2024-01-01 13:45:00,0.001,0.001,0.22533333333333333,0.4
2024-01-01 14:00:00,0.001,0.001,0.11133333333333333,0.1
2024-01-01 14:15:00,0.001,0.001,0.048,0.3
2024-01-01 14:30:00,0.001,0.001,0.048,0.0
2024-01-01 14:45:00,0.001,0.001,0.048,0.1
2024-01-01 15:00:00,0.001,0.001,0.17466666666666666,0.1
2024-01-01 15:15:00,0.001,0.001,0.16199999999999998,0.1
2024-01-01 15:30:00,0.001,0.001,0.048,0.0
2024-01-01 15:45:00,0.001,0.001,0.048,0.1
2024-01-01 16:00:00,0.001,0.001,0.048,0.1
2024-01-01 16:15:00,0.001,0.001,0.12399999999999999,0.1
2024-01-01 16:30:00,0.001,0.001,0.21266666666666667,0.0
2024-01-01 16:45:00,0.001,0.001,0.048,0.1
2024-01-01 17:00:00,0.001,0.001,0.048,0.1
2024-01-01 17:15:00,0.001,0.001,0.048,0.1
2024-01-01 17:30:00,0.001,0.001,0.07333333333333333,0.0
2024-01-01 17:45:00,0.001,0.001,0.238,0.1
2024-01-01 18:00:00,0.001,0.001,0.07333333333333333,0.1
2024-01-01 18:15:00,0.001,0.001,0.048,0.0
2024-01-01 18:30:00,0.001,0.001,0.048,0.1
2024-01-01 18:45:00,0.001,0.001,0.048,0.1
2024-01-01 19:00:00,0.001,0.001,0.21266666666666667,0.1
2024-01-01 19:15:00,0.001,0.001,0.12399999999999999,0.0
2024-01-01 19:30:00,0.001,0.001,0.048,0.2
2024-01-01 19:45:00,0.001,0.001,0.0722,0.4
2024-01-01 20:00:00,0.001,0.001,0.7207278293504277,0.8
2024-01-01 20:15:00,0.001,0.001,0.8922426063922544,0.9
2024-01-01 20:30:00,0.001,0.001,2.461042606392254,0.3
2024-01-01 20:45:00,0.001,0.001,2.176509273058921,0.7
2024-01-01 21:00:00,0.001,0.001,0.34564260639225447,0.1
2024-01-01 21:15:00,0.001,0.0320847911347406,0.21237593972558783,0.1
2024-01-01 21:30:00,0.001,0.17024573764765996,0.2757092730589211,0.0
2024-01-01 21:45:00,0.001,0.6549454171780517,0.3897092730589211,1.0
2024-01-01 22:00:00,0.001,0.6899985656358884,0.21237593972558783,1.0
2024-01-01 22:15:00,0.001,0.14051531329240405,0.6121759397255879,0.1
2024-01-01 22:30:00,0.001,0.26725347411247097,0.2107994407425647,0.0
2024-01-01 22:45:00,0.001,0.6694765650804625,0.21321886401958098,1.0
2024-01-01 23:00:00,0.001,0.09643487810921333,0.3905521973529143,0.2
2024-01-01 23:15:00,0.001,0.16095998638317108,0.2385521973529143,0.1
2024-01-01 23:30:00,0.001,0.6840029394128664,0.20055219735291427,0.0
2024-01-01 23:45:00,0.001,1.519195949822883,0.0795521973529143,0.1
