,TumbleDryer,DishWasher,WashingMachine,BaseLoad,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.0,0.001,0.47352374237267353,0.0,0.0
2024-01-01 00:15:00,0.001,0.0,0.001,0.0618237423726735,0.0,0.0
2024-01-01 00:30:00,0.001,0.0,0.001,0.05630599593209253,0.0,0.0
2024-01-01 00:45:00,0.001,0.0,0.001,0.05,0.0,0.0
2024-01-01 01:00:00,0.001,0.0,0.001,0.05,0.0,0.2
2024-01-01 01:15:00,0.001,0.0,0.001,0.30533333333333335,0.0,0.2
2024-01-01 01:30:00,0.001,0.0,0.001,0.303,0.0,0.0
2024-01-01 01:45:00,0.001,0.0,0.001,0.05,0.0,0.0
2024-01-01 02:00:00,0.001,0.0,0.001,0.05,0.0,0.2
2024-01-01 02:15:00,0.001,0.0,0.001,0.05,0.0,0.0
2024-01-01 02:30:00,0.001,0.0,0.001,0.05,0.0,0.2
2024-01-01 02:45:00,0.001,0.0,0.001,0.3283333333333333,0.0,0.0
2024-01-01 03:00:00,0.001,0.0,0.001,0.28,0.0,0.0
2024-01-01 03:15:00,0.001,0.0,0.001,0.05,0.0,0.2
2024-01-01 03:30:00,0.001,0.0,0.001,0.05,0.0,0.0
2024-01-01 03:45:00,0.001,0.0,0.001,0.05,0.0,0.0
2024-01-01 04:00:00,0.001,0.0,0.001,0.05,0.0,0.2
2024-01-01 04:15:00,0.001,0.0,0.001,0.3513333333333334,2.933333333333333,0.4
2024-01-01 04:30:00,0.001,0.0,0.001,0.257,2.933333333333333,0.0
2024-01-01 04:45:00,0.001,0.0,0.001,0.5830666666666667,1.8666666666666667,0.4
2024-01-01 05:00:00,0.001,0.0,0.001,0.05,0.0,0.2
2024-01-01 05:15:00,0.001,0.0,0.001,0.4498,0.0,0.0
2024-01-01 05:30:00,0.001,0.0,0.001,0.05,2.933333333333333,0.2
2024-01-01 05:45:00,0.001,0.0,0.001,0.37433333333333335,3.2,0.0
2024-01-01 06:00:00,0.001,0.0,0.001,0.6338,1.0666666666666667,0.4
2024-01-01 06:15:00,0.001,0.0,0.001,0.05,0.0,0.0
2024-01-01 06:30:00,0.001,0.0,0.001,0.05,1.0666666666666667,0.2
2024-01-01 06:45:00,0.001,0.0,0.001,0.05,4.0,0.0
2024-01-01 07:00:00,0.001,0.0,0.001,0.06266666666666668,4.0,0.0
2024-01-01 07:15:00,0.001,0.0,0.001,0.3846666666666667,3.2,0.2
2024-01-01 07:30:00,0.001,0.0,0.001,0.211,0.0,0.0
2024-01-01 07:45:00,0.001,0.0,0.001,0.05,0.0,0.0
2024-01-01 08:00:00,0.001,0.0,0.001,0.05,0.0,0.2
2024-01-01 08:15:00,0.001,0.0,0.001,0.05,0.0,0.0
2024-01-01 08:30:00,0.001,0.0,0.001,0.07533333333333332,0.0,0.2
2024-01-01 08:45:00,0.001,0.0,0.001,0.3950000000000001,0.0,0.0
2024-01-01 09:00:00,0.001,0.0,0.001,0.18800000000000003,0.0,0.0
2024-01-01 09:15:00,0.001,0.0,0.001,0.05,0.0,0.2
2024-01-01 09:30:00,0.001,0.0,0.001,0.05,0.0,0.0
2024-01-01 09:45:00,0.001,0.0,0.001,0.05,0.0,0.0
2024-01-01 10:00:00,0.001,0.0,0.001,0.09833333333333334,0.0,0.2
2024-01-01 10:15:00,0.001,0.0,0.001,0.3950000000000001,0.0,0.0
2024-01-01 10:30:00,0.001,0.0,0.001,0.165,0.0,0.2
2024-01-01 10:45:00,0.001,0.0,0.001,0.05,0.0,0.0
2024-01-01 11:00:00,0.001,0.0,0.001,0.059533333333333334,0.0,0.0
2024-01-01 11:15:00,0.001,0.0,0.001,0.46279999999999993,0.5333333333333333,0.2
2024-01-01 11:30:00,0.001,0.0,0.001,0.13433333333333333,3.466666666666667,0.2
2024-01-01 11:45:00,0.001,0.0,0.001,0.408,0.0,0.2
2024-01-01 12:00:00,0.001,0.0,0.001,0.15326666666666666,0.0,0.0
2024-01-01 12:15:00,0.001,0.0,0.001,0.05,0.0,0.0
2024-01-01 12:30:00,0.001,0.0,0.001,0.05,0.0,0.2
2024-01-01 12:45:00,0.001,0.0,0.001,0.08618666666666666,0.0,0.2
2024-01-01 13:00:00,0.001,0.0,0.001,0.2800333333333333,0.0,0.4
2024-01-01 13:15:00,0.001,0.0,0.001,0.9305,0.0,0.2
2024-01-01 13:30:00,0.001,0.0,0.001,0.2547,0.0,0.8
2024-01-01 13:45:00,0.001,0.0007333333333333333,0.001,0.8155666666666667,0.0,0.0
2024-01-01 14:00:00,0.001,1.2004666666666668,0.001,0.3067,0.0,0.0
2024-01-01 14:15:00,0.001,0.001,0.001,0.31276666666666664,0.0,1.2
