,WasherDryer,DishWasher,BaseLoad,P_WB
2024-01-01 00:00:00,0.001,0.0,0.18382374237267352,0.0
2024-01-01 00:15:00,0.001,0.0,0.30404260639225444,0.0
2024-01-01 00:30:00,0.001,0.0,0.395916945827449,0.1
2024-01-01 00:45:00,0.001,0.0,0.13901886401958097,0.0
2024-01-01 01:00:00,0.001,0.0,0.08255219735291432,1.0
2024-01-01 01:15:00,0.001,0.0,0.08255219735291432,1.5
2024-01-01 01:30:00,0.001,0.0,0.0720347982352762,1.0
2024-01-01 01:45:00,0.001,0.0,0.19033333333333333,0.0
2024-01-01 02:00:00,0.001,0.0,0.5901333333333334,0.1
2024-01-01 02:15:00,0.001,0.0,0.7173333333333333,0.1
2024-01-01 02:30:00,0.001,0.0,0.051,0.1
2024-01-01 02:45:00,0.001,0.0,0.051,0.0
2024-01-01 03:00:00,0.001,0.0,0.051,0.2
2024-01-01 03:15:00,0.001,0.0,0.241,1.3
2024-01-01 03:30:00,0.001,0.0,0.13966666666666666,1.1
2024-01-01 03:45:00,0.001,0.0,0.051,0.0
2024-01-01 04:00:00,0.001,0.0,0.051,0.1
2024-01-01 04:15:00,0.001,0.0,0.051,0.1
2024-01-01 04:30:00,0.001,0.0,0.10166666666666666,0.1
2024-01-01 04:45:00,0.001,0.0,0.241,1.5
2024-01-01 05:00:00,0.001,0.0,0.089,0.9
2024-01-01 05:15:00,0.001,0.0,0.051,0.3
2024-01-01 05:30:00,0.001,0.0,0.051,0.4
2024-01-01 05:45:00,0.001,0.0,0.051,0.0
2024-01-01 06:00:00,0.001,0.0,0.15233333333333335,0.1
2024-01-01 06:15:00,0.001,0.0,0.22833333333333333,0.1
2024-01-01 06:30:00,0.001,0.0,0.05336474847453469,0.3
2024-01-01 06:45:00,0.001,0.0,0.0628237423726735,0.2
2024-01-01 07:00:00,0.001,0.0,0.0628237423726735,0.1
2024-01-01 07:15:00,0.001,0.0,0.1511437423726735,1.2
2024-01-01 07:30:00,0.001,0.0,0.21482374237267352,1.5
2024-01-01 07:45:00,0.001,0.0,0.22175707570600686,0.1
2024-01-01 08:00:00,0.001,0.0,0.1767294969490694,1.3
2024-01-01 08:15:00,0.001,0.0,0.5718,1.5
2024-01-01 08:30:00,0.001,0.0,0.172,1.5
2024-01-01 08:45:00,0.001,0.0,0.18466666666666665,1.5
2024-01-01 09:00:00,0.001,0.0,0.2571333333333333,1.5
2024-01-01 09:15:00,0.001,0.0,0.127,1.0
