,WasherDryer,DishWasher,BaseLoad,P_WB
2024-01-01 00:00:00,0.001,0.0,0.43217785791771984,0.7
2024-01-01 00:15:00,0.001,0.0,0.23067593972558778,0.4
2024-01-01 00:30:00,0.001,0.0,0.6752341818432565,0.0
2024-01-01 00:45:00,0.001,0.0,0.3175237423726735,0.1
2024-01-01 01:00:00,0.001,0.0,0.34023105858046504,0.4
2024-01-01 01:15:00,0.001,0.0,0.5272521973529143,0.5
2024-01-01 01:30:00,0.001,0.0,0.4132521973529143,0.1
2024-01-01 01:45:00,0.001,0.0,0.22431886401958095,0.3
2024-01-01 02:00:00,0.001,0.0,0.2162521973529143,0.1
2024-01-01 02:15:00,0.001,0.0,0.21204523770585906,0.1
2024-01-01 02:30:00,0.001,0.0,0.3113666666666666,0.3
2024-01-01 02:45:00,0.001,0.0,0.21366666666666667,0.7
2024-01-01 03:00:00,0.001,0.0,0.049,1.3
2024-01-01 03:15:00,0.001,0.0,0.44880000000000003,0.0
2024-01-01 03:30:00,0.001,0.0,0.049,0.5
2024-01-01 03:45:00,0.001,0.0,0.087,1.5
2024-01-01 04:00:00,0.001,0.0,0.6387999999999999,0.0
2024-01-01 04:15:00,0.001,0.0,0.11233333333333334,0.3
2024-01-01 04:30:00,0.001,0.0,0.049,0.2
2024-01-01 04:45:00,0.001,0.0,0.18226666666666666,0.2
2024-01-01 05:00:00,0.001,0.0,0.3155333333333334,0.0
2024-01-01 05:15:00,0.001,0.0,0.18833333333333332,0.4
2024-01-01 05:30:00,0.001,0.0,0.20099999999999998,0.0
2024-01-01 05:45:00,0.001,0.0,0.049,0.1
2024-01-01 06:00:00,0.001,0.0,0.049,0.1
2024-01-01 06:15:00,0.001,0.0,0.049,0.1
2024-01-01 06:30:00,0.001,0.0,0.09966666666666667,0.0
2024-01-01 06:45:00,0.001,0.0,0.239,0.2
2024-01-01 07:00:00,0.001,0.0,0.09966666666666665,0.5
2024-01-01 07:15:00,0.001,0.0,0.049,0.4
2024-01-01 07:30:00,0.001,0.0,0.049,0.1
2024-01-01 07:45:00,0.001,0.0,0.049,0.1
2024-01-01 08:00:00,0.001,0.0,0.20099999999999998,0.6
2024-01-01 08:15:00,0.001,0.0,0.18833333333333332,0.1
2024-01-01 08:30:00,0.001,0.0,0.18226666666666666,0.0
2024-01-01 08:45:00,0.001,0.0,0.4548666666666667,0.2
2024-01-01 09:00:00,0.001,0.0,0.06199999999999999,0.1
2024-01-01 09:15:00,0.001,0.0,0.12533333333333332,0.1
2024-01-01 09:30:00,0.001,0.0,0.252,0.2
2024-01-01 09:45:00,0.001,0.0,0.0948,1.1
2024-01-01 10:00:00,0.001,0.0,0.049,0.6
2024-01-01 10:15:00,0.001,0.0,0.049,1.5
2024-01-01 10:30:00,0.001,0.0,0.05853333333333333,0.2
2024-01-01 10:45:00,0.001,0.0,0.22666666666666666,0.0
2024-01-01 11:00:00,0.001,0.0,0.19918406578430478,1.2
2024-01-01 11:15:00,0.001,0.0,0.0935521973529143,0.5
2024-01-01 11:30:00,0.001,0.0,0.22491886401958097,0.1
2024-01-01 11:45:00,0.001,0.0,2.455318864019581,0.1
2024-01-01 12:00:00,0.001,0.0,0.9319855306862477,0.2
2024-01-01 12:15:00,0.001,0.0,0.391527838588221,0.0
2024-01-01 12:30:00,0.001,0.0,0.6098333333333332,0.1
2024-01-01 12:45:00,0.001,0.0,0.18469999999999998,0.6
2024-01-01 13:00:00,0.001,0.0,0.18469999999999998,0.2
2024-01-01 13:15:00,0.001,0.0,0.19100599593209253,0.2
2024-01-01 13:30:00,0.001,0.0,0.37385707570600685,0.2
2024-01-01 13:45:00,0.001,0.0,0.3105237423726735,0.3
2024-01-01 14:00:00,0.001,0.0,0.2207237423726735,0.1
2024-01-01 14:15:00,0.001,0.0,0.3175237423726735,0.6
2024-01-01 14:30:00,0.001,0.0,0.30648824949151154,1.4
2024-01-01 14:45:00,0.001,0.0,0.39436666666666664,1.5
2024-01-01 15:00:00,0.001,0.0,0.4957,1.5
2024-01-01 15:15:00,0.001,0.0,0.2054333333333333,0.3
2024-01-01 15:30:00,0.001,0.0,0.18469999999999998,0.3
2024-01-01 15:45:00,0.001,0.0,0.5908104394705828,0.3
2024-01-01 16:00:00,0.001,0.0,0.2162521973529143,1.3
2024-01-01 16:15:00,0.001,0.0,0.41649944074256473,1.2
2024-01-01 16:30:00,0.001,0.0,0.729209273058921,0.0
2024-01-01 16:45:00,0.001,0.0,0.6007359397255878,0.1
2024-01-01 17:00:00,0.001,0.0,0.09237593972558782,1.4
2024-01-01 17:15:00,0.001,0.0,0.06713418184325635,0.6
2024-01-01 17:30:00,0.001,0.0,0.16215707570600685,0.6
2024-01-01 17:45:00,0.001,0.0,0.2508237423726735,1.2
2024-01-01 18:00:00,0.001,0.0,0.06292722219620113,0.2
2024-01-01 18:15:00,0.001,0.0,0.09237593972558782,1.5
2024-01-01 18:30:00,0.001,0.0,0.08685819328500684,1.1
2024-01-01 18:45:00,0.001,0.0,0.09321886401958097,1.5
2024-01-01 19:00:00,0.001,0.0,0.6703521973529143,0.0
2024-01-01 19:15:00,0.001,0.0,0.16921886401958097,0.9
2024-01-01 19:30:00,0.001,0.0,0.06372435876469335,0.0
2024-01-01 19:45:00,0.001,0.0,0.08055219735291429,0.4
2024-01-01 20:00:00,0.001,0.0,0.08055219735291429,0.0
2024-01-01 20:15:00,0.001,0.0,0.1945521973529143,0.4
2024-01-01 20:30:00,0.001,0.0,0.2659521973529143,0.1
2024-01-01 20:45:00,0.001,0.0,0.33481886401958094,0.0
2024-01-01 21:00:00,0.001,0.0,0.46598205086272004,0.2
2024-01-01 21:15:00,0.001,0.0,0.2015521973529143,0.2
2024-01-01 21:30:00,0.001,0.0,0.22688553068624764,0.9
2024-01-01 21:45:00,0.001,0.0,0.3915521973529143,0.9
2024-01-01 22:00:00,0.001,0.0,0.17250135893469665,1.0
2024-01-01 22:15:00,0.001,0.0,0.07765158096089447,0.1
2024-01-01 22:30:00,0.001,0.0,0.0608237423726735,0.3
2024-01-01 22:45:00,0.001,0.0,0.0608237423726735,0.1
2024-01-01 23:00:00,0.001,0.0,0.18749040903934017,0.8
2024-01-01 23:15:00,0.001,0.0,0.21603141514120136,0.1
2024-01-01 23:30:00,0.001,0.0,0.049,1.3
2024-01-01 23:45:00,0.001,0.0,0.049,0.8
