,TumbleDryer,DishWasher,WashingMachine,BaseLoad,P_WB
2024-01-01 00:00:00,0.001,0.0,0.001,0.165,1.0
2024-01-01 00:15:00,0.001,0.0,0.001,0.24248058596077715,0.3333333333333333
2024-01-01 00:30:00,0.001,0.0,0.001,0.2908855306862476,0.0
2024-01-01 00:45:00,0.001,0.0,0.001,0.21488553068624763,0.3333333333333333
2024-01-01 01:00:00,0.001,0.0,0.001,0.07555219735291431,0.3333333333333333
2024-01-01 01:15:00,0.001,0.0,0.001,0.07555219735291431,0.0
2024-01-01 01:30:00,0.001,0.0,0.001,0.07555219735291431,1.6666666666666667
2024-01-01 01:45:00,0.001,0.0,0.001,0.09677014649019429,0.0
2024-01-01 02:00:00,0.001,0.0,0.001,0.32266666666666666,0.3333333333333333
2024-01-01 02:15:00,0.001,0.0,0.001,0.17066666666666666,0.3333333333333333
2024-01-01 02:30:00,0.001,0.0,0.001,0.044,0.6666666666666666
2024-01-01 02:45:00,0.001,0.0,0.001,0.044,0.6666666666666666
2024-01-01 03:00:00,0.001,0.0,0.001,0.044,1.0
2024-01-01 03:15:00,0.001,0.0,0.001,0.044,0.0
2024-01-01 03:30:00,0.001,0.0,0.001,0.3733333333333333,0.0
2024-01-01 03:45:00,0.001,0.0,0.001,0.17066666666666666,1.0
2024-01-01 04:00:00,0.001,0.0,0.001,0.044,2.6666666666666665
2024-01-01 04:15:00,0.001,0.0,0.001,0.044,0.0
2024-01-01 04:30:00,0.001,0.0,0.001,0.044,2.0
2024-01-01 04:45:00,0.001,0.0,0.001,0.044,0.0
2024-01-01 05:00:00,0.001,0.0,0.001,0.3606666666666667,0.0
2024-01-01 05:15:00,0.001,0.0,0.001,0.5831333333333333,1.0
2024-01-01 05:30:00,0.001,0.0,0.001,0.044,1.6666666666666667
2024-01-01 05:45:00,0.001,0.0,0.001,0.044,0.0
2024-01-01 06:00:00,0.001,0.0,0.001,0.044,2.6666666666666665
2024-01-01 06:15:00,0.001,0.0,0.001,0.09466666666666666,0.0
2024-01-01 06:30:00,0.001,0.0,0.001,0.25933333333333336,1.0
2024-01-01 06:45:00,0.001,0.0,0.001,0.234,1.6666666666666667
2024-01-01 07:00:00,0.001,0.0,0.001,0.44380000000000003,0.0
2024-01-01 07:15:00,0.001,0.0,0.001,0.044,0.0
2024-01-01 07:30:00,0.001,0.0,0.001,0.044,1.3333333333333333
2024-01-01 07:45:00,0.001,0.0,0.001,0.14533333333333334,2.3333333333333335
2024-01-01 08:00:00,0.001,0.0,0.001,0.158,0.0
2024-01-01 08:15:00,0.001,0.0,0.001,0.23557649898302316,0.3333333333333333
2024-01-01 08:30:00,0.001,0.0,0.001,0.10649040903934016,1.6666666666666667
2024-01-01 08:45:00,0.001,0.0,0.001,0.0558237423726735,0.0
2024-01-01 09:00:00,0.001,0.0,0.001,0.0558237423726735,0.3333333333333333
2024-01-01 09:15:00,0.001,0.0,0.001,0.2078237423726735,0.0
2024-01-01 09:30:00,0.001,0.0,0.001,0.06933333333333333,0.0
2024-01-01 09:45:00,0.001,0.0,0.001,0.22133333333333335,0.0
2024-01-01 10:00:00,0.001,0.0,0.001,0.14533333333333334,0.3333333333333333
2024-01-01 10:15:00,0.001,0.0,0.001,0.044,0.0
