,DishWasher,BaseLoad,P_HP,P_WB
2024-01-01 00:00:00,0.0,0.042,0.0,0.0
2024-01-01 00:15:00,0.0,0.042,0.0,0.0
2024-01-01 00:30:00,0.0,0.042,0.0,0.0
2024-01-01 00:45:00,0.0,0.042,0.0,0.0
2024-01-01 01:00:00,0.0,0.11533333333333333,0.0,0.0
2024-01-01 01:15:00,0.0,0.09333333333333332,0.0,0.0
2024-01-01 01:30:00,0.0,0.042,0.0,0.0
2024-01-01 01:45:00,0.0,0.042,0.0,0.0
2024-01-01 02:00:00,0.0,0.042,0.0,0.0
2024-01-01 02:15:00,0.0,0.042,0.0,0.0
2024-01-01 02:30:00,0.0,0.12266666666666666,0.0,0.0
2024-01-01 02:45:00,0.0,0.08600000000000001,0.0,0.0
2024-01-01 03:00:00,0.0,0.042,0.0,0.2
2024-01-01 03:15:00,0.0,0.042,0.0,0.0
2024-01-01 03:30:00,0.0,0.042,0.0,0.0
2024-01-01 03:45:00,0.0,0.042,0.0,0.2
2024-01-01 04:00:00,0.0,0.13,2.3333333333333335,0.0
2024-01-01 04:15:00,0.0,0.07866666666666666,2.6666666666666665,0.2
2024-01-01 04:30:00,0.0,0.042,0.0,0.0
2024-01-01 04:45:00,0.0,0.042,4.0,0.0
2024-01-01 05:00:00,0.0,0.042,2.0,0.2
2024-01-01 05:15:00,0.0,0.042,0.0,0.0
2024-01-01 05:30:00,0.0,0.13733333333333334,1.0,0.0
2024-01-01 05:45:00,0.0,0.07133333333333333,3.3333333333333335,0.2
2024-01-01 06:00:00,0.0,0.042,1.6666666666666667,0.0
2024-01-01 06:15:00,0.0,0.042,0.0,0.2
2024-01-01 06:30:00,0.0,0.042,0.0,0.0
2024-01-01 06:45:00,0.0,0.042,0.0,0.0
2024-01-01 07:00:00,0.0,0.14466666666666667,0.0,0.2
2024-01-01 07:15:00,0.0,0.064,0.0,0.0
2024-01-01 07:30:00,0.0,0.042,0.0,0.0
2024-01-01 07:45:00,0.0,0.042,0.0,0.2
2024-01-01 08:00:00,0.0,0.042,0.0,0.0
2024-01-01 08:15:00,0.0,0.042,0.0,0.0
2024-01-01 08:30:00,0.0,0.152,0.0,0.2
2024-01-01 08:45:00,0.0,0.056666666666666664,0.0,0.0
2024-01-01 09:00:00,0.0,0.042,0.0,0.2
2024-01-01 09:15:00,0.0,0.042,2.3333333333333335,0.0
2024-01-01 09:30:00,0.0,0.042,0.6666666666666666,0.0
2024-01-01 09:45:00,0.0,0.04933333333333333,0.0,0.2
2024-01-01 10:00:00,0.0,0.152,0.0,0.0
2024-01-01 10:15:00,0.0,0.04933333333333333,0.0,0.0
2024-01-01 10:30:00,0.0,0.042,0.0,0.2
2024-01-01 10:45:00,0.0,0.042,0.0,0.0
2024-01-01 11:00:00,0.0,0.042,0.0,0.2
2024-01-01 11:15:00,0.0,0.05666666666666667,0.0,0.0
2024-01-01 11:30:00,0.0,0.152,0.0,0.0
2024-01-01 11:45:00,0.0,0.042,0.0,0.2
2024-01-01 12:00:00,0.0,0.042,0.0,0.0
2024-01-01 12:15:00,0.0,0.042,0.0,0.0
2024-01-01 12:30:00,0.0,0.042,0.0,0.2
2024-01-01 12:45:00,0.0,0.064,0.0,0.0
2024-01-01 13:00:00,0.0,0.14466666666666667,0.0,0.2
2024-01-01 13:15:00,0.0,0.042,0.0,0.0
2024-01-01 13:30:00,0.0,0.042,0.0,0.0
2024-01-01 13:45:00,0.0,0.042,0.0,0.2
2024-01-01 14:00:00,0.0,0.042,0.0,0.0
2024-01-01 14:15:00,0.0,0.07133333333333333,0.0,0.0
2024-01-01 14:30:00,0.0,0.13733333333333334,3.0,0.2
2024-01-01 14:45:00,0.0,0.042,0.0,0.6
2024-01-01 15:00:00,0.0,0.042,0.0,1.6
2024-01-01 15:15:00,0.0,0.042,0.0,1.2
2024-01-01 15:30:00,0.0,0.042,0.0,0.6
2024-01-01 15:45:00,0.0,0.07866666666666666,0.0,0.0
2024-01-01 16:00:00,0.0,0.13806666666666664,0.0,0.2
2024-01-01 16:15:00,0.0,0.163,0.0,0.2
2024-01-01 16:30:00,0.0,0.163,0.0,0.2
2024-01-01 16:45:00,0.0,0.163,0.0,0.0
2024-01-01 17:00:00,0.0,0.163,0.0,0.0
2024-01-01 17:15:00,0.0,0.6190666666666667,0.0,0.2
2024-01-01 17:30:00,0.0,0.12266666666666666,0.0,0.0
2024-01-01 17:45:00,0.0,0.042,0.0,0.6
2024-01-01 18:00:00,0.0,0.042,0.0,1.2
2024-01-01 18:15:00,0.0,0.042,0.0,0.4
2024-01-01 18:30:00,0.0,0.042,0.0,0.0
2024-01-01 18:45:00,0.0,0.09333333333333332,0.0,0.4
2024-01-01 19:00:00,0.0,0.11533333333333333,0.0,1.6
2024-01-01 19:15:00,0.0,0.042,3.0,0.0
2024-01-01 19:30:00,0.0,0.0630347982352762,0.0,0.4
2024-01-01 19:45:00,0.0,0.07355219735291431,0.0,0.0
2024-01-01 20:00:00,0.0,0.09775219735291431,0.0,0.2
2024-01-01 20:15:00,0.0,0.25321886401958094,0.0,0.2
2024-01-01 20:30:00,0.0,0.2416208789411657,0.0,0.2
2024-01-01 20:45:00,0.0,0.163,0.0,0.0
2024-01-01 21:00:00,0.0,0.163,0.0,0.0
2024-01-01 21:15:00,0.0,0.15493333333333334,0.0,0.2
2024-01-01 21:30:00,0.0,0.042,0.0,0.2
2024-01-01 21:45:00,0.0,0.11824724338965037,0.0,0.2
2024-01-01 22:00:00,0.0,0.11249040903934017,0.0,0.0
2024-01-01 22:15:00,0.0,0.058030702019728736,0.0,0.2
2024-01-01 22:30:00,0.0,0.1418426063922545,0.0,0.2
2024-01-01 22:45:00,0.0,0.20637593972558782,0.0,0.0
2024-01-01 23:00:00,0.0,0.1953404468444259,0.0,0.0
2024-01-01 23:15:00,0.0,0.2678855306862476,0.0,0.2
2024-01-01 23:30:00,0.0,0.24588553068624763,0.0,0.8
2024-01-01 23:45:00,0.0,0.07671739911763811,0.0,0.2
