,TumbleDryer,DishWasher,WashingMachine,BaseLoad,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.0,0.001,0.3195237423726735,0.0,1.0
2024-01-01 00:15:00,0.001,0.0,0.001,0.3155824949151157,0.0,0.3333333333333333
2024-01-01 00:30:00,0.001,0.0,0.001,0.3077,0.0,3.3333333333333335
2024-01-01 00:45:00,0.001,0.0,0.001,0.4315666666666667,0.0,3.0
2024-01-01 01:00:00,0.001,0.0,0.001,0.4387,0.0,0.0
2024-01-01 01:15:00,0.001,0.0,0.001,0.2120333333333333,0.0,0.3333333333333333
2024-01-01 01:30:00,0.001,0.0,0.001,0.18669999999999998,0.0,0.0
2024-01-01 01:45:00,0.001,0.0,0.001,0.18669999999999998,0.0,0.0
2024-01-01 02:00:00,0.001,0.0,0.001,0.20736666666666664,0.0,1.0
2024-01-01 02:15:00,0.001,0.0,0.001,0.43036666666666673,0.0,1.0
2024-01-01 02:30:00,0.001,0.0,0.001,0.4077,0.0,0.3333333333333333
2024-01-01 02:45:00,0.001,0.0,0.001,0.15413333333333332,0.0,0.3333333333333333
2024-01-01 03:00:00,0.001,0.0,0.001,0.051,0.0,0.3333333333333333
2024-01-01 03:15:00,0.001,0.0,0.001,0.051,0.26666666666666666,1.6666666666666667
2024-01-01 03:30:00,0.001,0.0,0.001,0.10266666666666667,2.0,0.6666666666666666
2024-01-01 03:45:00,0.001,0.0,0.001,0.30733333333333335,2.0,1.3333333333333333
2024-01-01 04:00:00,0.001,0.0,0.001,0.7740666666666667,0.13333333333333333,0.6666666666666666
2024-01-01 04:15:00,0.001,0.0,0.001,0.051,0.0,0.0
2024-01-01 04:30:00,0.001,0.0,0.001,0.5840666666666666,1.2,0.0
2024-01-01 04:45:00,0.001,0.0,0.001,0.051,0.26666666666666666,0.0
2024-01-01 05:00:00,0.001,0.0,0.001,0.13366666666666666,1.3333333333333333,2.0
2024-01-01 05:15:00,0.001,0.0,0.001,0.289,0.0,0.3333333333333333
2024-01-01 05:30:00,0.001,0.0,0.001,0.22833333333333333,0.0,0.3333333333333333
2024-01-01 05:45:00,0.001,0.0,0.001,0.051,0.0,2.0
2024-01-01 06:00:00,0.001,0.0,0.001,0.4508,1.8666666666666667,0.3333333333333333
2024-01-01 06:15:00,0.001,0.0,0.001,0.051,2.0,0.0
2024-01-01 06:30:00,0.001,0.0,0.001,0.16466666666666666,1.0666666666666667,2.6666666666666665
2024-01-01 06:45:00,0.001,0.0,0.001,0.27066666666666667,1.7333333333333334,0.0
2024-01-01 07:00:00,0.001,0.0,0.001,0.8051999999999999,2.0,0.3333333333333333
2024-01-01 07:15:00,0.001,0.0,0.001,0.18326666666666666,2.0,0.0
2024-01-01 07:30:00,0.001,0.0,0.001,0.185,2.0,0.0
2024-01-01 07:45:00,0.001,0.0,0.001,0.185,0.5333333333333333,0.3333333333333333
2024-01-01 08:00:00,0.001,0.0,0.001,0.861,0.0,0.3333333333333333
2024-01-01 08:15:00,0.001,0.0,0.001,0.3733333333333333,0.0,3.0
2024-01-01 08:30:00,0.001,0.0,0.001,0.27559999999999996,0.0,2.0
2024-01-01 08:45:00,0.001,0.0,0.001,0.051,0.0,0.3333333333333333
2024-01-01 09:00:00,0.001,0.0,0.17504257523551237,0.4508,1.4666666666666666,0.3333333333333333
2024-01-01 09:15:00,0.001,0.0,0.5291632413106246,0.07166666666666667,0.26666666666666666,0.3333333333333333
2024-01-01 09:30:00,0.001,0.0,0.5540378648781691,0.21726666666666666,0.0,0.6666666666666666
2024-01-01 09:45:00,0.001,0.0,0.16032994249522786,0.247,0.0,0.6666666666666666
2024-01-01 10:00:00,0.001,0.0,0.4326330753153764,0.30820000000000003,1.3333333333333333,0.3333333333333333
2024-01-01 10:15:00,0.001,0.0,1.298188058297114,0.185,1.7333333333333334,0.0
2024-01-01 10:30:00,0.001,0.0,0.1750075079033244,0.17633333333333334,0.0,0.0
