,TumbleDryer,WashingMachine,BaseLoad,P_WB
2024-01-01 18:30:00,0.001,0.001,0.035,0.6
2024-01-01 18:45:00,0.001,0.001,0.05813827805880382,0.3
2024-01-01 19:00:00,0.001,0.001,0.23121886401958094,0.2
2024-01-01 19:15:00,0.001,0.001,0.3115521973529143,0.1
2024-01-01 19:30:00,0.001,0.001,0.20088553068624765,0.1
2024-01-01 19:45:00,0.001,0.001,0.0665521973529143,0.2
2024-01-01 20:00:00,0.001,0.001,0.08760695964705524,0.2
2024-01-01 20:15:00,0.001,0.001,0.16862087894116573,0.3
2024-01-01 20:30:00,0.001,0.001,0.2888855306862476,0.4
2024-01-01 20:45:00,0.001,0.001,0.5118855306862476,1.1
2024-01-01 21:00:00,0.001,0.001,0.7056855306862476,0.0
2024-01-01 21:15:00,0.001,0.001,0.09075219735291432,0.2
2024-01-01 21:30:00,0.001,0.001,0.08268553068624765,0.1
2024-01-01 21:45:00,0.001,0.001,0.1875521973529143,0.1
2024-01-01 22:00:00,0.001,0.001,0.22097710613724952,0.1
2024-01-01 22:15:00,0.001,0.001,0.7754202717869394,0.0
2024-01-01 22:30:00,0.001,0.001,0.6062426063922545,0.1
2024-01-01 22:45:00,0.001,0.001,0.19937593972558781,0.1
2024-01-01 23:00:00,0.001,0.001,0.18324260639225448,1.3
2024-01-01 23:15:00,0.001,0.001,0.0783759397255878,0.4
2024-01-01 23:30:00,0.001,0.001,0.1403759397255878,0.0
2024-01-01 23:45:00,0.001,0.001,0.9224385286522939,0.1
