,TumbleDryer,DishWasher,WashingMachine,BaseLoad,P_EV,P_WB
2024-01-01 00:00:00,0.001,0.0,0.001,0.2270759397255878,0.0,0.0
2024-01-01 00:15:00,0.001,0.0,0.001,0.34000927305892115,0.0,0.0
2024-01-01 00:30:00,0.001,0.0,0.001,0.32073070201972875,0.0,0.4
2024-01-01 00:45:00,0.001,0.0,0.001,0.3165237423726735,0.0,1.2
2024-01-01 01:00:00,0.001,0.0,0.001,0.4986412474575578,0.0,0.0
2024-01-01 01:15:00,0.001,0.0,0.001,0.41470407773996054,0.0,1.2
2024-01-01 01:30:00,0.001,0.0,0.001,0.22779040903934017,0.0,0.6
2024-01-01 01:45:00,0.001,0.0,0.001,0.18647707570600683,0.0,0.0
2024-01-01 02:00:00,0.001,0.0,0.001,0.0598237423726735,0.0,0.0
2024-01-01 02:15:00,0.001,0.0,0.001,0.06618441310724762,0.0,0.6
2024-01-01 02:30:00,0.001,0.0,0.001,0.24351774644058097,0.0,0.6
2024-01-01 02:45:00,0.001,0.0,0.001,0.14849040903934016,0.0,0.0
2024-01-01 03:00:00,0.001,0.0,0.001,0.0598237423726735,0.0,0.0
2024-01-01 03:15:00,0.001,0.0,0.001,0.0598237423726735,0.0,0.0
2024-01-01 03:30:00,0.001,0.0,0.001,0.05588249491511567,0.0,0.0
2024-01-01 03:45:00,0.001,0.0,0.001,0.07333333333333333,0.0,0.0
2024-01-01 04:00:00,0.001,0.0,0.001,0.238,0.0,0.0
2024-01-01 04:15:00,0.001,0.0,0.001,0.12399999999999999,0.0,0.0
2024-01-01 04:30:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-01 04:45:00,0.001,0.0,0.001,0.048,0.0,0.4
2024-01-01 05:00:00,0.001,0.0,0.001,0.048,0.0,0.6
2024-01-01 05:15:00,0.001,0.0,0.001,0.6190666666666668,0.0,1.6
2024-01-01 05:30:00,0.001,0.0,0.001,0.238,0.0,0.2
2024-01-01 05:45:00,0.001,0.0,0.001,0.5111333333333333,0.0,0.0
2024-01-01 06:00:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-01 06:15:00,0.001,0.0,0.001,0.048,0.0,1.2
2024-01-01 06:30:00,0.001,0.0,0.001,0.34119999999999995,0.0,0.0
2024-01-01 06:45:00,0.001,0.0,0.001,2.7642,0.0,0.0
2024-01-01 07:00:00,0.001,0.0,0.001,0.238,0.0,0.6
2024-01-01 07:15:00,0.001,0.0,0.001,0.09866666666666667,0.0,1.4
2024-01-01 07:30:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-01 07:45:00,0.001,0.0,0.001,0.05926666666666667,4.4,0.0
2024-01-01 08:00:00,0.001,0.0,0.001,0.061000000000000006,0.0,0.0
2024-01-01 08:15:00,0.001,0.0,0.001,0.12433333333333334,0.0,0.0
2024-01-01 08:30:00,0.001,0.0,0.001,0.251,0.0,0.0
2024-01-01 08:45:00,0.001,0.0,0.001,0.09899999999999999,0.0,0.0
2024-01-01 09:00:00,0.001,0.0,0.001,0.05926666666666667,0.0,0.4
2024-01-01 09:15:00,0.001,0.0,0.001,0.048,0.0,2.6
2024-01-01 09:30:00,0.001,0.0,0.001,0.9808666666666668,0.0,0.0
2024-01-01 09:45:00,0.001,0.0,0.001,0.5238,0.0,0.0
2024-01-01 10:00:00,0.001,0.0,0.001,0.7644533333333333,0.0,0.0
2024-01-01 10:15:00,0.001,0.0,0.001,0.20903333333333332,0.0,1.0
2024-01-01 10:30:00,0.001,0.0,0.001,0.1837,0.0,1.4
2024-01-01 10:45:00,0.001,0.0,0.001,0.1837,0.0,2.2
2024-01-01 11:00:00,0.001,0.0,0.001,0.1837,0.0,0.8
2024-01-01 11:15:00,0.001,0.0,0.001,0.27236666666666665,0.0,2.2
2024-01-01 11:30:00,0.001,0.0,0.001,0.3737,6.6,3.0
2024-01-01 11:45:00,0.001,0.0,0.001,0.30676666666666663,0.0,3.0
