,TumbleDryer,DishWasher,BaseLoad,P_WB
2024-01-01 00:00:00,0.001,0.0,0.15633333333333332,0.0
2024-01-01 00:15:00,0.001,0.0,0.055,0.0
2024-01-01 00:30:00,0.001,0.0,0.055,0.0
2024-01-01 00:45:00,0.001,0.0,0.055,0.0
2024-01-01 01:00:00,0.001,0.0,0.13099999999999998,0.0
2024-01-01 01:15:00,0.001,0.0,0.245,0.0
2024-01-01 01:30:00,0.001,0.0,0.06766666666666667,0.0
2024-01-01 01:45:00,0.001,0.0,0.055,0.0
2024-01-01 02:00:00,0.001,0.0,0.055,0.0
2024-01-01 02:15:00,0.001,0.0,0.055,0.0
2024-01-01 02:30:00,0.001,0.0,0.21966666666666665,0.0
2024-01-01 02:45:00,0.001,0.0,0.169,0.0
2024-01-01 03:00:00,0.001,0.0,0.055,0.0
2024-01-01 03:15:00,0.001,0.0,0.055,0.0
2024-01-01 03:30:00,0.001,0.0,0.055,0.0
2024-01-01 03:45:00,0.001,0.0,0.11833333333333333,0.0
2024-01-01 04:00:00,0.001,0.0,0.245,0.0
2024-01-01 04:15:00,0.001,0.0,0.08033333333333334,0.0
2024-01-01 04:30:00,0.001,0.0,0.055,0.0
2024-01-01 04:45:00,0.001,0.0,0.055,0.0
2024-01-01 05:00:00,0.001,0.0,0.055,0.0
2024-01-01 05:15:00,0.001,0.0,0.207,0.0
2024-01-01 05:30:00,0.001,0.0,0.18166666666666667,0.0
2024-01-01 05:45:00,0.001,0.0,0.055,0.0
2024-01-01 06:00:00,0.001,0.0,0.055,0.0
2024-01-01 06:15:00,0.001,0.0,0.055,0.0
2024-01-01 06:30:00,0.001,0.0,0.10566666666666666,0.0
2024-01-01 06:45:00,0.001,0.0,0.245,0.0
2024-01-01 07:00:00,0.001,0.0,0.093,0.0
2024-01-01 07:15:00,0.001,0.0,0.055,0.0
2024-01-01 07:30:00,0.001,0.0,0.055,0.0
2024-01-01 07:45:00,0.001,0.0,0.055,0.0
2024-01-01 08:00:00,0.001,0.0,0.19433333333333333,0.0
2024-01-01 08:15:00,0.001,0.0,0.19433333333333333,0.0
2024-01-01 08:30:00,0.001,0.0,0.055,0.0
2024-01-01 08:45:00,0.001,0.0,0.055,0.0
2024-01-01 09:00:00,0.001,0.0,0.055,0.0
2024-01-01 09:15:00,0.001,0.0,0.093,0.0
2024-01-01 09:30:00,0.001,0.0,0.245,0.0
2024-01-01 09:45:00,0.001,0.0,0.10566666666666666,0.0
2024-01-01 10:00:00,0.001,0.0,0.055,0.0
2024-01-01 10:15:00,0.001,0.0,0.055,0.0
2024-01-01 10:30:00,0.001,0.0,0.055,0.0
2024-01-01 10:45:00,0.001,0.0,0.18166666666666667,0.0
2024-01-01 11:00:00,0.001,0.0,0.207,0.0
2024-01-01 11:15:00,0.001,0.0,0.055,0.0
2024-01-01 11:30:00,0.001,0.0,0.055,0.0
2024-01-01 11:45:00,0.001,0.0,0.055,0.0
2024-01-01 12:00:00,0.001,0.0,0.08033333333333334,0.0
2024-01-01 12:15:00,0.001,0.0,0.245,3.0
2024-01-01 12:30:00,0.001,0.0,0.11833333333333333,3.0
2024-01-01 12:45:00,0.001,0.0,0.055,0.0
2024-01-01 13:00:00,0.001,0.0,0.055,0.0
2024-01-01 13:15:00,0.001,0.0,0.055,0.0
2024-01-01 13:30:00,0.001,0.0,0.169,0.0
2024-01-01 13:45:00,0.001,0.0,0.21966666666666665,1.3333333333333333
2024-01-01 14:00:00,0.001,0.0,0.055,2.0
2024-01-01 14:15:00,0.001,0.0,0.055,0.0
2024-01-01 14:30:00,0.001,0.0,0.055,2.0
2024-01-01 14:45:00,0.001,0.0,0.06766666666666668,1.6666666666666667
2024-01-01 15:00:00,0.001,0.0,0.245,0.0
2024-01-01 15:15:00,0.001,0.0,0.131,0.0
2024-01-01 15:30:00,0.001,0.0,0.055,0.0
2024-01-01 15:45:00,0.001,0.0,0.055,0.0
2024-01-01 16:00:00,0.001,0.0,0.055,0.0
2024-01-01 16:15:00,0.001,0.0,0.16413333333333335,2.3333333333333335
2024-01-01 16:30:00,0.001,0.0,0.876,0.0
2024-01-01 16:45:00,0.001,0.0,0.20103549288116193,0.0
2024-01-01 17:00:00,0.001,0.0,0.2018237423726735,0.0
2024-01-01 17:15:00,0.001,0.0,0.2832104090393402,0.0
2024-01-01 17:30:00,0.001,0.0,0.1888237423726735,0.0
2024-01-01 17:45:00,0.001,0.0,0.33849741107329395,0.0
2024-01-01 18:00:00,0.001,0.0,0.23060724338965038,0.0
2024-01-01 18:15:00,0.001,0.0,0.1888237423726735,4.666666666666667
2024-01-01 18:30:00,0.001,0.0,0.3098237423726735,0.0
2024-01-01 18:45:00,0.001,0.0,0.3098237423726735,0.0
2024-01-01 19:00:00,0.001,0.0,0.3977021595478286,0.0
2024-01-01 19:15:00,0.001,0.0,0.48800000000000004,0.0
2024-01-01 19:30:00,0.001,0.0,0.07919999999999999,0.0
2024-01-01 19:45:00,0.001,0.0,0.055,0.0
2024-01-01 20:00:00,0.001,0.0,0.7390333333333333,0.0
2024-01-01 20:15:00,0.001,0.0,0.31559172931503915,0.0
2024-01-01 20:30:00,0.001,0.0,0.5334092730589212,0.0
2024-01-01 20:45:00,0.001,0.0,0.45740927305892115,0.3333333333333333
2024-01-01 21:00:00,0.001,0.0,0.3560759397255878,3.6666666666666665
2024-01-01 21:15:00,0.001,0.0,0.43367593972558777,0.0
2024-01-01 21:30:00,0.7458391507932689,0.0,0.581165500255005,0.0
2024-01-01 21:45:00,1.8438313183695985,0.0,0.5320411414903116,0.0
2024-01-01 22:00:00,1.971994101397868,0.0,1.2404759397255878,3.6666666666666665
2024-01-01 22:15:00,1.927021184257893,0.0,0.6107426063922544,0.0
2024-01-01 22:30:00,0.21564984176050656,0.0,0.6906759397255878,0.0
2024-01-01 22:45:00,0.001,0.0,0.9899934448104722,0.0
2024-01-01 23:00:00,0.001,0.0,1.1855588640195809,1.0
2024-01-01 23:15:00,0.001,0.0,1.1727988640195808,2.3333333333333335
2024-01-01 23:30:00,0.001,0.0,0.5917904090393402,0.0
2024-01-01 23:45:00,0.001,0.0,0.36419040903934013,0.0
2024-01-02 00:00:00,0.001,0.0,0.4644550607844221,0.0
2024-01-02 00:15:00,0.001,0.0,0.5573292730589211,2.3333333333333335
2024-01-02 00:30:00,0.001,0.0,1.1375892730589212,0.0
2024-01-02 00:45:00,0.001,0.0,0.4103759397255878,0.0
2024-01-02 01:00:00,0.001,0.0,0.2417680256013633,2.3333333333333335
2024-01-02 01:15:00,0.001,0.0,0.19172435876469335,0.0
2024-01-02 01:30:00,0.001,0.0,0.20855219735291428,0.0
2024-01-02 01:45:00,0.001,0.0,0.6083521973529142,2.0
2024-01-02 02:00:00,0.001,0.0,0.36055219735291427,2.0
2024-01-02 02:15:00,0.001,0.0,0.3352188640195809,5.0
2024-01-02 02:30:00,0.001,0.0,0.6521521973529143,1.3333333333333333
2024-01-02 02:45:00,0.001,0.0,0.06762087894116572,0.0
2024-01-02 03:00:00,0.001,0.0,0.4547999999999999,0.0
2024-01-02 03:15:00,0.001,0.0,0.10566666666666666,0.0
2024-01-02 03:30:00,0.001,0.0,0.245,0.0
2024-01-02 03:45:00,0.001,0.0,0.093,0.0
2024-01-02 04:00:00,0.001,0.0,0.055,0.0
2024-01-02 04:15:00,0.001,0.0,0.055,3.3333333333333335
2024-01-02 04:30:00,0.001,0.0,0.055,0.3333333333333333
2024-01-02 04:45:00,0.001,0.0,0.19433333333333333,0.0
2024-01-02 05:00:00,0.001,0.0,0.19433333333333333,0.0
2024-01-02 05:15:00,0.001,0.0,0.055,1.3333333333333333
2024-01-02 05:30:00,0.001,0.0,0.055,1.0
2024-01-02 05:45:00,0.001,0.0,0.055,0.0
2024-01-02 06:00:00,0.001,0.0,0.10513333333333333,0.0
2024-01-02 06:15:00,0.001,0.0,0.258,0.0
2024-01-02 06:30:00,0.001,0.0,0.11866666666666667,2.0
2024-01-02 06:45:00,0.001,0.0,0.06713333333333334,0.3333333333333333
2024-01-02 07:00:00,0.001,0.0,0.055,0.0
2024-01-02 07:15:00,0.001,0.0,0.055,0.0
2024-01-02 07:30:00,0.001,0.0,0.18166666666666667,0.0
2024-01-02 07:45:00,0.001,0.0,0.207,0.0
2024-01-02 08:00:00,0.001,0.0,0.055,0.0
2024-01-02 08:15:00,0.001,0.0,0.055,0.0
2024-01-02 08:30:00,0.001,0.0,0.055,0.0
2024-01-02 08:45:00,0.001,0.0,0.08033333333333334,0.0
2024-01-02 09:00:00,0.001,0.0,0.245,0.0
2024-01-02 09:15:00,0.001,0.0,0.11833333333333333,0.0
2024-01-02 09:30:00,0.001,0.0,0.055,0.0
2024-01-02 09:45:00,0.001,0.0,1.9742000000000002,0.0
2024-01-02 10:00:00,0.001,0.0,0.5348,0.0
2024-01-02 10:15:00,1.214255689298831,0.0,0.169,0.0
2024-01-02 10:30:00,1.8990402474384707,0.0,0.3946133333333333,3.6666666666666665
2024-01-02 10:45:00,1.9725531957406226,0.0,0.146,0.0
2024-01-02 11:00:00,1.6174864641012106,0.0,0.5146666666666666,0.0
2024-01-02 11:15:00,0.001,0.0,1.407,0.0
2024-01-02 11:30:00,0.001,0.0,1.0868666666666666,3.3333333333333335
2024-01-02 11:45:00,0.001,0.0,0.552618081807868,0.0
2024-01-02 12:00:00,0.001,0.0,0.3600237423726735,0.0
2024-01-02 12:15:00,0.001,0.0,0.2748237423726735,0.0
2024-01-02 12:30:00,0.001,0.0,0.3098237423726735,0.0
2024-01-02 12:45:00,0.001,0.0,0.8232446213138392,0.0
2024-01-02 13:00:00,0.001,0.0,2.459975939725588,0.0
2024-01-02 13:15:00,0.001,0.0,3.379042606392254,1.3333333333333333
2024-01-02 13:30:00,0.001,0.0,1.1409759397255879,1.6666666666666667
2024-01-02 13:45:00,0.001,0.0,1.0426426063922545,2.3333333333333335
2024-01-02 14:00:00,0.001,0.0,0.6989229417595415,1.0
2024-01-02 14:15:00,0.001,0.0,0.5562521973529143,0.0
2024-01-02 14:30:00,0.001,0.0,0.7059188640195809,0.0
2024-01-02 14:45:00,0.001,0.0,0.5337855306862476,3.6666666666666665
2024-01-02 15:00:00,0.001,0.0,0.9513347982352762,1.0
