,WashingMachine,BaseLoad,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.043,0.0,0.0
2024-01-01 00:15:00,0.001,0.22033333333333335,0.0,0.0
2024-01-01 00:30:00,0.001,0.13166666666666668,0.0,0.0
2024-01-01 00:45:00,0.001,0.043,0.0,0.0
2024-01-01 01:00:00,0.001,0.043,0.0,0.0
2024-01-01 01:15:00,0.001,0.043,0.0,0.0
2024-01-01 01:30:00,0.001,0.09366666666666666,0.0,0.0
2024-01-01 01:45:00,0.001,0.233,0.0,0.0
2024-01-01 02:00:00,0.001,0.06833333333333333,0.0,0.0
2024-01-01 02:15:00,0.001,0.043,0.0,0.0
2024-01-01 02:30:00,0.001,0.043,0.0,0.0
2024-01-01 02:45:00,0.001,0.043,0.0,0.0
2024-01-01 03:00:00,0.001,0.157,0.0,0.0
2024-01-01 03:15:00,0.001,0.195,0.0,0.0
2024-01-01 03:30:00,0.001,0.043,0.0,0.0
2024-01-01 03:45:00,0.001,0.043,0.0,0.0
2024-01-01 04:00:00,0.001,0.043,0.0,0.0
2024-01-01 04:15:00,0.001,0.043,1.4666666666666666,0.0
2024-01-01 04:30:00,0.001,0.22033333333333335,2.0,0.0
2024-01-01 04:45:00,0.001,0.13166666666666668,2.0,0.0
2024-01-01 05:00:00,0.001,0.043,2.0,0.0
2024-01-01 05:15:00,0.001,0.043,1.4666666666666666,0.0
2024-01-01 05:30:00,0.001,0.043,0.5333333333333333,0.0
2024-01-01 05:45:00,0.001,0.09366666666666666,0.6666666666666666,0.0
2024-01-01 06:00:00,0.001,0.233,0.0,0.0
2024-01-01 06:15:00,0.001,0.06833333333333333,1.0666666666666667,0.0
2024-01-01 06:30:00,0.001,0.043,2.0,0.0
2024-01-01 06:45:00,0.001,0.043,0.5333333333333333,0.0
2024-01-01 07:00:00,0.001,0.043,0.0,0.0
2024-01-01 07:15:00,0.001,0.157,0.5333333333333333,0.0
2024-01-01 07:30:00,0.001,0.195,2.0,0.0
2024-01-01 07:45:00,0.001,0.043,2.0,0.0
2024-01-01 08:00:00,0.001,0.043,2.0,0.0
2024-01-01 08:15:00,0.001,0.043,1.2,0.0
2024-01-01 08:30:00,0.001,0.043,0.0,0.0
2024-01-01 08:45:00,0.001,0.22033333333333335,0.0,0.0
2024-01-01 09:00:00,0.001,0.13166666666666668,0.0,0.0
2024-01-01 09:15:00,0.001,0.043,0.0,0.0
2024-01-01 09:30:00,0.001,0.043,0.0,0.0
2024-01-01 09:45:00,0.001,0.043,0.0,0.0
2024-01-01 10:00:00,0.001,0.09366666666666666,0.0,0.0
2024-01-01 10:15:00,0.001,0.233,0.0,0.0
2024-01-01 10:30:00,0.001,0.06833333333333333,0.0,0.0
2024-01-01 10:45:00,0.001,0.043,0.0,0.0
2024-01-01 11:00:00,0.001,0.043,1.7333333333333334,0.0
2024-01-01 11:15:00,0.001,0.043,2.0,0.0
2024-01-01 11:30:00,0.001,0.157,0.26666666666666666,0.0
2024-01-01 11:45:00,0.001,0.195,0.0,0.0
2024-01-01 12:00:00,0.001,0.043,0.0,0.0
2024-01-01 12:15:00,0.001,0.043,0.0,0.0
2024-01-01 12:30:00,0.001,1.7406000000000001,0.0,0.0
2024-01-01 12:45:00,0.001,2.165,0.0,0.0
2024-01-01 13:00:00,0.001,1.2106,0.0,1.0
2024-01-01 13:15:00,0.001,0.14986666666666668,0.0,3.0
2024-01-01 13:30:00,0.001,0.14188249491511568,0.0,0.4
2024-01-01 13:45:00,0.001,0.1458237423726735,0.0,0.0
2024-01-01 14:00:00,0.001,1.4190237423726735,0.0,0.0
2024-01-01 14:15:00,0.001,2.3184904090393403,0.0,1.6
2024-01-01 14:30:00,0.001,1.0936237423726736,0.0,0.4
2024-01-01 14:45:00,0.001,0.07542757875693742,0.0,0.0
2024-01-01 15:00:00,0.001,0.043,0.0,0.0
2024-01-01 15:15:00,0.001,0.07918666666666667,0.0,0.0
2024-01-01 15:30:00,0.001,0.1787,0.0,0.0
2024-01-01 15:45:00,0.001,0.29269999999999996,0.0,0.0
2024-01-01 16:00:00,0.001,0.3307,0.0,0.0
2024-01-01 16:15:00,0.001,0.1787,0.0,2.0
2024-01-01 16:30:00,0.001,0.1787,0.0,0.8
2024-01-01 16:45:00,0.23432020964825145,1.912033333333333,0.0,3.0
2024-01-01 17:00:00,0.7039212343379038,1.3784999999999998,0.0,3.0
2024-01-01 17:15:00,0.34459935945807013,0.48929999999999996,0.0,1.8
2024-01-01 17:30:00,0.17055433073639628,0.26736666666666664,2.0,1.0
2024-01-01 17:45:00,0.6931757513099117,0.28356666666666663,2.0,1.6
2024-01-01 18:00:00,1.1064459872400179,0.29969999999999997,0.0,0.0
2024-01-01 18:15:00,0.08670669606343534,0.29969999999999997,0.0,0.0
2024-01-01 18:30:00,0.16148062471651628,0.35036666666666666,0.0,0.0
