,TumbleDryer,BaseLoad,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.1975521973529143,0.0,0.0
2024-01-01 00:15:00,0.001,0.7729173991176381,0.0,0.0
2024-01-01 00:30:00,0.001,0.5155750912156648,0.0,0.0
2024-01-01 00:45:00,0.001,0.6797521973529144,0.0,1.4
2024-01-01 01:00:00,0.001,0.6462855306862477,0.0,3.0
2024-01-01 01:15:00,0.001,0.209818864019581,0.0,2.6
2024-01-01 01:30:00,0.001,0.628418864019581,0.0,0.0
2024-01-01 01:45:00,0.001,0.4574139192941105,1.8666666666666667,0.0
2024-01-01 02:00:00,0.001,0.3496666666666667,0.0,0.0
2024-01-01 02:15:00,0.001,0.276,0.0,0.0
2024-01-01 02:30:00,0.001,0.5416000000000001,0.0,0.0
2024-01-01 02:45:00,0.001,0.5081333333333333,0.0,0.0
2024-01-01 03:00:00,0.001,0.2866666666666667,0.0,0.0
2024-01-01 03:15:00,0.001,0.2126666666666667,0.0,0.0
2024-01-01 03:30:00,0.001,0.13899999999999998,0.0,0.0
2024-01-01 03:45:00,0.001,0.11833333333333333,0.0,2.4
2024-01-01 04:00:00,0.001,0.10833333333333334,0.0,1.6
2024-01-01 04:15:00,0.001,1.0941333333333332,3.2,0.0
2024-01-01 04:30:00,0.001,2.7344666666666666,2.6666666666666665,0.0
2024-01-01 04:45:00,0.001,0.6728666666666666,0.0,0.0
2024-01-01 05:00:00,0.001,0.155,0.8,2.6
2024-01-01 05:15:00,0.001,0.145,0.8,1.8
2024-01-01 05:30:00,0.001,0.235,0.0,0.0
2024-01-01 05:45:00,0.001,0.18166666666666667,4.0,0.2
2024-01-01 06:00:00,0.001,0.14833333333333334,1.8666666666666667,3.0
2024-01-01 06:15:00,0.001,0.08166666666666668,0.0,0.2
2024-01-01 06:30:00,0.001,0.21833333333333332,0.0,0.0
2024-01-01 06:45:00,0.001,0.235,0.0,0.0
2024-01-01 07:00:00,0.001,0.14033333333333334,1.8666666666666667,0.0
2024-01-01 07:15:00,0.001,0.19486666666666666,0.0,0.0
2024-01-01 07:30:00,0.001,0.058,0.0,0.0
2024-01-01 07:45:00,0.001,0.19466666666666665,0.0,2.8
2024-01-01 08:00:00,0.001,0.32133333333333336,0.26666666666666666,3.0
2024-01-01 08:15:00,0.001,0.10593333333333334,1.6,3.0
2024-01-01 08:30:00,0.001,0.2,0.0,3.0
2024-01-01 08:45:00,0.001,0.48706666666666665,0.0,3.0
2024-01-01 09:00:00,0.001,0.12133333333333333,0.0,3.0
2024-01-01 09:15:00,0.001,0.358,0.0,3.0
2024-01-01 09:30:00,0.001,0.10733333333333334,1.3333333333333333,3.0
2024-01-01 09:45:00,0.001,0.2008666666666667,0.5333333333333333,3.0
2024-01-01 10:00:00,0.001,0.11733333333333333,0.0,3.0
2024-01-01 10:15:00,0.001,0.9571333333333334,0.0,3.0
2024-01-01 10:30:00,0.001,2.393666666666667,0.0,3.0
2024-01-01 10:45:00,0.001,1.4202000000000001,0.0,3.0
2024-01-01 11:00:00,0.001,0.1716666666666667,0.0,3.0
2024-01-01 11:15:00,0.001,0.1716666666666667,0.0,3.0
2024-01-01 11:30:00,0.001,0.12133333333333333,1.8666666666666667,1.8
2024-01-01 11:45:00,0.001,0.6443333333333333,0.0,0.6
2024-01-01 12:00:00,0.001,0.13099999999999998,0.0,3.0
2024-01-01 12:15:00,0.001,0.7237333333333333,0.0,1.8
2024-01-01 12:30:00,0.001,0.2,0.0,0.2
2024-01-01 12:45:00,0.001,0.10833333333333334,0.0,3.0
2024-01-01 13:00:00,0.001,0.235,0.0,3.0
2024-01-01 13:15:00,0.001,0.057666666666666665,0.0,3.0
2024-01-01 13:30:00,0.001,0.186,0.0,3.0
2024-01-01 13:45:00,0.001,0.7697333333333333,0.0,3.0
2024-01-01 14:00:00,0.001,0.14966666666666667,0.8,0.6
2024-01-01 14:15:00,0.001,0.235,1.0666666666666667,0.0
2024-01-01 14:30:00,0.001,0.057666666666666665,0.0,0.0
2024-01-01 14:45:00,0.001,0.08166666666666668,0.0,1.2
2024-01-01 15:00:00,0.001,0.2996666666666667,0.0,3.0
2024-01-01 15:15:00,0.001,0.191,0.0,3.0
2024-01-01 15:30:00,0.001,0.235,0.0,1.4
2024-01-01 15:45:00,0.001,0.057666666666666665,0.0,0.0
2024-01-01 16:00:00,0.001,0.045,0.0,0.0
2024-01-01 16:15:00,0.001,0.22166666666666668,0.0,1.2
2024-01-01 16:30:00,0.001,0.30566666666666664,0.0,3.0
2024-01-01 16:45:00,0.001,0.235,1.0666666666666667,1.0
2024-01-01 17:00:00,0.001,0.057666666666666665,0.8,0.0
2024-01-01 17:15:00,0.001,0.045,0.0,0.0
2024-01-01 17:30:00,0.001,0.107,0.0,0.0
2024-01-01 17:45:00,0.001,0.3733333333333333,0.0,0.0
2024-01-01 18:00:00,0.001,0.282,0.0,0.0
2024-01-01 18:15:00,0.001,0.057666666666666665,0.0,0.0
2024-01-01 18:30:00,0.001,0.045,0.0,0.0
2024-01-01 18:45:00,0.001,0.06566666666666666,0.0,1.2
2024-01-01 19:00:00,0.001,0.3,0.0,1.6
2024-01-01 19:15:00,0.001,0.3966666666666666,0.0,0.0
2024-01-01 19:30:00,0.001,0.057666666666666665,0.0,0.0
2024-01-01 19:45:00,0.001,0.045,1.8666666666666667,0.0
2024-01-01 20:00:00,0.001,0.5780666666666666,0.0,2.2
2024-01-01 20:15:00,0.001,0.24266666666666667,0.0,1.8
2024-01-01 20:30:00,0.001,0.4094,0.0,1.6
2024-01-01 20:45:00,0.001,0.2693503758902352,0.0,2.4
2024-01-01 21:00:00,0.001,0.20937593972558782,0.0,0.0
2024-01-01 21:15:00,0.001,0.20937593972558782,0.0,0.0
2024-01-01 21:30:00,0.001,0.6322426063922545,0.0,0.0
2024-01-01 21:45:00,0.001,0.6669759397255877,0.0,0.0
2024-01-01 22:00:00,0.001,0.6003252072746165,0.0,1.6
2024-01-01 22:15:00,0.001,0.0856079141242245,0.0,3.0
2024-01-01 22:30:00,0.001,0.46793827805880384,0.0,0.8
2024-01-01 22:45:00,0.001,0.20179944074256467,0.26666666666666666,0.0
2024-01-01 23:00:00,0.001,0.4333759397255878,0.0,0.0
2024-01-01 23:15:00,0.001,0.1583759397255878,0.0,2.4
2024-01-01 23:30:00,0.001,0.1983759397255878,0.0,0.2
2024-01-01 23:45:00,0.001,0.07996202043147732,0.0,0.0
2024-01-02 00:00:00,0.001,0.12181966463271293,0.0,2.0
2024-01-02 00:15:00,0.001,0.39,0.0,1.2
2024-01-02 00:30:00,0.001,0.5194666666666666,0.0,0.0
2024-01-02 00:45:00,0.001,0.5181333333333333,0.0,0.0
2024-01-02 01:00:00,0.001,0.11833333333333333,0.0,0.0
2024-01-02 01:15:00,0.001,0.10833333333333334,0.0,0.0
2024-01-02 01:30:00,0.001,0.7588,0.0,0.0
2024-01-02 01:45:00,0.001,0.161,0.0,0.0
2024-01-02 02:00:00,0.001,0.045,0.0,0.0
2024-01-02 02:15:00,0.001,0.155,0.0,2.4
2024-01-02 02:30:00,0.001,0.145,0.0,1.2
2024-01-02 02:45:00,0.001,0.31766666666666665,0.0,0.0
2024-01-02 03:00:00,0.001,0.6021333333333333,0.0,2.4
2024-01-02 03:15:00,0.001,0.045,0.0,3.0
2024-01-02 03:30:00,0.001,0.08166666666666668,0.26666666666666666,3.0
2024-01-02 03:45:00,0.001,0.21833333333333332,3.466666666666667,3.0
2024-01-02 04:00:00,0.001,0.2763333333333333,0.0,3.0
2024-01-02 04:15:00,0.001,0.2126666666666667,0.0,3.0
2024-01-02 04:30:00,0.001,0.6090666666666666,0.0,3.0
2024-01-02 04:45:00,0.001,0.045,0.0,3.0
2024-01-02 05:00:00,0.001,0.18166666666666664,0.0,3.0
2024-01-02 05:15:00,0.001,0.30833333333333335,0.0,3.0
2024-01-02 05:30:00,0.001,0.2126666666666667,0.0,3.0
2024-01-02 05:45:00,0.001,0.11733333333333333,0.0,3.0
2024-01-02 06:00:00,0.001,0.045,0.0,3.0
2024-01-02 06:15:00,0.001,0.10833333333333334,1.8666666666666667,3.0
