,Occupancy,T_set_HP,P_loss_HP,T_ref_HP,T_wall_HP,T_out_HP,SoC_ref_EV,SoC_arr_EV,EV_plugged,EV_arrival,EV_departure
2024-01-01 00:00:00,2.0,15.0,0.9065904335652146,14.989347508618069,13.506382210759764,12.0,0.0,0.0,0,0,0
2024-01-01 00:15:00,2.0,15.0,0.9065904335652146,14.966857958416734,13.51967639361349,12.0,0.0,0.0,0,0,0
2024-01-01 00:30:00,2.0,15.0,0.9065904335652146,14.944880036722328,13.532391784098369,12.0,0.0,0.0,0,0,0
2024-01-01 00:45:00,2.0,15.0,0.9065904335652146,14.923398261522516,13.544546922162318,12.0,0.0,0.0,0,0,0
2024-01-01 01:00:00,2.0,15.0,0.9065904335652146,14.902397633554655,13.556159766791952,12.0,0.0,0.0,0,0,0
2024-01-01 01:15:00,2.0,15.0,0.9065904335652146,14.881863621213201,13.56724771418336,12.0,0.0,0.0,0,0,0
2024-01-01 01:30:00,2.0,15.0,0.9065904335652146,14.861782145929128,13.577827615344619,12.0,0.0,0.0,0,0,0
2024-01-01 01:45:00,2.0,15.0,0.9065904335652146,14.842139568006527,13.587915793147873,12.0,0.0,0.0,0,0,0
2024-01-01 02:00:00,2.0,15.0,0.9065904335652146,14.822636207915291,13.595094929090312,11.0,0.0,0.0,0,0,0
2024-01-01 02:15:00,2.0,15.0,0.9065904335652146,14.803177237903798,13.599092594517595,11.0,0.0,0.0,0,0,0
2024-01-01 02:30:00,2.0,15.0,0.9065904335652146,14.784056595432503,13.602735369480332,11.0,0.0,0.0,0,0,0
2024-01-01 02:45:00,2.0,15.0,0.9065904335652146,14.765264429883334,13.606034972544299,11.0,0.0,0.0,0,0,0
2024-01-01 03:00:00,2.0,15.0,0.9065904335652146,14.746791196713135,13.609002754142205,11.0,0.0,0.0,0,0,0
2024-01-01 03:15:00,2.0,15.0,0.9065904335652146,14.72862764788755,13.611649708090287,11.0,0.0,0.0,0,0,0
2024-01-01 03:30:00,2.0,15.0,0.9065904335652146,14.710764822614033,13.61398648274478,11.0,0.0,0.0,0,0,0
2024-01-01 03:45:00,2.0,15.0,0.9065904335652146,14.69319403836464,13.616023391809469,11.0,0.0,0.0,0,0,0
2024-01-01 04:00:00,2.0,15.0,0.9065904335652146,14.67590688217953,13.617770424805293,11.0,0.0,0.0,0,0,0
2024-01-01 04:15:00,1.0,19.333333333333332,0.9065904335652146,15.019567121166341,13.620510645543577,11.0,0.0,0.0,0,0,0
2024-01-01 04:30:00,1.0,20.0,0.9065904335652146,16.02088699443723,13.633621459616391,11.0,0.0,0.0,0,0,0
