,DishWasher,BaseLoad,P_EV,P_HP,P_WB
2024-01-01 00:00:00,0.0,0.4815426063922545,0.0,0.0,0.0
2024-01-01 00:15:00,0.0,0.6634092730589212,0.0,0.0,2.8
2024-01-01 00:30:00,0.0,0.5449973686863954,0.0,0.0,2.0
2024-01-01 00:45:00,0.0,0.4062640353530621,0.0,0.0,0.0
2024-01-01 01:00:00,0.0,0.37365219735291433,0.0,0.0,2.0
2024-01-01 01:15:00,0.0,0.46525219735291434,0.0,0.0,0.6
2024-01-01 01:30:00,0.0,0.39045219735291437,0.0,0.0,3.0
2024-01-01 01:45:00,0.0,0.43958553068624767,0.0,0.0,0.4
2024-01-01 02:00:00,0.0,0.3379417578823315,0.0,0.0,0.0
2024-01-01 02:15:00,0.0,0.2885,0.0,0.0,1.2
2024-01-01 02:30:00,0.0,0.19169999999999998,0.0,0.0,0.8
2024-01-01 02:45:00,0.0,0.5914999999999999,0.0,0.0,0.0
2024-01-01 03:00:00,0.0,0.29436666666666667,0.0,0.0,0.0
2024-01-01 03:15:00,0.0,0.20636666666666664,0.0,0.9333333333333333,0.0
2024-01-01 03:30:00,0.0,0.19169999999999998,0.0,2.0,2.6
2024-01-01 03:45:00,0.0,0.19169999999999998,0.0,2.0,0.8
2024-01-01 04:00:00,0.0,0.19169999999999998,0.0,0.5333333333333333,0.0
2024-01-01 04:15:00,0.0,0.2650333333333333,0.0,0.5333333333333333,0.0
2024-01-01 04:30:00,0.0,0.2357,0.0,2.0,0.0
2024-01-01 04:45:00,0.0,0.19169999999999998,0.0,2.0,0.0
2024-01-01 05:00:00,0.0,0.19169999999999998,0.0,2.0,0.0
2024-01-01 05:15:00,0.0,0.45823333333333327,0.0,2.0,0.0
2024-01-01 05:30:00,0.0,0.31468666666666667,0.0,2.0,3.0
2024-01-01 05:45:00,0.0,0.12933333333333336,0.0,0.4,2.4
2024-01-01 06:00:00,0.0,0.056,0.0,0.0,0.0
2024-01-01 06:15:00,0.0,0.056,0.0,0.0,0.0
2024-01-01 06:30:00,0.0,0.06813333333333334,4.4,0.0,0.0
2024-01-01 06:45:00,0.0,0.08366666666666668,0.7333333333333333,0.0,0.0
2024-01-01 07:00:00,0.0,0.26039999999999996,0.0,0.0,0.0
2024-01-01 07:15:00,0.0,0.19,0.0,0.0,0.0
2024-01-01 07:30:00,0.0,0.1796,0.0,0.0,0.0
2024-01-01 07:45:00,0.0,0.177,0.0,0.0,1.0
2024-01-01 08:00:00,0.0,0.177,0.0,0.0,3.0
2024-01-01 08:15:00,0.0,0.24813333333333334,0.0,0.0,3.0
2024-01-01 08:30:00,0.0,0.078,0.0,0.0,3.0
2024-01-01 08:45:00,0.0,0.06293333333333334,0.0,0.0,2.8
2024-01-01 09:00:00,0.0,0.069,0.0,0.0,0.0
2024-01-01 09:15:00,0.0,0.069,0.0,0.0,0.0
2024-01-01 09:30:00,0.0,0.7578,0.0,0.0,2.2
2024-01-01 09:45:00,0.0,2.3522000000000003,0.0,0.0,2.2
2024-01-01 10:00:00,0.0,1.2955333333333334,0.0,0.0,2.0
2024-01-01 10:15:00,0.0,0.8150666666666667,0.0,0.0,0.0
2024-01-01 10:30:00,0.0,0.282,0.0,0.0,0.0
2024-01-01 10:45:00,0.0,0.3186666666666666,0.0,1.2,2.2
2024-01-01 11:00:00,0.0,0.2878666666666667,0.0,1.4666666666666666,1.0
2024-01-01 11:15:00,0.0,0.2956066666666667,0.0,0.0,0.8
2024-01-01 11:30:00,0.0,0.7135,0.0,0.0,2.0
2024-01-01 11:45:00,0.0,0.8467666666666667,0.0,0.0,2.6
2024-01-01 12:00:00,0.0,0.32103333333333334,0.0,0.0,0.4
2024-01-01 12:15:00,0.0,0.3749,0.0,0.0,1.6
2024-01-01 12:30:00,0.0,0.25676666666666664,0.0,0.0,1.0
2024-01-01 12:45:00,0.0,0.32421739911763814,0.0,0.0,0.0
2024-01-01 13:00:00,0.0,0.407918864019581,0.0,0.0,0.0
2024-01-01 13:15:00,0.0,0.5572521973529143,0.0,0.0,0.0
2024-01-01 13:30:00,0.0,0.6452521973529143,0.0,0.0,0.0
2024-01-01 13:45:00,0.0,0.6940521973529142,0.0,0.0,2.2
2024-01-01 14:00:00,0.0,0.5956084245489982,0.0,0.0,2.4
2024-01-01 14:15:00,0.0,0.4467,0.0,0.0,0.0
2024-01-01 14:30:00,0.0,0.35796666666666666,0.0,0.0,0.0
2024-01-01 14:45:00,0.0,0.9174333333333333,0.0,0.0,0.0
2024-01-01 15:00:00,0.0,0.37229999999999996,0.0,0.0,0.2
2024-01-01 15:15:00,0.0,0.5041666666666668,4.4,0.0,3.0
2024-01-01 15:30:00,0.0,0.5687000000000001,8.066666666666666,0.0,1.4
2024-01-01 15:45:00,0.0,0.5687000000000001,0.0,0.0,0.6
2024-01-01 16:00:00,0.0,0.5980333333333334,0.0,0.0,2.0
2024-01-01 16:15:00,0.0,0.5491,0.0,0.0,0.0
2024-01-01 16:30:00,0.0,0.18604666666666664,0.0,0.0,1.2
2024-01-01 16:45:00,0.0,0.11246666666666666,0.0,0.0,3.0
2024-01-01 17:00:00,0.0,0.1333034798235276,0.0,0.0,3.0
2024-01-01 17:15:00,0.0,0.7627521973529144,0.0,1.3333333333333333,3.0
2024-01-01 17:30:00,0.0,0.5664855306862476,0.0,1.3333333333333333,3.0
2024-01-01 17:45:00,0.0,0.47188553068624756,1.4666666666666666,0.0,3.0
2024-01-01 18:00:00,0.0,0.46455627509287484,0.0,0.0,3.0
2024-01-01 18:15:00,0.0,0.46337593972558777,0.0,0.0,3.0
2024-01-01 18:30:00,0.0,0.31817593972558783,0.0,0.0,0.2
