,TumbleDryer,DishWasher,WashingMachine,BaseLoad,P_WB
2024-01-01 00:00:00,0.001,0.0,0.001,0.16599999999999998,0.0
2024-01-01 00:15:00,0.001,0.0,0.001,0.052,0.0
2024-01-01 00:30:00,0.001,0.0,0.001,0.052,0.0
2024-01-01 00:45:00,0.001,0.0,0.001,0.052,0.0
2024-01-01 01:00:00,0.001,0.0,0.001,0.09,0.0
2024-01-01 01:15:00,0.001,0.0,0.001,0.242,0.0
2024-01-01 01:30:00,0.001,0.0,0.001,0.09,0.0
2024-01-01 01:45:00,0.001,0.0,0.001,0.052,0.0
2024-01-01 02:00:00,0.001,0.0,0.001,0.052,0.0
2024-01-01 02:15:00,0.001,0.0,0.001,0.052,0.0
2024-01-01 02:30:00,0.001,0.0,0.001,0.16599999999999998,0.0
2024-01-01 02:45:00,0.001,0.0,0.001,0.20400000000000001,0.0
2024-01-01 03:00:00,0.001,0.0,0.001,0.052,1.1
2024-01-01 03:15:00,0.001,0.0,0.001,0.052,1.5
2024-01-01 03:30:00,0.001,0.0,0.001,0.052,1.5
2024-01-01 03:45:00,0.001,0.0,0.001,0.052,1.5
2024-01-01 04:00:00,0.001,0.0,0.001,0.242,1.5
2024-01-01 04:15:00,0.001,0.0,0.001,0.128,1.5
2024-01-01 04:30:00,0.001,0.0,0.001,0.052,0.1
2024-01-01 04:45:00,0.001,0.0,0.001,0.052,0.0
2024-01-01 05:00:00,0.001,0.0,0.001,0.052,0.0
2024-01-01 05:15:00,0.001,0.0,0.001,0.128,0.0
2024-01-01 05:30:00,0.001,0.0,0.001,0.242,0.0
2024-01-01 05:45:00,0.001,0.0,0.001,0.052,0.0
2024-01-01 06:00:00,0.001,0.0,0.001,0.052,0.0
2024-01-01 06:15:00,0.001,0.0,0.001,0.052,0.0
2024-01-01 06:30:00,0.001,0.0,0.001,0.052,0.0
2024-01-01 06:45:00,0.001,0.0,0.001,0.20400000000000001,0.0
2024-01-01 07:00:00,0.001,0.0,0.001,0.16599999999999998,0.0
2024-01-01 07:15:00,0.001,0.0,0.001,0.052,0.0
2024-01-01 07:30:00,0.001,0.0,0.001,0.052,0.0
2024-01-01 07:45:00,0.001,0.0,0.001,0.052,0.0
2024-01-01 08:00:00,0.001,0.0,0.001,0.09,0.0
2024-01-01 08:15:00,0.001,0.0,0.001,0.242,0.0
2024-01-01 08:30:00,0.001,0.0,0.001,0.09,0.0
2024-01-01 08:45:00,0.001,0.0,0.001,0.052,0.0
2024-01-01 09:00:00,0.001,0.0,0.001,0.052,0.0
2024-01-01 09:15:00,0.001,0.0,0.001,0.052,0.0
2024-01-01 09:30:00,0.001,0.0,0.001,0.16599999999999998,0.0
2024-01-01 09:45:00,0.001,0.0,0.001,0.20400000000000001,0.0
2024-01-01 10:00:00,0.001,0.0,0.001,0.0572,0.0
2024-01-01 10:15:00,0.001,0.0,0.001,0.065,0.0
2024-01-01 10:30:00,0.001,0.0,0.001,0.065,0.0
2024-01-01 10:45:00,0.001,0.0,0.001,0.46480000000000005,0.0
2024-01-01 11:00:00,0.001,0.0,0.001,0.2524,0.0
2024-01-01 11:15:00,0.001,0.0,0.001,0.14100000000000001,1.4
2024-01-01 11:30:00,0.001,0.0,0.001,0.14566666666666667,1.5
2024-01-01 11:45:00,0.001,0.0,0.001,0.186,1.5
2024-01-01 12:00:00,0.001,0.0,0.001,0.186,1.5
2024-01-01 12:15:00,0.001,0.0,0.001,0.262,0.8
2024-01-01 12:30:00,0.001,0.0,0.001,0.376,0.4
2024-01-01 12:45:00,0.001,0.0,0.001,0.12146666666666667,1.5
2024-01-01 13:00:00,0.001,0.0,0.001,0.05806666666666667,1.5
2024-01-01 13:15:00,0.001,0.0,0.001,0.08426666666666667,1.5
2024-01-01 13:30:00,0.001,0.0,0.001,0.173,1.5
2024-01-01 13:45:00,0.001,0.0,0.001,0.325,1.5
2024-01-01 14:00:00,0.001,0.0,0.001,0.33223333333333327,1.3
2024-01-01 14:15:00,0.001,0.0,0.001,0.3087,0.0
2024-01-01 14:30:00,0.001,0.0,0.001,0.29256666666666664,0.0
2024-01-01 14:45:00,0.001,0.0,0.001,0.18769999999999998,0.5
2024-01-01 15:00:00,0.001,0.0,0.001,0.22569999999999996,1.5
2024-01-01 15:15:00,0.001,0.0,0.001,0.3777,1.5
2024-01-01 15:30:00,0.001,0.0,0.001,0.22569999999999996,1.5
2024-01-01 15:45:00,0.001,0.0,0.001,0.7207666666666666,1.5
2024-01-01 16:00:00,0.001,0.0,0.001,0.18769999999999998,1.5
2024-01-01 16:15:00,0.001,0.0,0.001,0.18769999999999998,1.5
2024-01-01 16:30:00,0.001,0.0,0.001,0.3017,1.5
2024-01-01 16:45:00,0.001,0.0,0.001,0.33969999999999995,1.5
2024-01-01 17:00:00,0.001,0.0,0.001,0.18769999999999998,1.5
2024-01-01 17:15:00,0.001,0.0,0.001,0.6071237423726735,1.5
2024-01-01 17:30:00,0.001,0.0,0.001,0.2125237423726735,1.5
2024-01-01 17:45:00,0.001,0.0,0.001,0.2125237423726735,1.5
2024-01-01 18:00:00,0.001,0.0,0.001,0.4716570757060069,1.5
2024-01-01 18:15:00,0.001,0.0,0.001,0.3965237423726735,0.5
2024-01-01 18:30:00,0.001,0.0,0.001,0.3134294969490694,0.0
2024-01-01 18:45:00,0.001,0.0,0.001,0.20013999999999996,0.0
2024-01-01 19:00:00,0.001,0.0,0.001,0.173,0.0
2024-01-01 19:15:00,0.001,0.0,0.001,0.25593333333333335,0.0
2024-01-01 19:30:00,0.001,0.0,0.001,0.29533333333333334,1.3
2024-01-01 19:45:00,0.001,0.0,0.001,0.065,1.5
2024-01-01 20:00:00,0.001,0.0,0.001,0.07727362631372191,1.5
2024-01-01 20:15:00,0.001,0.0,0.001,0.2290111912510531,1.5
2024-01-01 20:30:00,0.001,0.0,0.001,0.33737593972558777,0.8
2024-01-01 20:45:00,0.001,0.0,0.001,0.595109273058921,1.5
2024-01-01 21:00:00,0.001,0.0,0.001,0.5733759397255878,1.5
2024-01-01 21:15:00,0.001,0.0,0.001,0.4322842104105486,0.8
2024-01-01 21:30:00,0.001,0.0,0.001,0.2584237423726735,1.5
2024-01-01 21:45:00,0.001,0.0,0.001,0.2094904090393402,1.0
2024-01-01 22:00:00,0.001,0.0,0.001,0.31102868709814396,0.0
2024-01-01 22:15:00,0.001,0.0,0.001,0.5283759397255877,0.0
2024-01-01 22:30:00,0.001,0.0,0.001,0.37637593972558775,0.0
2024-01-01 22:45:00,0.001,0.0,0.001,0.3265521973529143,0.0
2024-01-01 23:00:00,0.001,0.0,0.001,0.2455521973529143,0.0
2024-01-01 23:15:00,0.001,0.0,0.001,0.07093131841174859,0.0
2024-01-01 23:30:00,0.001,0.0,0.001,0.16599999999999998,0.0
2024-01-01 23:45:00,0.001,0.0,0.001,0.20400000000000001,0.0
2024-01-02 00:00:00,0.001,0.0,0.001,0.052,0.0
2024-01-02 00:15:00,0.001,0.0,0.001,0.052,0.0
2024-01-02 00:30:00,0.001,0.0,0.001,0.052,0.0
2024-01-02 00:45:00,0.001,0.0,0.001,0.052,0.0
2024-01-02 01:00:00,0.001,0.0,0.001,0.242,0.0
2024-01-02 01:15:00,0.001,0.0,0.001,0.128,0.0
2024-01-02 01:30:00,0.001,0.0,0.001,0.052,0.0
2024-01-02 01:45:00,0.001,0.0,0.001,0.052,0.0
2024-01-02 02:00:00,0.001,0.0,0.001,0.052,0.0
2024-01-02 02:15:00,0.001,0.0,0.001,0.128,0.0
2024-01-02 02:30:00,0.001,0.0,0.001,0.242,0.0
2024-01-02 02:45:00,0.001,0.0,0.001,0.052,0.0
2024-01-02 03:00:00,0.001,0.0,0.001,0.052,0.0
2024-01-02 03:15:00,0.001,0.0,0.001,0.052,0.0
2024-01-02 03:30:00,0.001,0.0,0.001,0.052,0.0
2024-01-02 03:45:00,0.001,0.0,0.001,0.20400000000000001,0.0
2024-01-02 04:00:00,0.001,0.0,0.001,0.16599999999999998,0.0
2024-01-02 04:15:00,0.001,0.0,0.001,0.052,0.0
2024-01-02 04:30:00,0.001,0.0,0.001,0.052,0.0
2024-01-02 04:45:00,0.001,0.0,0.001,0.052,0.0
2024-01-02 05:00:00,0.001,0.0,0.001,0.09,1.5
2024-01-02 05:15:00,0.001,0.0,0.001,0.6418,0.8
2024-01-02 05:30:00,0.001,0.0,0.001,0.09,0.0
2024-01-02 05:45:00,0.001,0.0,0.001,0.052,0.0
2024-01-02 06:00:00,0.001,0.0,0.001,0.052,0.0
2024-01-02 06:15:00,0.001,0.0,0.001,0.052,0.0
2024-01-02 06:30:00,0.001,0.0,0.001,0.16599999999999998,0.0
2024-01-02 06:45:00,0.001,0.0,0.001,0.20833333333333334,0.0
2024-01-02 07:00:00,0.001,0.0,0.001,0.065,0.0
2024-01-02 07:15:00,0.001,0.0,0.001,0.07524724338965036,0.0
2024-01-02 07:30:00,0.001,0.0,0.001,0.0768237423726735,0.9
2024-01-02 07:45:00,0.001,0.0,0.001,0.5486237423726735,1.5
2024-01-02 08:00:00,0.001,0.0,0.001,0.5080904090393402,1.5
2024-01-02 08:15:00,0.001,0.0,0.001,0.26082374237267353,1.5
2024-01-02 08:30:00,0.001,0.0,0.001,0.18482374237267354,1.5
2024-01-02 08:45:00,0.001,0.0,0.001,0.1745764989830231,1.5
2024-01-02 09:00:00,0.001,0.0,0.001,0.060066666666666664,1.5
2024-01-02 09:15:00,0.001,0.0,0.001,0.128,1.1
2024-01-02 09:30:00,0.001,0.0,0.001,0.242,0.0
2024-01-02 09:45:00,0.001,0.0,0.001,0.052,0.0
2024-01-02 10:00:00,0.001,0.0,0.001,0.052,0.1
2024-01-02 10:15:00,0.001,0.0,0.001,0.052,1.5
2024-01-02 10:30:00,0.001,0.0,0.001,0.4518000000000001,1.5
2024-01-02 10:45:00,0.001,0.0,0.001,0.20400000000000001,1.5
2024-01-02 11:00:00,0.001,0.0,0.001,0.16599999999999998,1.5
2024-01-02 11:15:00,0.001,0.0,0.001,0.052,0.3
2024-01-02 11:30:00,0.001,0.0,0.001,0.052,0.0
2024-01-02 11:45:00,0.001,0.0,0.001,0.052,0.0
2024-01-02 12:00:00,0.001,0.0,0.001,0.09,0.0
2024-01-02 12:15:00,0.001,0.0,0.001,0.242,0.0
2024-01-02 12:30:00,0.001,0.0,0.001,0.09,0.0
2024-01-02 12:45:00,0.001,0.0,0.001,0.052,0.0
2024-01-02 13:00:00,0.001,0.0,0.001,0.052,0.0
2024-01-02 13:15:00,0.001,0.0,0.001,0.052,0.0
2024-01-02 13:30:00,0.001,0.0,0.001,0.16599999999999998,0.0
2024-01-02 13:45:00,0.001,0.0,0.001,0.20400000000000001,0.0
2024-01-02 14:00:00,0.001,0.0,0.001,0.052,0.0
2024-01-02 14:15:00,0.001,0.0,0.001,0.052,0.0
2024-01-02 14:30:00,0.001,0.0,0.001,0.052,0.0
2024-01-02 14:45:00,0.001,0.0,0.001,0.052,0.0
2024-01-02 15:00:00,0.001,0.0,0.001,0.242,0.0
2024-01-02 15:15:00,0.001,0.0,0.001,0.128,0.0
2024-01-02 15:30:00,0.001,0.0,0.001,0.052,0.0
2024-01-02 15:45:00,0.001,0.0,0.001,0.052,0.0
2024-01-02 16:00:00,0.001,0.0,0.001,0.052,0.0
2024-01-02 16:15:00,0.001,0.0,0.001,0.128,0.0
2024-01-02 16:30:00,0.001,0.0,0.001,0.242,0.0
2024-01-02 16:45:00,0.001,0.0,0.001,0.052,0.0
2024-01-02 17:00:00,0.001,0.0,0.001,0.052,0.0
2024-01-02 17:15:00,0.001,0.0,0.001,0.052,0.0
2024-01-02 17:30:00,0.001,0.0,0.001,0.052,0.0
2024-01-02 17:45:00,0.001,0.0,0.001,0.20400000000000001,0.0
2024-01-02 18:00:00,0.001,0.0,0.001,0.16599999999999998,0.0
2024-01-02 18:15:00,0.001,0.0,0.001,0.052,0.0
2024-01-02 18:30:00,0.001,0.0,0.001,0.052,0.0
2024-01-02 18:45:00,0.001,0.0,0.001,0.052,0.0
2024-01-02 19:00:00,0.001,0.0,0.001,0.09,0.0
2024-01-02 19:15:00,0.001,0.0,0.001,0.242,0.0
2024-01-02 19:30:00,0.001,0.0,0.001,0.09,0.0
2024-01-02 19:45:00,0.001,0.0,0.001,0.052,0.0
2024-01-02 20:00:00,0.001,0.0,0.001,0.052,0.0
2024-01-02 20:15:00,0.001,0.0,0.001,0.052,0.0
2024-01-02 20:30:00,0.001,0.0,0.001,0.16599999999999998,0.0
2024-01-02 20:45:00,0.001,0.0,0.001,0.20400000000000001,0.0
2024-01-02 21:00:00,0.001,0.0,0.001,0.052,0.0
2024-01-02 21:15:00,0.001,0.0,0.001,0.052,0.0
2024-01-02 21:30:00,0.001,0.0,0.001,0.052,0.0
2024-01-02 21:45:00,0.001,0.0,0.001,0.0762,0.0
2024-01-02 22:00:00,0.001,0.0,0.001,0.46873333333333334,0.0
2024-01-02 22:15:00,0.001,0.0,0.001,0.37906666666666666,0.0
2024-01-02 22:30:00,0.001,0.0,0.001,0.959313910056317,0.0
2024-01-02 22:45:00,0.001,0.0,0.001,0.43834114149031156,0.0
2024-01-02 23:00:00,0.001,0.0,0.001,0.3865759397255878,0.0
2024-01-02 23:15:00,0.001,0.0,0.001,0.2923759397255878,0.0
2024-01-02 23:30:00,0.001,0.0,0.001,0.49136260639225443,0.0
2024-01-02 23:45:00,0.001,0.0,0.001,0.4777880256013633,0.0
2024-01-03 00:00:00,0.001,0.0,0.001,0.49978754560783245,0.7
2024-01-03 00:15:00,0.001,0.0,0.001,0.5517000000000001,1.5
2024-01-03 00:30:00,0.001,0.0,0.001,0.5517000000000001,1.5
2024-01-03 00:45:00,0.001,0.0,0.001,1.1554333333333335,1.5
2024-01-03 01:00:00,0.001,0.0,0.001,0.4469,1.0
2024-01-03 01:15:00,0.001,0.0,0.001,0.3901,1.5
2024-01-03 01:30:00,0.001,0.0,0.001,0.3097,1.5
2024-01-03 01:45:00,0.001,0.0,0.001,0.3097,1.5
2024-01-03 02:00:00,0.001,0.0,0.001,0.4525666666666667,1.5
2024-01-03 02:15:00,0.001,0.0,0.001,0.6207,1.5
2024-01-03 02:30:00,0.001,0.0,0.001,0.36296666666666666,0.5
2024-01-03 02:45:00,0.001,0.0,0.001,0.3087,0.0
2024-01-03 03:00:00,0.001,0.0,0.001,0.2522333333333333,0.4
2024-01-03 03:15:00,0.001,0.0,0.001,0.18769999999999998,1.5
2024-01-03 03:30:00,0.001,0.0,0.001,0.7014999999999999,1.5
2024-01-03 03:45:00,0.001,0.0,0.001,0.33969999999999995,1.2
2024-01-03 04:00:00,0.001,0.0,0.001,0.16960666666666666,0.0
2024-01-03 04:15:00,0.001,0.0,0.001,0.052,0.0
2024-01-03 04:30:00,0.001,0.0,0.001,0.052,0.0
2024-01-03 04:45:00,0.001,0.0,0.001,0.052,0.0
2024-01-03 05:00:00,0.001,0.0,0.001,0.242,0.0
2024-01-03 05:15:00,0.001,0.0,0.001,0.128,0.0
2024-01-03 05:30:00,0.001,0.0,0.001,0.052,0.0
2024-01-03 05:45:00,0.001,0.0,0.001,0.052,0.0
2024-01-03 06:00:00,0.001,0.0,0.001,0.052,0.0
2024-01-03 06:15:00,0.001,0.0,0.001,0.128,0.0
2024-01-03 06:30:00,0.001,0.0,0.001,0.242,0.0
2024-01-03 06:45:00,0.001,0.0,0.001,0.052,0.0
2024-01-03 07:00:00,0.001,0.0,0.001,0.052,0.0
2024-01-03 07:15:00,0.001,0.0,0.001,0.052,0.0
2024-01-03 07:30:00,0.001,0.0,0.001,0.052,0.0
2024-01-03 07:45:00,0.001,0.0,0.001,0.20400000000000001,0.0
2024-01-03 08:00:00,0.001,0.0,0.001,0.16599999999999998,0.0
2024-01-03 08:15:00,0.001,0.0,0.001,0.052,0.0
2024-01-03 08:30:00,0.001,0.0,0.001,0.052,0.0
2024-01-03 08:45:00,0.001,0.0,0.001,0.052,0.0
2024-01-03 09:00:00,0.001,0.0,0.001,0.09,0.0
2024-01-03 09:15:00,0.001,0.0,0.001,0.242,0.0
2024-01-03 09:30:00,0.001,0.0,0.001,0.09,0.0
2024-01-03 09:45:00,0.001,0.0,0.001,0.055466666666666664,0.0
2024-01-03 10:00:00,0.001,0.0,0.001,0.065,0.0
2024-01-03 10:15:00,0.001,0.0,0.001,0.15331999999999998,1.4
2024-01-03 10:30:00,0.001,0.0,0.001,0.9278,1.5
2024-01-03 10:45:00,0.001,0.0,0.001,1.4821979850784153,1.5
2024-01-03 11:00:00,0.001,0.0,0.001,0.8323521973529143,1.5
2024-01-03 11:15:00,1.349903287396694,0.0,0.001,0.0835521973529143,1.5
2024-01-03 11:30:00,1.9543692345505406,0.0,0.001,0.09048553068624762,1.3
2024-01-03 11:45:00,1.6781960525128936,0.0,0.001,0.0965521973529143,0.0
2024-01-03 12:00:00,0.29146574527918295,0.0,0.001,0.8051611719215542,0.1
2024-01-03 12:15:00,1.126037347586818,0.0,0.001,2.0076666666666667,1.5
2024-01-03 12:30:00,0.9460586926351623,0.0,0.001,0.06413333333333333,1.5
2024-01-03 12:45:00,1.1589785383217532,0.0,0.001,0.052,0.8
2024-01-03 13:00:00,0.73144887176184,0.0,0.001,0.052,0.0
2024-01-03 13:15:00,0.001,0.0,0.001,0.128,0.0
2024-01-03 13:30:00,0.001,0.0,0.001,0.242,0.0
2024-01-03 13:45:00,0.001,0.0,0.001,0.052,0.0
2024-01-03 14:00:00,0.001,0.0,0.001,0.052,0.0
2024-01-03 14:15:00,0.001,0.0,0.001,0.052,0.0
