,DishWasher,BaseLoad,P_WB
2024-01-01 00:00:00,0.0,0.11979999999999999,0.0
2024-01-01 00:15:00,0.0,0.16233333333333333,0.0
2024-01-01 00:30:00,0.0,0.24733333333333332,0.0
2024-01-01 00:45:00,0.0,0.23066666666666666,0.0
2024-01-01 01:00:00,0.0,0.07433333333333333,0.0
2024-01-01 01:15:00,0.0,0.023,0.0
2024-01-01 01:30:00,0.0,0.023,0.0
2024-01-01 01:45:00,0.0,0.04833333333333333,0.0
2024-01-01 02:00:00,0.0,0.359,0.0
2024-01-01 02:15:00,0.0,0.2843333333333333,1.6
2024-01-01 02:30:00,0.0,0.023,0.0
2024-01-01 02:45:00,0.0,0.023,0.0
2024-01-01 03:00:00,0.0,0.023,0.0
2024-01-01 03:15:00,0.0,0.4434666666666666,2.0
2024-01-01 03:30:00,0.0,0.36,2.4
2024-01-01 03:45:00,0.0,0.28800000000000003,2.2
2024-01-01 04:00:00,0.0,0.023,0.6
2024-01-01 04:15:00,0.0,0.023,0.0
2024-01-01 04:30:00,0.0,0.023,0.0
2024-01-01 04:45:00,0.0,0.12466666666666666,0.0
2024-01-01 05:00:00,0.0,0.25266666666666665,0.0
2024-01-01 05:15:00,0.0,0.20033333333333334,0.0
2024-01-01 05:30:00,0.0,0.137,2.2
2024-01-01 05:45:00,0.0,0.023,0.0
2024-01-01 06:00:00,0.0,0.023,1.8
2024-01-01 06:15:00,0.0,0.235,0.4
2024-01-01 06:30:00,0.0,0.1423333333333333,0.0
2024-01-01 06:45:00,0.0,0.08633333333333333,0.0
2024-01-01 07:00:00,0.0,0.213,0.0
2024-01-01 07:15:00,0.0,0.061000000000000006,0.0
2024-01-01 07:30:00,0.0,0.08033333333333334,0.0
2024-01-01 07:45:00,0.0,0.26599999999999996,0.0
2024-01-01 08:00:00,0.0,0.054,0.0
2024-01-01 08:15:00,0.0,0.023,0.0
2024-01-01 08:30:00,0.0,0.16233333333333333,0.0
2024-01-01 08:45:00,0.0,0.175,0.0
2024-01-01 09:00:00,0.0,0.19066666666666665,0.0
2024-01-01 09:15:00,0.0,0.18666666666666665,0.0
2024-01-01 09:30:00,0.0,0.023,0.0
2024-01-01 09:45:00,0.0,0.023,0.0
2024-01-01 10:00:00,0.0,0.04833333333333333,0.0
2024-01-01 10:15:00,0.0,0.257,0.0
2024-01-01 10:30:00,0.0,0.30366666666666664,0.0
2024-01-01 10:45:00,0.0,0.10566666666666666,0.0
2024-01-01 11:00:00,0.0,0.023,0.0
2024-01-01 11:15:00,0.0,0.023,0.0
2024-01-01 11:30:00,0.0,0.023,0.0
2024-01-01 11:45:00,0.0,0.24766666666666665,0.0
2024-01-01 12:00:00,0.0,0.38999999999999996,0.0
2024-01-01 12:15:00,0.0,0.054,0.0
2024-01-01 12:30:00,0.0,0.023,0.0
2024-01-01 12:45:00,0.0,0.023,0.0
2024-01-01 13:00:00,0.0,0.07433333333333333,0.0
2024-01-01 13:15:00,0.0,0.16866666666666666,0.0
2024-01-01 13:30:00,0.0,0.3346666666666666,0.0
2024-01-01 13:45:00,0.0,0.137,0.0
2024-01-01 14:00:00,0.0,0.023,0.0
2024-01-01 14:15:00,0.0,0.023,0.0
2024-01-01 14:30:00,0.0,0.133,0.0
2024-01-01 14:45:00,0.0,0.16166666666666665,0.0
2024-01-01 15:00:00,0.0,0.169,0.0
2024-01-01 15:15:00,0.0,0.213,0.0
2024-01-01 15:30:00,0.0,0.061000000000000006,0.0
2024-01-01 15:45:00,0.0,0.08166666666666668,0.0
2024-01-01 16:00:00,0.0,0.10966666666666666,0.0
2024-01-01 16:15:00,0.0,0.178,0.0
2024-01-01 16:30:00,0.0,0.054,0.0
2024-01-01 16:45:00,0.0,0.16233333333333333,0.0
2024-01-01 17:00:00,0.0,0.18233333333333332,0.0
2024-01-01 17:15:00,0.0,0.133,0.0
2024-01-01 17:30:00,0.0,0.10266666666666667,0.0
2024-01-01 17:45:00,0.0,0.15733333333333333,0.0
2024-01-01 18:00:00,0.0,0.023,0.0
2024-01-01 18:15:00,0.0,0.04833333333333333,0.0
2024-01-01 18:30:00,0.0,0.279,0.0
2024-01-01 18:45:00,0.0,0.15766666666666668,0.0
2024-01-01 19:00:00,0.0,0.147,0.0
2024-01-01 19:15:00,0.0,0.10566666666666666,0.0
2024-01-01 19:30:00,0.0,0.023,0.0
2024-01-01 19:45:00,0.0,0.03766666666666666,0.0
2024-01-01 20:00:00,0.0,0.23433333333333334,0.0
2024-01-01 20:15:00,0.0,0.23366666666666666,0.0
2024-01-01 20:30:00,0.0,0.178,0.0
2024-01-01 20:45:00,0.0,0.054,0.0
2024-01-01 21:00:00,0.0,0.023,0.0
2024-01-01 21:15:00,0.0,0.09633333333333334,0.0
2024-01-01 21:30:00,0.0,0.07433333333333333,0.0
2024-01-01 21:45:00,0.0,0.27266666666666667,0.0
2024-01-01 22:00:00,0.0,0.27133333333333337,0.0
2024-01-01 22:15:00,0.0,0.023,0.0
2024-01-01 22:30:00,0.0,0.045000000000000005,0.0
