,WashingMachine,BaseLoad,P_EV,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.23985707570600684,0.0,0.0,0.0
2024-01-01 00:15:00,0.001,0.3205237423726735,0.0,0.0,4.666666666666667
2024-01-01 00:30:00,0.001,0.4305237423726735,0.0,0.0,3.0
2024-01-01 00:45:00,0.001,0.3215510797739143,0.0,0.0,0.0
2024-01-01 01:00:00,0.001,0.3087,0.0,0.0,0.0
2024-01-01 01:15:00,0.001,0.25442,0.0,0.0,0.0
2024-01-01 01:30:00,0.001,0.060066666666666664,0.0,0.0,3.0
2024-01-01 01:45:00,0.001,0.052,0.0,0.0,2.3333333333333335
2024-01-01 02:00:00,0.001,0.14733333333333334,0.0,0.0,0.0
2024-01-01 02:15:00,0.001,0.074,0.0,0.0,0.0
2024-01-01 02:30:00,0.001,0.052,0.0,0.0,0.0
2024-01-01 02:45:00,0.001,0.16493333333333332,0.0,0.0,4.0
2024-01-01 03:00:00,0.001,0.173,0.0,0.0,0.0
2024-01-01 03:15:00,0.001,0.173,0.0,0.0,0.0
2024-01-01 03:30:00,0.001,0.25366666666666665,0.0,0.0,0.0
2024-01-01 03:45:00,0.001,0.20966666666666664,0.0,0.3333333333333333,1.0
2024-01-01 04:00:00,0.001,0.14073333333333332,0.0,3.3333333333333335,3.0
2024-01-01 04:15:00,0.001,0.12437333333333331,0.0,2.0,0.0
2024-01-01 04:30:00,0.001,0.18769999999999998,0.0,0.0,0.0
2024-01-01 04:45:00,0.001,0.18769999999999998,0.0,0.0,0.0
2024-01-01 05:00:00,0.001,0.2537,0.0,0.0,3.0
2024-01-01 05:15:00,0.001,0.23903333333333332,0.0,0.0,0.0
2024-01-01 05:30:00,0.001,0.18769999999999998,0.0,0.0,0.0
2024-01-01 05:45:00,0.001,0.18769999999999998,0.0,0.0,0.0
2024-01-01 06:00:00,0.001,0.18769999999999998,0.0,0.0,0.0
2024-01-01 06:15:00,0.001,0.18769999999999998,0.0,0.0,0.0
2024-01-01 06:30:00,0.001,0.23903333333333332,0.0,0.0,0.0
2024-01-01 06:45:00,0.001,0.2537,0.0,5.0,0.0
2024-01-01 07:00:00,0.001,0.18769999999999998,0.0,5.0,0.0
2024-01-01 07:15:00,0.001,0.18769999999999998,0.0,5.0,0.0
2024-01-01 07:30:00,0.001,0.18769999999999998,5.866666666666666,4.333333333333333,0.0
2024-01-01 07:45:00,0.001,0.18769999999999998,2.2,0.0,1.6666666666666667
2024-01-01 08:00:00,0.001,0.2406333333333333,0.0,0.0,2.0
2024-01-01 08:15:00,0.001,0.39036666666666664,0.0,0.0,0.6666666666666666
2024-01-01 08:30:00,0.001,0.7095,0.0,0.0,1.6666666666666667
2024-01-01 08:45:00,0.001,0.3097,0.0,0.0,0.6666666666666666
