,Occupancy,T_set_HP,P_loss_HP,T_ref_HP,T_wall_HP,T_out_HP,T_ref_WB,T_set_WB,P_use_WB,P_loss_WB,SoC_ref_EV,SoC_arr_EV,EV_plugged,EV_arrival,EV_departure
2024-01-01 00:00:00,2.0,15.0,2.0593184070869084,14.984115785988877,13.50813431622684,12.0,59.852799999999995,60.0,1.7971893333333335,0.0,0.0,0.0,0,0,0
2024-01-01 00:15:00,2.0,15.0,2.0593184070869084,14.950793769216556,13.524732495422036,12.0,58.92036120401339,60.0,1.7971893333333335,0.0,0.0,0.0,0,0,0
2024-01-01 00:30:00,2.0,15.0,2.0593184070869084,14.91854447831451,13.54008654897149,12.0,59.694331963688526,60.0,3.0808960000000005,0.0,0.0,0.0,0,0,0
2024-01-01 00:45:00,2.0,15.0,2.0593184070869084,14.887318507294639,13.554259002855304,12.0,61.065758241758296,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-01 01:00:00,2.0,15.0,2.0593184070869084,14.857068835133253,13.56730933785607,12.0,61.065758241758296,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-01 01:15:00,2.0,15.0,2.0593184070869084,14.827750710078693,13.579294137410612,12.0,60.29295824175829,60.0,1.5404480000000003,0.0,0.0,0.0,0,0,0
2024-01-01 01:30:00,2.0,15.0,2.0593184070869084,14.799321539573832,13.590267228285368,12.0,58.15376779742003,60.0,3.594378666666667,0.0,0.0,0.0,0,0,0
2024-01-01 01:45:00,2.0,15.0,2.0593184070869084,14.771740785520977,13.60027981442377,12.0,60.55505895843295,60.0,0.2567413333333333,0.0,0.0,0.0,0,0,0
2024-01-01 02:00:00,2.0,15.0,2.0593184070869084,14.74461173253802,13.604642085913033,11.0,60.763955279503186,60.0,0.5134826666666666,0.0,0.0,0.0,0,0,0
2024-01-01 02:15:00,2.0,15.0,2.0593184070869084,14.717719519858433,13.602920791712915,11.0,60.45115527950318,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-01 02:30:00,2.0,15.0,2.0593184070869084,14.691376302119416,13.600674083682131,11.0,60.322355279503185,60.0,1.7971893333333335,0.0,0.0,0.0,0,0,0
2024-01-01 02:45:00,2.0,15.0,2.0593184070869084,14.66555912658158,13.59793043697837,11.0,59.41024902054476,60.0,1.5404480000000003,0.0,0.0,0.0,0,0,0
2024-01-01 03:00:00,2.0,15.0,2.0593184070869084,14.640246136496508,13.594716930176082,11.0,60.99760305781185,60.0,0.2567413333333333,0.0,0.0,0.0,0,0,0
2024-01-01 03:15:00,2.0,15.0,2.0593184070869084,14.615416518000178,13.591059313121479,11.0,60.88720305781185,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-01 03:30:00,2.0,15.0,2.0593184070869084,14.591050449583536,13.586982071493795,11.0,60.721603057811855,60.0,0.5134826666666666,0.0,0.0,0.0,0,0,0
2024-01-01 03:45:00,1.0,15.666666666666666,2.0593184070869084,14.573272091187915,13.582508488232683,11.0,59.81807052078366,60.0,3.3376373333333333,0.0,0.0,0.0,0,0,0
2024-01-01 04:00:00,2.0,15.0,2.0593184070869084,15.27485993124779,13.583562239170881,11.0,59.972238891543356,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-01 04:15:00,2.0,17.0,2.0593184070869084,15.746390734092703,13.599517411780376,11.0,60.86325083612052,60.0,0.2567413333333333,0.0,0.0,0.0,0,0,0
2024-01-01 04:30:00,2.0,15.0,2.0593184070869084,16.00628411789556,13.624135203581849,11.0,60.587250836120525,60.0,0.2567413333333333,0.0,0.0,0.0,0,0,0
2024-01-01 04:45:00,2.0,15.0,2.0593184070869084,15.952351678352132,13.64900396522681,11.0,60.292850836120515,60.0,0.2567413333333333,0.0,0.0,0.0,0,0,0
2024-01-01 05:00:00,2.0,15.0,2.0593184070869084,15.899755520796129,13.667183755693864,10.0,60.23386755852855,60.0,2.053930666666667,0.0,0.0,0.0,0,0,0
2024-01-01 05:15:00,2.0,15.0,2.0593184070869084,15.848239776880323,13.678293286831444,10.0,61.23628666985202,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-01 05:30:00,2.0,15.0,2.0593184070869084,15.798077574584665,13.68794014375976,10.0,61.070686669852016,60.0,0.2567413333333333,0.0,0.0,0.0,0,0,0
2024-01-01 05:45:00,2.0,15.0,2.0593184070869084,15.749208819336484,13.69619982808492,10.0,60.96028666985202,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-01 06:00:00,2.0,15.0,2.0593184070869084,15.701576305942577,13.70314415486978,10.0,60.96028666985202,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-01 06:15:00,2.0,15.0,2.0593184070869084,15.655125578484874,13.708841431670267,10.0,60.96028666985202,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-01 06:30:00,1.0,15.333333333333334,2.0593184070869084,15.609804797015466,13.713356628881545,10.0,60.96028666985202,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-01 06:45:00,1.0,20.0,2.0593184070869084,16.29768516014731,13.721764962253895,10.0,60.96028666985202,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-01 07:00:00,1.0,20.0,2.0593184070869084,17.60671112350701,13.753772400820939,10.0,60.96028666985202,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-01 07:15:00,1.0,20.0,2.0593184070869084,18.887944255096674,13.812995014483876,10.0,60.94188666985202,60.0,0.2567413333333333,0.0,0.0,0.0,0,0,0
2024-01-01 07:30:00,1.0,20.0,2.0593184070869084,20.124124028258606,13.897962471507354,10.0,60.610686669852015,60.0,0.2567413333333333,0.0,0.7895499999999996,0.7616833333333334,1,1,0
2024-01-01 07:45:00,3.0,19.766666666666666,2.0593184070869084,20.45750398120579,14.000029152829267,10.0,59.65357821309138,60.0,3.0808960000000005,0.0,0.7999999999999995,0.0,1,0,0
2024-01-01 08:00:00,3.0,19.5,2.0593184070869084,20.31496180845231,14.098892492458873,10.0,59.87392489249895,60.0,1.5404480000000003,0.0,0.7999999999999995,0.0,1,0,0
2024-01-01 08:15:00,3.0,19.5,2.0593184070869084,20.178871824492116,14.191569181323393,10.0,59.313886287625564,60.0,0.5134826666666666,0.0,0.7999999999999995,0.0,1,0,0
2024-01-01 08:30:00,3.0,19.5,2.0593184070869084,20.047684426540634,14.278376706171283,10.0,60.75922102245597,60.0,0.2567413333333333,0.0,0.7999999999999995,0.0,1,0,0
2024-01-01 08:45:00,3.0,19.5,2.0593184070869084,19.92116997919765,14.359606626207814,10.0,60.51584749163896,60.0,5.134826666666667,0.0,0.7999999999999995,0.0,1,0,0
2024-01-01 09:00:00,3.0,19.5,2.0593184070869084,19.8006094711894,14.435545855869044,10.0,58.38099417104652,60.0,0.5134826666666666,0.0,0.7999999999999995,0.0,1,0,1
2024-01-01 09:15:00,1.0,19.933333333333334,2.0593184070869084,19.6859642066808,14.50650409198416,10.0,61.08209268991897,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-01 09:30:00,3.0,19.766666666666666,2.0593184070869084,19.57529991772211,14.572743287529496,10.0,61.08209268991897,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-01 09:45:00,3.0,19.5,2.0593184070869084,19.468431117652095,14.6344987108795,10.0,61.08209268991897,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-01 10:00:00,1.0,19.633333333333333,2.0593184070869084,19.40623665361967,14.696793554089869,11.0,61.08209268991897,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-01 10:15:00,1.0,20.0,2.0593184070869084,20.222287479266278,14.768855006684861,11.0,61.08209268991897,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-01 10:30:00,1.0,20.0,2.0593184070869084,20.446976601256747,14.853913266102968,11.0,61.08209268991897,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-01 10:45:00,1.0,20.0,2.0593184070869084,20.336109987589825,14.935746985550752,11.0,61.08209268991897,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-01 11:00:00,1.0,20.0,2.0593184070869084,20.232947608604317,15.01735779276767,12.0,61.08209268991897,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-01 11:15:00,1.0,20.0,2.0593184070869084,20.13783685708937,15.099570373680809,12.0,61.08209268991897,60.0,0.0,0.0,0.0,0.0,0,0,0
