,WashingMachine,BaseLoad,P_EV,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.045,0.0,0.0,0.0
2024-01-01 00:15:00,0.001,0.14766666666666667,0.0,0.0,1.8
2024-01-01 00:30:00,0.001,0.10839616361573606,0.0,0.0,3.0
2024-01-01 00:45:00,0.001,0.1294237423726735,0.0,0.0,0.4
2024-01-01 01:00:00,0.001,0.1778237423726735,0.0,0.0,0.0
2024-01-01 01:15:00,0.001,0.1778237423726735,0.0,0.0,0.0
2024-01-01 01:30:00,0.001,0.17230599593209253,0.0,0.0,0.0
2024-01-01 01:45:00,0.001,0.26866666666666666,0.0,0.0,0.0
2024-01-01 02:00:00,0.001,0.16820000000000002,0.0,0.0,0.0
2024-01-01 02:15:00,0.001,0.045,0.0,0.0,0.0
2024-01-01 02:30:00,0.001,0.045,0.0,0.0,0.0
2024-01-01 02:45:00,0.001,0.045,0.0,0.0,0.0
2024-01-01 03:00:00,0.001,0.045,0.0,0.0,0.0
2024-01-01 03:15:00,0.001,0.14766666666666667,0.0,0.0,0.0
2024-01-01 03:30:00,0.001,0.10366666666666666,0.0,0.0,0.0
2024-01-01 03:45:00,0.001,0.045,0.0,0.0,0.0
2024-01-01 04:00:00,0.001,0.045,0.0,0.0,0.0
2024-01-01 04:15:00,0.001,0.045,0.0,3.2,0.0
2024-01-01 04:30:00,0.001,0.045,0.0,4.0,0.0
2024-01-01 04:45:00,0.001,0.14766666666666667,0.0,0.5333333333333333,0.0
2024-01-01 05:00:00,0.001,0.10366666666666666,0.0,0.0,0.0
2024-01-01 05:15:00,0.001,0.045,0.0,0.8,0.0
2024-01-01 05:30:00,0.001,0.045,0.0,0.0,0.0
2024-01-01 05:45:00,0.001,0.045,0.0,3.2,0.0
2024-01-01 06:00:00,0.001,0.045,5.866666666666666,1.8666666666666667,0.0
2024-01-01 06:15:00,0.001,0.14766666666666667,1.4666666666666666,4.0,0.0
2024-01-01 06:30:00,0.001,0.10366666666666666,0.0,1.3333333333333333,0.0
2024-01-01 06:45:00,0.001,0.045,0.0,0.0,0.0
2024-01-01 07:00:00,0.001,0.045,0.0,0.0,0.0
2024-01-01 07:15:00,0.001,0.045,0.0,0.0,0.0
2024-01-01 07:30:00,0.001,0.045,0.0,0.0,0.0
2024-01-01 07:45:00,0.001,0.14766666666666667,0.0,0.0,0.0
2024-01-01 08:00:00,0.001,0.10366666666666666,0.0,0.0,0.0
2024-01-01 08:15:00,0.001,0.045,0.0,0.0,0.0
2024-01-01 08:30:00,0.001,0.045,0.0,0.0,0.0
2024-01-01 08:45:00,0.001,0.045,0.0,0.0,0.0
2024-01-01 09:00:00,0.001,0.045,0.0,2.4,0.0
2024-01-01 09:15:00,0.001,0.14766666666666667,0.0,1.6,0.0
2024-01-01 09:30:00,0.001,0.10366666666666666,0.0,0.0,0.0
2024-01-01 09:45:00,0.001,0.045,0.0,0.0,0.0
2024-01-01 10:00:00,0.001,0.045,0.0,0.0,0.0
2024-01-01 10:15:00,0.001,0.045,0.0,0.0,0.0
2024-01-01 10:30:00,0.001,0.045,0.0,0.0,0.0
2024-01-01 10:45:00,0.001,0.14766666666666667,0.0,0.0,0.0
2024-01-01 11:00:00,0.001,0.10366666666666666,0.0,0.0,2.0
2024-01-01 11:15:00,0.001,0.045,0.0,0.0,0.2
2024-01-01 11:30:00,0.001,0.045,0.0,0.0,2.8
2024-01-01 11:45:00,0.001,0.045,0.0,0.0,2.4
2024-01-01 12:00:00,0.001,0.045,0.0,0.0,0.0
2024-01-01 12:15:00,0.001,0.14766666666666667,5.133333333333334,0.0,0.2
2024-01-01 12:30:00,0.001,0.10366666666666666,0.0,0.0,3.0
2024-01-01 12:45:00,0.001,0.045,0.0,0.0,3.0
2024-01-01 13:00:00,0.001,0.045,0.0,0.5333333333333333,2.2
2024-01-01 13:15:00,0.001,0.045,0.0,3.466666666666667,0.0
2024-01-01 13:30:00,0.001,0.045,0.0,0.0,0.0
2024-01-01 13:45:00,0.001,0.14766666666666667,0.0,0.0,0.0
2024-01-01 14:00:00,0.001,0.10366666666666666,0.0,0.0,0.0
2024-01-01 14:15:00,0.001,0.045,0.0,0.0,0.0
2024-01-01 14:30:00,0.001,0.047364748474534694,0.0,0.0,0.0
2024-01-01 14:45:00,0.001,0.0568237423726735,0.0,0.0,0.0
2024-01-01 15:00:00,0.001,0.0568237423726735,0.0,0.0,0.0
2024-01-01 15:15:00,0.001,0.15949040903934017,0.0,0.0,0.0
2024-01-01 15:30:00,0.001,0.11549040903934017,0.0,0.0,2.8
2024-01-01 15:45:00,0.001,0.0568237423726735,0.0,0.0,0.8
2024-01-01 16:00:00,0.001,0.5135402929803886,0.0,0.0,0.0
2024-01-01 16:15:00,0.001,0.1975521973529143,0.0,0.0,1.4
2024-01-01 16:30:00,0.001,0.730618864019581,0.0,0.0,1.0
2024-01-01 16:45:00,0.001,1.297618864019581,0.0,0.0,0.0
2024-01-01 17:00:00,0.001,0.38848553068624764,0.0,0.0,2.8
2024-01-01 17:15:00,0.001,0.29087161139213713,0.0,0.5333333333333333,0.2
2024-01-01 17:30:00,0.26363128216839854,0.179,1.4666666666666666,3.466666666666667,0.0
2024-01-01 17:45:00,0.7436336351440518,0.18294124745755783,0.0,0.0,0.0
2024-01-01 18:00:00,0.2826405353025357,0.29255707570600686,0.0,0.0,0.0
2024-01-01 18:15:00,0.1689496523931228,0.2804904090393402,0.0,0.0,0.0
2024-01-01 18:30:00,0.7807637708025397,0.25752520727461636,0.0,0.0,0.0
2024-01-01 18:45:00,1.0150271335698655,0.21197593972558781,0.0,0.0,0.0
2024-01-01 19:00:00,0.09172141308187193,0.13048960842620821,0.0,0.0,0.0
2024-01-01 19:15:00,0.18717346828462636,0.13225027916078233,0.0,0.0,2.6
2024-01-01 19:30:00,0.5005186376610626,0.3106959397255878,0.0,0.0,2.8
2024-01-01 19:45:00,0.5840444887283177,0.316628687098144,0.0,0.0,0.8
2024-01-01 20:00:00,0.001,0.23822374237267352,0.0,0.0,1.2
2024-01-01 20:15:00,0.001,0.12135707570600683,0.0,0.0,0.8
2024-01-01 20:30:00,0.001,0.0568237423726735,0.0,0.0,3.0
2024-01-01 20:45:00,0.001,0.2816729979660463,0.0,0.0,2.8
2024-01-01 21:00:00,0.001,0.30172435876469333,0.0,0.0,0.0
2024-01-01 21:15:00,0.001,0.4212188640195809,0.0,0.0,0.0
2024-01-01 21:30:00,0.001,0.3795836124941156,0.0,1.0666666666666667,0.0
2024-01-01 21:45:00,0.001,0.33037593972558776,0.0,2.933333333333333,3.0
2024-01-01 22:00:00,0.001,0.24970927305892113,0.0,0.0,1.0
2024-01-01 22:15:00,0.001,0.07154810113736684,0.0,0.0,2.8
2024-01-01 22:30:00,0.001,0.5940973686863954,0.0,0.0,1.6
2024-01-01 22:45:00,0.001,0.2854778579177198,0.0,0.0,0.0
2024-01-01 23:00:00,0.001,0.25621886401958094,0.0,0.0,0.0
2024-01-01 23:15:00,0.001,0.20015219735291429,0.0,0.0,0.0
2024-01-01 23:30:00,0.001,0.2105521973529143,0.0,0.0,0.0
2024-01-01 23:45:00,0.001,0.2105521973529143,0.0,0.0,2.2
2024-01-02 00:00:00,0.001,0.13515421227449903,0.0,0.0,3.0
