,TumbleDryer,DishWasher,WashingMachine,BaseLoad,P_EV,P_HP
2024-01-01 00:00:00,0.001,0.0,0.001,0.1175521973529143,0.0,0.0
2024-01-01 00:15:00,0.001,0.0,0.001,0.0795521973529143,0.0,0.0
2024-01-01 00:30:00,0.001,0.0,0.001,0.1678721973529143,0.0,0.0
2024-01-01 00:45:00,0.001,0.0,0.001,0.1899521973529143,0.0,0.0
2024-01-01 01:00:00,0.001,0.0,0.001,0.16728553068624763,0.0,0.0
2024-01-01 01:15:00,0.001,0.0,0.001,0.36210347982352764,0.0,0.0
2024-01-01 01:30:00,0.001,0.0,0.001,0.6773521973529143,0.0,2.0
2024-01-01 01:45:00,0.001,0.0,0.001,0.2015521973529143,0.0,0.6666666666666666
2024-01-01 02:00:00,0.001,0.0,0.001,0.2015521973529143,0.0,0.0
2024-01-01 02:15:00,0.001,0.0,0.001,0.1771521973529143,0.0,0.0
2024-01-01 02:30:00,0.001,0.0,0.001,0.1006785710391924,0.0,0.0
2024-01-01 02:45:00,0.001,0.0,0.001,0.238,0.0,0.0
2024-01-01 03:00:00,0.001,0.0,0.001,0.16199999999999998,0.0,0.0
2024-01-01 03:15:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-01 03:30:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-01 03:45:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-01 04:00:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-01 04:15:00,0.001,0.0,0.001,0.22533333333333333,0.0,0.0
2024-01-01 04:30:00,0.001,0.0,0.001,0.5998,0.0,0.0
2024-01-01 04:45:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-01 05:00:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-01 05:15:00,0.001,0.0,0.001,0.5810666666666667,0.0,0.6666666666666666
2024-01-01 05:30:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-01 05:45:00,0.001,0.0,0.001,0.18733333333333332,0.0,0.0
2024-01-01 06:00:00,0.001,0.0,0.001,0.238,0.0,0.0
2024-01-01 06:15:00,0.001,0.0,0.001,0.048,0.0,0.3333333333333333
2024-01-01 06:30:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-01 06:45:00,0.1994010000042566,0.0,0.001,1.7455999999999998,0.0,2.6666666666666665
2024-01-01 07:00:00,1.7395046901474833,0.0,0.001,1.6041333333333332,0.0,0.0
2024-01-01 07:15:00,1.9652734587760878,0.0,0.001,0.16146666666666668,0.0,0.0
2024-01-01 07:30:00,1.973531797843911,0.0,0.001,0.4109333333333333,0.0,0.0
2024-01-01 07:45:00,1.1623146330268734,0.0,0.001,2.1781333333333333,0.0,0.0
2024-01-01 08:00:00,0.001,0.0,0.001,0.061000000000000006,0.0,0.0
2024-01-01 08:15:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-01 08:30:00,0.001,0.0,0.001,0.0584,0.0,0.0
2024-01-01 08:45:00,0.001,0.0,0.001,0.12643681315686095,0.0,0.0
2024-01-01 09:00:00,0.001,0.0,0.001,0.28255219735291426,0.0,0.0
2024-01-01 09:15:00,0.001,0.0,0.001,0.7007521973529144,0.0,0.0
2024-01-01 09:30:00,0.001,0.0,0.001,0.0795521973529143,2.8,0.0
2024-01-01 09:45:00,0.001,0.0,0.001,0.0795521973529143,7.0,0.0
2024-01-01 10:00:00,0.001,0.0,0.001,0.0585173991176381,7.0,0.0
2024-01-01 10:15:00,0.001,0.0,0.001,0.6064,7.0,0.0
2024-01-01 10:30:00,0.001,0.0,0.001,0.6378,7.0,0.0
2024-01-01 10:45:00,0.001,0.0,0.001,0.16199999999999998,7.0,2.6666666666666665
2024-01-01 11:00:00,0.001,0.0,0.001,0.048,7.0,0.0
2024-01-01 11:15:00,0.001,0.0,0.001,0.6304,1.4,0.0
2024-01-01 11:30:00,0.001,0.0,0.001,1.296,0.0,0.0
2024-01-01 11:45:00,0.001,0.0,0.001,1.1634666666666666,0.0,0.0
2024-01-01 12:00:00,0.001,0.0,0.001,0.22533333333333333,0.0,0.0
2024-01-01 12:15:00,0.001,0.0,0.001,0.2,0.0,0.0
2024-01-01 12:30:00,0.001,0.0,0.001,1.471337411073294,0.0,0.0
2024-01-01 12:45:00,0.001,0.0,0.001,3.11469040903934,0.0,0.0
2024-01-01 13:00:00,0.001,0.0,0.001,0.29381736868639546,0.0,0.0
