,DishWasher,WashingMachine,BaseLoad,P_HP,P_WB
2024-01-01 00:00:00,0.0,0.001,0.049,0.0,0.0
2024-01-01 00:15:00,0.0,0.001,0.22633333333333333,0.0,0.0
2024-01-01 00:30:00,0.0,0.001,0.15033333333333332,0.0,0.6
2024-01-01 00:45:00,0.0,0.001,0.049,0.0,1.0
2024-01-01 01:00:00,0.0,0.001,0.049,0.0,0.0
2024-01-01 01:15:00,0.0,0.001,0.049,0.0,0.2
2024-01-01 01:30:00,0.0,0.001,0.049,0.0,2.4
2024-01-01 01:45:00,0.0,0.001,0.21366666666666667,0.0,0.0
2024-01-01 02:00:00,0.0,0.001,0.16299999999999998,0.0,0.0
2024-01-01 02:15:00,0.0,0.001,0.049,0.0,0.0
2024-01-01 02:30:00,0.0,0.001,0.44880000000000003,0.0,0.0
2024-01-01 02:45:00,0.0,0.001,0.049,0.0,0.0
2024-01-01 03:00:00,0.0,0.001,0.049,0.0,1.4
2024-01-01 03:15:00,0.0,0.001,0.20099999999999998,0.0,1.6
2024-01-01 03:30:00,0.0,0.001,0.17566666666666667,0.0,1.6
2024-01-01 03:45:00,0.0,0.001,0.049,0.0,2.2
2024-01-01 04:00:00,0.0,0.001,0.049,0.0,0.0
2024-01-01 04:15:00,0.0,0.001,0.049,0.2,2.0
2024-01-01 04:30:00,0.0,0.001,0.049,1.8,1.6
2024-01-01 04:45:00,0.0,0.001,0.18833333333333332,1.2,0.0
2024-01-01 05:00:00,0.0,0.001,0.18833333333333332,0.0,1.2
2024-01-01 05:15:00,0.0,0.001,0.049,3.0,0.4
2024-01-01 05:30:00,0.0,0.001,0.049,3.0,2.6
2024-01-01 05:45:00,0.0,0.001,0.049,3.0,0.0
2024-01-01 06:00:00,0.0,0.001,0.049,2.4,1.0
2024-01-01 06:15:00,0.0,0.001,0.18866666666666668,0.0,2.4
2024-01-01 06:30:00,0.0,0.001,0.214,0.0,1.0
2024-01-01 06:45:00,0.0,0.001,0.06199999999999999,0.0,0.0
2024-01-01 07:00:00,0.0,0.001,0.0516,0.0,0.2
2024-01-01 07:15:00,0.0,0.001,0.049,0.0,3.0
2024-01-01 07:30:00,0.0,0.001,0.049,0.0,1.6
2024-01-01 07:45:00,0.0,0.001,0.16299999999999998,0.0,1.0
2024-01-01 08:00:00,0.0,0.001,0.21366666666666667,0.0,1.6
2024-01-01 08:15:00,0.0,0.001,0.049,0.0,0.0
2024-01-01 08:30:00,0.0,0.001,0.049,0.0,0.0
2024-01-01 08:45:00,0.0,0.001,0.049,0.0,1.0
2024-01-01 09:00:00,0.0,0.001,0.0594,0.0,0.0
2024-01-01 09:15:00,0.0,0.001,0.6964,0.0,1.8
2024-01-01 09:30:00,0.0,0.001,0.23933333333333331,0.0,3.0
2024-01-01 09:45:00,0.0,0.001,0.056799999999999996,0.0,2.6
2024-01-01 10:00:00,0.0,0.0836337114293139,0.5820666666666666,0.0,0.0
2024-01-01 10:15:00,0.0,0.35241852509254945,0.16660666666666665,0.0,0.0
2024-01-01 10:30:00,0.0,0.759159940451665,0.18469999999999998,1.6,0.0
2024-01-01 10:45:00,0.0,0.1313832674071484,1.6066999999999998,0.6,0.0
2024-01-01 11:00:00,0.0,0.16556550051723923,1.9746999999999997,0.0,2.4
2024-01-01 11:15:00,0.0,1.1133278462578373,0.30569999999999997,0.0,3.0
2024-01-01 11:30:00,0.0,0.6646948238997311,0.30569999999999997,0.0,0.0
2024-01-01 11:45:00,0.0,0.12497312234815415,0.30885299796604626,0.0,0.0
2024-01-01 12:00:00,0.0,0.2759831373647351,0.3175237423726735,0.0,1.2
2024-01-01 12:15:00,0.0,0.8756974757013526,0.5922437423726735,0.0,2.4
2024-01-01 12:30:00,0.0,0.07226666666666669,0.38652374237267345,0.0,0.6
2024-01-01 12:45:00,0.0,0.001,0.20919040903934016,0.0,2.4
2024-01-01 13:00:00,0.0,0.001,0.208715828248449,0.0,0.6
2024-01-01 13:15:00,0.0,0.001,0.39819040903934017,0.0,1.2
2024-01-01 13:30:00,0.0,0.001,0.44285707570600685,0.0,2.6
2024-01-01 13:45:00,0.0,0.001,0.5211675151765897,0.0,0.4
2024-01-01 14:00:00,0.0,0.001,0.6730759397255878,0.0,0.0
2024-01-01 14:15:00,0.0,0.001,0.4114236124941157,0.0,0.0
2024-01-01 14:30:00,0.0,0.001,0.2548855306862476,0.0,2.6
2024-01-01 14:45:00,0.0,0.001,0.21108553068624764,0.0,0.8
2024-01-01 15:00:00,0.0,0.001,0.18522087894116573,0.0,0.0
2024-01-01 15:15:00,0.0,0.001,0.37920813156860955,0.0,0.0
2024-01-01 15:30:00,0.0,0.001,0.9400521973529143,0.0,0.0
2024-01-01 15:45:00,0.0,0.001,0.39692294175954157,2.2,0.0
2024-01-01 16:00:00,0.0,0.001,0.3056092730589211,0.0,2.4
2024-01-01 16:15:00,0.0,0.001,0.6408759397255878,0.0,1.4
2024-01-01 16:30:00,0.0,0.001,0.1982570757060068,0.0,0.0
2024-01-01 16:45:00,0.0,0.001,0.3555237423726735,0.0,2.4
2024-01-01 17:00:00,0.0,0.001,0.5075237423726735,0.0,1.4
2024-01-01 17:15:00,0.0,0.001,0.3603079141242245,0.0,0.0
2024-01-01 17:30:00,0.0,0.001,0.30569999999999997,0.0,0.0
2024-01-01 17:45:00,0.0,0.001,0.3126333333333333,0.0,1.2
2024-01-01 18:00:00,0.0,0.001,0.27836666666666665,0.0,3.0
2024-01-01 18:15:00,0.0,0.001,0.22303333333333333,0.0,2.8
2024-01-01 18:30:00,0.0,0.001,0.9319855306862477,0.0,2.8
2024-01-01 18:45:00,0.0,0.001,0.8086601114771388,0.0,1.4
2024-01-01 19:00:00,0.9003333333333333,0.001,0.3490759397255878,0.0,2.4
2024-01-01 19:15:00,0.7506666666666667,0.001,0.3490759397255878,0.0,0.0
2024-01-01 19:30:00,1.2004666666666668,0.001,0.3627585406079497,0.0,0.0
2024-01-01 19:45:00,0.001,0.001,0.3878637423726735,0.0,0.0
2024-01-01 20:00:00,0.001,0.001,0.4873059959320925,0.0,0.0
2024-01-01 20:15:00,0.001,0.001,0.3859313184117486,0.0,0.0
2024-01-01 20:30:00,0.001,0.001,0.2499521973529143,0.0,1.2
2024-01-01 20:45:00,0.001,0.001,0.1773521973529143,0.0,0.0
2024-01-01 21:00:00,1.2004666666666668,0.001,0.2015521973529143,2.0,0.0
2024-01-01 21:15:00,0.001,0.001,0.20785819328500685,0.2,0.0
2024-01-01 21:30:00,0.001,0.001,0.3844446213138392,0.0,0.0
2024-01-01 21:45:00,0.001,0.001,0.2800237423726735,0.0,0.2
2024-01-01 22:00:00,0.001,0.001,0.0980237423726735,0.0,3.0
2024-01-01 22:15:00,0.001,0.001,0.0738237423726735,0.0,3.0
2024-01-01 22:30:00,0.001,0.001,0.0714589938981388,0.0,3.0
2024-01-01 22:45:00,0.001,0.001,0.0516,0.0,3.0
2024-01-01 23:00:00,2.25,0.001,0.25578205086272,0.0,3.0
2024-01-01 23:15:00,0.1509333333333333,0.001,0.18188553068624763,0.0,3.0
2024-01-01 23:30:00,0.001,0.001,0.08055219735291429,0.0,1.2
2024-01-01 23:45:00,0.0003333333333333333,0.001,0.6136188640195811,0.0,0.0
2024-01-02 00:00:00,0.0,0.001,0.1076921973529143,0.0,0.0
2024-01-02 00:15:00,0.0,0.001,0.18680347982352757,0.0,0.0
2024-01-02 00:30:00,0.0,0.001,0.34936666666666666,0.0,0.0
2024-01-02 00:45:00,0.0,0.001,0.29869999999999997,0.0,2.2
2024-01-02 01:00:00,0.0,0.001,0.18469999999999998,0.0,1.4
2024-01-02 01:15:00,0.0,0.001,0.18469999999999998,0.0,0.0
2024-01-02 01:30:00,0.0,0.001,0.18469999999999998,0.0,0.0
2024-01-02 01:45:00,0.0,0.001,0.18469999999999998,0.0,0.4
2024-01-02 02:00:00,0.0,0.001,0.33669999999999994,0.0,3.0
2024-01-02 02:15:00,0.0,0.001,0.3113666666666666,0.0,1.0
2024-01-02 02:30:00,0.0,0.001,0.18469999999999998,0.0,0.0
2024-01-02 02:45:00,0.0,0.001,0.18469999999999998,0.0,1.8
2024-01-02 03:00:00,0.0,0.001,0.18469999999999998,0.0,2.0
2024-01-02 03:15:00,0.0,0.001,0.5845,0.0,0.0
2024-01-02 03:30:00,0.0,0.001,0.32403333333333334,0.0,0.0
2024-01-02 03:45:00,0.0,0.001,0.32403333333333334,0.0,0.0
2024-01-02 04:00:00,0.0,0.001,0.5845,0.0,1.0
2024-01-02 04:15:00,0.0,0.001,0.1485133333333333,0.0,1.0
2024-01-02 04:30:00,0.0,0.001,0.5820666666666666,2.8,0.2
2024-01-02 04:45:00,0.0,0.001,0.049,0.0,3.0
2024-01-02 05:00:00,0.0,0.001,0.5754666666666667,0.0,3.0
2024-01-02 05:15:00,0.0,0.001,0.20099999999999998,0.0,0.8
2024-01-02 05:30:00,0.0,0.001,0.049,0.0,0.0
2024-01-02 05:45:00,0.0,0.001,0.049,0.0,0.0
