,TumbleDryer,DishWasher,BaseLoad,P_EV
2024-01-01 00:00:00,0.001,0.0,0.039,0.0
2024-01-01 00:15:00,0.001,0.0,0.04933333333333333,0.0
2024-01-01 00:30:00,0.001,0.0,0.2608,0.0
2024-01-01 00:45:00,0.001,0.0,0.8188942454236041,0.0
2024-01-01 01:00:00,0.001,0.0,0.23515707570600683,0.0
2024-01-01 01:15:00,0.001,0.0,0.1718237423726735,0.0
2024-01-01 01:30:00,0.001,0.0,0.1718237423726735,0.0
2024-01-01 01:45:00,0.001,0.0,0.23382374237267353,0.0
2024-01-01 02:00:00,0.001,0.0,0.3152237423726735,0.0
2024-01-01 02:15:00,0.001,0.0,0.247215828248449,0.0
2024-01-01 02:30:00,0.001,0.0,0.051666666666666666,0.0
2024-01-01 02:45:00,0.001,0.0,0.039,0.0
2024-01-01 03:00:00,0.001,0.0,0.039,0.0
2024-01-01 03:15:00,0.001,0.0,0.2414,0.0
2024-01-01 03:30:00,0.001,0.0,0.42566666666666664,0.0
2024-01-01 03:45:00,0.001,0.0,0.312,0.0
2024-01-01 04:00:00,0.001,0.0,0.16,0.0
2024-01-01 04:15:00,0.001,0.0,0.16,0.0
2024-01-01 04:30:00,0.001,0.0,0.0574,0.0
2024-01-01 04:45:00,0.001,0.0,0.20666666666666667,0.0
2024-01-01 05:00:00,0.001,0.0,0.29100000000000004,0.0
2024-01-01 05:15:00,0.001,0.0,0.14033333333333334,0.0
2024-01-01 05:30:00,0.001,0.0,0.039,0.0
2024-01-01 05:45:00,0.001,0.0,0.039,0.0
2024-01-01 06:00:00,0.001,0.0,0.101,0.0
2024-01-01 06:15:00,0.001,0.0,0.25733333333333336,0.0
2024-01-01 06:30:00,0.001,0.0,0.23933333333333334,0.0
2024-01-01 06:45:00,0.001,0.0,0.08966666666666666,0.0
2024-01-01 07:00:00,0.001,0.0,0.039,0.0
2024-01-01 07:15:00,0.001,0.0,0.039,0.0
2024-01-01 07:30:00,0.001,0.0,0.15266666666666667,0.4666666666666667
2024-01-01 07:45:00,0.001,0.0,0.26666666666666666,7.0
2024-01-01 08:00:00,0.001,0.0,0.229,0.9333333333333333
2024-01-01 08:15:00,0.001,0.0,0.042466666666666666,0.0
2024-01-01 08:30:00,0.001,0.0,0.052,0.0
2024-01-01 08:45:00,0.001,0.0,0.143,0.0
2024-01-01 09:00:00,0.001,0.0,0.328,0.0
2024-01-01 09:15:00,0.001,0.0,0.9284,0.0
2024-01-01 09:30:00,0.001,0.0,0.36606666666666665,0.0
2024-01-01 09:45:00,0.001,0.0,2.090066666666667,0.0
2024-01-01 10:00:00,0.001,0.0,2.343933333333333,0.0
2024-01-01 10:15:00,0.001,0.0,2.327,0.0
2024-01-01 10:30:00,0.001,0.0,1.2526,0.0
2024-01-01 10:45:00,0.001,0.0,0.32606666666666667,0.0
2024-01-01 11:00:00,0.001,0.0,0.24866666666666667,0.0
2024-01-01 11:15:00,0.001,0.0,0.16,0.0
2024-01-01 11:30:00,0.001,0.0,2.1405333333333334,0.0
2024-01-01 11:45:00,0.001,0.0,2.6622,0.0
2024-01-01 12:00:00,0.001,0.0,2.6109999999999998,0.0
2024-01-01 12:15:00,0.001,0.0,1.0250863312993796,0.0
2024-01-01 12:30:00,0.001,0.30033333333333334,0.10182374237267351,0.0
2024-01-01 12:45:00,0.001,2.25,0.0638237423726735,0.0
2024-01-01 13:00:00,0.001,0.9006000000000001,0.06982374237267351,0.0
2024-01-01 13:15:00,0.001,1.2004666666666668,0.2084237423726735,0.0
2024-01-01 13:30:00,0.001,0.0005333333333333334,0.24697266259875922,0.0
2024-01-01 13:45:00,0.001,0.0,0.22933333333333333,0.0
2024-01-01 14:00:00,0.001,0.0,0.052,0.0
2024-01-01 14:15:00,0.001,0.0,0.052,0.0
2024-01-01 14:30:00,0.001,0.0,0.10880000000000001,0.0
2024-01-01 14:45:00,0.001,0.0,0.194,0.0
2024-01-01 15:00:00,0.001,0.0,0.22666666666666668,0.0
2024-01-01 15:15:00,0.001,0.0,0.16566666666666666,0.0
2024-01-01 15:30:00,0.001,0.0,0.050035492881161936,0.0
2024-01-01 15:45:00,0.001,0.0,0.0508237423726735,0.0
2024-01-01 16:00:00,0.001,0.0,0.16449040903934015,0.0
2024-01-01 16:15:00,0.001,0.0,0.3234904090393402,0.0
2024-01-01 16:30:00,0.001,0.0,0.3748237423726735,0.0
2024-01-01 16:45:00,0.001,0.0,0.2529412474575578,0.0
2024-01-01 17:00:00,0.001,0.0,0.173,0.0
2024-01-01 17:15:00,0.001,0.0,0.18246666666666664,0.0
2024-01-01 17:30:00,0.001,0.0,0.315,0.0
2024-01-01 17:45:00,0.001,0.0,0.3236666666666667,0.0
2024-01-01 18:00:00,0.001,0.0,0.666,0.0
2024-01-01 18:15:00,0.001,0.0,0.07969808180786804,0.0
2024-01-01 18:30:00,0.001,0.0,0.0638237423726735,0.0
2024-01-01 18:45:00,0.001,0.0,0.11715707570600684,0.0
2024-01-01 19:00:00,0.001,0.0,0.2058237423726735,0.0
2024-01-01 19:15:00,0.001,0.0,0.7335570757060069,0.0
2024-01-01 19:30:00,0.001,0.0,0.21549040903934016,4.666666666666667
2024-01-01 19:45:00,0.001,0.0,0.04688249491511567,7.0
2024-01-01 20:00:00,1.097658519979849,0.0,0.05513333333333333,0.0
2024-01-01 20:15:00,1.885593053077702,0.0,0.2823374110732939,0.0
2024-01-01 20:30:00,1.9703161243890035,0.0,0.2854904090393402,0.0
2024-01-01 20:45:00,1.6458746314593633,0.0,0.3618237423726735,0.0
2024-01-01 21:00:00,0.001,0.0,0.2858237423726735,0.0
2024-01-01 21:15:00,0.001,0.0,0.5668942454236041,0.0
2024-01-01 21:30:00,0.001,0.0,0.06922374237267351,0.0
2024-01-01 21:45:00,0.001,0.0,0.24615707570600687,0.0
2024-01-01 22:00:00,0.001,0.0,0.2844904090393402,0.0
2024-01-01 22:15:00,0.001,0.0,0.3618237423726735,0.0
