,TumbleDryer,WashingMachine,BaseLoad,P_EV,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.001,0.36325219735291436,0.0,0.0,0.4
2024-01-01 00:15:00,0.001,0.001,0.2625855306862476,0.0,0.0,1.5
2024-01-01 00:30:00,0.001,0.001,0.2992521973529143,0.0,0.0,1.4
2024-01-01 00:45:00,0.001,0.001,0.21125219735291428,0.0,0.0,0.0
2024-01-01 01:00:00,0.001,0.001,0.1902173991176381,0.0,0.0,0.0
2024-01-01 01:15:00,0.001,0.001,0.35703333333333326,0.0,0.0,0.0
2024-01-01 01:30:00,0.001,0.001,0.3263666666666667,0.0,0.0,0.0
2024-01-01 01:45:00,0.001,0.001,0.2897,0.0,0.0,0.0
2024-01-01 02:00:00,0.001,0.001,0.20170000000000002,0.0,0.0,0.0
2024-01-01 02:15:00,0.001,0.001,0.1797,0.0,0.0,0.0
2024-01-01 02:30:00,0.001,0.001,0.11637333333333334,0.0,0.0,1.2
2024-01-01 02:45:00,0.001,0.001,0.234,0.0,0.0,1.5
2024-01-01 03:00:00,0.001,0.001,0.24399999999999997,0.0,0.0,0.9
2024-01-01 03:15:00,0.001,0.001,0.11,0.0,0.0,0.0
2024-01-01 03:30:00,0.001,0.001,0.044,0.0,0.0,0.0
2024-01-01 03:45:00,0.001,0.001,0.044,0.0,0.0,0.0
2024-01-01 04:00:00,0.001,0.001,0.056666666666666664,0.0,1.2,0.0
2024-01-01 04:15:00,0.001,0.001,0.7964,0.0,2.6,0.0
2024-01-01 04:30:00,0.001,0.001,0.26799999999999996,0.0,1.0,1.0
2024-01-01 04:45:00,0.001,0.001,0.044,0.0,0.0,1.5
2024-01-01 05:00:00,0.001,0.001,0.044,0.0,0.6,1.5
2024-01-01 05:15:00,0.001,0.001,0.4481333333333334,0.0,2.6,0.1
2024-01-01 05:30:00,0.001,0.001,0.08233333333333334,0.0,2.2,0.0
2024-01-01 05:45:00,0.001,0.001,0.3423333333333333,0.0,0.0,0.0
2024-01-01 06:00:00,0.001,0.001,0.2023333333333333,0.0,0.0,0.0
2024-01-01 06:15:00,0.001,0.001,0.057,0.0,0.0,0.2
2024-01-01 06:30:00,0.001,0.001,0.047466666666666664,0.0,0.0,1.5
2024-01-01 06:45:00,0.001,0.001,0.9768666666666668,0.0,0.0,1.5
