,DishWasher,WashingMachine,BaseLoad,P_WB
2024-01-01 00:00:00,0.0,0.001,0.23600000000000002,0.0
2024-01-01 00:15:00,0.0,0.001,0.07133333333333332,0.0
2024-01-01 00:30:00,0.0,0.001,0.23600000000000002,0.0
2024-01-01 00:45:00,0.0,0.001,0.046,0.0
2024-01-01 01:00:00,0.0,0.001,0.046,0.0
2024-01-01 01:15:00,0.0,0.001,0.23600000000000002,0.0
2024-01-01 01:30:00,0.0,0.001,0.18533333333333332,0.0
2024-01-01 01:45:00,0.0,0.001,0.09666666666666666,0.0
2024-01-01 02:00:00,0.0,0.001,0.19799999999999998,0.0
2024-01-01 02:15:00,0.0,0.001,0.046,0.0
2024-01-01 02:30:00,0.0,0.001,0.10933333333333332,0.0
2024-01-01 02:45:00,0.0,0.001,0.23600000000000002,0.0
2024-01-01 03:00:00,0.0,0.001,0.12199999999999998,0.0
2024-01-01 03:15:00,0.0,0.001,0.13466666666666666,0.0
2024-01-01 03:30:00,0.0,0.001,0.16,0.0
2024-01-01 03:45:00,0.0,0.001,0.046,0.0
2024-01-01 04:00:00,0.0,0.001,0.17266666666666666,0.0
2024-01-01 04:15:00,0.0,0.001,0.23600000000000002,1.4
2024-01-01 04:30:00,0.0,0.001,0.058666666666666666,1.5
2024-01-01 04:45:00,0.0,0.001,0.17266666666666666,1.5
2024-01-01 05:00:00,0.0,0.001,0.12199999999999998,1.5
2024-01-01 05:15:00,0.0,0.001,0.046,0.8
2024-01-01 05:30:00,0.0,0.001,0.23600000000000002,1.5
2024-01-01 05:45:00,0.0,0.001,0.18533333333333332,1.5
2024-01-01 06:00:00,0.0,0.001,0.046,1.5
2024-01-01 06:15:00,0.0,0.001,0.21066666666666664,1.5
2024-01-01 06:30:00,0.0,0.001,0.084,1.4
2024-01-01 06:45:00,0.0,0.001,0.6424,0.0
2024-01-01 07:00:00,0.0,0.001,0.23600000000000002,0.0
2024-01-01 07:15:00,0.0,0.001,0.12199999999999998,0.0
2024-01-01 07:30:00,0.0,0.001,0.058666666666666666,0.0
2024-01-01 07:45:00,0.0,0.001,0.23600000000000002,0.0
2024-01-01 08:00:00,0.0,0.001,0.046,0.0
2024-01-01 08:15:00,0.0,0.001,0.17266666666666666,0.0
2024-01-01 08:30:00,0.0,0.001,0.23600000000000002,0.0
2024-01-01 08:45:00,0.0,0.001,0.058666666666666666,0.0
2024-01-01 09:00:00,0.0,0.001,0.09666666666666666,0.0
2024-01-01 09:15:00,0.0,0.001,0.19799999999999998,0.0
2024-01-01 09:30:00,0.0,0.001,0.046,0.0
2024-01-01 09:45:00,0.0,0.001,0.23600000000000002,0.0
2024-01-01 10:00:00,0.0,0.001,0.7184,0.0
2024-01-01 10:15:00,0.0,0.001,0.046,0.0
2024-01-01 10:30:00,0.0,0.001,0.175,0.0
2024-01-01 10:45:00,0.0,0.001,0.28099999999999997,0.3
2024-01-01 11:00:00,0.0,0.001,0.23033333333333333,1.5
2024-01-01 11:15:00,0.0,0.001,0.357,1.3
2024-01-01 11:30:00,0.0,0.001,0.243,0.0
2024-01-01 11:45:00,0.0,0.001,0.167,0.0
2024-01-01 12:00:00,0.0,0.001,0.20493333333333333,0.0
2024-01-01 12:15:00,0.0,0.001,0.12199999999999998,0.0
2024-01-01 12:30:00,0.0,0.001,0.17266666666666666,1.1
2024-01-01 12:45:00,0.0,0.001,0.23600000000000002,1.5
2024-01-01 13:00:00,0.0,0.001,0.058666666666666666,1.5
2024-01-01 13:15:00,0.0,0.001,0.046,1.5
2024-01-01 13:30:00,0.0,0.001,0.21066666666666664,1.0
2024-01-01 13:45:00,0.0,0.001,0.084,0.0
2024-01-01 14:00:00,0.0,0.001,0.23600000000000002,0.0
2024-01-01 14:15:00,0.0,0.001,0.18533333333333332,0.0
2024-01-01 14:30:00,0.0,0.001,0.046,0.0
2024-01-01 14:45:00,0.0,0.001,0.058666666666666666,0.0
2024-01-01 15:00:00,0.0,0.001,0.23600000000000002,0.0
2024-01-01 15:15:00,0.0,0.001,0.10933333333333332,0.0
2024-01-01 15:30:00,0.0,0.001,0.23600000000000002,0.0
2024-01-01 15:45:00,0.0,0.001,0.12199999999999998,0.0
2024-01-01 16:00:00,0.0,0.001,0.046,0.0
2024-01-01 16:15:00,0.0,0.001,0.09666666666666666,0.0
2024-01-01 16:30:00,0.0,0.001,0.19799999999999998,0.0
2024-01-01 16:45:00,0.0,0.001,0.17266666666666666,0.0
2024-01-01 17:00:00,0.0,0.001,0.23600000000000002,0.0
2024-01-01 17:15:00,0.0,0.001,0.058666666666666666,0.0
2024-01-01 17:30:00,0.0,0.001,0.046,0.0
2024-01-01 17:45:00,0.0,0.001,0.13466666666666666,0.0
2024-01-01 18:00:00,0.0,0.001,0.16,0.0
2024-01-01 18:15:00,0.0,0.001,0.23600000000000002,0.0
2024-01-01 18:30:00,0.0,0.001,0.18533333333333332,0.0
2024-01-01 18:45:00,0.0,0.001,0.046,0.0
2024-01-01 19:00:00,0.0,0.001,0.046,0.0
2024-01-01 19:15:00,0.0,0.001,0.17266666666666666,0.0
2024-01-01 19:30:00,0.0,0.001,0.18533333333333332,0.0
2024-01-01 19:45:00,0.0,0.001,0.6357999999999999,0.0
2024-01-01 20:00:00,0.0,0.001,0.12199999999999998,0.0
2024-01-01 20:15:00,0.0,0.001,0.13546666666666668,1.2
2024-01-01 20:30:00,0.0,0.001,0.168,1.5
2024-01-01 20:45:00,0.0,0.001,0.41963932926542585,0.4
2024-01-01 21:00:00,0.0,0.001,0.4654904090393402,0.0
2024-01-01 21:15:00,0.0,0.001,0.5066904090393402,0.0
2024-01-01 21:30:00,0.0,0.001,0.3124904090393402,0.5
2024-01-01 21:45:00,0.0,0.001,0.4136904090393402,1.5
2024-01-01 22:00:00,0.0,0.001,0.37487074440662727,1.5
2024-01-01 22:15:00,0.0,0.001,0.479,1.5
2024-01-01 22:30:00,0.0,0.001,0.9394666666666667,1.5
2024-01-01 22:45:00,0.0,0.001,0.3073333333333333,1.0
2024-01-01 23:00:00,0.0,0.001,0.10293333333333334,0.4
2024-01-01 23:15:00,0.0,0.001,0.44580000000000003,1.5
2024-01-01 23:30:00,0.0,0.001,0.09666666666666666,1.4
2024-01-01 23:45:00,0.0,0.001,0.2613333333333333,0.0
2024-01-02 00:00:00,0.0,0.001,0.23600000000000002,1.5
2024-01-02 00:15:00,0.0,0.001,0.5217999999999999,1.5
2024-01-02 00:30:00,0.0,0.001,0.046,0.6
2024-01-02 00:45:00,0.0,0.001,0.046,0.0
2024-01-02 01:00:00,0.0,0.001,0.13466666666666666,0.0
2024-01-02 01:15:00,0.0,0.001,0.8197333333333333,0.0
2024-01-02 01:30:00,0.0,0.001,0.23600000000000002,0.8
2024-01-02 01:45:00,0.0,0.001,0.058666666666666666,1.5
2024-01-02 02:00:00,0.0,0.001,0.046,1.5
2024-01-02 02:15:00,0.0,0.001,0.046,0.6
2024-01-02 02:30:00,0.0,0.001,0.5724666666666667,0.0
2024-01-02 02:45:00,0.0,0.001,0.312,0.0
2024-01-02 03:00:00,0.0,0.001,0.18533333333333332,0.0
2024-01-02 03:15:00,0.0,0.001,0.046,0.0
2024-01-02 03:30:00,0.0,0.001,0.046,0.0
2024-01-02 03:45:00,0.0,0.001,0.046,0.0
2024-01-02 04:00:00,0.0,0.001,0.27399999999999997,0.0
2024-01-02 04:15:00,0.0,0.001,0.27399999999999997,0.0
2024-01-02 04:30:00,0.0,0.001,0.12199999999999998,0.0
2024-01-02 04:45:00,0.0,0.001,0.046,0.0
2024-01-02 05:00:00,0.0,0.001,0.046,0.0
2024-01-02 05:15:00,0.0,0.001,0.058666666666666666,0.0
2024-01-02 05:30:00,0.0,0.001,0.36266666666666664,0.0
2024-01-02 05:45:00,0.0,0.001,0.23600000000000002,0.0
2024-01-02 06:00:00,0.0,0.001,0.058666666666666666,0.0
2024-01-02 06:15:00,0.0,0.001,0.046,0.0
2024-01-02 06:30:00,0.0,0.001,0.046,0.0
2024-01-02 06:45:00,0.0,0.001,0.09666666666666666,0.0
2024-01-02 07:00:00,0.0,0.001,0.388,0.0
2024-01-02 07:15:00,0.0,0.001,0.18533333333333332,0.0
2024-01-02 07:30:00,0.0,0.001,0.046,0.0
2024-01-02 07:45:00,0.0,0.001,0.046,0.0
2024-01-02 08:00:00,0.0,0.001,0.046,0.0
2024-01-02 08:15:00,0.0,0.001,0.19799999999999998,0.0
2024-01-02 08:30:00,0.0,0.001,0.35,0.0
2024-01-02 08:45:00,0.0,0.001,0.12199999999999998,0.0
2024-01-02 09:00:00,0.0,0.001,0.046,0.0
2024-01-02 09:15:00,0.0,0.001,0.046,0.0
2024-01-02 09:30:00,0.0,0.001,0.046,0.0
2024-01-02 09:45:00,0.0,0.001,0.29933333333333334,0.0
2024-01-02 10:00:00,0.0,0.001,0.312,0.8
2024-01-02 10:15:00,0.0,0.001,0.058666666666666666,1.5
2024-01-02 10:30:00,0.0,0.001,0.046,0.2
2024-01-02 10:45:00,0.0,0.001,0.046,0.0
2024-01-02 11:00:00,0.0,0.001,0.046,0.5
2024-01-02 11:15:00,0.0,0.001,0.6671999999999999,1.5
2024-01-02 11:30:00,0.0,0.001,0.4898666666666667,1.5
2024-01-02 11:45:00,0.0,0.001,0.046,0.6
2024-01-02 12:00:00,0.0,0.001,0.046,0.3
2024-01-02 12:15:00,0.0,0.001,1.7793333333333332,1.5
2024-01-02 12:30:00,0.0,0.001,1.0553333333333332,0.3
2024-01-02 12:45:00,0.0,0.001,0.8257999999999999,0.0
2024-01-02 13:00:00,0.0,0.001,0.12199999999999998,0.0
2024-01-02 13:15:00,0.0,0.001,0.046,0.1
2024-01-02 13:30:00,0.0,0.001,0.046,1.5
2024-01-02 13:45:00,0.0,0.001,0.046,1.2
2024-01-02 14:00:00,0.0,0.001,0.2233333333333333,0.0
2024-01-02 14:15:00,0.0,0.001,0.388,0.0
2024-01-02 14:30:00,0.0,0.001,0.19193333333333334,0.8
2024-01-02 14:45:00,0.0,0.001,0.31253333333333333,1.5
2024-01-02 15:00:00,0.0,0.001,0.07334523770585906,1.5
2024-01-02 15:15:00,0.0,0.001,0.07755219735291431,0.8
2024-01-02 15:30:00,0.0,0.001,0.35621886401958097,0.0
2024-01-02 15:45:00,0.0,0.001,0.3308855306862476,0.0
2024-01-02 16:00:00,0.0,0.001,0.07755219735291431,1.5
2024-01-02 16:15:00,0.0,0.001,0.046,1.5
2024-01-02 16:30:00,0.0,0.001,0.046,1.5
2024-01-02 16:45:00,0.0,0.001,0.10933333333333332,1.5
