,WasherDryer,TumbleDryer,WashingMachine,BaseLoad,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.001,0.001,0.38191966463271293,0.0,0.0
2024-01-01 00:15:00,0.001,0.001,0.001,0.3103666666666667,0.0,0.0
2024-01-01 00:30:00,0.001,0.001,0.001,0.3377,0.0,0.0
2024-01-01 00:45:00,0.001,0.001,0.001,0.20336666666666667,0.0,0.0
2024-01-01 01:00:00,0.001,0.001,0.001,0.1827,0.0,0.0
2024-01-01 01:15:00,0.001,0.001,0.001,0.22069999999999998,0.0,0.0
2024-01-01 01:30:00,0.001,0.001,0.001,0.3727,0.0,0.0
2024-01-01 01:45:00,0.001,0.001,0.001,0.2587,0.0,0.0
2024-01-01 02:00:00,0.001,0.001,0.001,0.31703333333333333,0.0,2.6666666666666665
2024-01-01 02:15:00,0.001,0.001,0.001,0.2757,0.0,0.0
2024-01-01 02:30:00,0.001,0.001,0.001,0.1827,0.0,0.0
2024-01-01 02:45:00,0.001,0.001,0.001,0.20260666666666666,0.0,0.6666666666666666
2024-01-01 03:00:00,0.001,0.001,0.001,0.237,0.5333333333333333,3.0
2024-01-01 03:15:00,0.001,0.001,0.001,0.6560666666666666,1.3333333333333333,0.0
2024-01-01 03:30:00,0.001,0.001,0.001,0.109,0.0,0.0
2024-01-01 03:45:00,0.001,0.001,0.001,0.202,0.0,0.0
2024-01-01 04:00:00,0.001,0.001,0.001,0.05733333333333333,0.8,4.0
2024-01-01 04:15:00,0.001,0.001,0.001,0.08499999999999999,4.0,0.6666666666666666
2024-01-01 04:30:00,0.001,0.001,0.001,0.6367999999999999,4.0,0.0
2024-01-01 04:45:00,0.001,0.001,0.001,0.123,3.7333333333333334,0.0
2024-01-01 05:00:00,0.001,0.001,0.001,0.047,0.0,4.0
2024-01-01 05:15:00,0.001,0.001,0.001,0.19166666666666668,0.0,5.0
2024-01-01 05:30:00,0.001,0.001,0.001,0.12966666666666668,0.0,0.6666666666666666
2024-01-01 05:45:00,0.001,0.001,0.001,0.08499999999999999,0.0,0.0
2024-01-01 06:00:00,0.001,0.001,0.001,0.237,0.0,0.0
2024-01-01 06:15:00,0.001,0.001,0.001,0.123,0.0,0.0
2024-01-01 06:30:00,0.001,0.001,0.001,0.047,0.0,0.0
