,TumbleDryer,DishWasher,WashingMachine,BaseLoad,P_EV,P_WB
2024-01-01 00:00:00,0.001,0.0,0.001,0.047,0.0,0.0
2024-01-01 00:15:00,0.001,0.0,0.001,0.047,0.0,0.0
2024-01-01 00:30:00,0.001,0.0,0.001,0.07633333333333334,0.0,0.0
2024-01-01 00:45:00,0.001,0.0,0.001,0.12766666666666668,0.0,0.0
2024-01-01 01:00:00,0.001,0.0,0.001,0.16766666666666669,0.0,0.0
2024-01-01 01:15:00,0.001,0.0,0.001,0.33,0.0,0.0
2024-01-01 01:30:00,0.001,0.0,0.001,0.08499999999999999,0.0,0.0
2024-01-01 01:45:00,0.001,0.0,0.001,0.047,0.0,0.0
2024-01-01 02:00:00,0.001,0.0,0.001,0.1423333333333333,0.0,0.0
2024-01-01 02:15:00,0.001,0.0,0.001,0.06166666666666667,0.0,0.0
2024-01-01 02:30:00,0.001,0.0,0.001,0.16066666666666668,0.0,0.0
2024-01-01 02:45:00,0.001,0.0,0.001,0.29900000000000004,0.0,0.0
2024-01-01 03:00:00,0.001,0.0,0.001,0.123,0.0,0.0
2024-01-01 03:15:00,0.001,0.0,0.001,0.09833333333333334,0.0,0.0
2024-01-01 03:30:00,0.001,0.0,0.001,0.10566666666666666,0.0,0.0
2024-01-01 03:45:00,0.001,0.0,0.001,0.047,0.0,0.0
2024-01-01 04:00:00,0.001,0.0,0.001,0.19166666666666668,0.0,0.0
2024-01-01 04:15:00,0.001,0.0,0.001,0.22999999999999998,0.0,1.0
2024-01-01 04:30:00,0.001,0.0,0.001,0.16833333333333333,0.0,1.4
2024-01-01 04:45:00,0.001,0.0,0.001,0.14966666666666667,0.0,0.2
2024-01-01 05:00:00,0.001,0.0,0.001,0.047,0.0,3.0
2024-01-01 05:15:00,0.001,0.0,0.001,0.06766666666666668,0.0,3.0
2024-01-01 05:30:00,0.001,0.0,0.001,0.202,0.0,2.0
2024-01-01 05:45:00,0.001,0.0,0.001,0.161,0.0,0.0
2024-01-01 06:00:00,0.001,0.0,0.001,0.2723333333333333,0.0,0.0
2024-01-01 06:15:00,0.001,0.0,0.001,0.08366666666666665,0.0,0.0
2024-01-01 06:30:00,0.001,0.0,0.001,0.047,0.0,0.0
2024-01-01 06:45:00,0.001,0.0,0.001,0.09866666666666667,0.0,1.8
2024-01-01 07:00:00,0.001,0.0,0.001,0.184,0.0,2.0
2024-01-01 07:15:00,0.001,0.0,0.001,0.16533333333333333,0.0,0.0
2024-01-01 07:30:00,0.001,0.0,0.001,0.37906666666666666,0.0,2.4
2024-01-01 07:45:00,0.001,0.0,0.001,0.17926666666666666,0.0,1.6
2024-01-01 08:00:00,0.001,0.0,0.001,0.168,0.0,0.0
2024-01-01 08:15:00,0.001,0.00046666666666666666,0.001,0.2506666666666667,0.0,0.0
2024-01-01 08:30:00,0.001,0.9006000000000001,0.001,0.261,0.0,0.4
2024-01-01 08:45:00,0.001,0.30086666666666667,0.001,0.1884,0.0,3.0
2024-01-01 09:00:00,0.001,0.001,0.001,0.25253333333333333,0.0,1.0
2024-01-01 09:15:00,0.001,0.001,0.001,0.098,0.0,0.0
2024-01-01 09:30:00,0.001,0.001,0.001,0.06420695964705524,6.6,0.0
2024-01-01 09:45:00,0.001,0.001,0.001,0.20521886401958098,2.2,2.6
2024-01-01 10:00:00,0.001,0.001,0.001,0.21276802560136332,0.0,0.6
2024-01-01 10:15:00,0.001,0.001,0.001,0.15770927305892116,0.0,2.4
2024-01-01 10:30:00,0.001,1.8002,0.001,0.28210927305892114,0.0,0.4
2024-01-01 10:45:00,0.001,0.3,0.001,0.1499272221962011,0.0,0.0
2024-01-01 11:00:00,0.001,0.0,0.001,0.07182374237267351,0.0,0.0
2024-01-01 11:15:00,0.001,0.0,0.001,0.21830599593209252,0.0,0.0
2024-01-01 11:30:00,0.001,0.0,0.001,0.1902,0.0,0.0
2024-01-01 11:45:00,0.001,0.0,0.001,0.047,0.0,0.0
2024-01-01 12:00:00,0.001,0.0,0.001,0.19899999999999998,0.0,2.0
2024-01-01 12:15:00,0.001,0.9003333333333333,0.001,0.16607362631372188,6.6,0.8
2024-01-01 12:30:00,0.001,2.1000666666666667,0.001,0.11221886401958098,2.933333333333333,3.0
2024-01-01 12:45:00,0.001,1.0505333333333333,0.001,0.31988553068624764,0.0,3.0
2024-01-01 13:00:00,0.001,0.6007333333333332,0.001,0.128218864019581,0.0,1.2
2024-01-01 13:15:00,0.001,0.0002666666666666667,0.001,0.09155219735291431,0.0,0.0
2024-01-01 13:30:00,0.001,0.0,0.001,0.18352435876469333,0.0,1.4
2024-01-01 13:45:00,0.001,0.0,0.001,0.21372435876469334,0.0,3.0
2024-01-01 14:00:00,0.001,0.0,0.001,0.16648553068624763,0.0,3.0
2024-01-01 14:15:00,0.001,0.0,0.001,0.40108553068624764,0.0,3.0
2024-01-01 14:30:00,0.001,0.0,0.001,0.21255219735291433,0.0,2.2
2024-01-01 14:45:00,0.001,0.0,0.001,0.21255219735291433,0.0,3.0
2024-01-01 15:00:00,0.001,0.0,0.001,0.28768553068624764,0.0,1.0
2024-01-01 15:15:00,0.001,0.0,0.001,0.37693131841174854,0.0,0.0
2024-01-01 15:30:00,0.001,0.0,0.001,0.23306666666666667,0.0,0.0
2024-01-01 15:45:00,0.001,0.0,0.001,0.15466666666666667,0.0,0.0
2024-01-01 16:00:00,0.001,0.0,0.001,0.054799999999999995,5.133333333333334,0.0
2024-01-01 16:15:00,0.001,0.0,0.001,0.09226666666666666,0.0,0.0
2024-01-01 16:30:00,0.001,0.0,0.001,0.219,0.0,0.0
2024-01-01 16:45:00,0.001,0.0,0.001,0.42233333333333334,0.0,0.0
2024-01-01 17:00:00,0.001,0.0,0.001,0.5077388640195809,0.0,0.0
2024-01-01 17:15:00,0.001,0.0,0.001,0.2615521973529143,0.0,1.4
2024-01-01 17:30:00,0.001,0.0,0.001,0.1849953630026041,0.0,3.0
2024-01-01 17:45:00,0.001,0.0,0.001,0.2007759397255878,0.0,1.0
2024-01-01 18:00:00,0.001,0.0,0.001,0.09770927305892113,0.0,2.4
2024-01-01 18:15:00,0.001,0.0,0.001,0.4959759397255878,0.0,0.0
2024-01-01 18:30:00,0.001,0.0,0.001,0.43204260639225445,0.0,0.0
2024-01-01 18:45:00,0.001,0.0,0.001,0.24237593972558782,0.0,0.0
2024-01-01 19:00:00,0.001,0.0,0.001,0.2686502791607823,0.0,1.6
2024-01-01 19:15:00,0.001,0.0,0.001,0.29055219735291427,0.0,1.4
2024-01-01 19:30:00,0.001,0.0,0.001,0.36388553068624757,0.0,3.0
2024-01-01 19:45:00,0.001,0.0,0.001,0.5085562750928748,0.0,2.0
2024-01-01 20:00:00,0.001,0.0,0.001,0.48037593972558773,0.0,0.0
2024-01-01 20:15:00,0.001,1.0503333333333333,0.001,0.188237661666784,0.0,0.0
2024-01-01 20:30:00,0.001,1.9501333333333333,0.001,0.1798237423726735,0.0,0.0
2024-01-01 20:45:00,0.001,1.2004666666666666,0.001,0.13655707570600686,0.0,1.6
2024-01-01 21:00:00,0.001,0.4508,0.001,0.15010599593209253,0.0,3.0
2024-01-01 21:15:00,0.001,0.0,0.001,0.34549040903934014,0.0,3.0
2024-01-01 21:30:00,0.001,0.0,0.001,0.4558237423726735,0.0,3.0
2024-01-01 21:45:00,0.001,0.0,0.001,0.19454810113736684,0.0,3.0
2024-01-01 22:00:00,0.001,0.0,0.001,0.21137593972558782,0.0,3.0
2024-01-01 22:15:00,0.001,0.0,0.001,0.2502426063922545,0.0,3.0
2024-01-01 22:30:00,0.001,0.0,0.001,1.16955469226803,0.0,3.0
2024-01-01 22:45:00,0.001,0.0,0.001,1.4939188640195808,0.0,3.0
2024-01-01 23:00:00,0.001,0.0,0.001,0.684918864019581,0.0,3.0
2024-01-01 23:15:00,0.001,0.0,0.001,0.30369999999999997,0.0,3.0
2024-01-01 23:30:00,0.001,0.0,0.001,0.3550333333333333,0.0,3.0
2024-01-01 23:45:00,0.001,0.0,0.001,0.2897666666666667,0.0,3.0
2024-01-02 00:00:00,0.001,0.0,0.001,0.2142521973529143,0.0,3.0
2024-01-02 00:15:00,0.40165028568849453,0.0,0.001,0.36591886401958096,0.0,3.0
2024-01-02 00:30:00,1.7936349296414096,0.0,0.001,0.474918864019581,0.0,3.0
2024-01-02 00:45:00,1.9742961391433866,0.0,0.001,0.4046210235674096,0.0,3.0
2024-01-02 01:00:00,1.9603980523329312,0.0,0.001,0.46274260639225445,0.0,3.0
2024-01-02 01:15:00,0.8767795063257235,0.0,0.001,0.3306272221962011,0.0,3.0
