,WasherDryer,TumbleDryer,BaseLoad
2024-01-01 00:00:00,0.001,0.001,0.1215521973529143
2024-01-01 00:15:00,0.001,0.001,0.27355219735291425
2024-01-01 00:30:00,0.001,0.001,0.17221886401958095
2024-01-01 00:45:00,0.001,0.001,0.0835521973529143
2024-01-01 01:00:00,0.001,0.001,0.06251739911763811
2024-01-01 01:15:00,0.001,0.001,0.052
2024-01-01 01:30:00,0.001,0.001,0.22933333333333333
2024-01-01 01:45:00,0.001,0.001,0.19133333333333333
2024-01-01 02:00:00,0.001,0.001,0.052
2024-01-01 02:15:00,0.001,0.001,0.052
2024-01-01 02:30:00,0.001,0.001,0.052
2024-01-01 02:45:00,0.001,0.001,0.17866666666666664
2024-01-01 03:00:00,0.001,0.001,0.242
2024-01-01 03:15:00,0.001,0.001,0.052
2024-01-01 03:30:00,0.001,0.001,0.052
2024-01-01 03:45:00,0.001,0.001,0.052
2024-01-01 04:00:00,0.001,0.001,0.128
2024-01-01 04:15:00,0.001,0.001,0.242
2024-01-01 04:30:00,0.001,0.001,0.5024666666666666
2024-01-01 04:45:00,0.001,0.001,0.052
2024-01-01 05:00:00,0.001,0.001,0.052
2024-01-01 05:15:00,0.001,0.001,0.07733333333333332
2024-01-01 05:30:00,0.001,0.001,0.242
2024-01-01 05:45:00,0.001,0.001,0.15333333333333332
2024-01-01 06:00:00,0.001,0.001,0.052
2024-01-01 06:15:00,0.001,0.001,0.052
2024-01-01 06:30:00,0.001,0.001,0.052
2024-01-01 06:45:00,0.001,0.001,0.21666666666666667
2024-01-01 07:00:00,0.001,0.001,0.20400000000000001
2024-01-01 07:15:00,0.001,0.001,0.052
2024-01-01 07:30:00,0.001,0.001,0.052
2024-01-01 07:45:00,0.001,0.001,0.052
2024-01-01 08:00:00,0.001,0.001,0.16599999999999998
2024-01-01 08:15:00,0.001,0.001,0.242
2024-01-01 08:30:00,0.001,0.001,0.06466666666666666
2024-01-01 08:45:00,0.001,0.001,0.052
2024-01-01 09:00:00,0.001,0.001,0.052
2024-01-01 09:15:00,0.001,0.001,0.3629866666666667
2024-01-01 09:30:00,0.001,0.001,0.4987
2024-01-01 09:45:00,0.001,0.001,0.3830688262144953
2024-01-01 10:00:00,0.001,0.001,0.3205237423726735
2024-01-01 10:15:00,0.001,0.001,0.36044374237267346
2024-01-01 10:30:00,0.001,0.001,0.2121904090393402
2024-01-01 10:45:00,0.001,0.001,0.3895237423726735
2024-01-01 11:00:00,0.001,0.001,0.30248824949151154
2024-01-01 11:15:00,0.001,0.001,0.7535666666666666
2024-01-01 11:30:00,0.001,0.001,2.3097
2024-01-01 11:45:00,0.001,0.001,0.7535666666666666
2024-01-01 12:00:00,0.001,0.001,0.33969999999999995
2024-01-01 12:15:00,0.001,0.001,0.35236666666666666
2024-01-01 12:30:00,0.001,0.001,0.2126333333333333
2024-01-01 12:45:00,0.001,0.001,0.31043333333333334
2024-01-01 13:00:00,0.001,0.001,0.33422435876469336
2024-01-01 13:15:00,0.001,0.001,0.5513855306862477
2024-01-01 13:30:00,0.4228852192307536,0.001,0.6642521973529143
2024-01-01 13:45:00,0.7920347860576631,0.001,0.4995855306862476
2024-01-01 14:00:00,0.7920347860576631,0.001,0.3918521973529143
2024-01-01 14:15:00,0.7920347860576631,0.001,0.34025219735291434
2024-01-01 14:30:00,0.7920347860576631,0.001,0.34882485995167356
2024-01-01 14:45:00,0.7920347860576631,0.001,0.4210759397255878
2024-01-01 15:00:00,0.7920347860576631,0.001,0.3025217274510888
2024-01-01 15:15:00,0.7920347860576631,0.001,0.7203237423726735
2024-01-01 15:30:00,0.7920347860576631,0.001,0.4173237423726735
2024-01-01 15:45:00,0.7920347860576631,0.001,0.873691873941283
2024-01-01 16:00:00,0.7920347860576631,0.001,0.694711191251053
2024-01-01 16:15:00,0.7920347860576631,0.001,0.6196521973529143
2024-01-01 16:30:00,0.7920347860576631,0.001,0.4690521973529143
2024-01-01 16:45:00,0.7920347860576631,0.001,0.3269487175293867
2024-01-01 17:00:00,0.4228852192307536,0.001,0.2007
2024-01-01 17:15:00,0.001,0.001,0.34003333333333335
2024-01-01 17:30:00,0.001,0.001,0.3685
2024-01-01 17:45:00,0.001,0.001,0.2129417578823314
2024-01-01 18:00:00,0.001,0.001,0.2192521973529143
2024-01-01 18:15:00,0.001,0.001,0.2192521973529143
2024-01-01 18:30:00,0.001,0.001,0.38051886401958096
2024-01-01 18:45:00,0.001,0.001,0.5302521973529143
2024-01-01 19:00:00,0.001,0.001,0.35484820710461307
2024-01-01 19:15:00,0.001,0.001,0.6031904090393402
2024-01-01 19:30:00,0.001,0.001,0.7080570757060068
2024-01-01 19:45:00,0.001,0.001,0.5044170757060068
2024-01-01 20:00:00,0.001,0.001,0.5897637423726735
2024-01-01 20:15:00,0.001,0.001,0.4158844131072476
2024-01-01 20:30:00,0.001,0.001,0.41253681315686097
2024-01-01 20:45:00,0.001,0.001,0.9756876902340763
2024-01-01 21:00:00,0.001,0.001,0.3654959397255878
2024-01-01 21:15:00,0.001,0.001,0.514709273058921
2024-01-01 21:30:00,0.001,0.001,0.4525092730589211
2024-01-01 21:45:00,0.001,0.001,0.2163759397255878
2024-01-01 22:00:00,0.001,0.001,0.49971512436476984
2024-01-01 22:15:00,0.001,0.001,1.214027838588221
2024-01-01 22:30:00,0.001,0.001,1.252218864019581
2024-01-01 22:45:00,0.001,0.001,0.5171286963359374
2024-01-01 23:00:00,0.001,0.001,0.33884260639225444
2024-01-01 23:15:00,0.001,0.001,0.24746927305892114
2024-01-01 23:30:00,0.001,0.001,0.41943912656872684
