,TumbleDryer,WashingMachine,BaseLoad,P_EV
2024-01-01 09:45:00,0.001,0.001,0.059666666666666666,0.0
2024-01-01 10:00:00,0.001,0.001,0.237,0.0
2024-01-01 10:15:00,0.001,0.001,0.161,0.0
2024-01-01 10:30:00,0.001,0.001,0.047,0.0
2024-01-01 10:45:00,0.001,0.001,0.047,0.0
2024-01-01 11:00:00,0.001,0.001,0.047,13.0
2024-01-01 11:15:00,0.001,0.001,0.047,9.0
2024-01-01 11:30:00,0.001,0.001,0.161,0.0
2024-01-01 11:45:00,0.001,0.001,0.237,0.0
2024-01-01 12:00:00,0.001,0.001,0.059666666666666666,0.0
2024-01-01 12:15:00,0.001,0.001,0.047,0.0
2024-01-01 12:30:00,0.001,0.001,0.047,0.0
2024-01-01 12:45:00,0.001,0.001,0.047,0.0
2024-01-01 13:00:00,0.001,0.001,0.07233333333333333,0.0
2024-01-01 13:15:00,0.001,0.001,0.237,0.0
2024-01-01 13:30:00,0.001,0.001,0.14833333333333334,0.0
2024-01-01 13:45:00,0.001,0.001,0.047,0.0
2024-01-01 14:00:00,0.001,0.001,0.047,0.0
2024-01-01 14:15:00,0.001,0.001,0.047,0.0
2024-01-01 14:30:00,0.001,0.001,0.047,0.0
2024-01-01 14:45:00,0.001,0.001,0.17366666666666666,0.0
2024-01-01 15:00:00,0.001,0.001,0.237,0.0
2024-01-01 15:15:00,0.001,0.001,0.047,0.0
2024-01-01 15:30:00,0.001,0.001,0.047,0.0
2024-01-01 15:45:00,0.001,0.001,0.047,0.0
2024-01-01 16:00:00,0.001,0.001,0.047,0.0
2024-01-01 16:15:00,0.001,0.001,0.08499999999999999,0.0
2024-01-01 16:30:00,0.001,0.001,0.237,0.0
2024-01-01 16:45:00,0.001,0.001,0.13566666666666669,0.0
2024-01-01 17:00:00,0.001,0.001,0.047,0.0
2024-01-01 17:15:00,0.001,0.001,0.047,0.0
2024-01-01 17:30:00,0.001,0.001,0.047,4.0
2024-01-01 17:45:00,0.001,0.001,0.047,1.0
2024-01-01 18:00:00,0.001,0.001,0.18633333333333332,0.0
2024-01-01 18:15:00,0.001,0.001,0.22433333333333333,0.0
2024-01-01 18:30:00,0.001,0.001,0.047,0.0
2024-01-01 18:45:00,0.001,0.001,0.047,0.0
2024-01-01 19:00:00,0.001,0.001,0.047,0.0
2024-01-01 19:15:00,0.001,0.001,0.047,0.0
2024-01-01 19:30:00,0.001,0.001,0.09766666666666665,0.0
2024-01-01 19:45:00,0.001,0.001,0.237,0.0
2024-01-01 20:00:00,0.001,0.001,0.123,0.0
2024-01-01 20:15:00,0.001,0.001,0.047,0.0
2024-01-01 20:30:00,0.001,0.001,0.047,0.0
2024-01-01 20:45:00,0.001,0.001,0.047,0.0
2024-01-01 21:00:00,0.001,0.001,0.047,0.0
2024-01-01 21:15:00,0.001,0.001,0.19899999999999998,0.0
2024-01-01 21:30:00,0.001,0.001,0.21166666666666664,0.0
2024-01-01 21:45:00,0.001,0.001,0.047,0.0
2024-01-01 22:00:00,0.001,0.001,0.047,0.0
2024-01-01 22:15:00,0.001,0.001,0.047,0.0
2024-01-01 22:30:00,0.001,0.001,0.047,0.0
2024-01-01 22:45:00,0.001,0.001,0.11033333333333334,0.0
2024-01-01 23:00:00,0.001,0.001,0.237,0.0
2024-01-01 23:15:00,0.001,0.001,0.11033333333333334,0.0
2024-01-01 23:30:00,0.001,0.001,0.047,0.0
2024-01-01 23:45:00,0.001,0.001,0.047,0.0
2024-01-02 00:00:00,0.001,0.001,0.047,0.0
2024-01-02 00:15:00,0.001,0.001,0.047,0.0
2024-01-02 00:30:00,0.001,0.001,0.21166666666666664,0.0
2024-01-02 00:45:00,0.001,0.001,0.19899999999999998,0.0
2024-01-02 01:00:00,0.001,0.001,0.047,0.0
2024-01-02 01:15:00,0.001,0.001,0.047,0.0
2024-01-02 01:30:00,0.001,0.001,0.047,0.0
2024-01-02 01:45:00,0.001,0.001,0.047,0.0
2024-01-02 02:00:00,0.001,0.001,0.123,0.0
2024-01-02 02:15:00,0.001,0.001,0.237,0.0
2024-01-02 02:30:00,0.001,0.001,0.09766666666666665,0.0
2024-01-02 02:45:00,0.001,0.001,0.047,0.0
2024-01-02 03:00:00,0.001,0.001,0.047,0.0
2024-01-02 03:15:00,0.001,0.001,0.047,0.0
2024-01-02 03:30:00,0.001,0.001,0.047,0.0
2024-01-02 03:45:00,0.001,0.001,0.22433333333333333,0.0
2024-01-02 04:00:00,0.001,0.001,0.18633333333333332,0.0
2024-01-02 04:15:00,0.001,0.001,0.047,0.0
2024-01-02 04:30:00,0.001,0.001,0.047,0.0
2024-01-02 04:45:00,0.001,0.001,0.047,0.0
2024-01-02 05:00:00,0.001,0.001,0.047,0.0
2024-01-02 05:15:00,0.001,0.001,0.13566666666666669,0.0
2024-01-02 05:30:00,0.001,0.001,0.237,0.0
2024-01-02 05:45:00,0.001,0.001,0.08499999999999999,0.0
2024-01-02 06:00:00,0.001,0.001,0.047,0.0
2024-01-02 06:15:00,0.001,0.001,0.047,0.0
2024-01-02 06:30:00,0.001,0.001,0.047,0.0
2024-01-02 06:45:00,0.001,0.001,0.047,0.0
2024-01-02 07:00:00,0.001,0.001,0.237,0.0
2024-01-02 07:15:00,0.001,0.001,0.17366666666666666,0.0
2024-01-02 07:30:00,0.001,0.001,0.0712,0.0
2024-01-02 07:45:00,0.001,0.001,0.17493333333333333,0.0
2024-01-02 08:00:00,0.001,0.001,0.5808,0.0
2024-01-02 08:15:00,0.001,0.001,0.181,0.0
2024-01-02 08:30:00,0.001,0.001,0.2823333333333334,0.0
2024-01-02 08:45:00,0.001,0.001,0.3217333333333333,0.0
2024-01-02 09:00:00,0.001,0.001,0.07233333333333333,0.0
2024-01-02 09:15:00,0.001,0.001,0.047,0.0
2024-01-02 09:30:00,0.001,0.001,0.047,0.0
2024-01-02 09:45:00,0.001,0.001,0.047,0.0
2024-01-02 10:00:00,0.001,0.001,0.059666666666666666,0.0
2024-01-02 10:15:00,0.001,0.001,0.237,0.0
2024-01-02 10:30:00,0.001,0.001,0.161,0.0
2024-01-02 10:45:00,0.001,0.001,0.047,6.0
2024-01-02 11:00:00,0.001,0.001,0.047,7.0
2024-01-02 11:15:00,0.001,0.001,0.047,0.0
2024-01-02 11:30:00,0.001,0.001,0.047,0.0
2024-01-02 11:45:00,0.001,0.001,0.161,0.0
2024-01-02 12:00:00,0.001,0.001,0.237,0.0
2024-01-02 12:15:00,0.001,0.001,0.5927333333333332,0.0
2024-01-02 12:30:00,0.001,0.001,0.047,0.0
2024-01-02 12:45:00,0.001,0.001,0.047,0.0
2024-01-02 13:00:00,0.001,0.001,0.047,0.0
2024-01-02 13:15:00,0.001,0.001,0.07233333333333333,0.0
2024-01-02 13:30:00,0.001,0.001,0.237,0.0
2024-01-02 13:45:00,0.001,0.001,0.14833333333333334,0.0
2024-01-02 14:00:00,0.001,0.001,0.047,0.0
2024-01-02 14:15:00,0.001,0.001,0.047,0.0
2024-01-02 14:30:00,0.001,0.001,0.047,0.0
2024-01-02 14:45:00,0.001,0.001,0.047,0.0
2024-01-02 15:00:00,0.001,0.001,0.17366666666666666,1.0
2024-01-02 15:15:00,0.001,0.001,0.237,0.0
2024-01-02 15:30:00,0.001,0.001,0.16460666666666668,0.0
2024-01-02 15:45:00,0.001,0.001,0.3159666666666666,0.0
2024-01-02 16:00:00,0.001,0.001,0.44923333333333326,0.0
2024-01-02 16:15:00,0.001,0.001,0.1827,0.0
2024-01-02 16:30:00,0.001,0.001,0.22069999999999998,0.0
2024-01-02 16:45:00,0.001,0.0687316897825012,0.3727,0.0
2024-01-02 17:00:00,0.001,0.22682445028681286,0.8044333333333333,0.0
2024-01-02 17:15:00,0.001,1.0480917842527124,0.1827,0.0
2024-01-02 17:30:00,0.001,0.23935650167967457,0.1827,0.0
2024-01-02 17:45:00,0.001,0.13825657016981338,0.1853,0.0
2024-01-02 18:00:00,0.001,0.23973158958077476,0.19569999999999999,0.0
2024-01-02 18:15:00,0.001,0.6691374043641064,0.3673,0.0
2024-01-02 18:30:00,0.001,0.12481499771125158,0.4940333333333334,0.0
2024-01-02 18:45:00,0.001,0.25295079774059637,0.3141,0.0
2024-01-02 19:00:00,0.001,1.3412469755805598,0.30369999999999997,0.0
2024-01-02 19:15:00,0.001,0.7702320920242269,0.30369999999999997,0.0
2024-01-02 19:30:00,0.001,0.16249106075250772,0.30369999999999997,0.0
2024-01-02 19:45:00,0.001,0.21353011618250387,0.3543666666666666,0.0
2024-01-02 20:00:00,0.001,0.4998862558393829,0.49369999999999997,0.0
2024-01-02 20:15:00,0.001,0.30985465272307805,0.41125219735291435,0.0
2024-01-02 20:30:00,0.001,0.001,0.34234644277651843,0.0
2024-01-02 20:45:00,0.001,0.001,0.34707593972558776,0.0
2024-01-02 21:00:00,0.001,0.001,0.21137593972558782,0.0
2024-01-02 21:15:00,0.001,0.001,0.1987550607844221,0.0
2024-01-02 21:30:00,0.001,0.001,0.33182374237267354,0.0
2024-01-02 21:45:00,0.001,0.001,0.3681601114771388,0.0
2024-01-02 22:00:00,0.001,0.001,0.20270519531896056,0.0
2024-01-02 22:15:00,0.001,0.001,0.6111759397255878,0.0
2024-01-02 22:30:00,0.001,0.001,0.21137593972558782,0.0
2024-01-02 22:45:00,0.001,0.001,0.17069535376481065,0.0
2024-01-02 23:00:00,0.001,0.001,0.3314770757060069,0.0
2024-01-02 23:15:00,0.001,0.001,0.36719772524713173,0.0
2024-01-02 23:30:00,0.001,0.001,0.362398864019581,0.0
2024-01-02 23:45:00,0.001,0.001,0.7350521973529143,0.0
2024-01-03 00:00:00,0.001,0.001,0.3439229417595416,0.0
2024-01-03 00:15:00,0.001,0.001,0.8398092730589212,0.0
2024-01-03 00:30:00,0.001,0.001,0.2260759397255878,0.0
2024-01-03 00:45:00,0.001,0.001,0.39074260639225444,0.0
2024-01-03 01:00:00,0.001,0.001,0.37807593972558784,0.0
2024-01-03 01:15:00,0.001,0.001,0.21976994379349526,0.0
2024-01-03 01:30:00,0.001,0.001,0.18480347982352763,0.0
2024-01-03 01:45:00,0.001,0.001,0.1827,0.0
2024-01-03 02:00:00,0.001,0.001,0.1827,0.0
2024-01-03 02:15:00,0.001,0.001,0.6585,0.0
2024-01-03 02:30:00,0.001,0.001,0.3727,0.0
2024-01-03 02:45:00,0.001,0.001,0.23336666666666664,0.0
2024-01-03 03:00:00,0.001,0.001,0.1827,0.0
2024-01-03 03:15:00,0.001,0.001,0.14651333333333336,0.0
2024-01-03 03:30:00,0.001,0.001,0.047,0.0
2024-01-03 03:45:00,0.001,0.001,0.047,0.0
2024-01-03 04:00:00,0.001,0.001,0.22433333333333333,0.0
2024-01-03 04:15:00,0.001,0.001,0.7194,0.0
2024-01-03 04:30:00,0.001,0.001,0.047,0.0
2024-01-03 04:45:00,0.001,0.001,0.047,0.0
2024-01-03 05:00:00,0.001,0.001,0.047,0.0
2024-01-03 05:15:00,0.001,0.001,0.047,0.0
2024-01-03 05:30:00,0.001,0.001,0.13566666666666669,0.0
2024-01-03 05:45:00,0.001,0.001,0.237,0.0
2024-01-03 06:00:00,0.001,0.001,0.4848,0.0
2024-01-03 06:15:00,0.001,0.001,0.5800666666666666,0.0
2024-01-03 06:30:00,0.001,0.001,0.047,0.0
2024-01-03 06:45:00,0.001,0.001,0.047,0.0
2024-01-03 07:00:00,0.001,0.001,0.047,0.0
2024-01-03 07:15:00,0.001,0.001,0.237,0.0
2024-01-03 07:30:00,0.001,0.001,0.17366666666666666,0.0
2024-01-03 07:45:00,0.001,0.001,0.047,0.0
2024-01-03 08:00:00,0.001,0.001,0.047,0.0
2024-01-03 08:15:00,0.001,0.001,0.047,0.0
2024-01-03 08:30:00,0.001,0.001,0.047,0.0
2024-01-03 08:45:00,0.001,0.001,0.14833333333333334,0.0
2024-01-03 09:00:00,0.001,0.001,0.237,2.0
2024-01-03 09:15:00,0.001,0.001,0.07233333333333333,15.0
2024-01-03 09:30:00,0.001,0.001,0.047,5.0
2024-01-03 09:45:00,0.001,0.001,0.047,0.0
2024-01-03 10:00:00,0.001,0.001,0.047,0.0
2024-01-03 10:15:00,0.001,0.001,0.059666666666666666,0.0
2024-01-03 10:30:00,0.001,0.001,0.237,0.0
2024-01-03 10:45:00,0.001,0.001,0.161,0.0
2024-01-03 11:00:00,0.001,0.001,0.047,0.0
2024-01-03 11:15:00,0.001,0.001,0.047,0.0
2024-01-03 11:30:00,0.001,0.001,0.047,0.0
2024-01-03 11:45:00,0.001,0.001,1.647,0.0
2024-01-03 12:00:00,0.001,0.001,1.4943333333333335,0.0
2024-01-03 12:15:00,0.001,0.001,0.237,0.0
2024-01-03 12:30:00,0.001,0.001,0.059666666666666666,0.0
2024-01-03 12:45:00,0.001,0.001,0.047,0.0
2024-01-03 13:00:00,0.001,0.001,0.5800666666666666,0.0
2024-01-03 13:15:00,0.001,0.001,0.047,0.0
2024-01-03 13:30:00,0.001,0.001,0.07233333333333333,2.0
2024-01-03 13:45:00,0.001,0.001,0.6368000000000001,0.0
2024-01-03 14:00:00,0.001,0.001,0.14833333333333334,0.0
2024-01-03 14:15:00,0.001,0.001,0.047,0.0
2024-01-03 14:30:00,0.001,0.001,0.047,0.0
2024-01-03 14:45:00,0.001,0.001,0.047,0.0
2024-01-03 15:00:00,0.001,0.001,0.047,0.0
2024-01-03 15:15:00,0.001,0.001,0.17366666666666666,0.0
2024-01-03 15:30:00,0.001,0.001,0.237,0.0
2024-01-03 15:45:00,0.001,0.001,0.3135333333333333,0.0
2024-01-03 16:00:00,0.001,0.001,0.3135333333333333,0.0
2024-01-03 16:15:00,0.001,0.001,0.047,0.0
2024-01-03 16:30:00,0.001,0.001,0.047,0.0
2024-01-03 16:45:00,0.001,0.001,0.08499999999999999,0.0
2024-01-03 17:00:00,0.001,0.001,0.7700666666666667,0.0
2024-01-03 17:15:00,0.001,0.001,0.13566666666666669,0.0
2024-01-03 17:30:00,0.001,0.001,0.047,2.0
2024-01-03 17:45:00,0.001,0.001,0.15739999999999998,0.0
2024-01-03 18:00:00,0.001,0.001,0.047,0.0
2024-01-03 18:15:00,0.001,0.001,0.047,0.0
2024-01-03 18:30:00,0.001,0.001,0.18633333333333332,0.0
2024-01-03 18:45:00,0.001,0.001,0.22433333333333333,0.0
2024-01-03 19:00:00,0.001,0.001,0.0564589938981388,0.0
2024-01-03 19:15:00,0.001,0.001,0.0588237423726735,0.0
2024-01-03 19:30:00,0.001,0.001,0.07691707570600684,0.0
2024-01-03 19:45:00,0.001,0.001,0.1945237423726735,0.0
2024-01-03 20:00:00,0.001,0.001,0.24519040903934017,0.0
2024-01-03 20:15:00,0.001,0.001,0.41213469226802996,0.0
2024-01-03 20:30:00,0.001,0.001,0.36285219735291435,0.0
2024-01-03 20:45:00,0.001,0.001,0.33525219735291434,0.0
2024-01-03 21:00:00,0.001,0.001,0.33525219735291434,0.0
2024-01-03 21:15:00,0.001,0.001,0.33525219735291434,0.0
2024-01-03 21:30:00,0.001,0.001,0.3194694333687217,0.0
2024-01-03 21:45:00,0.001,0.001,0.4990759397255877,0.0
2024-01-03 22:00:00,0.001,0.001,0.8873426063922544,0.0
2024-01-03 22:15:00,0.001,0.001,0.2260759397255878,0.0
2024-01-03 22:30:00,0.001,0.001,0.2260759397255878,0.0
2024-01-03 22:45:00,0.001,0.001,0.5990621263987236,0.0
2024-01-03 23:00:00,0.001,0.001,0.1827,0.0
2024-01-03 23:15:00,0.001,0.001,0.31371966463271295,0.0
2024-01-03 23:30:00,0.001,0.001,0.5055237423726735,0.0
2024-01-03 23:45:00,0.001,0.001,0.37885707570600685,0.0
2024-01-04 00:00:00,0.001,0.001,0.3155237423726735,0.0
2024-01-04 00:15:00,0.001,0.001,0.27933707570600685,0.0
2024-01-04 00:30:00,0.001,0.001,0.06943932926542587,0.0
2024-01-04 00:45:00,0.001,0.001,0.047,0.0
2024-01-04 01:00:00,0.001,0.001,0.21166666666666664,0.0
2024-01-04 01:15:00,0.001,0.001,0.19899999999999998,0.0
2024-01-04 01:30:00,0.001,0.001,0.047,0.0
2024-01-04 01:45:00,0.001,0.001,0.047,0.0
2024-01-04 02:00:00,0.001,0.001,0.047,0.0
2024-01-04 02:15:00,0.001,0.001,0.047,0.0
2024-01-04 02:30:00,0.001,0.001,0.123,0.0
2024-01-04 02:45:00,0.001,0.001,0.237,0.0
2024-01-04 03:00:00,0.001,0.001,0.09766666666666665,0.0
2024-01-04 03:15:00,0.001,0.001,0.047,0.0
2024-01-04 03:30:00,0.001,0.001,0.047,0.0
2024-01-04 03:45:00,0.001,0.001,0.047,0.0
2024-01-04 04:00:00,0.001,0.001,0.047,0.0
2024-01-04 04:15:00,0.001,0.001,0.22433333333333333,0.0
2024-01-04 04:30:00,0.001,0.001,0.18633333333333332,0.0
2024-01-04 04:45:00,0.001,0.001,0.047,0.0
2024-01-04 05:00:00,0.001,0.001,0.047,0.0
2024-01-04 05:15:00,0.001,0.001,0.047,0.0
2024-01-04 05:30:00,0.001,0.001,0.047,0.0
2024-01-04 05:45:00,0.001,0.001,0.13566666666666669,0.0
2024-01-04 06:00:00,0.001,0.001,0.237,0.0
2024-01-04 06:15:00,0.001,0.001,0.08499999999999999,0.0
2024-01-04 06:30:00,0.001,0.001,0.047,0.0
2024-01-04 06:45:00,0.001,0.001,0.047,0.0
2024-01-04 07:00:00,0.001,0.001,0.05653333333333333,0.0
2024-01-04 07:15:00,0.001,0.001,0.05999999999999999,0.0
2024-01-04 07:30:00,0.001,0.001,0.3548666666666667,0.0
2024-01-04 07:45:00,0.001,0.001,0.3076666666666667,0.0
2024-01-04 08:00:00,0.001,0.001,0.17406666666666668,0.0
2024-01-04 08:15:00,0.001,0.001,0.168,0.0
2024-01-04 08:30:00,0.001,0.001,0.5678,0.0
2024-01-04 08:45:00,0.001,0.001,0.06313333333333333,0.0
2024-01-04 09:00:00,0.001,0.001,0.14833333333333334,0.0
2024-01-04 09:15:00,0.001,0.001,0.237,0.0
2024-01-04 09:30:00,0.001,0.001,0.07233333333333333,0.0
2024-01-04 09:45:00,0.001,0.001,0.047,0.0
2024-01-04 10:00:00,0.001,0.001,0.047,0.0
2024-01-04 10:15:00,0.001,0.001,0.047,5.0
2024-01-04 10:30:00,0.001,0.001,0.059666666666666666,15.0
2024-01-04 10:45:00,0.001,0.001,0.237,13.0
2024-01-04 11:00:00,0.001,0.001,0.161,0.0
2024-01-04 11:15:00,0.001,0.001,0.047,0.0
2024-01-04 11:30:00,0.001,0.001,0.047,0.0
2024-01-04 11:45:00,0.001,0.001,0.047,0.0
2024-01-04 12:00:00,0.001,0.001,0.047,2.0
2024-01-04 12:15:00,0.001,0.001,0.161,0.0
2024-01-04 12:30:00,0.001,0.001,0.237,0.0
2024-01-04 12:45:00,0.001,0.001,0.059666666666666666,0.0
2024-01-04 13:00:00,0.001,0.001,0.055066666666666673,0.0
2024-01-04 13:15:00,0.001,0.001,0.168,0.0
2024-01-04 13:30:00,0.001,0.001,0.168,0.0
2024-01-04 13:45:00,0.001,0.001,0.19333333333333336,0.0
2024-01-04 14:00:00,0.001,0.001,0.8910666666666667,0.0
2024-01-04 14:15:00,0.001,0.001,0.2693333333333333,0.0
2024-01-04 14:30:00,0.001,0.001,0.15186666666666668,0.0
2024-01-04 14:45:00,0.001,0.001,0.047,0.0
2024-01-04 15:00:00,0.001,0.001,0.04778824949151157,0.0
2024-01-04 15:15:00,0.001,0.001,0.07495707570600683,0.0
2024-01-04 15:30:00,0.001,0.001,0.30649040903934016,0.0
2024-01-04 15:45:00,0.001,0.001,0.3698237423726735,0.0
2024-01-04 16:00:00,0.001,0.001,0.1798237423726735,0.0
2024-01-04 16:15:00,0.001,0.001,0.17745899389813882,0.0
2024-01-04 16:30:00,0.001,0.001,0.15186666666666668,0.0
2024-01-04 16:45:00,0.001,0.001,0.047,0.0
2024-01-04 17:00:00,0.001,0.001,0.08499999999999999,0.0
2024-01-04 17:15:00,0.001,0.001,0.237,0.0
2024-01-04 17:30:00,0.001,0.001,0.23778,0.0
2024-01-04 17:45:00,0.001,0.001,0.19569999999999999,0.0
2024-01-04 18:00:00,0.001,0.001,0.19569999999999999,0.0
2024-01-04 18:15:00,0.001,0.001,0.23603333333333332,0.0
2024-01-04 18:30:00,0.001,0.001,0.3167,0.0
2024-01-04 18:45:00,0.001,0.001,0.4430333333333333,0.0
2024-01-04 19:00:00,0.001,0.001,0.4810333333333333,0.0
2024-01-04 19:15:00,0.001,0.001,0.31237074440662727,0.0
2024-01-04 19:30:00,0.001,0.001,0.25905707570600683,0.0
2024-01-04 19:45:00,0.001,0.001,0.21345506078442208,0.0
2024-01-04 20:00:00,0.001,0.001,0.2260759397255878,0.0
2024-01-04 20:15:00,0.001,0.001,0.2845426063922545,0.0
2024-01-04 20:30:00,0.001,0.001,0.4180404468444259,0.0
2024-01-04 20:45:00,0.001,0.001,0.7030521973529142,0.0
2024-01-04 21:00:00,0.001,0.001,0.2146313184117486,0.0
2024-01-04 21:15:00,0.001,0.001,0.23135435690074288,0.0
2024-01-04 21:30:00,0.001,0.001,0.2260759397255878,0.0
2024-01-04 21:45:00,0.001,0.001,0.2260759397255878,0.0
2024-01-04 22:00:00,0.001,0.001,0.4264759397255878,0.0
2024-01-04 22:15:00,0.001,0.001,0.49754967200655587,0.0
2024-01-04 22:30:00,0.001,0.001,0.2342681315686095,0.0
2024-01-04 22:45:00,0.001,0.001,0.1995521973529143,0.0
2024-01-04 23:00:00,0.001,0.001,0.20743469226803,0.0
2024-01-04 23:15:00,0.001,0.001,0.21137593972558782,0.0
2024-01-04 23:30:00,0.001,0.001,0.18597593972558782,0.0
2024-01-04 23:45:00,0.001,0.001,0.25303070201972877,0.0
2024-01-05 00:00:00,0.001,0.001,0.13829040903934017,0.0
2024-01-05 00:15:00,0.001,0.001,0.17430599593209256,0.0
2024-01-05 00:30:00,0.001,0.001,0.168,0.0
2024-01-05 00:45:00,0.001,0.001,0.168,0.0
2024-01-05 01:00:00,0.001,0.001,0.168,0.0
2024-01-05 01:15:00,0.001,0.001,0.4659333333333333,0.0
2024-01-05 01:30:00,0.001,0.001,0.5988000000000001,0.0
2024-01-05 01:45:00,0.001,0.001,0.047,0.0
2024-01-05 02:00:00,0.001,0.001,0.047,0.0
2024-01-05 02:15:00,0.001,0.001,0.047,0.0
2024-01-05 02:30:00,0.001,0.001,0.047,0.0
2024-01-05 02:45:00,0.001,0.001,0.123,0.0
2024-01-05 03:00:00,0.001,0.001,0.237,0.0
2024-01-05 03:15:00,0.001,0.001,0.49746666666666667,0.0
2024-01-05 03:30:00,0.001,0.001,0.047,0.0
2024-01-05 03:45:00,0.001,0.001,0.047,0.0
2024-01-05 04:00:00,0.001,0.001,0.4468,0.0
2024-01-05 04:15:00,0.001,0.001,0.047,0.0
2024-01-05 04:30:00,0.001,0.001,0.22433333333333333,0.0
2024-01-05 04:45:00,0.001,0.001,0.18633333333333332,0.0
2024-01-05 05:00:00,0.001,0.001,0.047,0.0
2024-01-05 05:15:00,0.001,0.001,0.047,0.0
2024-01-05 05:30:00,0.001,0.001,0.047,0.0
2024-01-05 05:45:00,0.001,0.001,0.047,0.0
2024-01-05 06:00:00,0.001,0.001,0.13566666666666669,0.0
2024-01-05 06:15:00,0.001,0.001,0.6367999999999999,0.0
2024-01-05 06:30:00,0.001,0.001,0.08499999999999999,0.0
2024-01-05 06:45:00,0.001,0.001,0.047,0.0
2024-01-05 07:00:00,0.001,0.001,0.047,0.0
2024-01-05 07:15:00,0.001,0.001,0.05826666666666667,0.0
2024-01-05 07:30:00,0.001,0.001,0.05999999999999999,0.0
2024-01-05 07:45:00,0.001,0.001,0.25,0.0
2024-01-05 08:00:00,0.001,0.001,0.1858,0.0
2024-01-05 08:15:00,0.001,0.001,0.047,0.0
2024-01-05 08:30:00,0.001,0.001,0.047,0.0
2024-01-05 08:45:00,0.001,0.001,0.047,0.0
2024-01-05 09:00:00,0.001,0.001,0.047,0.0
2024-01-05 09:15:00,0.001,0.001,0.14833333333333334,0.0
2024-01-05 09:30:00,0.001,0.001,0.237,0.0
2024-01-05 09:45:00,0.001,0.001,0.07233333333333333,0.0
2024-01-05 10:00:00,0.001,0.001,0.047,0.0
2024-01-05 10:15:00,0.001,0.001,0.047,0.0
2024-01-05 10:30:00,0.001,0.001,0.047,0.0
2024-01-05 10:45:00,0.001,0.001,0.059666666666666666,0.0
2024-01-05 11:00:00,0.001,0.001,0.237,0.0
2024-01-05 11:15:00,0.001,0.001,0.161,0.0
2024-01-05 11:30:00,0.001,0.001,0.5800666666666666,0.0
2024-01-05 11:45:00,0.001,0.001,0.047,0.0
2024-01-05 12:00:00,0.001,0.001,0.047,0.0
2024-01-05 12:15:00,0.001,0.001,0.054799999999999995,0.0
2024-01-05 12:30:00,0.001,0.001,0.174,0.0
2024-01-05 12:45:00,0.001,0.001,0.25,0.0
2024-01-05 13:00:00,0.001,0.001,0.0692,10.0
2024-01-05 13:15:00,0.001,0.001,0.5800666666666666,15.0
2024-01-05 13:30:00,0.001,0.001,0.047,15.0
2024-01-05 13:45:00,0.001,0.001,0.047,2.0
2024-01-05 14:00:00,0.001,0.001,0.07233333333333333,0.0
2024-01-05 14:15:00,0.001,0.001,0.237,0.0
2024-01-05 14:30:00,0.001,0.001,0.14833333333333334,0.0
