,WasherDryer,TumbleDryer,DishWasher,WashingMachine,BaseLoad
2024-01-01 00:00:00,0.001,0.001,0.0,0.001,0.38107593972558784
2024-01-01 00:15:00,0.001,0.001,0.0,0.001,0.2290759397255878
2024-01-01 00:30:00,0.001,0.001,0.0,0.001,0.2290759397255878
2024-01-01 00:45:00,0.001,0.001,0.0,0.001,0.2290759397255878
2024-01-01 01:00:00,0.001,0.001,0.0,0.001,0.2400333333333333
2024-01-01 01:15:00,0.001,0.001,0.0,0.001,0.43603333333333333
2024-01-01 01:30:00,0.001,0.001,0.0,0.001,0.1960333333333333
2024-01-01 01:45:00,0.001,0.001,0.0,0.001,0.1857
2024-01-01 02:00:00,0.001,0.001,0.0,0.001,0.1857
2024-01-01 02:15:00,0.001,0.001,0.0,0.001,0.5854999999999999
2024-01-01 02:30:00,0.001,0.001,0.0,0.001,0.39636666666666664
2024-01-01 02:45:00,0.001,0.001,0.0,0.001,0.2900333333333333
2024-01-01 03:00:00,0.001,0.001,0.0,0.001,0.1857
2024-01-01 03:15:00,0.001,0.001,0.0,0.001,0.1857
2024-01-01 03:30:00,0.001,0.001,0.0,0.001,0.1857
2024-01-01 03:45:00,0.001,0.001,0.0,0.001,0.30970000000000003
2024-01-01 04:00:00,0.001,0.001,0.0,0.001,0.2349
2024-01-01 04:15:00,0.001,0.001,0.0,0.001,0.5011333333333333
2024-01-01 04:30:00,0.001,0.001,0.0,0.001,0.5830666666666667
2024-01-01 04:45:00,0.001,0.001,0.0,0.001,0.05
2024-01-01 05:00:00,0.001,0.001,0.0,0.001,0.15333333333333332
2024-01-01 05:15:00,0.001,0.001,0.0,0.001,0.12233333333333334
2024-01-01 05:30:00,0.001,0.001,0.0,0.001,0.16
2024-01-01 05:45:00,0.001,0.001,0.0,0.001,0.07933333333333333
2024-01-01 06:00:00,0.001,0.001,0.0,0.001,0.05
2024-01-01 06:15:00,0.001,0.001,0.0,0.001,0.13266666666666665
2024-01-01 06:30:00,0.001,0.001,0.0,0.001,0.143
2024-01-01 06:45:00,0.001,0.001,0.0,0.001,0.07200000000000001
2024-01-01 07:00:00,0.001,0.001,0.0,0.001,0.16
2024-01-01 07:15:00,0.001,0.001,0.0,0.001,0.05733333333333334
2024-01-01 07:30:00,0.001,0.001,0.0,0.001,0.12006666666666667
2024-01-01 07:45:00,0.001,0.001,0.0,0.001,0.2846666666666667
2024-01-01 08:00:00,0.001,0.001,0.0,0.001,0.171
2024-01-01 08:15:00,0.001,0.001,0.0,0.001,0.21500000000000002
2024-01-01 08:30:00,0.001,0.001,0.0,0.001,0.26633333333333337
2024-01-01 08:45:00,0.001,0.001,0.0,0.001,0.18006666666666668
2024-01-01 09:00:00,0.001,0.001,0.0,0.001,0.18433333333333332
2024-01-01 09:15:00,0.001,0.001,0.0,0.001,0.4498
2024-01-01 09:30:00,0.001,0.001,0.0,0.001,0.05
2024-01-01 09:45:00,0.001,0.001,0.0,0.001,0.116
2024-01-01 10:00:00,0.001,0.001,0.0,0.001,0.21073333333333333
2024-01-01 10:15:00,0.001,0.001,0.0,0.001,0.296
2024-01-01 10:30:00,0.001,0.001,0.0,0.001,0.141
2024-01-01 10:45:00,0.001,0.001,0.0,0.001,0.141
2024-01-01 11:00:00,0.001,0.001,0.0,0.001,0.0864
2024-01-01 11:15:00,0.001,0.001,0.0,0.001,0.13799999999999998
2024-01-01 11:30:00,0.001,0.001,0.0,0.001,0.2563333333333333
2024-01-01 11:45:00,0.001,0.001,0.0,0.001,0.07066666666666667
2024-01-01 12:00:00,0.001,0.001,0.0,0.001,0.05
2024-01-01 12:15:00,0.001,0.001,0.0,0.001,0.05
2024-01-01 12:30:00,0.001,0.001,0.0,0.001,0.09840000000000002
2024-01-01 12:45:00,0.001,0.001,0.0,0.001,0.4153333333333334
2024-01-01 13:00:00,0.001,0.001,0.0,0.001,0.24166666666666667
2024-01-01 13:15:00,0.001,0.001,0.0,0.001,0.171
2024-01-01 13:30:00,0.001,0.001,0.0,0.001,0.171
2024-01-01 13:45:00,0.001,0.001,0.0,0.001,0.16293333333333335
2024-01-01 14:00:00,0.001,0.001,0.0,0.001,0.5854666666666667
2024-01-01 14:15:00,0.001,0.001,0.0,0.001,0.222
2024-01-01 14:30:00,0.001,0.001,0.0,0.001,0.05733333333333334
2024-01-01 14:45:00,0.001,0.001,0.0,0.001,0.05
2024-01-01 15:00:00,0.001,0.001,0.0,0.001,0.05
2024-01-01 15:15:00,0.001,0.001,0.0,0.001,0.143
2024-01-01 15:30:00,0.001,0.001,0.0,0.001,0.17666666666666667
2024-01-01 15:45:00,0.001,0.001,0.0,0.001,0.16342666666666666
2024-01-01 16:00:00,0.001,0.001,0.0,0.001,0.1857
2024-01-01 16:15:00,0.001,0.001,0.0,0.001,0.1857
2024-01-01 16:30:00,0.001,0.001,0.0,0.001,0.2737507324509714
2024-01-01 16:45:00,0.001,0.001,0.0,0.001,0.3335855306862477
2024-01-01 17:00:00,0.001,0.001,0.0,0.001,0.29625219735291436
2024-01-01 17:15:00,0.001,0.001,0.0,0.001,0.30358553068624766
2024-01-01 17:30:00,0.001,0.001,0.0,0.001,0.2092173991176381
2024-01-01 17:45:00,0.001,0.001,0.0,0.001,0.3249
2024-01-01 18:00:00,0.001,0.001,0.0,0.001,1.5577
2024-01-01 18:15:00,0.001,0.001,0.0,0.001,1.6671
2024-01-01 18:30:00,0.001,0.001,0.0,0.001,0.5236570757060068
2024-01-01 18:45:00,0.001,0.001,0.0,0.001,1.146002313411866
2024-01-01 19:00:00,0.001,0.001,0.0,0.001,2.045009273058921
2024-01-01 19:15:00,0.001,0.001,0.0,0.001,1.1149426063922545
2024-01-01 19:30:00,0.001,0.001,0.0,0.001,0.4710759397255878
2024-01-01 19:45:00,0.001,0.001,0.0,0.001,1.1495426063922547
2024-01-01 20:00:00,0.001,0.001,0.0,0.001,0.7044759397255879
2024-01-01 20:15:00,0.001,0.001,0.0,0.001,0.5237426063922545
2024-01-01 20:30:00,0.001,0.001,0.0,0.001,0.6369724599020601
2024-01-01 20:45:00,0.001,0.001,0.0,0.001,0.48747593972558784
2024-01-01 21:00:00,0.001,0.001,0.0,0.001,1.0041426063922545
2024-01-01 21:15:00,0.001,0.001,0.0,0.001,0.49307593972558783
2024-01-01 21:30:00,0.001,0.001,0.0,0.001,0.5810759397255878
2024-01-01 21:45:00,0.001,0.001,0.0,0.001,0.6230759397255877
2024-01-01 22:00:00,0.001,0.001,0.0,0.001,0.5903959397255877
2024-01-01 22:15:00,0.001,0.001,0.0,0.001,0.8063426063922545
2024-01-01 22:30:00,0.001,0.001,0.0,0.001,0.46300927305892114
2024-01-01 22:45:00,0.001,0.001,0.0,0.001,0.5150759397255879
2024-01-01 23:00:00,0.001,0.001,0.0,0.001,0.6904092730589212
2024-01-01 23:15:00,0.001,0.001,0.0,0.001,0.7892759397255878
2024-01-01 23:30:00,0.001,0.001,0.0,0.001,0.5959286870981441
2024-01-01 23:45:00,0.001,0.001,0.0,0.001,0.4710759397255878
2024-01-02 00:00:00,0.001,0.001,0.0,0.001,0.4226759397255878
2024-01-02 00:15:00,0.001,0.001,0.0,0.001,0.5123150276353171
2024-01-02 00:30:00,0.001,0.001,0.0,0.001,0.37611219735291435
2024-01-02 00:45:00,0.001,0.001,0.0,0.001,0.0710347982352762
2024-01-02 01:00:00,0.001,0.001,0.0,0.001,0.09840000000000002
2024-01-02 01:15:00,0.001,0.001,0.0,0.001,0.171
2024-01-02 01:30:00,0.001,0.001,0.0,0.001,0.25366666666666665
2024-01-02 01:45:00,0.001,0.001,0.0,0.001,0.35200000000000004
2024-01-02 02:00:00,0.001,0.001,0.0,0.001,0.22233333333333336
2024-01-02 02:15:00,0.001,0.001,0.0,0.001,0.14679999999999999
2024-01-02 02:30:00,0.001,0.001,0.0,0.001,0.5830666666666667
2024-01-02 02:45:00,0.001,0.001,0.0,0.001,0.112
2024-01-02 03:00:00,0.001,0.001,0.0,0.001,0.16366666666666668
2024-01-02 03:15:00,0.001,0.001,0.0,0.001,0.16
2024-01-02 03:30:00,0.001,0.001,0.0,0.001,0.07933333333333333
2024-01-02 03:45:00,0.001,0.001,0.0,0.001,0.05
2024-01-02 04:00:00,0.001,0.001,0.0,0.001,0.09133333333333332
