,TumbleDryer,DishWasher,WashingMachine,BaseLoad,P_EV,P_WB
2024-01-01 00:00:00,0.001,0.0,0.001,0.09966666666666665,0.0,0.0
2024-01-01 00:15:00,0.001,0.0,0.001,0.041,0.0,0.0
2024-01-01 00:30:00,0.001,0.0,0.001,0.07666666666666666,0.0,0.0
2024-01-01 00:45:00,0.001,0.0,0.001,0.3606666666666667,0.0,0.0
2024-01-01 01:00:00,0.001,0.0,0.001,0.09266666666666667,0.0,0.0
2024-01-01 01:15:00,0.001,0.0,0.001,0.13633333333333333,0.0,0.0
2024-01-01 01:30:00,0.001,0.0,0.001,0.09233333333333334,0.0,0.0
2024-01-01 01:45:00,0.001,0.0,0.001,0.041,0.0,0.0
2024-01-01 02:00:00,0.001,0.0,0.001,0.09266666666666667,0.0,0.0
2024-01-01 02:15:00,0.001,0.0,0.001,0.31,0.0,0.0
2024-01-01 02:30:00,0.001,0.0,0.001,0.12733333333333335,0.0,0.0
2024-01-01 02:45:00,0.001,0.0,0.001,0.14366666666666666,0.0,0.0
2024-01-01 03:00:00,0.001,0.0,0.001,0.08499999999999999,0.0,0.0
2024-01-01 03:15:00,0.001,0.0,0.001,0.5740666666666667,0.0,0.0
2024-01-01 03:30:00,0.001,0.0,0.001,0.134,0.0,0.0
2024-01-01 03:45:00,0.001,0.0,0.001,0.17766666666666667,0.0,0.6
2024-01-01 04:00:00,0.001,0.0,0.001,0.21833333333333335,0.0,1.8
2024-01-01 04:15:00,0.001,0.0,0.001,0.151,0.0,1.8
2024-01-01 04:30:00,0.001,0.0,0.001,0.07766666666666668,0.0,0.6
2024-01-01 04:45:00,0.001,0.0,0.001,0.041,0.0,0.0
2024-01-01 05:00:00,0.001,0.0,0.001,0.1753333333333333,0.0,0.0
2024-01-01 05:15:00,0.001,0.0,0.001,0.12366666666666666,0.0,0.2
2024-01-01 05:30:00,0.001,0.0,0.001,0.14966666666666667,0.0,3.0
2024-01-01 05:45:00,0.001,0.0,0.001,0.23966666666666667,0.0,0.2
2024-01-01 06:00:00,0.001,0.0,0.001,0.07033333333333333,0.0,2.0
2024-01-01 06:15:00,0.001,0.0,0.001,0.06166666666666667,0.0,3.0
2024-01-01 06:30:00,0.001,0.0,0.001,0.196,0.0,3.0
2024-01-01 06:45:00,0.001,0.0,0.001,0.09186666666666668,0.0,3.0
2024-01-01 07:00:00,0.001,0.0,0.001,0.06866666666666667,0.0,3.0
2024-01-01 07:15:00,0.001,0.0,0.001,0.3834487175293867,0.0,3.0
2024-01-01 07:30:00,0.001,0.0,0.001,0.10755219735291431,0.0,3.0
2024-01-01 07:45:00,0.001,0.0,0.001,0.14321886401958095,0.0,3.0
2024-01-01 08:00:00,0.001,0.0,0.001,0.23448553068624764,0.0,3.0
2024-01-01 08:15:00,0.001,0.0,0.001,0.0750347982352762,0.0,3.0
2024-01-01 08:30:00,0.001,0.0,0.001,0.07600000000000001,0.0,3.0
2024-01-01 08:45:00,0.001,0.0,0.001,0.6524666666666666,0.0,3.0
2024-01-01 09:00:00,0.001,0.0,0.001,0.16826666666666668,0.0,3.0
2024-01-01 09:15:00,0.001,0.0,0.001,0.14433333333333334,0.0,3.0
2024-01-01 09:30:00,0.001,0.0,0.001,0.15466666666666667,0.0,2.2
2024-01-01 09:45:00,0.001,0.0,0.020933333333333335,0.4408,0.0,0.0
2024-01-01 10:00:00,0.001,0.0,0.31359415481395836,0.07033333333333333,0.0,0.0
2024-01-01 10:15:00,0.001,0.0,0.7784300551217537,0.151,0.0,0.0
2024-01-01 10:30:00,0.001,0.0,0.19031532135688214,0.7587333333333334,0.0,2.0
2024-01-01 10:45:00,0.001,0.0,0.16125635070014202,0.207,0.0,3.0
2024-01-01 11:00:00,0.001,0.0,0.9356263301377817,0.12633333333333333,14.0,1.4
2024-01-01 11:15:00,0.001,0.0,0.8501022392556616,0.054,12.0,0.0
2024-01-01 11:30:00,0.001,0.0,0.11419909048795261,0.09066666666666667,0.0,1.8
2024-01-01 11:45:00,0.001,0.0,0.2357076404471998,0.15793333333333334,0.0,3.0
2024-01-01 12:00:00,0.001,0.0,0.6393256247629363,0.14800000000000002,0.0,3.0
2024-01-01 12:15:00,0.001,0.0,0.3796138767187912,0.31,0.0,3.0
2024-01-01 12:30:00,0.001,0.0,0.001,0.07200000000000001,0.0,2.6
2024-01-01 12:45:00,0.001,0.0,0.001,0.4408,0.0,0.0
2024-01-01 13:00:00,0.001,0.0,0.001,0.08499999999999999,0.0,0.0
2024-01-01 13:15:00,0.001,0.0,0.001,0.14366666666666666,0.0,0.0
2024-01-01 13:30:00,0.001,0.0,0.001,0.11333333333333334,0.0,0.2
2024-01-01 13:45:00,0.001,0.0,0.001,0.35112158282484496,0.0,1.8
2024-01-01 14:00:00,0.001,0.0,0.001,0.07815707570600684,0.0,0.6
2024-01-01 14:15:00,0.001,0.0,0.001,0.0528237423726735,0.0,3.0
2024-01-01 14:30:00,0.001,0.0,0.001,0.5039570757060069,0.0,1.2
2024-01-01 14:45:00,0.001,0.0,0.001,0.1481570757060068,0.0,1.0
2024-01-01 15:00:00,0.001,0.0,0.001,0.16649040903934018,0.0,0.4
2024-01-01 15:15:00,0.001,0.0,0.001,0.21712566056480548,0.0,3.0
2024-01-01 15:30:00,0.001,0.0,0.001,0.30093333333333333,0.0,2.8
2024-01-01 15:45:00,0.001,0.0,0.001,0.4408,0.0,0.0
2024-01-01 16:00:00,0.001,0.0,0.001,0.49946666666666667,0.0,1.4
2024-01-01 16:15:00,0.001,0.0,0.001,0.129,0.0,1.8
2024-01-01 16:30:00,0.001,0.0,0.001,0.196,0.0,0.0
2024-01-01 16:45:00,0.001,0.0,0.001,0.10300000000000001,0.0,0.0
2024-01-01 17:00:00,0.001,0.0,0.001,0.193,0.0,0.0
2024-01-01 17:15:00,0.001,0.0,0.001,0.079,0.0,0.8
2024-01-01 17:30:00,0.001,0.0,0.001,0.11120695964705524,0.0,3.0
2024-01-01 17:45:00,0.001,0.0,0.001,0.727618864019581,0.0,3.0
2024-01-01 18:00:00,0.001,0.0,0.001,0.6482816943019837,0.0,2.6
