,DishWasher,WashingMachine,BaseLoad,P_HP,P_WB
2024-01-01 00:00:00,0.0,0.001,0.3357,0.0,0.0
2024-01-01 00:15:00,0.0,0.001,0.3737,0.0,0.0
2024-01-01 00:30:00,0.0,0.001,0.1837,0.0,0.0
2024-01-01 00:45:00,0.0,0.001,0.1837,0.0,0.0
2024-01-01 01:00:00,0.0,0.001,0.1837,0.0,0.0
2024-01-01 01:15:00,0.0,0.001,0.1837,0.0,0.0
2024-01-01 01:30:00,0.0,0.001,0.3230333333333333,0.0,0.0
2024-01-01 01:45:00,0.0,0.001,0.3737,0.0,0.0
2024-01-01 02:00:00,0.0,0.001,0.19636666666666666,0.0,1.8
2024-01-01 02:15:00,0.0,0.001,0.1837,0.8,2.6
2024-01-01 02:30:00,0.0,0.001,0.1837,2.0,0.0
2024-01-01 02:45:00,0.0,0.001,0.1837,1.3333333333333333,0.6
2024-01-01 03:00:00,0.0,0.001,0.3103666666666667,0.0,1.0
2024-01-01 03:15:00,0.0,0.001,0.25609333333333334,0.0,0.0
2024-01-01 03:30:00,0.0,0.001,0.07333333333333333,0.0,0.0
2024-01-01 03:45:00,0.0,0.001,0.048,0.0,1.8
2024-01-01 04:00:00,0.0,0.001,0.048,0.0,0.8
2024-01-01 04:15:00,0.0,0.001,0.048,0.0,0.0
2024-01-01 04:30:00,0.0,0.001,0.16199999999999998,1.7333333333333334,0.0
2024-01-01 04:45:00,0.0,0.001,0.238,1.7333333333333334,0.0
2024-01-01 05:00:00,0.0,0.001,0.08600000000000001,0.0,2.4
2024-01-01 05:15:00,0.0,0.001,0.048,0.0,1.0
2024-01-01 05:30:00,0.0,0.001,0.048,0.0,0.6
2024-01-01 05:45:00,0.0,0.001,0.048,0.0,2.2
2024-01-01 06:00:00,0.0,0.001,0.14933333333333332,1.8666666666666667,2.2
2024-01-01 06:15:00,0.0,0.001,0.238,2.0,3.0
2024-01-01 06:30:00,0.0,0.001,0.09866666666666667,2.0,1.2
2024-01-01 06:45:00,0.0,0.001,0.048,0.9333333333333333,0.0
2024-01-01 07:00:00,0.0,0.001,0.048,0.5333333333333333,0.8
2024-01-01 07:15:00,0.0,0.001,0.048,2.0,0.6
2024-01-01 07:30:00,0.0,0.001,0.13666666666666666,2.0,0.0
2024-01-01 07:45:00,0.0,0.001,0.6378,2.0,0.2
2024-01-01 08:00:00,0.0,0.001,0.6444,2.0,0.8
2024-01-01 08:15:00,0.0,0.001,0.048,2.0,0.0
2024-01-01 08:30:00,0.0,0.001,0.048,2.0,0.0
2024-01-01 08:45:00,0.0,0.020933333333333335,0.048,2.0,0.0
2024-01-01 09:00:00,0.0,0.31359415481395836,0.12399999999999999,2.0,1.0
2024-01-01 09:15:00,0.0,0.7784300551217537,0.238,2.0,1.0
2024-01-01 09:30:00,0.0,0.19031532135688214,0.12399999999999999,1.3333333333333333,3.0
2024-01-01 09:45:00,0.0,0.16125635070014202,0.09323333333333333,0.0,3.0
2024-01-01 10:00:00,0.0,0.9356263301377817,0.1837,0.0,0.2
2024-01-01 10:15:00,0.0,0.8501022392556616,0.1837,0.0,1.0
2024-01-01 10:30:00,0.0,0.11419909048795261,0.24703333333333333,0.0,2.2
2024-01-01 10:45:00,0.0,0.2357076404471998,0.3737,0.5333333333333333,0.0
2024-01-01 11:00:00,0.0,0.6393256247629363,1.1211666666666666,2.0,0.0
2024-01-01 11:15:00,0.0,0.3796138767187912,2.3057,2.0,0.0
2024-01-01 11:30:00,0.0,0.001,1.4730333333333332,0.8,2.2
2024-01-01 11:45:00,0.0,0.001,0.3046999999999999,0.0,3.0
2024-01-01 12:00:00,0.0,0.001,0.35536666666666666,0.0,2.8
2024-01-01 12:15:00,0.0,0.001,0.4947,0.0,1.0
2024-01-01 12:30:00,0.0,0.001,0.4060333333333333,0.0,2.6
2024-01-01 12:45:00,0.0,0.001,1.9594382780588038,0.0,0.0
2024-01-01 13:00:00,0.0,0.001,1.34249152661834,0.0,0.8
2024-01-01 13:15:00,0.0,0.001,0.4690759397255878,2.0,3.0
2024-01-01 13:30:00,0.0,0.001,0.5070759397255878,2.0,0.8
2024-01-01 13:45:00,0.0,0.001,0.5843724599020601,0.8,0.0
2024-01-01 14:00:00,0.0,0.001,0.4305237423726735,0.0,0.6
2024-01-01 14:15:00,0.0,0.001,0.19692824949151158,0.0,0.6
2024-01-01 14:30:00,0.0,0.001,0.169,0.0,0.0
2024-01-01 14:45:00,0.0,0.001,0.26851333333333327,0.0,0.8
2024-01-01 15:00:00,0.0,0.001,2.212995459732057,0.0,0.2
2024-01-01 15:15:00,0.0,0.001,1.617075939725588,0.0,0.0
2024-01-01 15:30:00,0.0,0.001,0.35374260639225447,0.0,1.8
2024-01-01 15:45:00,0.0,0.001,0.2270759397255878,1.7333333333333334,2.6
2024-01-01 16:00:00,0.0,0.001,0.2270759397255878,2.0,0.0
2024-01-01 16:15:00,0.0,0.001,0.7538321669216717,1.0666666666666667,0.0
2024-01-01 16:30:00,0.0,0.001,0.1971549161581782,0.0,0.0
2024-01-01 16:45:00,0.0,0.001,0.3737,0.0,1.0
2024-01-01 17:00:00,0.0,0.001,0.3238215828248449,0.0,0.0
2024-01-01 17:15:00,0.0,0.001,0.1955237423726735,0.0,1.4
2024-01-01 17:30:00,0.0,0.001,0.1955237423726735,0.0,1.2
2024-01-01 17:45:00,0.0,0.001,0.1955237423726735,0.0,2.6
2024-01-01 18:00:00,0.0,0.001,0.21866202043147734,0.0,0.0
2024-01-01 18:15:00,0.0,0.001,0.4123464427765184,0.0,1.0
2024-01-01 18:30:00,0.0,0.001,0.3672521973529143,2.0,2.4
2024-01-01 18:45:00,0.0008666666666666667,0.001,0.2152521973529143,2.0,0.0
2024-01-01 19:00:00,1.2004666666666668,0.001,0.2555855306862476,0.6666666666666666,2.0
2024-01-01 19:15:00,0.001,0.001,0.3046999999999999,0.0,0.0
2024-01-01 19:30:00,0.0008666666666666667,0.001,0.3046999999999999,0.0,0.0
2024-01-01 19:45:00,0.0,0.001,0.48203333333333326,0.0,1.0
2024-01-01 20:00:00,0.0,0.001,0.5661666666666666,0.0,1.6
2024-01-01 20:15:00,0.0,0.001,0.31493966463271295,0.0,0.0
2024-01-01 20:30:00,0.0,0.001,0.18082374237267348,0.0,1.4
2024-01-01 20:45:00,0.0,0.001,0.18082374237267348,0.0,0.0
2024-01-01 21:00:00,0.0,0.001,0.18082374237267348,0.0,0.0
2024-01-01 21:15:00,0.0,0.001,0.28902374237267353,1.3333333333333333,1.2
2024-01-01 21:30:00,0.0,0.001,0.28511607884193907,0.0,2.2
2024-01-01 21:45:00,0.0,0.001,0.21237593972558783,0.0,0.0
2024-01-01 22:00:00,0.0,0.001,0.3172426063922545,0.8,1.0
2024-01-01 22:15:00,0.0,0.001,0.5999092730589212,2.0,1.2
2024-01-01 22:30:00,0.0,0.001,0.4585759397255878,0.9333333333333333,0.4
2024-01-01 22:45:00,0.0,0.001,0.3564934448104721,0.0,0.0
2024-01-01 23:00:00,0.0,0.001,0.3695173991176381,0.0,0.0
2024-01-01 23:15:00,0.0,0.001,0.11253333333333335,0.0,0.0
2024-01-01 23:30:00,0.0,0.001,0.048,0.0,0.0
2024-01-01 23:45:00,0.0,0.001,0.048,0.0,0.0
2024-01-02 00:00:00,0.0,0.001,0.048,0.0,0.0
2024-01-02 00:15:00,0.0,0.001,0.18733333333333332,0.0,0.0
2024-01-02 00:30:00,0.0,0.001,0.238,0.0,0.0
2024-01-02 00:45:00,0.0,0.001,0.06066666666666667,0.0,0.0
2024-01-02 01:00:00,0.0,0.001,0.048,0.0,0.0
2024-01-02 01:15:00,0.0,0.001,0.048,0.0,0.0
2024-01-02 01:30:00,0.0,0.001,0.048,0.0,0.0
2024-01-02 01:45:00,0.0,0.001,0.17466666666666666,0.0,0.0
2024-01-02 02:00:00,0.0,0.001,0.238,0.0,0.0
2024-01-02 02:15:00,0.0,0.001,0.07333333333333333,0.0,0.0
2024-01-02 02:30:00,0.0,0.001,0.048,0.0,0.0
2024-01-02 02:45:00,0.0,0.001,0.048,0.0,0.0
2024-01-02 03:00:00,0.0,0.001,0.048,0.0,0.0
2024-01-02 03:15:00,0.0,0.001,0.16199999999999998,0.0,0.0
2024-01-02 03:30:00,0.0,0.001,0.238,0.0,0.0
2024-01-02 03:45:00,0.0,0.001,0.08600000000000001,0.0,0.0
2024-01-02 04:00:00,0.0,0.001,0.048,1.0666666666666667,0.0
2024-01-02 04:15:00,0.0,0.001,0.048,1.8666666666666667,0.0
2024-01-02 04:30:00,0.0,0.001,0.048,2.0,0.0
2024-01-02 04:45:00,0.0,0.001,0.14933333333333332,2.0,0.0
2024-01-02 05:00:00,0.0,0.001,0.238,2.0,0.0
2024-01-02 05:15:00,0.0,0.001,0.09866666666666667,1.6,0.0
2024-01-02 05:30:00,0.0,0.001,0.048,0.0,0.0
2024-01-02 05:45:00,0.0,0.001,0.048,0.0,0.0
2024-01-02 06:00:00,0.0,0.001,0.048,0.0,0.0
2024-01-02 06:15:00,0.0,0.001,0.13666666666666666,0.0,0.0
2024-01-02 06:30:00,0.0,0.001,0.238,0.0,0.0
2024-01-02 06:45:00,0.0,0.001,0.11133333333333333,0.0,0.0
2024-01-02 07:00:00,0.0,0.001,0.048,0.13333333333333333,0.0
2024-01-02 07:15:00,0.0,0.001,0.048,2.0,0.0
2024-01-02 07:30:00,0.0,0.001,0.048,2.0,0.0
2024-01-02 07:45:00,0.0,0.001,0.12399999999999999,0.8,0.0
2024-01-02 08:00:00,0.0,0.001,0.238,0.0,0.0
2024-01-02 08:15:00,0.0,0.001,0.12399999999999999,0.0,0.0
2024-01-02 08:30:00,0.0,0.001,0.048,0.0,0.0
2024-01-02 08:45:00,0.0,0.001,0.048,0.0,0.0
2024-01-02 09:00:00,0.0,0.001,0.048,0.0,0.0
2024-01-02 09:15:00,0.0,0.001,0.11133333333333333,0.0,0.0
2024-01-02 09:30:00,0.0,0.001,0.238,0.0,0.0
2024-01-02 09:45:00,0.0,0.001,0.13666666666666666,1.2,0.0
2024-01-02 10:00:00,0.0,0.001,0.31453333333333333,2.0,0.0
2024-01-02 10:15:00,0.0,0.001,0.31453333333333333,1.4666666666666666,0.0
2024-01-02 10:30:00,0.0,0.001,0.048,0.0,0.0
2024-01-02 10:45:00,0.0,0.04455419540545832,0.7674333333333332,0.0,1.4
2024-01-02 11:00:00,0.0,0.20731554370726968,0.3737,0.0,0.2
2024-01-02 11:15:00,0.0,0.8902552693618025,0.28503333333333336,0.0,0.0
2024-01-02 11:30:00,0.0,0.42325419234686357,0.1837,0.0,0.0
2024-01-02 11:45:00,0.0,0.1434758900354722,0.1837,0.0,0.8
2024-01-02 12:00:00,0.0,0.24618820814434933,0.22403333333333333,0.0,1.4
2024-01-02 12:15:00,0.0,0.67508669111518,0.3588333333333333,0.0,1.4
