,TumbleDryer,DishWasher,BaseLoad,P_WB
2024-01-01 00:00:00,0.001,0.0,0.3337237423726735,1.0
2024-01-01 00:15:00,0.001,0.0,0.45955491615817823,0.0
2024-01-01 00:30:00,0.001,0.0,0.3067,0.0
2024-01-01 00:45:00,0.001,0.0,0.79482,0.0
2024-01-01 01:00:00,0.001,0.0,0.3067,0.0
2024-01-01 01:15:00,0.001,0.0,0.18909333333333336,0.0
2024-01-01 01:30:00,0.001,0.0,0.18686666666666665,1.3333333333333333
2024-01-01 01:45:00,0.001,0.0,0.30033333333333334,0.0
2024-01-01 02:00:00,0.001,0.0,0.1134,0.0
2024-01-01 02:15:00,0.001,0.0,0.084,1.3333333333333333
2024-01-01 02:30:00,0.001,0.0,0.0704,1.0
2024-01-01 02:45:00,0.001,0.0,0.05,4.0
2024-01-01 03:00:00,0.001,0.0,0.112,0.3333333333333333
2024-01-01 03:15:00,0.001,0.0,0.2563333333333333,0.6666666666666666
2024-01-01 03:30:00,0.001,0.0,0.15866666666666665,5.0
2024-01-01 03:45:00,0.001,0.0,0.05,0.0
2024-01-01 04:00:00,0.001,0.0,0.05,0.0
2024-01-01 04:15:00,0.001,0.0,0.05,0.0
2024-01-01 04:30:00,0.001,0.0,0.10166666666666666,4.333333333333333
2024-01-01 04:45:00,0.001,0.0,0.21233333333333332,0.3333333333333333
2024-01-01 05:00:00,0.001,0.0,0.191,0.0
2024-01-01 05:15:00,0.001,0.0,0.07200000000000001,1.6666666666666667
2024-01-01 05:30:00,0.001,0.0,0.05,0.0
2024-01-01 05:45:00,0.001,0.0,0.05,0.0
2024-01-01 06:00:00,0.001,0.0,0.09133333333333332,0.0
2024-01-01 06:15:00,0.001,0.0,0.205,4.333333333333333
2024-01-01 06:30:00,0.001,0.0,0.16466666666666668,0.3333333333333333
2024-01-01 06:45:00,0.001,0.0,0.116,3.6666666666666665
2024-01-01 07:00:00,0.001,0.0,0.05,0.0
2024-01-01 07:15:00,0.001,0.0,0.05,0.0
2024-01-01 07:30:00,0.001,0.0,0.0836,1.6666666666666667
2024-01-01 07:45:00,0.001,0.0,0.6178,0.0
2024-01-01 08:00:00,0.001,0.0,0.14400000000000002,0.0
2024-01-01 08:15:00,0.001,0.0,0.173,1.3333333333333333
2024-01-01 08:30:00,0.001,0.0,0.058666666666666666,0.0
2024-01-01 08:45:00,0.001,0.0,0.05,0.0
2024-01-01 09:00:00,0.001,0.0,0.07066666666666667,0.0
2024-01-01 09:15:00,0.001,0.0,0.205,0.0
2024-01-01 09:30:00,0.001,0.0,0.112,0.0
2024-01-01 09:45:00,0.001,0.0,1.7453333333333334,0.0
2024-01-01 10:00:00,0.001,0.0,0.9424,0.0
2024-01-01 10:15:00,0.001,0.0,0.4375333333333334,0.0
2024-01-01 10:30:00,0.001,0.0,0.4478666666666667,0.0
2024-01-01 10:45:00,0.001,0.0,0.33640000000000003,3.6666666666666665
2024-01-01 11:00:00,0.001,0.0,0.25633333333333336,5.0
2024-01-01 11:15:00,0.001,0.0,0.2361215828248449,5.0
2024-01-01 11:30:00,0.001,0.0,0.2838237423726735,0.3333333333333333
2024-01-01 11:45:00,0.001,0.0,0.1958237423726735,2.6666666666666665
2024-01-01 12:00:00,0.001,0.0,0.18715707570600684,0.6666666666666666
2024-01-01 12:15:00,0.001,0.0,0.34203070201972874,0.0
2024-01-01 12:30:00,0.001,0.0,0.5293876902340763,0.0
2024-01-01 12:45:00,0.001,0.0,2.0662921973529143,3.6666666666666665
2024-01-01 13:00:00,0.001,0.0,1.803118864019581,0.6666666666666666
2024-01-01 13:15:00,0.001,0.0,0.7348521973529143,0.0
2024-01-01 13:30:00,0.001,0.0,0.37116610740923134,0.0
2024-01-01 13:45:00,0.001,0.0,0.4947426063922545,0.0
2024-01-01 14:00:00,0.001,0.0,0.4430759397255878,1.0
2024-01-01 14:15:00,0.001,0.0,0.3394411414903116,0.3333333333333333
2024-01-01 14:30:00,0.001,0.0,0.4048570757060068,0.0
2024-01-01 14:45:00,0.001,0.0,0.4072573355372903,0.0
2024-01-01 15:00:00,0.001,0.0,0.6332051953189606,0.0
2024-01-01 15:15:00,0.001,0.0,0.4543292730589211,0.0
2024-01-01 15:30:00,0.001,0.0,0.33240927305892115,4.333333333333333
2024-01-01 15:45:00,0.001,0.0,0.6288759397255878,3.6666666666666665
2024-01-01 16:00:00,0.001,0.0,0.2584092730589211,2.6666666666666665
2024-01-01 16:15:00,0.001,0.0,0.30437074440662726,0.0
2024-01-01 16:30:00,0.001,0.0,0.1857,0.0
2024-01-01 16:45:00,0.001,0.0,0.30970000000000003,1.0
2024-01-01 17:00:00,0.001,0.0,0.29936666666666667,0.0
2024-01-01 17:15:00,0.001,0.0,0.1857,4.0
2024-01-01 17:30:00,0.001,0.0,0.18829999999999997,0.0
2024-01-01 17:45:00,0.001,0.0,0.35856666666666664,0.0
2024-01-01 18:00:00,0.001,0.0,0.36369999999999997,4.0
2024-01-01 18:15:00,0.001,6.666666666666667e-05,0.42147356273337416,3.6666666666666665
2024-01-01 18:30:00,0.001,0.001,0.9310359397255877,0.0
2024-01-01 18:45:00,0.001,2.1000666666666667,0.39770260639225447,0.0
2024-01-01 19:00:00,0.001,1.2004666666666668,0.7498759397255879,0.0
2024-01-01 19:15:00,0.001,1.3504,0.40140927305892116,0.0
2024-01-01 19:30:00,0.001,0.0007333333333333333,0.8396092730589212,0.3333333333333333
2024-01-01 19:45:00,0.001,0.0,0.4664092730589211,1.0
2024-01-01 20:00:00,0.001,0.0,0.5857292730589211,0.0
2024-01-01 20:15:00,0.001,0.0,0.8961426063922545,0.0
2024-01-01 20:30:00,0.001,0.0,0.34694260639225444,0.0
2024-01-01 20:45:00,0.001,0.0,0.33007593972558785,0.0
2024-01-01 21:00:00,0.001,0.0,0.4730759397255878,1.3333333333333333
2024-01-01 21:15:00,0.001,0.0,0.46594260639225454,0.0
2024-01-01 21:30:00,0.001,0.0,0.4947426063922545,0.0
2024-01-01 21:45:00,0.001,0.0,0.34797245990206016,0.0
2024-01-01 22:00:00,0.001,0.0,0.3500759397255878,1.3333333333333333
2024-01-01 22:15:00,0.001,0.0,0.744358193285007,0.0
2024-01-01 22:30:00,0.001,0.0,0.41158553068624765,2.3333333333333335
2024-01-01 22:45:00,0.001,0.0,0.49038553068624763,3.0
2024-01-01 23:00:00,0.001,0.0,1.1725855306862476,3.0
2024-01-01 23:15:00,0.001,0.0,0.6177855306862476,0.0
2024-01-01 23:30:00,0.001,0.0,0.36055435690074294,0.0
2024-01-01 23:45:00,0.001,0.0,0.3500759397255878,0.0
2024-01-02 00:00:00,0.001,0.0,0.35774172745108873,1.0
