,WashingMachine,BaseLoad,P_EV,P_WB
2024-01-01 00:00:00,0.001,0.046,0.0,0.6666666666666666
2024-01-01 00:15:00,0.001,0.046,0.0,2.3333333333333335
2024-01-01 00:30:00,0.001,0.05633333333333333,0.0,0.0
2024-01-01 00:45:00,0.001,0.201,0.0,3.3333333333333335
2024-01-01 01:00:00,0.001,0.25433333333333336,0.0,0.0
2024-01-01 01:15:00,0.001,0.19866666666666666,0.0,0.0
2024-01-01 01:30:00,0.001,0.046,0.0,0.0
2024-01-01 01:45:00,0.001,0.046,0.0,0.0
2024-01-01 02:00:00,0.001,0.046,0.0,0.0
2024-01-01 02:15:00,0.001,0.13899999999999998,0.0,0.0
2024-01-01 02:30:00,0.001,0.38666666666666666,0.0,0.0
2024-01-01 02:45:00,0.001,0.13866666666666666,0.0,0.0
2024-01-01 03:00:00,0.001,0.046,0.0,0.0
2024-01-01 03:15:00,0.001,0.046,0.0,0.0
2024-01-01 03:30:00,0.001,0.046,0.0,0.0
2024-01-01 03:45:00,0.001,0.08133333333333333,0.0,0.0
2024-01-01 04:00:00,0.001,0.463,0.0,0.0
2024-01-01 04:15:00,0.001,0.12000000000000001,0.0,0.0
2024-01-01 04:30:00,0.001,0.046,0.0,0.0
2024-01-01 04:45:00,0.001,0.046,0.0,0.0
2024-01-01 05:00:00,0.001,0.046,0.0,0.0
2024-01-01 05:15:00,0.001,0.08266666666666667,0.0,0.0
2024-01-01 05:30:00,0.001,0.422,0.0,0.0
2024-01-01 05:45:00,0.001,0.15966666666666668,0.0,0.0
2024-01-01 06:00:00,0.001,0.046,0.0,0.0
2024-01-01 06:15:00,0.001,0.046,0.0,0.0
2024-01-01 06:30:00,0.001,0.046,0.0,0.0
2024-01-01 06:45:00,0.001,0.14266666666666664,0.0,0.0
2024-01-01 07:00:00,0.001,0.28966666666666663,0.0,0.0
2024-01-01 07:15:00,0.001,0.201,0.0,0.0
2024-01-01 07:30:00,0.001,0.077,0.0,0.0
2024-01-01 07:45:00,0.001,0.046,0.0,0.0
2024-01-01 08:00:00,0.001,0.046,0.0,0.0
2024-01-01 08:15:00,0.001,0.20266666666666666,0.0,0.6666666666666666
2024-01-01 08:30:00,0.001,0.19866666666666666,0.0,2.6666666666666665
2024-01-01 08:45:00,0.001,0.15966666666666668,0.0,0.0
2024-01-01 09:00:00,0.001,0.15366666666666667,0.0,0.0
2024-01-01 09:15:00,0.001,0.059000000000000004,0.0,0.0
2024-01-01 09:30:00,0.001,0.059000000000000004,0.0,0.0
2024-01-01 09:45:00,0.001,0.2764549161581782,0.0,2.3333333333333335
2024-01-01 10:00:00,0.001,0.15569040903934017,1.8666666666666667,0.0
2024-01-01 10:15:00,0.001,0.11388143447070018,7.0,0.0
2024-01-01 10:30:00,0.001,0.24437593972558783,7.0,0.0
2024-01-01 10:45:00,0.001,0.3396026063922545,3.7333333333333334,2.0
2024-01-01 11:00:00,0.001,0.3599543569007429,0.0,0.3333333333333333
2024-01-01 11:15:00,0.001,0.592045237705859,0.0,2.6666666666666665
2024-01-01 11:30:00,0.001,0.33536666666666665,0.0,1.6666666666666667
2024-01-01 11:45:00,0.001,0.30269999999999997,0.0,0.0
2024-01-01 12:00:00,0.001,0.3275863312993796,2.8,0.0
2024-01-01 12:15:00,0.001,0.2995237423726735,0.0,0.0
2024-01-01 12:30:00,0.001,0.24319040903934014,0.0,0.0
2024-01-01 12:45:00,0.001,0.4791904090393402,0.0,0.0
2024-01-01 13:00:00,0.001,0.20652374237267349,0.0,0.0
2024-01-01 13:15:00,0.001,0.34769475584837767,0.0,2.3333333333333335
2024-01-01 13:30:00,0.001,0.664718864019581,0.0,0.0
2024-01-01 13:45:00,0.001,0.3682521973529143,0.0,0.0
2024-01-01 14:00:00,0.001,0.3605855306862476,0.0,2.6666666666666665
2024-01-01 14:15:00,0.001,1.0694681315686094,0.0,0.0
2024-01-01 14:30:00,0.001,0.3096333333333333,0.4666666666666667,0.0
2024-01-01 14:45:00,0.001,0.3430452377058591,1.4,0.0
2024-01-01 15:00:00,0.001,0.34725219735291435,0.0,0.0
2024-01-01 15:15:00,0.001,0.425118864019581,0.0,0.0
2024-01-01 15:30:00,0.001,0.864518864019581,0.0,0.0
2024-01-01 15:45:00,0.001,0.36539188317907645,0.0,0.0
2024-01-01 16:00:00,0.001,0.0578237423726735,0.0,0.0
2024-01-01 16:15:00,0.001,0.0578237423726735,0.0,0.0
2024-01-01 16:30:00,0.001,0.0578237423726735,0.4666666666666667,0.0
2024-01-01 16:45:00,0.001,0.11982374237267351,0.4666666666666667,1.0
2024-01-01 17:00:00,0.001,0.4239726625987592,0.0,1.3333333333333333
2024-01-01 17:15:00,0.001,0.13866666666666666,0.0,0.0
2024-01-01 17:30:00,0.001,0.059000000000000004,0.0,0.0
2024-01-01 17:45:00,0.001,0.1558,0.0,2.3333333333333335
2024-01-01 18:00:00,0.001,0.18,0.0,0.0
2024-01-01 18:15:00,0.001,0.19466666666666665,0.0,4.333333333333333
2024-01-01 18:30:00,0.001,0.5788666666666666,0.0,2.3333333333333335
2024-01-01 18:45:00,0.001,0.275145237705859,0.0,0.0
2024-01-01 19:00:00,0.001,0.47735219735291434,0.0,0.0
2024-01-01 19:15:00,0.001,0.21081886401958097,0.0,0.0
2024-01-01 19:30:00,0.001,0.1985521973529143,0.0,2.0
2024-01-01 19:45:00,0.001,0.7672271254667484,0.0,0.0
2024-01-01 20:00:00,0.001,0.6233370757060068,0.0,0.0
2024-01-01 20:15:00,0.001,0.4591904090393401,0.0,0.0
2024-01-01 20:30:00,0.001,0.2661237423726735,0.0,0.0
2024-01-01 20:45:00,0.001,0.21666202043147734,0.0,0.0
2024-01-01 21:00:00,0.001,0.3324915266183402,0.0,2.3333333333333335
2024-01-01 21:15:00,0.001,0.4427426063922545,0.0,0.0
2024-01-01 21:30:00,0.001,0.5587426063922544,0.0,0.0
2024-01-01 21:45:00,0.001,0.5010759397255878,0.0,0.6666666666666666
2024-01-01 22:00:00,0.001,0.40807593972558787,0.0,5.0
2024-01-01 22:15:00,0.001,0.3460759397255878,0.0,2.6666666666666665
2024-01-01 22:30:00,0.001,0.3460759397255878,0.0,0.0
2024-01-01 22:45:00,0.001,0.9025426063922545,0.0,0.0
2024-01-01 23:00:00,0.001,0.4987426063922545,0.0,0.0
2024-01-01 23:15:00,0.001,0.4287426063922545,0.0,0.0
2024-01-01 23:30:00,0.001,1.013475939725588,0.0,0.0
2024-01-01 23:45:00,0.001,1.0124092730589214,0.0,2.0
2024-01-02 00:00:00,0.001,0.3460759397255878,0.0,0.3333333333333333
2024-01-02 00:15:00,0.001,0.5627426063922544,0.0,1.3333333333333333
2024-01-02 00:30:00,0.001,0.4332248599516735,0.0,2.3333333333333335
2024-01-02 00:45:00,0.001,0.34458553068624764,0.0,0.0
2024-01-02 01:00:00,0.001,0.4583945052548876,0.0,0.0
2024-01-02 01:15:00,0.001,0.5152800000000001,0.0,0.0
2024-01-02 01:30:00,0.001,0.4482,0.0,0.0
2024-01-02 01:45:00,0.001,0.42900000000000005,0.0,0.0
2024-01-02 02:00:00,0.001,0.1996666666666667,0.0,0.0
2024-01-02 02:15:00,0.001,0.167,0.0,0.0
2024-01-02 02:30:00,0.001,0.16319999999999998,0.0,0.0
2024-01-02 02:45:00,0.001,0.17,0.0,0.0
2024-01-02 03:00:00,0.001,0.08266666666666667,0.0,0.0
2024-01-02 03:15:00,0.001,0.3186666666666666,0.0,0.0
2024-01-02 03:30:00,0.001,0.046,0.0,0.0
2024-01-02 03:45:00,0.001,0.046,0.0,0.0
2024-01-02 04:00:00,0.001,0.06666666666666667,0.0,0.0
2024-01-02 04:15:00,0.001,0.201,0.0,0.0
2024-01-02 04:30:00,0.001,0.184,0.0,0.0
2024-01-02 04:45:00,0.001,0.25866666666666666,0.0,0.0
2024-01-02 05:00:00,0.001,0.046,0.0,0.0
2024-01-02 05:15:00,0.001,0.046,1.8666666666666667,0.0
2024-01-02 05:30:00,0.001,0.046,7.0,0.0
2024-01-02 05:45:00,0.001,0.14933333333333335,7.0,0.0
2024-01-02 06:00:00,0.001,0.31633333333333336,7.0,0.0
2024-01-02 06:15:00,0.001,0.19866666666666666,2.8,0.0
2024-01-02 06:30:00,0.001,0.046,0.0,0.0
2024-01-02 06:45:00,0.001,0.046,0.0,0.0
2024-01-02 07:00:00,0.001,0.046,0.0,0.0
2024-01-02 07:15:00,0.001,0.077,0.0,0.0
2024-01-02 07:30:00,0.001,0.41766666666666663,0.0,0.0
2024-01-02 07:45:00,0.001,0.16966666666666666,0.0,0.0
2024-01-02 08:00:00,0.001,0.046,0.0,0.0
2024-01-02 08:15:00,0.001,0.046,0.0,0.0
2024-01-02 08:30:00,0.001,0.046,0.0,0.0
2024-01-02 08:45:00,0.001,0.06066666666666667,0.0,0.0
2024-01-02 09:00:00,0.001,0.4216666666666667,0.0,0.0
2024-01-02 09:15:00,0.001,0.182,0.0,0.0
2024-01-02 09:30:00,0.001,0.4458,0.0,0.0
2024-01-02 09:45:00,0.001,0.0512,0.0,0.0
2024-01-02 10:00:00,0.001,0.059000000000000004,0.0,2.6666666666666665
2024-01-02 10:15:00,0.001,0.09566666666666666,0.0,1.0
2024-01-02 10:30:00,0.001,0.373,0.0,0.0
2024-01-02 10:45:00,0.001,0.21053333333333332,0.0,0.0
2024-01-02 11:00:00,0.001,0.06666666666666667,0.0,0.0
2024-01-02 11:15:00,0.001,0.046,0.0,0.0
2024-01-02 11:30:00,0.001,0.046,0.0,0.0
2024-01-02 11:45:00,0.001,0.5424666666666667,0.0,0.0
2024-01-02 12:00:00,0.001,0.3919333333333333,0.0,0.0
2024-01-02 12:15:00,0.001,0.17,0.0,0.0
2024-01-02 12:30:00,0.001,0.13899999999999998,3.2666666666666666,1.3333333333333333
2024-01-02 12:45:00,0.001,0.046,4.666666666666667,3.0
2024-01-02 13:00:00,0.001,0.046,0.0,0.6666666666666666
2024-01-02 13:15:00,0.001,0.20266666666666666,0.0,3.3333333333333335
2024-01-02 13:30:00,0.001,0.19866666666666666,0.0,3.0
2024-01-02 13:45:00,0.001,0.09766666666666667,0.0,3.0
2024-01-02 14:00:00,0.001,0.201,0.0,0.0
2024-01-02 14:15:00,0.001,2.0563333333333333,0.0,0.0
2024-01-02 14:30:00,0.001,1.379133333333333,0.0,0.0
2024-01-02 14:45:00,0.001,0.26266666666666666,0.0,0.0
2024-01-02 15:00:00,0.001,0.8874666666666667,0.0,0.0
2024-01-02 15:15:00,0.001,1.6938,0.0,0.0
2024-01-02 15:30:00,0.001,0.7627333333333334,0.0,0.0
2024-01-02 15:45:00,0.001,0.12866666666666668,0.0,0.6666666666666666
2024-01-02 16:00:00,0.001,0.06066666666666667,0.0,3.3333333333333335
2024-01-02 16:15:00,0.001,0.30799999999999994,0.0,0.0
2024-01-02 16:30:00,0.001,0.07866666666666666,0.0,0.0
2024-01-02 16:45:00,0.001,0.046,0.0,1.0
2024-01-02 17:00:00,0.001,0.10800000000000001,0.0,2.3333333333333335
2024-01-02 17:15:00,0.001,0.201,0.0,0.0
2024-01-02 17:30:00,0.001,0.08266666666666667,0.0,0.0
2024-01-02 17:45:00,0.001,0.3265491615817823,0.0,0.0
2024-01-02 18:00:00,0.001,0.0578237423726735,0.0,2.3333333333333335
2024-01-02 18:15:00,0.001,0.0578237423726735,0.0,3.6666666666666665
2024-01-02 18:30:00,0.001,0.0578237423726735,0.0,0.0
2024-01-02 18:45:00,0.001,0.26110882621449527,0.0,0.0
2024-01-02 19:00:00,0.001,0.8714999999999999,0.0,0.0
2024-01-02 19:15:00,0.001,0.5153666666666666,0.0,0.0
2024-01-02 19:30:00,0.001,0.30269999999999997,0.0,0.0
2024-01-02 19:45:00,0.001,0.30269999999999997,0.0,0.0
2024-01-02 20:00:00,0.001,0.19783333333333333,0.0,0.0
2024-01-02 20:15:00,0.001,0.25403333333333333,0.0,0.0
2024-01-02 20:30:00,0.001,0.4830333333333333,0.0,0.0
2024-01-02 20:45:00,0.001,0.33436666666666665,0.0,0.0
2024-01-02 21:00:00,0.001,0.1817,0.0,0.0
2024-01-02 21:15:00,0.001,0.1817,0.0,0.0
2024-01-02 21:30:00,0.001,0.1817,0.0,0.0
2024-01-02 21:45:00,0.001,0.1817,0.0,0.0
2024-01-02 22:00:00,0.001,0.5533666666666667,0.0,0.0
2024-01-02 22:15:00,0.001,0.3363666666666667,0.0,0.0
2024-01-02 22:30:00,0.001,0.1817,0.0,0.0
2024-01-02 22:45:00,0.001,0.1817,0.0,0.0
2024-01-02 23:00:00,0.001,0.1817,0.0,0.0
2024-01-02 23:15:00,0.001,0.19636666666666666,0.0,0.0
2024-01-02 23:30:00,0.001,0.47208666666666665,0.0,0.0
2024-01-02 23:45:00,0.001,0.21300000000000002,0.0,0.0
2024-01-03 00:00:00,0.001,0.046,0.0,0.0
2024-01-03 00:15:00,0.001,0.046,0.0,0.0
2024-01-03 00:30:00,0.001,0.046,0.0,0.0
2024-01-03 00:45:00,0.001,0.08266666666666667,0.0,0.0
2024-01-03 01:00:00,0.001,0.32899999999999996,0.0,0.0
2024-01-03 01:15:00,0.001,0.201,0.0,0.0
2024-01-03 01:30:00,0.001,0.09766666666666667,0.0,0.0
2024-01-03 01:45:00,0.001,0.31253333333333333,0.0,2.6666666666666665
2024-01-03 02:00:00,0.001,0.8455999999999999,0.0,1.0
2024-01-03 02:15:00,0.001,0.14266666666666664,0.0,0.0
2024-01-03 02:30:00,0.001,0.7917333333333333,0.0,0.0
2024-01-03 02:45:00,0.001,0.13899999999999998,0.0,0.0
2024-01-03 03:00:00,0.001,0.17,0.0,0.0
2024-01-03 03:15:00,0.001,0.046,0.0,0.0
2024-01-03 03:30:00,0.001,0.5790666666666666,0.0,0.0
2024-01-03 03:45:00,0.001,0.20266666666666666,0.0,2.3333333333333335
2024-01-03 04:00:00,0.001,0.3319333333333333,0.0,0.0
2024-01-03 04:15:00,0.001,0.46646666666666664,6.066666666666666,0.0
2024-01-03 04:30:00,0.001,0.201,3.7333333333333334,0.0
2024-01-03 04:45:00,0.001,0.08733333333333333,0.0,0.0
2024-01-03 05:00:00,0.001,0.046,0.0,0.0
2024-01-03 05:15:00,0.001,0.26266666666666666,0.0,0.0
2024-01-03 05:30:00,0.001,0.13866666666666666,0.0,0.0
2024-01-03 05:45:00,0.001,0.44580000000000003,0.0,0.0
