,TumbleDryer,DishWasher,WashingMachine,BaseLoad,P_WB
2024-01-01 00:00:00,0.001,0.0,0.001,0.1388437728039162,0.6
2024-01-01 00:15:00,0.001,0.0,0.001,0.22933333333333333,1.5
2024-01-01 00:30:00,0.001,0.0,0.001,0.16624724338965038,1.4
2024-01-01 00:45:00,0.001,0.0,0.001,0.1678237423726735,0.0
2024-01-01 01:00:00,0.001,0.0,0.001,0.1678237423726735,0.0
2024-01-01 01:15:00,0.001,0.0,0.001,0.10329040903934016,0.0
2024-01-01 01:30:00,0.001,0.0,0.001,0.1348237423726735,0.0
2024-01-01 01:45:00,0.001,0.0,0.001,0.09366666666666666,0.0
2024-01-01 02:00:00,0.001,0.0,0.001,0.035,0.0
2024-01-01 02:15:00,0.001,0.0,0.001,0.035,0.0
2024-01-01 02:30:00,0.001,0.0,0.001,0.5680666666666666,0.1
2024-01-01 02:45:00,0.001,0.0,0.001,0.035,1.5
2024-01-01 03:00:00,0.001,0.0,0.001,0.13766666666666666,1.0
2024-01-01 03:15:00,0.001,0.0,0.001,0.079,0.0
2024-01-01 03:30:00,0.001,0.0,0.001,0.43479999999999996,0.0
2024-01-01 03:45:00,0.001,0.0,0.001,0.035,0.0
2024-01-01 04:00:00,0.001,0.0,0.001,0.43479999999999996,0.5
2024-01-01 04:15:00,0.001,0.0,0.001,0.042333333333333334,1.5
2024-01-01 04:30:00,0.001,0.0,0.001,0.145,1.5
2024-01-01 04:45:00,0.001,0.0,0.001,0.5973999999999999,1.5
2024-01-01 05:00:00,0.001,0.0,0.001,0.43479999999999996,1.5
2024-01-01 05:15:00,0.001,0.0,0.001,0.5680666666666666,1.5
2024-01-01 05:30:00,0.001,0.0,0.001,0.035,1.5
2024-01-01 05:45:00,0.001,0.0,0.001,0.057,1.5
2024-01-01 06:00:00,0.001,0.0,0.001,0.145,1.5
2024-01-01 06:15:00,0.001,0.0,0.001,0.049666666666666665,1.5
2024-01-01 06:30:00,0.001,0.0,0.001,0.035,1.5
2024-01-01 06:45:00,0.001,0.0,0.001,0.43479999999999996,1.5
2024-01-01 07:00:00,0.001,0.0,0.001,0.16826666666666668,1.5
2024-01-01 07:15:00,0.001,0.0,0.001,0.07166666666666667,1.5
2024-01-01 07:30:00,0.001,0.0,0.001,0.145,1.1
2024-01-01 07:45:00,0.001,0.0,0.001,0.43479999999999996,0.0
2024-01-01 08:00:00,0.001,0.0,0.001,0.035,0.0
2024-01-01 08:15:00,0.001,0.0,0.001,0.156,0.0
2024-01-01 08:30:00,0.001,0.0,0.001,0.156,0.0
2024-01-01 08:45:00,0.001,0.0,0.001,0.6071333333333333,0.9
2024-01-01 09:00:00,0.001,0.0,0.001,0.2916666666666667,1.5
2024-01-01 09:15:00,0.001,0.0,0.001,0.20440000000000003,0.9
2024-01-01 09:30:00,0.001,0.0,0.001,0.156,0.7
2024-01-01 09:45:00,0.001,0.0,0.001,0.156,1.5
2024-01-01 10:00:00,0.001,0.0,0.001,0.09953333333333333,1.5
2024-01-01 10:15:00,0.001,0.0,0.001,0.10099999999999999,1.5
2024-01-01 10:30:00,0.001,0.0,0.001,0.11566666666666665,1.5
2024-01-01 10:45:00,0.001,0.0,0.001,0.5680666666666666,1.5
2024-01-01 11:00:00,0.001,0.0,0.001,0.43479999999999996,1.3
2024-01-01 11:15:00,0.001,0.0,0.001,0.035,0.5
2024-01-01 11:30:00,0.001,0.0,0.001,0.035,1.5
2024-01-01 11:45:00,0.001,0.0,0.001,0.11566666666666665,1.5
2024-01-01 12:00:00,0.001,0.0,0.001,0.10099999999999999,1.5
2024-01-01 12:15:00,0.001,0.0,0.001,0.035,1.5
2024-01-01 12:30:00,0.001,0.0,0.001,0.03710347982352762,1.5
2024-01-01 12:45:00,0.001,0.0,0.001,0.0665521973529143,1.5
2024-01-01 13:00:00,0.001,0.0,0.001,0.0665521973529143,1.5
2024-01-01 13:15:00,0.001,0.0,0.001,0.16188553068624764,0.3
2024-01-01 13:30:00,0.001,0.0,0.001,0.11788553068624763,0.0
2024-01-01 13:45:00,0.001,0.0,0.001,0.1633521973529143,0.0
2024-01-01 14:00:00,0.001,0.0,0.001,0.156,0.0
