,DishWasher,WashingMachine,BaseLoad,P_WB
2024-01-01 00:00:00,0.0,0.001,0.3046999999999999,0.0
2024-01-01 00:15:00,0.0,0.001,0.6785605767229836,0.0
2024-01-01 00:30:00,0.0,0.001,0.15315707570600684,0.0
2024-01-01 00:45:00,0.0,0.001,0.24982374237267352,1.1
2024-01-01 01:00:00,0.0,0.001,0.1738237423726735,0.9
2024-01-01 01:15:00,0.0,0.001,0.0598237423726735,0.0
2024-01-01 01:30:00,0.0,0.001,0.0503647484745347,0.0
2024-01-01 01:45:00,0.0,0.001,0.048,0.0
2024-01-01 02:00:00,0.0,0.001,0.11133333333333333,0.5
2024-01-01 02:15:00,0.0,0.001,0.238,1.5
2024-01-01 02:30:00,0.0,0.001,0.11133333333333333,1.5
2024-01-01 02:45:00,0.0,0.001,0.048,1.4
2024-01-01 03:00:00,0.0,0.001,0.048,0.0
2024-01-01 03:15:00,0.0,0.001,0.07514,0.0
2024-01-01 03:30:00,0.0,0.001,0.29769999999999996,0.0
2024-01-01 03:45:00,0.0,0.001,1.4398333333333333,0.0
2024-01-01 04:00:00,0.0,0.001,0.19636666666666666,0.0
2024-01-01 04:15:00,0.0,0.001,0.1837,0.0
2024-01-01 04:30:00,0.0,0.001,0.1837,0.0
2024-01-01 04:45:00,0.0,0.001,0.1837,0.0
2024-01-01 05:00:00,0.0,0.001,0.3483666666666666,0.0
2024-01-01 05:15:00,0.0,0.001,0.3357,0.0
2024-01-01 05:30:00,0.0,0.001,0.1837,0.7
2024-01-01 05:45:00,0.0,0.001,0.1837,1.5
2024-01-01 06:00:00,0.0,0.001,0.1837,1.5
2024-01-01 06:15:00,0.0,0.001,0.20903333333333332,0.9
2024-01-01 06:30:00,0.0,0.001,0.4866333333333333,0.0
2024-01-01 06:45:00,0.0,0.001,0.9425666666666667,0.5
2024-01-01 07:00:00,0.0,0.001,0.3177,1.5
2024-01-01 07:15:00,0.0,0.001,0.3177,1.5
2024-01-01 07:30:00,0.0,0.001,0.8781119043725256,1.5
2024-01-01 07:45:00,0.0,0.001,0.45998553068624765,1.5
2024-01-01 08:00:00,0.0,0.001,0.8050521973529143,1.5
2024-01-01 08:15:00,0.0,0.001,0.2025921973529143,1.5
2024-01-01 08:30:00,0.0,0.001,0.0690347982352762,0.8
2024-01-01 08:45:00,0.0,0.001,0.048,0.0
2024-01-01 09:00:00,0.0,0.001,0.048,0.0
2024-01-01 09:15:00,0.0,0.001,0.17466666666666666,0.0
2024-01-01 09:30:00,0.0,0.001,0.238,0.0
2024-01-01 09:45:00,0.0,0.001,0.07514,1.4
2024-01-01 10:00:00,0.0,0.001,0.45023333333333326,1.5
2024-01-01 10:15:00,0.0,0.001,0.45023333333333326,0.2
2024-01-01 10:30:00,0.0,0.001,1.8026313184117484,0.0
2024-01-01 10:45:00,0.0,0.001,1.4592521973529142,0.0
2024-01-01 11:00:00,0.0,0.001,0.3545855306862477,0.0
2024-01-01 11:15:00,0.0,0.0320847911347406,0.3120521973529143,0.0
2024-01-01 11:30:00,0.0,0.17024573764765996,0.33625219735291434,0.0
2024-01-01 11:45:00,0.0,0.6549454171780517,0.3278382780588039,0.0
2024-01-01 12:00:00,0.0,0.6899985656358884,0.34269999999999995,0.0
2024-01-01 12:15:00,0.0,0.14051531329240405,0.4947,0.0
2024-01-01 12:30:00,0.0,0.26725347411247097,0.8861,0.0
2024-01-01 12:45:00,0.0,0.6694765650804625,0.19263645659612463,1.1
2024-01-01 13:00:00,0.0,0.09643487810921333,0.5904092730589211,1.5
2024-01-01 13:15:00,0.0,0.16095998638317108,0.48134260639225446,1.5
2024-01-01 13:30:00,0.0,0.6840029394128664,0.43674260639225443,1.5
2024-01-01 13:45:00,0.0,1.519195949822883,0.5380759397255878,1.5
2024-01-01 14:00:00,0.0,0.13219224463900603,0.3593275787569374,1.5
2024-01-01 14:15:00,0.15033333333333332,0.1423001883100892,0.3177,0.6
2024-01-01 14:30:00,2.25,0.2842216236540919,0.3276904182771336,0.0
2024-01-01 14:45:00,1.0505333333333333,0.436687078666496,1.1046092730589214,1.2
2024-01-01 15:00:00,1.2004666666666668,0.001,2.2426092730589215,1.5
2024-01-01 15:15:00,0.0006000000000000001,0.001,0.40440927305892116,1.5
2024-01-01 15:30:00,0.0,0.001,0.2270759397255878,1.5
2024-01-01 15:45:00,0.0,0.001,0.1975711912510531,1.5
2024-01-01 16:00:00,0.0,0.001,0.10750927305892113,1.5
2024-01-01 16:15:00,0.0,0.001,0.189237661666784,1.1
2024-01-01 16:30:00,0.0,0.001,0.4251037423726735,0.0
2024-01-01 16:45:00,0.0,0.001,0.4561904090393402,0.0
2024-01-01 17:00:00,0.0,0.001,0.5908050414549232,1.0
