,DishWasher,WashingMachine,BaseLoad,P_WB
2024-01-01 00:00:00,0.0,0.001,0.4014759397255878,0.0
2024-01-01 00:15:00,0.0,0.001,0.4268341818432564,1.2
2024-01-01 00:30:00,0.0,0.001,0.4279904090393402,1.5
2024-01-01 00:45:00,0.0,0.001,0.4260059959320925,1.5
2024-01-01 01:00:00,0.0,0.001,0.22827999999999998,1.5
2024-01-01 01:15:00,0.0,0.001,0.174,1.5
2024-01-01 01:30:00,0.0,0.001,0.10253333333333332,1.5
2024-01-01 01:45:00,0.0,0.001,0.25766666666666665,1.5
2024-01-01 02:00:00,0.0,0.001,0.18833333333333335,1.5
2024-01-01 02:15:00,0.0,0.001,0.06766666666666667,1.5
2024-01-01 02:30:00,0.0,0.001,0.45280000000000004,1.5
2024-01-01 02:45:00,0.0,0.001,0.45280000000000004,1.5
2024-01-01 03:00:00,0.0,0.001,0.15433333333333332,0.7
2024-01-01 03:15:00,0.0,0.001,0.30233333333333334,0.0
2024-01-01 03:30:00,0.0,0.001,0.08233333333333334,0.0
2024-01-01 03:45:00,0.0,0.001,0.053,0.0
2024-01-01 04:00:00,0.0,0.001,0.053,0.0
2024-01-01 04:15:00,0.0,0.001,0.053,1.4
2024-01-01 04:30:00,0.0,0.001,0.32566666666666666,1.5
2024-01-01 04:45:00,0.0,0.001,0.16033333333333333,1.5
2024-01-01 05:00:00,0.0,0.001,0.053,1.5
2024-01-01 05:15:00,0.0,0.001,0.053,1.0
2024-01-01 05:30:00,0.0,0.001,0.053,0.0
2024-01-01 05:45:00,0.0,0.001,0.197,0.0
2024-01-01 06:00:00,0.0,0.001,0.289,0.0
2024-01-01 06:15:00,0.0,0.001,0.5860666666666667,0.0
2024-01-01 06:30:00,0.0,0.001,0.053,1.3
2024-01-01 06:45:00,0.0,0.001,0.053,1.5
2024-01-01 07:00:00,0.0,0.001,0.11900000000000001,1.5
2024-01-01 07:15:00,0.0,0.001,0.26566666666666666,1.5
2024-01-01 07:30:00,0.0,0.001,0.15433333333333332,0.1
2024-01-01 07:45:00,0.0,0.001,0.053,0.0
2024-01-01 08:00:00,0.0,0.001,0.053,0.9
2024-01-01 08:15:00,0.0,0.001,0.10433333333333333,1.5
2024-01-01 08:30:00,0.0,0.001,0.16633333333333333,1.5
2024-01-01 08:45:00,0.0,0.001,0.243,1.3
2024-01-01 09:00:00,0.0,0.001,0.07833333333333334,0.0
2024-01-01 09:15:00,0.0,0.001,0.053,0.0
2024-01-01 09:30:00,0.0,0.001,0.08966666666666666,1.5
2024-01-01 09:45:00,0.0,0.001,0.15566666666666668,1.5
2024-01-01 10:00:00,0.0,0.001,0.7543333333333334,1.5
2024-01-01 10:15:00,0.0,0.001,1.1923333333333335,1.5
2024-01-01 10:30:00,0.0,0.001,0.39413333333333334,1.5
2024-01-01 10:45:00,0.0,0.001,0.08800000000000001,1.5
2024-01-01 11:00:00,0.0,0.001,0.2486,0.0
2024-01-01 11:15:00,0.0,0.001,0.19346666666666668,0.0
2024-01-01 11:30:00,0.0,0.001,0.36346666666666666,0.0
2024-01-01 11:45:00,0.0,0.001,0.7834,0.7
2024-01-01 12:00:00,0.0,0.001,0.19433333333333333,1.5
2024-01-01 12:15:00,0.0,0.001,0.176,1.5
2024-01-01 12:30:00,0.0,0.001,0.11073333333333334,1.5
2024-01-01 12:45:00,0.0,0.001,0.24679232723147215,1.5
2024-01-01 13:00:00,0.0,0.001,0.36315707570600686,0.2
2024-01-01 13:15:00,0.0006666666666666666,0.001,0.18582374237267352,0.1
2024-01-01 13:30:00,1.2004666666666668,0.001,0.3772237423726735,1.5
2024-01-01 13:45:00,0.001,0.001,0.27816882621449524,1.5
2024-01-01 14:00:00,0.001,0.001,0.174,1.5
2024-01-01 14:15:00,0.001,0.001,0.31333333333333335,1.5
2024-01-01 14:30:00,0.001,0.001,0.31566666666666665,1.5
2024-01-01 14:45:00,0.001,0.001,0.35073333333333334,1.5
2024-01-01 15:00:00,0.001,0.001,0.22533333333333333,0.4
2024-01-01 15:15:00,0.001,0.001,0.174,0.0
2024-01-01 15:30:00,2.25,0.001,0.1993333333333333,0.0
2024-01-01 15:45:00,0.1509333333333333,0.001,0.8970666666666667,0.0
2024-01-01 16:00:00,0.0008666666666666667,0.001,0.15166666666666667,0.0
2024-01-01 16:15:00,0.0,0.001,0.13709333333333334,0.0
2024-01-01 16:30:00,0.0,0.001,0.18869999999999998,1.3
2024-01-01 16:45:00,0.0,0.001,0.18869999999999998,1.5
2024-01-01 17:00:00,0.0,0.001,0.3949,0.5
2024-01-01 17:15:00,0.0,0.001,0.5077,0.0
2024-01-01 17:30:00,0.0,0.001,0.39036666666666664,0.0
2024-01-01 17:45:00,0.0,0.001,0.3097,0.6
2024-01-01 18:00:00,0.0,0.001,0.3097,1.5
2024-01-01 18:15:00,0.0,0.001,0.3097,1.5
2024-01-01 18:30:00,0.0,0.001,0.5412805767229837,1.5
2024-01-01 18:45:00,0.0,0.001,0.8396570757060069,1.3
2024-01-01 19:00:00,0.0,0.001,1.1907904090393402,1.5
2024-01-01 19:15:00,0.0,0.001,3.09999040903934,1.5
2024-01-01 19:30:00,0.0,0.001,1.3019589938981388,0.9
2024-01-01 19:45:00,0.0,0.001,0.567918864019581,0.0
2024-01-01 20:00:00,0.0,0.001,0.7657385286522939,0.0
2024-01-01 20:15:00,0.0,0.001,0.4740759397255878,0.0
2024-01-01 20:30:00,0.0,0.001,0.4740759397255878,0.0
2024-01-01 20:45:00,0.0,0.001,0.3530759397255878,0.0
2024-01-01 21:00:00,0.0005333333333333334,0.001,0.4322759397255878,0.8
2024-01-01 21:15:00,1.0505333333333333,0.001,0.7234092730589211,1.5
2024-01-01 21:30:00,0.1509333333333333,0.001,0.5900759397255878,1.5
2024-01-01 21:45:00,0.001,0.001,0.4740759397255878,1.5
2024-01-01 22:00:00,0.001,0.001,0.4740759397255878,1.5
2024-01-01 22:15:00,0.001,0.001,0.44180927305892115,1.5
2024-01-01 22:30:00,0.001,0.001,1.0376092730589213,1.5
2024-01-01 22:45:00,0.001,0.001,0.6934092730589211,1.5
2024-01-01 23:00:00,0.001,0.001,0.5877292730589211,0.7
2024-01-01 23:15:00,1.9501333333333333,0.001,0.4740759397255878,1.5
2024-01-01 23:30:00,0.4508,0.001,0.4740759397255878,1.5
2024-01-01 23:45:00,0.001,0.001,0.5694092730589212,1.5
2024-01-02 00:00:00,0.00046666666666666666,0.001,0.6091620296692708,1.5
2024-01-02 00:15:00,0.0,0.001,0.6039502791607824,1.5
2024-01-02 00:30:00,0.0,0.001,0.4337426063922545,1.5
2024-01-02 00:45:00,0.0,0.001,0.34886898007853256,1.5
2024-01-02 01:00:00,0.0,0.001,0.34572374237267345,0.1
2024-01-02 01:15:00,0.0,0.001,0.6589904090393401,0.0
2024-01-02 01:30:00,0.0,0.001,0.5111237423726736,0.0
2024-01-02 01:45:00,0.0,0.001,0.2536098323163565,0.0
2024-01-02 02:00:00,0.0,0.001,0.4552333333333333,1.2
2024-01-02 02:15:00,0.0,0.001,0.5212333333333333,0.8
2024-01-02 02:30:00,0.0,0.001,0.2620333333333333,0.0
2024-01-02 02:45:00,0.0,0.001,0.2248933333333333,0.8
2024-01-02 03:00:00,0.0,0.001,0.23742757875693743,1.5
2024-01-02 03:15:00,0.0,0.001,0.0648237423726735,1.5
2024-01-02 03:30:00,0.0,0.001,0.11615707570600685,1.5
2024-01-02 03:45:00,0.0,0.001,0.15282374237267352,1.5
2024-01-02 04:00:00,0.0,0.001,0.0648237423726735,1.5
2024-01-02 04:15:00,0.0,0.001,0.19233333333333333,1.5
2024-01-02 04:30:00,0.0,0.001,0.15433333333333332,1.5
2024-01-02 04:45:00,0.0,0.001,0.08966666666666666,0.0
2024-01-02 05:00:00,0.0,0.001,0.15566666666666668,0.3
2024-01-02 05:15:00,0.0,0.001,0.4528,1.5
2024-01-02 05:30:00,0.0,0.001,0.4781333333333333,0.5
2024-01-02 05:45:00,0.0,0.001,0.6427999999999999,0.0
2024-01-02 06:00:00,0.0,0.001,0.10033333333333333,0.0
2024-01-02 06:15:00,0.0,0.001,0.163,1.5
2024-01-02 06:30:00,0.0,0.001,0.060333333333333336,1.5
2024-01-02 06:45:00,0.0,0.001,0.053,0.8
2024-01-02 07:00:00,0.0,0.001,0.15693333333333334,1.4
2024-01-02 07:15:00,0.0,0.001,0.6124666666666666,0.5
2024-01-02 07:30:00,0.0,0.001,0.28639999999999993,1.5
2024-01-02 07:45:00,0.0,0.001,0.08800000000000001,1.5
2024-01-02 08:00:00,0.0,0.001,0.06166666666666667,1.5
2024-01-02 08:15:00,0.0,0.001,0.5964666666666666,1.5
2024-01-02 08:30:00,0.0,0.001,0.24333333333333332,1.2
2024-01-02 08:45:00,0.0,0.001,0.6317999999999999,0.0
2024-01-02 09:00:00,0.0,0.001,1.0178666666666667,0.0
2024-01-02 09:15:00,0.0,0.001,1.0574666666666668,1.4
2024-01-02 09:30:00,0.0,0.001,0.053,1.5
2024-01-02 09:45:00,0.0,0.001,0.11633333333333333,1.5
2024-01-02 10:00:00,0.0,0.001,0.3183333333333333,1.5
2024-01-02 10:15:00,0.0,0.001,0.1052,0.2
2024-01-02 10:30:00,0.0,0.001,1.9326666666666665,0.7
2024-01-02 10:45:00,0.0,0.001,1.8035294969490694,1.5
2024-01-02 11:00:00,0.0,0.001,2.1882237423726734,0.9
2024-01-02 11:15:00,0.0,0.001,1.0904904090393401,0.5
2024-01-02 11:30:00,0.0,0.001,0.2338904090393402,1.5
2024-01-02 11:45:00,0.0,0.001,0.07435707570600683,1.5
2024-01-02 12:00:00,0.0,0.001,0.07388249491511566,1.5
