,TumbleDryer,DishWasher,WashingMachine,BaseLoad
2024-01-07 02:30:00,0.001,0.0,0.001,0.2333647484745347
2024-01-07 02:45:00,0.001,0.0,0.001,0.05366666666666667
2024-01-07 03:00:00,0.001,0.0,0.001,0.041
2024-01-07 03:15:00,0.001,0.0,0.001,0.041
2024-01-07 03:30:00,0.001,0.0,0.001,0.4408
2024-01-07 03:45:00,0.001,0.0,0.001,0.155
2024-01-07 04:00:00,0.001,0.0,0.001,0.155
2024-01-07 04:15:00,0.001,0.0,0.001,0.041
2024-01-07 04:30:00,0.001,0.0,0.001,0.041
2024-01-07 04:45:00,0.001,0.0,0.001,0.041
2024-01-07 05:00:00,0.001,0.0,0.001,0.05366666666666667
2024-01-07 05:15:00,0.001,0.0,0.001,0.231
2024-01-07 05:30:00,0.001,0.0,0.001,0.06633333333333333
2024-01-07 05:45:00,0.001,0.0,0.001,0.041
2024-01-07 06:00:00,0.001,0.0,0.001,0.041
2024-01-07 06:15:00,0.001,0.0,0.001,0.041
2024-01-07 06:30:00,0.001,0.0,0.001,0.14233333333333334
2024-01-07 06:45:00,0.001,0.0,0.001,0.16766666666666669
2024-01-07 07:00:00,0.001,0.0,0.001,0.041
2024-01-07 07:15:00,0.001,0.0,0.001,0.041
2024-01-07 07:30:00,0.001,0.0,0.001,0.041
2024-01-07 07:45:00,0.001,0.0,0.001,0.041
2024-01-07 08:00:00,0.001,0.0,0.001,0.231
2024-01-07 08:15:00,0.001,0.0,0.001,0.079
2024-01-07 08:30:00,0.001,0.0,0.001,0.041
2024-01-07 08:45:00,0.001,0.0,0.001,0.041
2024-01-07 09:00:00,0.001,0.0,0.001,0.041
2024-01-07 09:15:00,0.001,0.0,0.001,0.12966666666666668
2024-01-07 09:30:00,0.001,0.0,0.001,0.18033333333333335
2024-01-07 09:45:00,0.001,0.0,0.001,0.041
2024-01-07 10:00:00,0.001,0.0,0.001,0.046200000000000005
2024-01-07 10:15:00,0.001,0.0,0.001,0.054
2024-01-07 10:30:00,0.001,0.0,0.001,0.07293131841174859
2024-01-07 10:45:00,0.001,0.0,0.001,0.2628855306862476
2024-01-07 11:00:00,0.001,0.0,0.001,0.5351521973529143
2024-01-07 11:15:00,0.001,0.0,0.001,0.07255219735291431
