,TumbleDryer,WashingMachine,BaseLoad,P_HP
2024-01-01 00:00:00,0.001,0.001,0.14533333333333334,0.0
2024-01-01 00:15:00,0.001,0.001,0.05,0.0
2024-01-01 00:30:00,0.001,0.001,0.05,0.0
2024-01-01 00:45:00,0.001,0.001,0.05,0.0
2024-01-01 01:00:00,0.001,0.001,0.05,0.0
2024-01-01 01:15:00,0.001,0.001,0.13066666666666665,0.0
2024-01-01 01:30:00,0.001,0.001,0.10133333333333333,0.0
2024-01-01 01:45:00,0.001,0.001,0.05,0.0
2024-01-01 02:00:00,0.001,0.001,0.05,0.0
2024-01-01 02:15:00,0.001,0.001,0.05,0.5333333333333333
2024-01-01 02:30:00,0.001,0.001,0.06466666666666668,2.0
2024-01-01 02:45:00,0.001,0.001,0.16,1.6
2024-01-01 03:00:00,0.001,0.001,0.05733333333333334,0.0
2024-01-01 03:15:00,0.001,0.001,0.05,0.0
2024-01-01 03:30:00,0.001,0.001,0.05,0.0
2024-01-01 03:45:00,0.001,0.001,0.05,0.0
2024-01-01 04:00:00,0.001,0.001,0.10866666666666668,0.0
2024-01-01 04:15:00,0.001,0.001,0.12333333333333334,0.0
2024-01-01 04:30:00,0.001,0.001,0.05,1.7333333333333334
2024-01-01 04:45:00,0.001,0.001,0.05,1.0666666666666667
2024-01-01 05:00:00,0.001,0.001,0.05,0.0
2024-01-01 05:15:00,0.001,0.001,0.05,0.0
2024-01-01 05:30:00,0.001,0.001,0.15266666666666667,0.13333333333333333
2024-01-01 05:45:00,0.001,0.001,0.07933333333333333,2.0
2024-01-01 06:00:00,0.001,0.001,0.4498,2.0
2024-01-01 06:15:00,0.001,0.001,0.05,2.0
2024-01-01 06:30:00,0.001,0.001,0.05,2.0
2024-01-01 06:45:00,0.001,0.001,0.08666666666666667,2.0
2024-01-01 07:00:00,0.001,0.001,0.14533333333333334,2.0
2024-01-01 07:15:00,0.001,0.001,0.05,2.0
2024-01-01 07:30:00,0.001,0.001,0.05,2.0
2024-01-01 07:45:00,0.001,0.001,0.059533333333333334,1.2
2024-01-01 08:00:00,0.001,0.001,0.063,0.0
2024-01-01 08:15:00,0.001,0.001,0.14366666666666666,0.0
2024-01-01 08:30:00,0.001,0.001,0.11,0.0
2024-01-01 08:45:00,0.001,0.001,0.05,0.0
2024-01-01 09:00:00,0.001,0.001,0.05,0.0
2024-01-01 09:15:00,0.001,0.001,0.05,0.5333333333333333
2024-01-01 09:30:00,0.001,0.001,0.06466666666666668,2.0
2024-01-01 09:45:00,0.001,0.001,0.16,2.0
2024-01-01 10:00:00,0.001,0.001,0.0608,0.5333333333333333
2024-01-01 10:15:00,0.001,0.001,0.063,0.0
2024-01-01 10:30:00,0.001,0.001,0.063,0.0
2024-01-01 10:45:00,0.001,0.001,0.063,0.0
2024-01-01 11:00:00,0.001,0.001,0.11733333333333333,0.0
2024-01-01 11:15:00,0.001,0.001,0.12333333333333334,0.0
2024-01-01 11:30:00,0.001,0.001,0.1495133333333333,0.0
2024-01-01 11:45:00,0.001,0.001,0.21796666666666667,0.0
2024-01-01 12:00:00,0.001,0.001,0.3067,1.7333333333333334
2024-01-01 12:15:00,0.001,0.001,0.3067,2.0
2024-01-01 12:30:00,0.001,0.001,0.4093666666666667,0.9333333333333333
2024-01-01 12:45:00,0.001,0.001,0.3360333333333333,0.0
2024-01-01 13:00:00,0.001,0.001,0.20989999999999995,0.0
2024-01-01 13:15:00,0.001,0.001,0.1857,0.0
2024-01-01 13:30:00,0.001,0.001,0.1857,0.0
2024-01-01 13:45:00,0.001,0.001,0.22236666666666666,0.0
2024-01-01 14:00:00,0.001,0.001,0.2810333333333333,0.0
2024-01-01 14:15:00,0.001,0.001,0.1857,0.0
2024-01-01 14:30:00,0.001,0.001,0.1857,0.0
2024-01-01 14:45:00,0.001,0.001,0.1857,0.0
2024-01-01 15:00:00,0.001,0.001,0.1857,0.9333333333333333
2024-01-01 15:15:00,0.001,0.001,0.26636666666666664,2.0
2024-01-01 15:30:00,0.001,0.001,0.2370333333333333,1.4666666666666666
2024-01-01 15:45:00,0.001,0.001,0.1857,0.0
2024-01-01 16:00:00,0.001,0.001,0.1857,0.0
2024-01-01 16:15:00,0.001,0.001,0.1857,0.0
2024-01-01 16:30:00,0.001,0.001,0.20036666666666664,0.0
2024-01-01 16:45:00,0.001,0.001,0.16,0.0
2024-01-01 17:00:00,0.001,0.001,0.05733333333333334,0.0
2024-01-01 17:15:00,0.001,0.001,0.05,0.0
2024-01-01 17:30:00,0.001,0.001,0.05,0.0
2024-01-01 17:45:00,0.001,0.001,0.05,0.0
2024-01-01 18:00:00,0.001,0.001,0.10866666666666668,0.0
2024-01-01 18:15:00,0.001,0.001,0.12333333333333334,1.4666666666666666
2024-01-01 18:30:00,0.001,0.001,0.05,2.0
2024-01-01 18:45:00,0.001,0.001,0.05,0.9333333333333333
2024-01-01 19:00:00,0.001,0.001,0.05,0.0
2024-01-01 19:15:00,0.001,0.001,0.05,0.0
2024-01-01 19:30:00,0.001,0.001,0.15266666666666667,0.0
2024-01-01 19:45:00,0.001,0.001,0.07933333333333333,0.0
2024-01-01 20:00:00,0.001,0.001,0.05,0.0
2024-01-01 20:15:00,0.001,0.001,0.05,0.0
2024-01-01 20:30:00,0.001,0.001,0.05,0.0
2024-01-01 20:45:00,0.001,0.001,0.08666666666666667,0.0
2024-01-01 21:00:00,0.001,0.001,0.14533333333333334,0.0
2024-01-01 21:15:00,0.001,0.001,0.05,0.0
2024-01-01 21:30:00,0.001,0.001,0.05,0.0
2024-01-01 21:45:00,0.001,0.001,0.05,0.0
2024-01-01 22:00:00,0.001,0.001,0.05,0.0
2024-01-01 22:15:00,0.001,0.001,0.13066666666666665,0.0
2024-01-01 22:30:00,0.001,0.001,0.10133333333333333,0.0
2024-01-01 22:45:00,0.001,0.001,0.05,0.0
2024-01-01 23:00:00,0.001,0.001,0.05,0.0
2024-01-01 23:15:00,0.001,0.001,0.05,0.0
2024-01-01 23:30:00,0.001,0.001,0.06466666666666668,0.0
2024-01-01 23:45:00,0.001,0.001,0.16,0.0
2024-01-02 00:00:00,0.001,0.001,0.05733333333333334,0.0
2024-01-02 00:15:00,0.001,0.001,0.05,0.0
2024-01-02 00:30:00,0.001,0.001,0.05,0.0
2024-01-02 00:45:00,0.001,0.001,0.05,0.0
2024-01-02 01:00:00,0.001,0.001,0.10866666666666668,0.0
2024-01-02 01:15:00,0.001,0.001,0.12333333333333334,0.0
2024-01-02 01:30:00,0.001,0.001,0.05,0.0
2024-01-02 01:45:00,0.001,0.001,0.05,0.0
2024-01-02 02:00:00,0.001,0.001,0.05,0.0
2024-01-02 02:15:00,0.001,0.001,0.05,0.0
2024-01-02 02:30:00,0.001,0.001,0.15266666666666667,0.0
2024-01-02 02:45:00,0.001,0.001,0.07933333333333333,0.0
2024-01-02 03:00:00,0.001,0.001,0.05,0.0
2024-01-02 03:15:00,0.001,0.001,0.05,0.0
2024-01-02 03:30:00,0.001,0.001,0.05,0.0
2024-01-02 03:45:00,0.001,0.001,0.08666666666666667,0.0
2024-01-02 04:00:00,0.001,0.001,0.14533333333333334,0.0
2024-01-02 04:15:00,0.001,0.001,0.05,1.4666666666666666
2024-01-02 04:30:00,0.001,0.001,0.05,2.0
2024-01-02 04:45:00,0.001,0.001,0.05,2.0
2024-01-02 05:00:00,0.001,0.001,0.05,0.5333333333333333
2024-01-02 05:15:00,0.001,0.001,0.13066666666666665,0.0
2024-01-02 05:30:00,0.001,0.001,0.10133333333333333,0.0
2024-01-02 05:45:00,0.001,0.001,0.05,0.0
2024-01-02 06:00:00,0.001,0.001,0.05,0.0
2024-01-02 06:15:00,0.001,0.001,0.05,0.4
2024-01-02 06:30:00,0.001,0.001,0.06466666666666668,0.0
2024-01-02 06:45:00,0.001,0.001,0.16,0.0
2024-01-02 07:00:00,0.001,0.001,0.05733333333333334,0.0
2024-01-02 07:15:00,0.001,0.001,0.05,1.0666666666666667
2024-01-02 07:30:00,0.001,0.001,0.05,2.0
2024-01-02 07:45:00,0.001,0.001,0.05,2.0
2024-01-02 08:00:00,0.001,0.001,0.10866666666666668,2.0
2024-01-02 08:15:00,0.001,0.001,0.12333333333333334,2.0
2024-01-02 08:30:00,0.001,0.001,0.05,0.0
2024-01-02 08:45:00,0.001,0.001,0.05,0.0
2024-01-02 09:00:00,0.001,0.001,0.05,0.0
2024-01-02 09:15:00,0.001,0.001,0.05,0.0
2024-01-02 09:30:00,0.001,0.001,0.15266666666666667,0.0
2024-01-02 09:45:00,0.001,0.001,0.07933333333333333,0.0
2024-01-02 10:00:00,0.001,0.001,0.05,0.0
2024-01-02 10:15:00,0.001,0.001,0.05,0.0
2024-01-02 10:30:00,0.001,0.001,0.05,1.7333333333333334
2024-01-02 10:45:00,0.001,0.001,0.08666666666666667,2.0
2024-01-02 11:00:00,0.001,0.001,0.14533333333333334,0.9333333333333333
2024-01-02 11:15:00,0.001,0.001,0.05,0.0
2024-01-02 11:30:00,0.001,0.001,0.05,0.0
2024-01-02 11:45:00,0.001,0.001,0.05,0.0
2024-01-02 12:00:00,0.001,0.001,0.05,0.0
2024-01-02 12:15:00,0.001,0.001,0.13066666666666665,0.0
2024-01-02 12:30:00,0.001,0.001,0.10133333333333333,0.0
2024-01-02 12:45:00,0.001,0.001,0.05,0.0
2024-01-02 13:00:00,0.001,0.001,0.05,0.0
2024-01-02 13:15:00,0.001,0.001,0.05,0.0
2024-01-02 13:30:00,0.001,0.001,0.06466666666666668,1.8666666666666667
2024-01-02 13:45:00,0.001,0.001,0.16,2.0
2024-01-02 14:00:00,0.001,0.001,0.05733333333333334,0.6666666666666666
2024-01-02 14:15:00,0.001,0.001,0.05,0.0
2024-01-02 14:30:00,0.001,0.001,0.05,0.0
2024-01-02 14:45:00,0.001,0.001,0.05,0.0
2024-01-02 15:00:00,0.001,0.001,0.10866666666666668,0.0
2024-01-02 15:15:00,0.001,0.001,0.12333333333333334,0.0
2024-01-02 15:30:00,0.001,0.001,0.05,0.0
2024-01-02 15:45:00,0.001,0.001,0.05,0.0
2024-01-02 16:00:00,0.001,0.001,0.05,0.0
2024-01-02 16:15:00,0.001,0.001,0.05,0.0
2024-01-02 16:30:00,0.001,0.001,0.15266666666666667,0.0
2024-01-02 16:45:00,0.001,0.001,0.07933333333333333,1.0666666666666667
2024-01-02 17:00:00,0.001,0.001,0.05,2.0
2024-01-02 17:15:00,0.001,0.001,0.05,1.3333333333333333
2024-01-02 17:30:00,0.001,0.001,0.05,0.0
2024-01-02 17:45:00,0.001,0.001,0.08666666666666667,0.0
2024-01-02 18:00:00,0.001,0.001,0.14533333333333334,0.0
2024-01-02 18:15:00,0.001,0.001,0.05,0.0
2024-01-02 18:30:00,0.001,0.001,0.05,0.0
2024-01-02 18:45:00,0.001,0.001,0.05,0.0
2024-01-02 19:00:00,0.001,0.001,0.05,0.0
2024-01-02 19:15:00,0.001,0.001,0.13066666666666665,0.0
2024-01-02 19:30:00,0.001,0.001,0.10133333333333333,0.0
2024-01-02 19:45:00,0.001,0.001,0.05,0.0
2024-01-02 20:00:00,0.001,0.001,0.05,0.6666666666666666
2024-01-02 20:15:00,0.001,0.001,0.11453333333333335,2.0
2024-01-02 20:30:00,0.001,0.001,0.5854666666666667,1.7333333333333334
2024-01-02 20:45:00,0.001,0.001,0.3896237423726735,0.0
2024-01-02 21:00:00,0.001,0.001,0.3111570757060068,0.0
2024-01-02 21:15:00,0.001,0.001,0.32275506078442207,0.0
2024-01-02 21:30:00,0.001,0.001,0.2789092730589211,0.0
2024-01-02 21:45:00,0.001,0.001,0.2143759397255878,0.0
2024-01-02 22:00:00,0.001,0.001,0.25139152661834013,0.0
2024-01-02 22:15:00,0.001,0.001,0.3962692730589212,0.0
2024-01-02 22:30:00,0.001,0.001,0.3185237423726735,0.0
2024-01-02 22:45:00,0.001,0.001,0.32273070201972875,0.0
2024-01-02 23:00:00,0.001,0.001,0.41460927305892115,0.0
2024-01-02 23:15:00,0.001,0.001,0.461616945827449,1.7333333333333334
2024-01-02 23:30:00,0.001,0.001,0.440918864019581,2.0
2024-01-02 23:45:00,0.001,0.001,0.3549646517450819,0.8
2024-01-03 00:00:00,0.001,0.001,0.3067,0.0
2024-01-03 00:15:00,0.001,0.001,0.2825,0.0
2024-01-03 00:30:00,0.001,0.001,0.3067,0.0
2024-01-03 00:45:00,0.001,0.001,0.34336666666666665,0.0
2024-01-03 01:00:00,0.001,0.001,0.40203333333333335,0.0
2024-01-03 01:15:00,0.001,0.001,0.8397666666666666,0.0
2024-01-03 01:30:00,0.001,0.001,0.2421666666666666,0.0
2024-01-03 01:45:00,0.001,0.001,0.1857,0.0
2024-01-03 02:00:00,0.001,0.001,0.1857,0.0
