,WasherDryer,DishWasher,BaseLoad,P_WB
2024-01-01 00:00:00,0.001,0.0,0.029,0.0
2024-01-01 00:15:00,0.001,0.0,0.029,0.6
2024-01-01 00:30:00,0.001,0.0,0.7140666666666667,0.3
2024-01-01 00:45:00,0.001,0.0,0.143,0.8
2024-01-01 01:00:00,0.001,0.0,0.029,0.2
2024-01-01 01:15:00,0.001,0.0,0.029,0.1
2024-01-01 01:30:00,0.001,0.0,0.029,0.1
2024-01-01 01:45:00,0.001,0.0,0.16833333333333333,0.0
2024-01-01 02:00:00,0.001,0.0,0.15566666666666668,1.3
2024-01-01 02:15:00,0.001,0.0,0.029,0.8
2024-01-01 02:30:00,0.001,0.0,0.4288,0.1
2024-01-01 02:45:00,0.001,0.0,0.029,0.3
2024-01-01 03:00:00,0.001,0.0,0.15566666666666668,0.4
2024-01-01 03:15:00,0.001,0.0,0.16833333333333333,0.3
2024-01-01 03:30:00,0.001,0.0,0.029,0.3
2024-01-01 03:45:00,0.001,0.0,0.029,0.1
2024-01-01 04:00:00,0.001,0.0,0.029,0.1
2024-01-01 04:15:00,0.001,0.0,0.143,0.0
2024-01-01 04:30:00,0.001,0.0,0.181,0.1
2024-01-01 04:45:00,0.001,0.0,0.029,0.1
2024-01-01 05:00:00,0.001,0.0,0.029,0.1
2024-01-01 05:15:00,0.001,0.0,0.029,0.0
2024-01-01 05:30:00,0.001,0.0,0.13033333333333333,0.1
2024-01-01 05:45:00,0.001,0.0,0.19366666666666665,0.1
2024-01-01 06:00:00,0.001,0.0,0.029,0.1
2024-01-01 06:15:00,0.001,0.0,0.029,0.0
2024-01-01 06:30:00,0.001,0.0,0.029,0.1
2024-01-01 06:45:00,0.001,0.0,0.11766666666666667,0.1
2024-01-01 07:00:00,0.001,0.0,0.20633333333333334,0.1
2024-01-01 07:15:00,0.001,0.0,0.029,0.0
2024-01-01 07:30:00,0.001,0.0,0.029,0.1
2024-01-01 07:45:00,0.001,0.0,0.029,0.2
2024-01-01 08:00:00,0.001,0.0,0.105,0.2
2024-01-01 08:15:00,0.001,0.0,0.219,0.1
2024-01-01 08:30:00,0.001,0.0,0.029,0.1
2024-01-01 08:45:00,0.001,0.0,0.029,0.0
2024-01-01 09:00:00,0.001,0.0,0.029,0.1
2024-01-01 09:15:00,0.001,0.0,0.09233333333333334,0.1
2024-01-01 09:30:00,0.001,0.0,0.219,0.1
2024-01-01 09:45:00,0.001,0.0,0.041666666666666664,0.0
2024-01-01 10:00:00,0.001,0.0,0.029,0.1
2024-01-01 10:15:00,0.7392991336538189,0.0,0.029,0.3
2024-01-01 10:30:00,0.7920347860576631,0.0,0.0918,0.1
2024-01-01 10:45:00,0.7920347860576631,0.0,0.3046,1.2
2024-01-01 11:00:00,0.7920347860576631,0.0,0.9883333333333333,0.6
2024-01-01 11:15:00,0.7920347860576631,0.0,2.5593333333333335,1.0
2024-01-01 11:30:00,0.7920347860576631,0.0,0.4166666666666667,0.5
2024-01-01 11:45:00,0.7920347860576631,0.0,0.19753333333333334,0.0
2024-01-01 12:00:00,0.7920347860576631,0.0,0.44593333333333335,0.1
2024-01-01 12:15:00,0.7920347860576631,0.0,0.6653333333333332,0.3
2024-01-01 12:30:00,0.7920347860576631,0.0,0.284,1.2
2024-01-01 12:45:00,0.7920347860576631,0.0,0.2796666666666667,1.5
2024-01-01 13:00:00,0.7920347860576631,0.0,0.29633333333333334,1.5
2024-01-01 13:15:00,0.7920347860576631,0.0,0.461,1.5
2024-01-01 13:30:00,0.5810921764422863,0.0,0.20873333333333335,0.9
2024-01-01 13:45:00,0.001,0.0006000000000000001,0.11773333333333333,0.3
